,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_08_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15
244,0,0,1,1,0,3,4,5,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,0,0,0,1,5,6,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1
245,0,0,1,1,0,3,4,5,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,0,0,1,5,6,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0
246,0,1,1,3,4,1,5,6,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,1,0,0,0,5,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1
247,0,0,2,2,3,5,6,1,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,2,1,3,4,1,5,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0
248,0,0,1,1,0,3,1,5,24,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,0,1,3,1,3,4,4,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0
249,0,1,0,0,1,2,0,4,47,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,1,2,4,0,3,3,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0
250,0,0,2,2,3,5,6,3,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,3,0,1,0,0,2,2,2,1,0,1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1
251,0,0,1,1,0,3,1,7,41,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,2,3,3,3,6,2,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1
252,0,1,0,0,1,2,0,4,47,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,1,2,4,0,3,3,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1
253,0,1,0,0,1,4,0,4,10,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,1,2,4,0,3,3,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0
254,0,1,1,3,4,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,1,2,1,0,4,7,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1
255,0,1,1,3,4,1,5,6,44,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,1,2,1,0,3,7,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0
256,0,1,0,3,1,4,2,4,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0,1,2,4,0,3,3,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1
257,0,0,2,2,2,0,3,7,32,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,6,0,0,2,1,3,4,6,2,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0
258,0,1,0,0,1,2,0,2,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,0,0,2,2,2,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0
259,0,0,2,2,3,5,6,1,19,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,2,0,0,2,1,3,4,1,2,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0
260,0,1,0,3,4,4,2,6,20,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,0,1,2,4,0,3,7,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1
261,0,1,0,0,1,2,0,4,47,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,1,2,4,0,3,3,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1
262,0,1,0,0,1,4,2,4,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,0,0,2,5,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0
263,0,1,0,0,1,2,0,4,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,1,2,4,0,3,3,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0
264,0,1,1,3,4,1,5,6,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,5,0,1,0,0,0,1,5,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0
265,0,0,1,1,0,3,4,5,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,0,0,1,5,6,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0
266,0,0,2,2,2,0,3,3,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,6,0,1,0,0,0,1,5,6,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1
267,0,0,2,2,2,5,3,1,50,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,2,1,3,4,6,2,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1
268,0,1,0,0,1,2,0,2,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,1,4,4,1,5,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1
269,0,0,1,1,0,3,4,5,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,0,0,1,5,6,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0
270,0,0,1,1,0,3,4,5,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,0,0,1,5,6,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0
271,0,0,1,1,0,3,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,2,3,1,3,4,4,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1
272,0,0,2,2,2,0,3,3,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,1,0,0,0,1,5,6,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0
273,0,1,1,3,4,1,5,6,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,1,0,0,0,5,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0
274,0,0,1,1,0,3,1,5,24,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,0,1,3,1,3,4,4,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0
275,0,0,2,2,2,5,3,1,-1,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,2,1,3,4,6,2,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1
276,0,1,1,3,4,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,1,2,1,0,4,7,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0
277,0,1,1,3,4,1,5,6,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,1,0,0,0,5,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
278,0,1,1,3,4,1,5,6,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,1,0,0,0,5,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1
279,0,1,1,3,4,1,5,6,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,1,0,0,0,5,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0
280,0,0,2,2,2,5,3,1,21,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,2,1,3,4,6,2,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0
281,0,0,1,1,0,3,4,5,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,0,0,1,5,6,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1
282,0,0,2,2,2,0,3,7,-1,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,6,0,0,2,3,3,3,6,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
283,0,0,2,2,2,5,3,1,50,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,2,1,3,4,6,2,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1
284,0,0,2,2,2,0,3,1,-1,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,2,1,3,4,6,2,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1
285,0,0,2,2,3,5,6,1,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,2,1,3,4,1,5,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1
286,0,1,0,0,3,2,0,2,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,0,0,2,2,2,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1
287,0,1,0,3,4,4,2,4,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,0,1,2,4,0,3,3,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1
288,0,1,0,0,1,2,0,2,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,1,4,4,1,5,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0
289,0,0,2,2,2,5,3,1,50,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,2,1,3,4,6,2,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1
290,0,0,2,2,3,5,6,1,37,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,2,1,3,4,1,5,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0
291,0,0,1,1,0,3,1,5,39,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,0,0,1,3,1,3,4,4,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,0
292,0,1,1,3,4,1,5,0,34,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,0,1,3,1,3,4,7,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0
293,0,0,1,1,0,3,1,7,41,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,2,3,3,3,6,2,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0
294,0,0,1,1,0,3,4,5,46,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,0,0,0,1,5,6,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0
295,0,0,1,1,0,3,4,5,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,0,0,1,5,6,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0
296,0,1,0,0,1,4,0,4,51,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,1,2,4,0,3,3,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
297,0,1,0,0,1,2,0,2,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,0,0,2,2,2,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0
298,0,1,1,3,4,1,5,6,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,5,0,1,0,0,0,5,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1
299,0,1,0,3,4,4,2,6,20,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,0,1,2,4,0,3,7,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
300,0,1,0,3,1,4,2,6,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,0,0,1,0,0,2,5,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1
301,0,1,0,3,1,4,2,6,2,1,1,1,1,0,0,0,0,0,1,1,1,2,4,0,0,0,1,0,0,2,5,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1
302,0,1,0,0,3,2,0,2,25,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,1,4,4,1,5,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0
303,0,1,0,0,1,4,0,4,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,0,0,2,5,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0
304,0,0,1,1,0,3,4,5,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,0,0,0,1,5,6,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1
305,0,0,2,2,3,5,6,2,5,1,1,1,1,0,0,0,0,0,0,1,3,0,4,4,3,0,1,0,0,2,2,2,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0
306,0,0,2,2,3,5,6,1,37,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,2,1,3,4,1,5,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0
307,0,0,1,1,0,3,1,7,41,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,2,3,1,3,6,4,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0
308,0,1,1,3,4,1,5,6,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,0,1,2,1,0,3,7,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0
309,0,0,2,0,3,5,6,2,5,1,1,1,1,0,0,0,0,0,1,1,3,0,4,4,3,0,1,0,0,2,2,2,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1
310,0,0,2,2,3,5,6,3,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,0,0,2,2,2,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0
311,0,1,1,3,4,1,5,0,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,0,1,3,1,3,4,7,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1
312,0,0,1,1,0,3,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,1,3,1,3,4,4,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0
313,0,0,1,1,0,3,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,1,3,1,3,4,4,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0
314,0,1,0,0,1,2,0,2,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,1,4,4,1,5,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
315,0,1,1,3,4,1,2,6,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,1,0,0,0,5,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1
316,0,1,1,3,4,1,5,0,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,1,3,1,3,4,7,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0
317,0,1,1,3,4,1,5,6,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,5,0,1,0,0,0,1,5,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0
318,0,0,1,1,0,3,1,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,0,1,3,1,3,4,4,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0
319,0,0,2,2,3,5,6,1,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,2,1,3,4,1,5,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0
320,0,1,0,0,3,2,0,2,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,0,0,2,2,2,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1
321,0,0,1,1,0,3,4,5,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,0,0,0,1,5,6,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1
322,0,1,0,3,4,4,2,6,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,1,0,0,2,5,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0
323,0,1,0,0,3,2,6,2,1,1,1,1,1,0,0,0,0,0,1,1,2,0,4,6,3,0,1,0,0,2,2,2,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1
324,0,0,1,1,0,3,4,5,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,0,0,1,5,6,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1
325,0,0,2,0,3,5,6,2,48,0,0,0,0,0,0,0,0,0,0,1,3,0,3,3,2,0,0,2,1,3,4,1,5,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1
326,0,0,1,1,0,3,4,5,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,0,0,1,5,6,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1
327,0,1,0,0,1,2,0,2,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,1,4,4,1,5,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0
328,0,1,0,3,4,4,2,6,2,1,1,1,1,0,0,0,0,0,1,0,1,4,4,0,0,0,1,0,0,0,5,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0
329,0,1,0,0,1,4,2,4,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,0,0,2,5,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1
330,0,1,0,0,1,2,0,2,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,0,0,2,2,2,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0
331,0,0,2,2,3,5,6,1,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,2,1,3,4,1,5,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0
332,0,0,1,1,0,3,4,5,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,0,0,0,1,5,6,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1
333,0,1,0,0,3,2,6,2,35,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,0,2,1,4,4,1,5,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1
334,0,0,1,1,0,3,4,5,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,0,0,1,5,6,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1
335,0,0,1,1,0,3,1,5,39,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,0,0,1,3,1,3,4,4,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0
336,0,1,0,0,1,2,0,2,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,0,0,2,2,2,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1
337,0,1,0,0,1,4,0,4,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,0,0,2,5,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1
338,0,1,0,3,4,4,2,6,20,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,0,1,2,4,0,3,7,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1
339,0,0,2,2,2,0,3,7,52,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,6,0,0,2,3,3,3,6,2,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1
340,0,0,2,1,2,0,4,3,-1,1,1,1,1,0,0,0,0,0,0,2,0,1,0,4,5,0,1,0,0,0,1,5,6,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1
341,0,0,2,2,3,5,6,3,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,3,0,1,0,0,2,2,2,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
342,0,1,0,0,1,2,0,2,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,0,0,2,2,2,1,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1
343,0,1,0,0,1,4,0,4,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,0,0,2,5,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1
344,0,0,2,2,2,0,3,3,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,1,0,0,0,1,5,6,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1
345,0,0,2,2,2,0,3,7,38,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,6,0,0,2,3,3,3,6,2,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0
346,0,0,2,2,2,0,3,3,3,1,1,1,1,0,0,0,0,0,0,2,3,1,2,4,6,0,1,0,0,2,2,2,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0
347,0,1,0,3,4,4,2,6,20,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,0,1,2,4,0,3,7,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1
348,0,1,0,0,1,4,2,4,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,0,0,2,5,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0
349,0,1,0,0,3,2,0,2,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,0,0,2,2,2,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1
350,0,1,0,0,3,2,0,2,25,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,1,4,4,1,5,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1
351,0,1,1,1,0,1,4,5,8,1,1,1,1,0,0,0,0,0,0,0,1,1,0,5,5,0,1,0,0,0,1,5,6,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1
352,0,1,1,3,4,1,5,6,44,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,0,1,2,1,0,3,7,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1
353,0,1,0,0,1,2,0,2,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,0,0,2,2,2,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
354,0,1,0,0,1,2,0,4,47,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,1,2,4,0,3,3,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1
355,0,0,2,2,3,5,6,3,5,1,1,1,1,0,0,0,0,0,0,2,3,0,4,4,3,0,1,0,0,2,2,2,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1
356,0,1,0,0,1,4,2,4,31,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,0,1,2,4,0,3,3,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1
357,0,1,0,0,1,4,0,4,51,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,1,2,4,0,3,3,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1
358,0,1,0,0,1,2,0,2,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,0,0,2,2,2,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0
359,0,1,0,0,1,4,2,4,18,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,0,1,2,4,0,3,3,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1
360,0,0,2,2,2,5,3,1,36,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,2,1,3,4,6,2,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0
361,0,0,1,1,0,3,4,5,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,0,0,1,5,6,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1
362,0,0,1,1,0,3,4,5,8,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,0,0,0,1,5,6,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0
363,0,0,2,1,2,0,4,3,43,1,1,1,1,0,0,0,0,0,0,2,0,1,0,4,5,0,1,0,0,0,1,5,6,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1
364,0,1,1,1,0,1,5,0,16,0,0,0,0,0,0,0,0,0,0,0,1,4,5,1,1,0,0,1,3,1,3,4,4,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0
365,0,0,2,2,3,5,6,1,19,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,2,0,0,2,1,3,4,1,5,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1
366,0,1,0,3,1,4,2,4,30,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0,1,2,4,0,3,3,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
367,0,0,1,1,0,3,4,5,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,0,0,1,5,6,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0
368,0,0,1,1,0,3,1,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,0,0,1,3,1,3,4,4,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1
369,0,0,2,2,2,0,3,7,17,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,6,0,0,2,3,3,3,6,2,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1
370,0,1,0,0,1,2,0,2,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,1,4,4,1,5,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1
