,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_min_samples_7_xi_0_05_min_cluster_size_0_1,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9
279,0,1,0,1,2,4,1,4,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,5,5,0,0,1,0,3,3,1,2,3,0,0
280,0,0,1,0,4,2,3,1,79,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,0,2,4,5,1,0,0,0,0,1,1,1,1,1,0,1,0
281,0,0,2,3,1,5,6,0,4,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,2,0,1,0,0,1,0,0,1,0,0,3,0,0,1,1,2,0,2,1
282,0,0,1,0,0,0,2,2,37,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,3,0,0,0,2,3,0,6,6,0,0,2,0,1,2,2,0,3,0,2
283,0,0,1,0,0,0,2,2,-1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,0,2,2,3,0,6,6,0,0,3,2,3,2,1,3,1,2,0
284,0,1,0,1,0,0,2,2,47,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,0,2,1,2,3,6,6,0,0,0,2,0,1,0,2,0,1,1
285,0,0,2,3,1,5,6,0,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,1,0,0,1,0,2,1,0,0,2,3,1,2,0,2,1,0,0
286,0,1,0,2,3,3,1,7,66,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,0,2,1,2,0,0,3,0,0,2,3,1,1,0,2,0,1,3
287,0,1,2,2,3,5,6,0,33,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,1,1,3,0,0,0,1,0,0,0,1,0,3,1,1,2,3,0
288,0,0,2,3,1,5,0,0,94,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,1,0,0,1,2,2,1,0,0,1,1,0,1,2,0,3,1,2
289,0,1,0,1,2,4,1,7,91,0,0,0,0,0,0,0,0,0,1,1,2,2,3,5,7,0,0,2,1,2,0,0,3,0,0,3,1,2,2,0,3,2,1,2
290,0,1,0,1,2,4,1,7,65,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,6,0,0,2,1,2,3,0,3,0,0,0,0,1,0,3,0,2,1,1
291,0,1,0,1,0,0,2,2,46,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,0,2,1,2,0,6,6,0,0,0,3,3,2,1,3,0,2,2
292,0,1,0,1,2,4,1,4,38,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,5,5,0,0,0,1,1,0,1,2,3,0,1
293,0,1,0,1,2,4,1,7,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,2,1,2,0,0,3,0,0,1,2,2,1,2,2,1,1,2
294,0,1,0,1,2,4,1,7,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,2,1,2,0,0,3,0,0,2,2,1,1,1,2,3,2,3
295,0,0,2,2,3,5,6,0,49,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,1,1,3,1,0,2,1,0,0,3,1,2,3,3,0,0,3,3
296,0,0,2,3,1,5,6,0,32,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,1,0,0,1,2,2,1,0,0,1,2,2,0,0,1,2,2,0
297,0,1,0,1,0,0,2,2,43,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,0,2,2,3,1,6,6,0,0,0,0,2,0,3,1,3,3,2
298,0,0,1,0,4,2,3,1,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,0,2,4,5,1,0,0,0,0,1,1,2,3,1,0,3,3
299,0,1,0,1,0,0,2,2,29,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,0,2,1,2,0,6,6,0,0,3,3,2,2,0,2,0,2,3
300,0,0,1,0,4,2,5,6,96,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,2,3,1,3,7,0,0,0,1,3,2,3,0,0,0,3
301,0,0,2,3,1,5,6,0,4,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,1,0,0,1,0,2,1,0,0,1,2,2,1,3,3,0,3,1
302,0,0,2,3,1,1,0,3,17,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,1,2,2,1,0,0,2,3,2,3,3,3,1,3,1
303,0,0,1,3,1,1,3,3,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,4,5,1,4,0,0,0,0,0,3,3,2,2,3,0
304,0,1,0,1,0,0,6,7,29,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,0,2,1,2,0,0,3,0,0,0,1,3,3,3,0,0,3,0
305,0,0,2,3,1,1,0,3,97,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,1,2,2,4,0,0,3,2,2,0,3,2,2,0,1
306,0,1,2,2,3,5,6,0,98,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,1,1,3,0,0,0,1,0,0,2,1,3,0,2,3,0,2,3
307,0,1,0,2,3,3,4,7,-1,0,0,0,0,0,0,0,0,0,1,1,1,0,4,5,7,0,1,1,3,0,4,4,2,0,0,3,3,1,0,2,0,3,2,0
308,0,1,0,1,2,4,1,4,28,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,5,5,0,0,2,1,1,1,1,2,3,0,0
309,0,1,0,1,0,0,2,2,43,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,0,2,2,3,1,6,6,0,0,3,0,1,3,2,3,1,0,3
310,0,0,1,0,0,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,0,2,2,3,1,6,6,0,0,3,0,3,3,2,3,1,3,3
311,0,1,0,1,2,4,1,4,25,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,5,5,0,0,3,2,0,0,3,1,0,0,3
312,0,0,1,0,4,2,5,6,64,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,1,0,0,0,2,3,1,6,6,0,0,2,0,0,1,3,2,1,2,2
313,0,0,2,3,1,5,6,0,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,1,0,0,1,0,2,1,0,0,3,2,1,2,0,0,3,3,0
314,0,1,0,1,2,4,2,4,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,4,0,0,2,1,2,3,5,5,0,0,2,2,2,2,3,3,2,1,1
315,0,1,0,1,0,0,2,2,47,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,0,2,1,2,3,6,6,0,0,3,0,1,1,0,2,0,3,2
316,0,0,1,0,4,2,3,1,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,0,2,4,5,1,0,0,0,3,1,3,0,3,3,0,0,0
317,0,0,1,3,1,1,3,3,9,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,4,5,1,4,0,0,1,2,0,1,1,0,0,1,1
318,0,1,0,1,2,4,1,4,-1,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,5,5,0,0,3,3,2,1,1,3,1,0,2
319,0,0,2,3,1,1,0,3,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,1,2,2,4,0,0,2,1,3,1,2,1,0,2,0
320,0,0,1,0,4,2,5,6,55,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,2,3,1,3,7,0,0,0,1,2,0,3,2,3,2,1
321,0,0,1,0,4,2,3,1,18,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,3,0,1,0,2,4,5,1,0,0,0,3,1,1,3,3,3,1,2,2
322,0,0,1,0,0,0,2,2,37,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,3,0,0,0,2,3,0,6,6,0,0,2,1,0,1,1,2,1,0,1
323,0,0,2,3,1,1,0,3,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,1,2,2,4,0,0,0,1,0,3,2,1,1,2,2
324,0,0,1,0,4,2,5,6,8,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,2,3,1,3,7,0,0,0,0,2,2,3,1,2,1,0
325,0,1,2,2,3,3,4,5,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,3,0,4,4,2,0,0,0,1,0,1,3,3,2,1,3
326,0,0,2,3,1,1,0,3,57,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,1,2,2,1,0,0,3,3,1,2,3,1,0,1,0
327,0,1,2,2,3,3,4,5,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,3,0,4,4,2,0,0,3,0,3,2,2,2,0,3,3
328,0,0,1,0,4,2,5,6,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,2,3,1,3,7,0,0,0,3,0,2,1,2,3,1,0
329,0,1,2,2,3,3,6,5,85,0,0,0,0,0,0,0,0,0,1,2,1,0,0,6,7,0,1,1,3,0,0,0,1,0,0,3,0,1,1,1,0,3,0,3
330,0,0,2,2,3,5,6,0,14,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,1,1,3,1,2,2,1,0,0,1,2,2,3,3,1,0,0,3
331,0,0,1,0,4,2,3,1,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,0,2,4,5,1,0,0,0,2,0,0,3,1,1,3,2,3
332,0,1,0,2,3,3,6,7,42,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,0,1,3,0,0,0,3,0,0,2,2,2,1,2,1,2,2,2
333,0,0,2,3,1,5,6,0,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,1,0,0,1,0,2,1,0,0,3,2,3,0,3,0,2,1,0
334,0,1,2,2,3,3,4,5,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,3,0,4,4,2,0,0,3,0,0,1,2,1,0,1,2
335,0,0,1,3,1,5,3,1,99,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,3,0,1,0,0,4,5,1,0,0,0,1,3,0,1,3,1,2,1,1
336,0,1,0,1,2,4,1,7,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,6,0,0,2,1,2,3,0,3,0,0,3,3,2,2,2,2,3,2,2
337,0,1,2,2,3,3,4,5,100,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,3,0,4,4,2,0,0,3,3,3,0,2,2,2,1,3
338,0,0,1,0,0,0,2,2,101,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,4,0,0,2,2,3,1,6,6,0,0,1,3,3,0,0,3,2,0,3
339,0,0,1,0,4,2,5,6,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,5,2,1,0,0,0,2,3,1,3,7,0,0,3,0,3,3,2,0,1,2,2
340,0,1,0,1,2,4,1,4,74,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,5,5,0,0,0,3,2,1,1,2,3,3,1
341,0,0,1,0,0,0,2,2,102,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,0,2,2,3,1,6,6,0,0,2,2,2,0,2,2,1,1,2
342,0,0,2,2,3,5,6,0,14,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,1,1,3,1,2,2,1,0,0,2,1,0,1,0,0,1,2,2
343,0,0,1,3,1,1,3,3,9,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,4,5,1,0,0,0,2,1,3,3,0,3,0,0,2
344,0,1,0,1,2,4,1,7,95,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,2,1,2,0,0,3,0,0,0,3,2,0,0,1,3,3,2
345,0,0,2,3,1,5,6,0,4,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,1,1,0,1,0,2,1,0,0,2,1,1,2,1,1,3,2,2
346,0,0,2,3,1,1,3,1,-1,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,3,0,1,0,0,4,5,1,0,0,0,2,0,0,2,0,3,1,1,1
347,0,0,1,0,0,0,6,2,70,0,0,0,0,0,0,0,0,0,0,1,2,2,0,5,7,0,0,0,2,2,0,0,6,0,0,1,3,2,3,1,0,2,0,1
348,0,0,1,0,4,2,5,6,8,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,2,3,1,3,7,0,0,0,0,2,1,3,3,0,3,2
349,0,0,2,3,1,1,0,3,17,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,1,2,2,4,0,0,0,1,3,1,3,2,1,2,2
350,0,0,1,0,4,2,5,6,55,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,2,3,1,3,7,0,0,0,1,2,0,1,0,3,0,1
351,0,0,2,3,1,1,0,3,103,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,1,2,2,4,0,0,0,2,3,3,3,1,3,1,0
352,0,0,1,0,4,2,5,6,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,2,3,1,3,7,0,0,2,0,1,3,0,2,0,3,0
353,0,1,0,1,2,4,1,4,38,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,5,5,0,0,1,3,1,3,3,0,2,3,3
354,0,1,2,2,3,3,4,5,100,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,3,0,4,4,2,0,0,3,3,2,0,2,1,3,1,0
355,0,0,1,0,0,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,0,2,2,3,1,6,6,0,0,3,2,0,0,2,1,1,0,1
356,0,1,2,2,3,5,6,0,33,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,1,1,3,0,0,0,1,0,0,1,2,2,3,1,1,3,1,0
357,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,0,2,2,3,1,6,6,0,0,0,2,3,3,0,3,1,3,0
358,0,0,1,0,4,2,3,1,18,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,3,0,1,0,2,4,5,1,0,0,0,2,2,1,3,3,3,1,2,2
359,0,0,1,3,4,2,3,1,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,0,2,4,5,1,0,0,0,2,2,0,0,1,0,2,2,3
360,0,1,0,1,0,0,2,2,76,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,0,2,2,3,0,6,6,0,0,1,1,2,1,0,3,2,1,0
361,0,0,2,2,3,5,6,0,14,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,1,1,3,1,2,2,1,0,0,2,1,2,3,0,0,0,1,1
362,0,1,0,1,2,4,1,7,31,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,0,3,0,0,1,2,0,0,2,2,3,3,3
363,0,1,0,1,2,4,1,4,28,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,5,5,0,0,2,3,2,3,2,0,0,1,3
364,0,0,2,3,1,5,0,0,104,0,0,0,0,0,0,0,0,0,1,2,0,4,4,1,2,0,1,1,3,1,2,2,1,0,0,1,1,2,0,1,2,0,0,2
365,0,1,0,1,2,4,1,7,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,2,1,2,0,0,3,0,0,2,2,3,3,1,3,1,2,0
366,0,1,2,2,3,5,6,7,82,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,1,1,3,0,0,0,3,0,0,0,0,0,3,2,3,2,0,0
367,0,0,1,0,4,2,3,1,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,0,2,4,5,1,0,0,0,0,3,1,1,2,2,2,1,3
368,0,1,0,1,2,4,1,4,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,5,5,0,0,2,1,2,2,3,0,0,0,2
369,0,0,1,0,4,2,3,1,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,0,2,4,5,1,0,0,0,2,0,3,1,3,1,0,0,0
370,0,1,0,1,2,4,1,4,74,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,5,5,0,0,0,2,3,3,1,2,3,2,0
371,0,1,2,2,3,5,6,0,33,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,1,1,3,0,0,0,1,0,0,1,3,1,2,3,2,1,0,2
372,0,1,2,2,3,3,4,5,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,3,0,4,4,2,0,0,2,1,3,1,2,1,0,3,2
373,0,1,0,1,0,0,2,2,29,0,0,0,0,0,0,0,0,0,1,1,2,2,1,5,7,0,0,2,1,2,0,0,6,0,0,0,2,0,3,0,0,0,0,2
374,0,0,1,0,4,2,5,6,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,2,3,1,3,7,0,0,2,2,0,2,2,1,2,3,3
375,0,1,0,1,2,4,1,4,-1,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,5,5,0,0,3,0,0,0,0,0,1,1,0
376,0,1,0,1,3,5,6,7,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,0,1,3,0,0,0,3,0,0,0,3,0,0,0,0,3,1,1
377,0,1,0,1,2,0,2,4,47,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,4,0,0,2,1,2,3,6,6,0,0,3,1,1,3,3,2,2,0,3
378,0,1,0,1,2,4,1,4,10,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,5,5,0,0,1,2,0,1,3,2,0,1,2
379,0,1,2,2,3,3,4,5,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,3,0,4,4,2,0,0,0,3,2,3,3,0,1,1,0
380,0,1,2,2,3,3,4,5,69,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,3,0,4,4,2,0,0,0,3,1,3,3,2,2,1,1
381,0,0,2,3,1,5,6,0,4,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,2,0,1,0,0,1,0,0,1,0,0,3,2,0,0,1,1,0,2,3
382,0,0,1,3,1,1,3,3,9,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,4,5,1,0,0,0,3,3,1,0,1,2,0,2,1
383,0,0,1,0,4,2,3,1,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,0,2,4,5,1,0,0,0,2,0,2,1,3,1,0,3,1
384,0,0,1,3,1,5,3,1,99,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,1,0,2,4,5,1,0,0,0,3,0,2,2,1,2,3,3,2
385,0,1,2,2,3,3,4,5,105,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,3,0,4,4,2,0,0,0,0,1,3,2,3,0,2,0
386,0,1,0,1,2,4,1,7,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,2,1,2,0,0,3,0,0,3,3,0,2,3,2,3,2,0
387,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,0,2,2,3,1,6,6,0,0,2,0,0,1,1,3,1,2,1
388,0,0,2,3,1,1,0,3,97,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,1,2,2,4,0,0,3,2,3,3,0,0,2,0,3
389,0,0,1,3,1,1,3,3,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,4,5,1,4,0,0,1,1,1,3,3,2,0,1,3
390,0,0,2,3,1,5,0,0,106,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,1,0,0,1,2,2,1,0,0,2,2,1,3,3,1,1,2,3
391,0,0,1,0,4,2,5,6,107,0,0,0,0,0,0,0,0,0,0,0,3,3,5,2,1,0,0,0,2,3,1,6,6,0,0,0,2,0,1,1,3,2,2,3
392,0,1,0,1,2,4,1,4,74,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,5,5,0,0,3,3,2,2,1,2,1,0,3
393,0,0,1,3,1,1,3,3,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,4,5,1,4,0,0,0,1,1,2,0,3,2,1,3
394,0,1,0,1,2,4,1,4,71,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,5,5,0,0,0,3,1,3,0,0,2,0,2
395,0,0,2,3,1,5,0,0,-1,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,1,0,0,1,2,2,1,0,0,0,1,1,2,2,1,1,3,0
396,0,0,2,3,1,5,6,0,4,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,2,0,1,0,0,1,0,0,1,0,0,2,3,1,2,2,2,3,0,1
397,0,1,0,1,2,4,1,4,28,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,5,5,0,0,2,1,3,2,2,1,3,2,1
398,0,0,2,3,1,1,0,3,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,1,2,2,4,0,0,3,1,1,3,1,3,1,2,3
399,0,0,1,0,4,2,5,6,96,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,2,3,1,3,7,0,0,3,1,2,2,2,1,1,2,1
400,0,0,2,3,1,1,0,3,63,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,1,2,2,4,0,0,0,3,3,3,2,0,2,0,0
401,0,1,0,1,2,4,1,4,28,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,5,5,0,0,2,0,1,0,2,1,3,1,1
402,0,0,2,3,1,1,0,3,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,1,2,2,4,0,0,1,0,0,3,2,2,1,1,3
403,0,1,2,2,3,3,4,5,-1,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,3,0,4,4,2,0,0,3,0,1,1,0,3,0,0,2
404,0,1,0,1,0,0,2,2,108,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,0,2,2,3,0,6,6,0,0,1,2,3,2,1,0,2,1,3
405,0,1,2,2,3,3,4,5,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,3,0,4,4,2,0,0,1,0,3,1,1,3,2,3,3
406,0,0,1,0,4,2,5,6,107,0,0,0,0,0,0,0,0,0,0,0,3,3,5,2,1,0,0,0,2,3,1,3,7,0,0,0,1,0,2,0,1,2,0,0
407,0,1,0,2,3,5,6,7,29,0,0,0,0,0,0,0,0,0,1,1,1,2,0,5,7,0,0,1,3,0,0,0,3,0,0,1,3,3,2,3,2,0,3,1
408,0,0,1,0,4,2,5,6,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,2,3,1,3,7,0,0,2,1,3,1,2,2,2,2,1
409,0,1,2,2,3,3,4,5,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,3,0,4,4,2,0,0,1,0,1,0,2,2,2,0,0
410,0,1,2,2,3,3,4,5,109,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,3,0,4,4,2,0,0,2,2,1,2,2,2,1,1,0
411,0,1,2,2,3,5,6,0,33,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,1,1,3,0,0,0,1,0,0,2,3,3,0,2,1,2,1,2
412,0,1,0,1,0,0,2,2,29,0,0,0,0,0,0,0,0,0,1,1,2,2,1,5,7,0,0,2,1,2,0,0,6,0,0,1,2,2,1,3,2,0,3,2
413,0,0,1,0,4,2,5,6,8,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,2,3,1,3,7,0,0,0,3,2,3,1,3,2,1,2
414,0,0,2,3,1,5,6,0,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,1,0,0,1,0,2,1,0,0,1,2,1,1,2,3,0,3,1
415,0,1,0,1,2,4,1,7,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,2,1,2,0,0,3,0,0,2,1,2,0,1,2,1,2,0
416,0,0,2,3,1,5,0,0,73,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,1,0,0,1,2,2,1,0,0,3,0,0,1,1,1,3,1,2
417,0,1,0,2,3,3,4,5,6,0,0,0,0,0,0,0,0,0,1,1,1,0,4,6,5,0,1,1,3,0,4,4,2,0,0,2,2,3,1,0,3,3,1,2
418,0,0,2,3,1,1,0,3,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,1,2,2,4,0,0,0,1,2,2,2,1,3,3,0
419,0,1,2,2,3,3,6,5,85,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,3,0,0,0,1,0,0,0,2,1,3,2,0,0,1,1
420,0,0,1,0,4,2,5,6,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,5,2,3,0,0,0,2,3,1,6,6,0,0,0,3,3,0,0,1,2,0,1
421,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,0,2,1,3,1,6,6,0,0,3,1,1,1,2,0,0,3,2
422,0,0,1,0,4,2,5,6,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,2,3,1,3,7,0,0,2,1,3,1,0,0,1,1,2
423,0,0,1,0,4,2,5,6,96,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,2,3,1,3,7,0,0,0,2,2,2,1,3,0,2,3
