,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31
184,0,1,2,2,0,2,6,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,1,2,0,1,5,6,0,1,2,0,2,2,1,0,0,0,0,1,1,0,2,1,0,2,0,0,0,1,1,1,1,1,1,2,1,2,0,1,2
185,0,1,1,1,3,0,2,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,2,1,3,4,3,3,1,2,0,1,1,1,0,1,2,0,1,2,2,0,2,1,1,0,1,1,2,1,2,1,0,0,2,1,0,2,0,0,0
186,0,0,0,0,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,1,3,6,7,2,0,2,2,0,0,2,0,2,2,0,1,2,1,1,2,1,0,0,1,0,1,1,1,1,0,1,1,2,2,1,0,0
187,0,1,2,2,0,4,0,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,2,0,5,4,5,0,1,1,2,1,2,1,2,2,1,1,1,2,2,0,1,2,2,2,0,0,1,2,2,0,1,1,0,2,0,2,0,0
188,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,4,0,1,1,2,0,1,2,0,0,2,1,0,1,1,0,1,0,2,0,0,1,1,0,2,0,0,1,1,2,1,1,1,1,1,2,1
189,0,1,2,2,0,4,0,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,2,0,1,2,2,0,1,0,0,2,1,0,0,1,0,0,2,2,2,0,2,0,0,1,0,1,2,0,2,0,0,0,0,0,1,2,0,1
190,0,1,2,2,0,2,6,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,1,2,0,1,2,2,0,1,2,2,2,2,0,2,1,0,1,2,1,0,1,0,1,0,2,2,2,1,2,0,1,1,2,0,1,0,2,0,0
191,0,1,2,2,0,4,6,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,1,2,0,1,5,6,0,1,2,1,1,0,1,1,0,1,2,0,2,1,1,2,2,1,1,0,2,1,0,0,1,1,2,0,1,1,0,2,2
192,0,1,2,2,0,4,6,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,2,0,1,2,2,0,1,1,0,1,2,0,2,2,1,2,1,1,0,2,0,1,0,0,2,0,1,0,2,2,1,2,1,1,0,2,0,1
193,0,1,2,2,0,2,6,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,1,2,0,1,2,2,0,1,0,2,2,1,2,0,0,2,1,0,1,1,0,0,0,0,2,0,0,2,2,0,0,1,0,2,2,1,1,0,0
194,0,0,0,0,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,1,3,6,7,2,0,2,0,2,0,1,2,2,1,0,2,0,1,1,2,1,1,0,0,1,0,2,0,1,1,0,0,1,2,1,0,0
195,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,4,0,1,1,2,0,2,0,0,1,1,2,0,2,0,2,0,1,1,0,2,0,2,2,2,0,2,2,2,2,2,2,2,2,0,1,1
196,0,1,2,2,0,4,0,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,2,0,5,4,5,0,1,2,0,2,2,2,1,2,2,0,2,2,0,1,0,2,1,2,1,1,2,2,0,2,2,0,1,2,0,0,2,1
197,0,1,2,2,0,4,6,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,1,2,0,1,5,6,0,1,2,2,1,0,1,0,1,1,1,0,2,1,1,1,2,2,2,2,1,2,1,2,1,0,0,2,0,0,1,2,0
198,0,1,1,3,2,5,5,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,2,1,2,2,0,4,1,2,1,0,0,1,2,2,2,1,2,2,1,0,2,0,2,1,2,2,0,0,0,0,1,1,2,0,1,1,0,2,0
199,0,1,1,1,3,0,2,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,1,2,0,3,4,3,3,1,2,0,2,1,2,0,0,2,2,1,1,2,0,0,0,1,2,2,2,0,1,2,0,2,1,0,2,0,2,1,1,1
200,0,1,2,2,0,2,6,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,1,2,0,1,5,6,0,1,2,2,0,2,0,2,1,1,1,0,2,2,2,1,2,1,0,1,2,1,2,2,2,0,1,2,0,0,0,2,1
201,0,1,1,3,2,5,5,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,2,1,2,2,0,0,1,2,2,0,0,0,0,0,1,0,2,2,2,1,1,2,2,0,0,0,0,2,1,2,2,2,2,1,1,2,1,0,1
202,0,0,0,0,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,1,3,6,7,2,0,2,1,0,2,2,1,0,1,0,2,1,0,1,2,2,0,2,1,2,2,1,2,0,1,2,0,2,1,1,1,2
203,0,0,0,0,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,1,3,6,7,2,0,0,0,2,1,1,1,1,0,0,2,1,2,1,2,2,1,1,1,0,1,0,1,1,1,1,0,1,2,2,0,2
204,0,1,2,2,0,2,3,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,2,0,1,2,2,0,1,2,0,0,2,1,1,2,0,0,2,2,2,0,0,0,2,2,2,0,1,1,1,2,2,1,2,1,2,1,1,0
205,0,1,2,2,0,2,3,7,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,1,2,0,1,2,2,0,1,1,2,2,0,1,1,2,1,2,2,0,0,1,0,0,1,2,2,1,0,2,2,0,0,0,1,2,1,1,0,1
206,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,4,0,1,1,2,0,2,2,0,0,2,2,1,0,2,0,2,1,1,0,0,0,1,0,0,0,0,0,2,2,0,2,1,2,0,2,0
207,0,1,1,3,2,5,5,6,-1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,2,1,2,2,0,4,1,2,2,2,0,1,2,2,0,0,1,2,0,1,1,0,0,2,2,2,0,0,0,2,1,1,2,0,2,0,0,1,0
208,0,0,0,0,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,4,0,1,1,2,0,0,2,0,0,0,0,0,2,2,1,1,0,1,2,0,1,1,0,1,2,0,2,2,2,1,1,1,2,1,1,0
209,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,4,0,1,1,2,0,0,1,1,0,0,0,2,0,2,0,1,1,1,1,1,1,2,2,0,0,1,1,2,2,1,2,0,1,2,0,2
210,0,1,1,3,2,5,5,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,2,1,2,2,0,4,1,2,0,0,0,2,1,0,0,1,2,2,1,2,0,0,2,2,2,1,1,2,0,0,2,0,0,0,1,1,0,0,0
211,0,0,0,0,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,1,3,6,7,2,0,0,1,1,2,0,2,0,0,0,1,2,0,1,0,1,0,2,2,1,1,2,2,1,2,0,1,1,0,2,1,0
212,0,1,1,3,2,5,5,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,2,1,2,2,0,4,1,2,1,0,2,2,0,0,2,0,1,0,2,2,0,0,1,0,2,1,0,2,1,2,0,1,0,1,2,0,2,0,1
213,0,1,1,1,3,0,2,1,1,1,1,1,1,1,1,1,1,0,1,1,3,2,1,2,7,0,1,2,1,2,2,0,0,1,2,2,0,0,0,1,0,0,0,1,2,1,0,1,2,0,1,2,0,1,1,2,1,2,2,1,1,0,0,2,0,1
214,0,1,2,2,0,2,3,7,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,1,2,0,1,2,2,0,1,2,0,1,0,0,2,0,2,1,2,1,0,2,2,2,0,1,1,1,0,2,0,0,2,0,1,2,0,2,0,1
215,0,1,1,1,3,0,2,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,2,1,3,4,3,3,1,2,2,0,1,2,1,2,1,0,0,1,1,2,2,2,0,0,0,0,0,1,0,1,1,1,1,2,2,0,1,1,2
216,0,1,1,1,3,0,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,1,2,0,3,4,3,3,1,2,2,1,1,0,0,2,2,0,0,1,0,0,0,1,1,1,2,1,2,2,0,2,2,1,0,1,2,0,1,2,2
217,0,0,0,0,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,1,3,6,7,2,0,0,2,2,1,0,0,2,0,0,0,1,2,2,2,2,0,2,0,2,2,2,0,0,0,2,2,1,0,0,1,2
218,0,0,0,0,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,1,3,6,7,2,0,2,2,1,1,0,1,0,0,2,0,1,2,2,2,0,2,2,2,1,1,2,0,0,0,1,1,1,1,1,0,0
219,0,1,1,1,3,0,2,3,-1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,0,6,0,1,2,0,3,4,3,3,1,2,1,2,2,2,2,1,2,1,2,0,2,2,0,2,2,2,0,1,1,1,2,1,0,2,1,1,1,0,1,1,0
220,0,1,2,2,0,4,0,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,2,0,5,4,5,0,1,2,2,2,1,1,2,0,0,2,2,0,0,1,1,2,2,2,2,1,1,0,2,0,0,2,0,0,1,0,2,1
221,0,0,0,0,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,1,3,6,7,2,0,1,1,2,2,1,0,0,2,2,0,2,2,0,0,2,2,2,1,0,1,0,0,0,2,1,1,2,0,1,1,0
222,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,4,0,1,1,2,0,0,0,1,1,0,2,1,0,2,1,1,1,1,1,2,1,2,0,2,1,0,2,2,2,0,1,0,2,1,2,0
223,0,1,1,1,3,0,2,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,2,0,3,4,3,3,1,2,0,1,1,0,1,1,1,2,2,0,0,1,1,0,2,2,2,1,2,1,1,0,1,1,0,1,0,0,0,0,2
224,0,1,2,2,0,4,6,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,2,0,5,5,6,0,1,1,0,1,1,1,2,2,0,0,2,1,0,0,2,1,2,0,0,0,2,0,2,1,0,2,1,1,1,1,2,0
225,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,4,0,1,1,2,0,1,0,1,2,2,0,1,0,0,2,0,2,1,0,2,0,1,0,0,2,2,0,2,0,0,2,0,2,2,2,2
226,0,1,2,2,0,4,6,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,2,0,5,5,6,0,1,0,0,2,2,0,2,0,2,2,1,2,2,2,1,2,0,2,0,1,2,2,0,1,0,0,2,1,0,2,2,0
227,0,1,2,2,0,2,3,7,-1,-1,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,1,2,0,1,2,2,0,1,2,1,0,0,1,2,1,2,2,2,1,1,1,0,1,1,0,0,1,0,2,2,1,0,0,2,0,0,0,0,1
228,0,0,0,0,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,1,3,6,7,2,0,1,2,1,1,2,2,1,2,1,1,1,1,2,0,1,0,0,2,1,1,1,2,1,2,0,0,2,1,1,2,1
229,0,1,2,2,0,2,3,7,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,1,2,0,1,2,2,0,1,2,1,2,0,0,0,0,2,1,2,2,2,0,2,2,1,1,2,1,2,2,2,2,0,0,1,1,0,1,0,2
230,0,0,0,0,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,1,3,6,7,2,0,2,0,0,0,1,0,2,0,1,2,1,2,1,0,0,1,0,0,0,1,2,2,0,1,0,2,2,1,0,0,2
231,0,1,1,1,3,0,2,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,2,0,3,4,3,3,1,2,2,0,2,2,0,2,1,1,0,0,0,2,0,1,2,2,1,2,1,1,2,1,0,1,1,1,2,2,2,0,2
232,0,1,2,2,0,4,6,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,2,0,5,5,6,0,1,1,1,1,0,0,2,1,2,2,2,1,0,1,1,0,1,0,0,1,1,2,2,1,1,1,1,1,1,0,0,2
233,0,1,1,1,3,0,2,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,2,0,3,4,3,3,1,2,1,0,2,0,2,0,2,0,2,2,2,1,1,0,0,1,1,0,1,1,1,2,1,0,0,1,0,0,0,0,1
234,0,1,1,3,2,5,5,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,2,1,2,2,0,0,1,2,2,2,1,2,0,2,2,0,2,2,1,1,0,1,2,2,2,1,1,1,2,0,2,1,0,0,0,2,2,2,1
235,0,1,1,3,2,5,2,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,2,1,2,2,0,4,1,2,2,1,0,1,1,2,2,2,0,1,2,2,2,1,1,0,2,0,0,2,2,0,2,1,1,1,2,0,1,2,2
236,0,1,2,2,0,4,0,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,2,0,5,4,5,0,1,2,1,1,1,2,2,2,1,1,2,0,1,2,1,1,2,0,1,0,0,2,1,1,1,2,1,1,1,1,2,0
237,0,1,1,1,3,0,2,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,2,0,3,4,3,3,1,2,0,1,2,2,2,1,1,2,0,2,2,1,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,1,1,2,2
238,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,4,0,1,1,2,0,0,0,0,0,2,2,1,2,1,2,1,1,2,1,2,1,2,2,2,2,1,1,0,2,2,2,1,1,1,0,2
239,0,1,1,1,3,0,2,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,2,1,2,2,0,4,1,2,0,2,1,2,2,0,1,0,2,2,2,2,2,0,0,0,2,2,1,2,1,2,1,2,0,1,2,1,1,1,1
240,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,4,0,1,1,2,0,1,0,1,1,1,0,1,0,2,1,0,1,2,0,2,0,2,2,2,1,0,1,1,0,1,0,0,2,0,0,1
241,0,0,0,0,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,4,0,1,1,2,0,2,2,2,1,1,2,1,1,2,2,2,0,0,2,0,1,0,1,0,2,1,0,1,2,1,2,2,2,0,2,0
242,0,1,2,2,0,4,0,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,2,0,5,4,5,0,1,1,0,2,2,0,1,1,1,0,1,2,1,0,1,0,1,0,0,0,2,0,1,2,1,1,1,2,1,2,1,0
243,0,0,0,0,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,1,3,6,7,2,0,2,0,1,1,1,2,1,0,1,2,2,2,0,1,0,1,2,0,1,2,0,0,1,1,1,0,2,0,0,0,1
244,0,1,2,2,0,4,0,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,7,0,0,1,2,0,5,4,5,0,1,2,1,2,2,0,2,1,2,0,1,2,1,2,1,0,0,2,1,2,1,2,2,0,1,0,1,1,0,0,2,2
245,0,1,2,2,0,2,3,7,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,1,2,0,1,2,2,0,1,0,2,2,0,2,1,0,0,0,1,2,1,1,1,0,1,2,1,0,2,1,2,1,0,0,1,2,0,1,1,2
246,0,1,2,2,0,4,0,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,2,0,5,4,5,0,1,2,0,2,1,2,1,2,2,2,2,1,0,0,2,0,1,0,2,1,0,0,0,2,1,2,1,0,0,1,1,1
247,0,1,1,3,2,5,5,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,2,1,2,2,0,0,1,2,0,0,0,1,0,2,1,2,2,1,2,2,1,1,0,1,2,0,1,2,0,2,1,0,1,0,0,1,0,0,2
248,0,1,1,1,3,0,2,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,2,0,3,4,3,3,1,2,1,2,2,0,2,2,0,1,0,2,2,1,1,2,0,2,1,2,0,1,0,1,1,2,0,1,0,0,0,1,1
249,0,1,1,3,2,5,5,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,2,1,2,2,0,4,1,2,2,0,0,0,0,0,1,1,1,0,0,0,2,1,0,1,1,0,0,2,0,0,1,0,0,0,2,0,0,2,2
250,0,0,0,0,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,4,0,1,1,2,0,1,1,0,1,0,2,1,0,0,0,1,0,0,2,1,1,1,0,1,2,2,1,1,2,2,1,0,2,2,0,1
251,0,1,2,2,0,4,6,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,1,2,0,1,5,6,0,1,0,2,1,1,1,0,0,1,0,2,0,1,2,0,0,2,0,2,0,0,0,0,0,0,1,0,1,1,1,1,2
252,0,0,0,0,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,1,3,6,7,2,0,1,0,1,1,2,1,1,2,1,2,1,0,0,1,1,0,2,2,0,0,1,1,0,2,0,1,2,0,1,1,2
253,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,4,0,1,1,2,0,0,1,0,2,1,2,1,2,0,0,0,1,2,2,1,1,1,1,2,2,1,0,2,1,0,0,0,2,2,1,0
254,0,1,1,1,2,5,2,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,2,1,2,2,0,0,1,2,1,0,0,1,2,1,1,0,1,0,2,0,0,2,2,0,2,1,0,0,2,1,2,1,0,0,2,1,2,1,2
255,0,1,1,3,2,5,5,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,2,1,2,2,0,0,1,2,0,1,1,2,2,0,1,0,0,0,2,1,0,2,1,1,1,1,1,2,2,0,2,0,0,0,1,2,2,0,0
256,0,1,1,1,3,0,2,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,2,0,3,4,3,3,1,2,1,2,2,2,2,1,1,2,1,1,1,0,0,1,2,2,0,1,1,1,1,2,2,2,2,0,0,0,2,2,1
257,0,1,2,2,0,4,0,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,2,0,5,5,6,0,1,0,0,1,2,0,1,1,2,2,0,2,0,1,1,2,0,0,2,0,0,0,2,0,0,0,1,1,0,1,1,2
258,0,1,2,2,0,2,3,7,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,1,2,0,1,2,2,0,1,0,1,1,1,1,2,1,2,1,2,2,2,0,0,0,1,1,0,2,1,2,1,0,1,0,1,1,2,0,2,0
259,0,1,1,3,2,5,5,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,2,1,2,2,0,0,1,2,0,0,0,0,0,0,1,1,0,2,2,1,1,1,0,1,1,2,1,1,0,1,1,2,0,0,1,2,2,0,2
260,0,1,2,2,0,4,6,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,2,0,5,5,6,0,1,2,1,1,1,0,1,0,1,2,1,2,0,1,1,0,0,2,2,0,1,2,1,2,1,2,0,0,1,0,0,2
261,0,1,1,3,2,5,5,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,2,1,2,2,0,4,1,2,1,1,1,2,1,2,0,0,0,1,0,0,1,1,2,1,1,2,0,2,2,1,2,2,2,0,1,2,2,1,1
262,0,1,2,2,0,4,0,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,2,0,5,4,5,0,1,1,0,1,0,0,2,0,0,1,2,2,2,2,1,2,0,1,0,1,1,0,2,2,2,0,0,2,0,2,2,2
263,0,0,0,0,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,1,3,6,7,2,0,1,0,2,1,0,2,1,1,1,1,0,2,2,1,0,1,0,2,0,1,0,1,0,2,1,2,2,0,1,0,0
264,0,0,0,0,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,4,0,1,1,2,0,2,2,0,1,1,2,0,1,2,2,1,1,1,0,2,2,1,2,2,1,2,2,0,1,1,1,0,2,1,0,2
265,0,1,1,1,3,0,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,2,1,2,2,0,0,1,2,2,2,0,0,1,1,1,1,2,2,1,0,0,0,1,1,1,0,1,0,0,0,1,2,0,1,1,1,0,0,2
266,0,1,1,1,3,0,2,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,3,7,0,1,2,1,2,2,0,0,1,2,1,0,0,0,0,1,2,0,1,2,2,0,1,0,2,2,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1
267,0,0,0,0,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,1,3,6,7,2,0,2,1,2,1,0,2,0,0,0,2,0,2,0,2,0,2,2,0,1,0,1,2,2,1,2,1,1,0,1,2,0
268,0,0,0,0,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,1,3,6,7,2,0,1,2,2,0,0,0,2,0,1,0,2,2,0,2,1,0,2,0,1,0,0,1,2,1,0,1,1,0,1,1,0
269,0,1,2,2,0,2,6,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,1,2,0,1,5,6,0,1,1,0,0,2,2,1,2,2,1,1,1,2,0,0,0,1,1,1,0,1,0,1,0,2,0,0,1,0,2,2,1
270,0,1,1,3,2,5,5,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,2,1,2,2,0,4,1,2,0,2,0,1,0,1,1,2,1,0,1,1,0,1,1,2,0,2,1,0,0,1,1,0,1,2,0,1,0,1,1
271,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,4,0,1,1,2,0,1,0,0,0,1,1,2,1,1,0,0,0,0,2,2,2,2,1,0,2,0,2,1,0,0,2,1,1,0,1,0
272,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,4,0,1,1,2,0,2,0,1,0,2,0,1,2,0,2,2,0,1,1,0,2,0,0,1,1,2,0,1,0,1,2,2,2,1,1,1
273,0,1,1,3,2,5,5,1,1,1,1,1,1,1,1,1,1,0,1,1,3,2,1,2,6,0,1,2,1,2,2,0,4,1,2,1,1,2,1,1,2,1,0,0,1,1,1,0,1,1,0,1,1,0,0,2,1,1,0,0,2,0,2,2,0,2
274,0,1,1,1,3,0,2,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,2,1,2,2,0,4,1,2,2,2,1,1,1,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1,1,1,0,1,1,2,1,0,0,2
275,0,1,2,2,0,4,6,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,1,2,0,1,5,6,0,1,1,2,2,1,2,2,0,1,0,1,0,1,2,1,2,2,1,2,2,0,0,0,0,0,2,2,0,0,0,1,0
276,0,0,0,0,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,4,0,1,1,2,0,2,0,0,1,1,1,1,2,0,1,2,2,2,1,1,2,0,0,2,2,2,2,2,1,0,2,0,0,2,2,0
277,0,1,1,1,3,0,2,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,2,0,3,4,3,3,1,2,2,1,1,1,2,2,2,0,2,0,1,1,1,1,2,0,0,2,1,0,1,1,2,2,2,0,2,0,2,0,1
278,0,1,1,1,3,0,2,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,2,1,2,2,0,0,1,2,2,0,0,0,2,1,0,1,1,1,0,1,0,1,2,1,2,2,0,2,2,0,2,2,2,2,2,1,2,0,2
279,0,1,2,2,0,2,6,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,1,2,0,1,2,2,0,1,0,0,1,2,0,2,1,0,2,0,0,2,1,0,2,2,0,2,0,2,0,1,1,2,0,0,0,2,1,1,2
