,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_n1,random_n2,random_n3,random_n4,random_n5,random_n6,random_n7,random_n8,random_n9,random_n10
274,0,1,0,1,2,3,1,0,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,1,1,1,1,3,6,1,0,0,0,1,1,0,1,1,1,0,1
275,0,1,2,2,4,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,0,1,1,1,3,0,6,1,0,0,1,1,1,1,1,0,1,0,0
276,0,0,1,0,3,5,0,1,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,1,2,3,0,0,2,4,0,1,0,1,1,1,1,0,0,0,0,0
277,0,0,1,3,1,4,4,1,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,1,2,3,0,0,2,4,0,1,0,1,0,1,0,1,1,0,1,1
278,0,0,1,0,3,5,0,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,0,0,0,0,4,7,0,1,0,0,0,1,0,1,0,0,0,0
279,0,0,1,3,0,2,6,3,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,0,1,2,2,4,6,2,0,0,1,1,0,1,1,1,0,1,1,1
280,0,0,1,0,3,5,0,2,-1,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,0,0,0,0,4,7,0,1,1,0,1,0,1,1,1,0,1,0
281,0,1,0,1,2,3,2,6,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,0,1,2,2,1,3,3,1,0,0,1,0,0,1,0,1,0,0,0
282,0,0,1,3,1,4,4,1,7,1,1,1,1,0,0,0,0,0,0,1,1,2,2,2,0,0,1,2,3,0,0,2,4,0,1,1,1,0,0,0,0,0,0,0,1
283,0,0,2,0,0,0,3,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,0,0,4,5,1,0,0,1,1,1,1,1,1,1,1,0,1,1
284,0,0,2,0,0,0,3,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,0,0,4,5,1,0,0,1,0,1,1,0,1,1,0,0,0,0
285,0,0,1,3,1,4,4,5,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,1,2,3,0,0,2,4,0,1,0,0,0,1,1,1,0,0,0,0
286,0,0,1,3,1,4,4,5,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,1,2,3,0,0,2,4,0,1,1,0,0,1,1,1,1,0,1,0
287,0,0,1,3,1,4,4,5,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,3,3,2,5,5,0,1,1,1,1,0,1,1,1,0,0,0
288,0,0,1,0,3,5,0,1,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,1,2,3,0,0,2,4,0,1,1,1,1,1,0,0,0,0,0,1
289,0,1,0,1,2,3,2,6,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,0,1,2,2,1,3,3,1,0,1,1,0,1,1,0,0,1,0,0
290,0,1,0,1,2,3,2,6,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,1,2,2,1,3,3,1,0,1,1,1,1,1,0,1,1,1,0
291,0,0,1,3,1,4,4,5,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,3,3,2,5,5,0,1,1,0,1,0,0,1,1,1,1,1
292,0,0,1,3,0,2,6,3,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,0,1,2,2,4,6,2,0,0,0,1,1,0,0,0,1,0,1,0
293,0,0,1,3,1,4,4,1,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,1,2,3,0,0,2,4,0,1,0,1,1,0,0,1,1,1,0,1
294,0,0,1,0,3,5,0,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,0,0,0,0,4,7,0,1,0,1,0,1,0,1,1,1,0,0
295,0,1,2,2,4,1,5,7,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,1,1,1,3,0,1,1,0,1,0,0,0,0,1,1,1,0,1
296,0,0,1,0,3,0,3,2,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,0,0,4,5,4,7,0,1,0,1,1,0,0,1,1,1,0,1
297,0,0,1,3,1,4,4,5,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,3,3,2,5,5,0,1,1,0,0,1,0,0,1,1,0,1
298,0,1,2,2,4,1,5,7,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,1,1,1,3,0,1,1,0,0,1,1,1,1,0,1,1,1,1
299,0,1,0,1,2,3,1,0,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,1,2,2,1,3,3,1,0,1,0,0,0,1,0,0,1,0,1
300,0,1,0,1,2,3,2,6,0,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,1,2,2,1,3,3,1,0,0,1,0,1,1,0,0,0,1,0
301,0,1,0,1,2,3,2,6,0,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,1,2,2,1,3,3,1,0,1,0,1,0,1,1,1,1,0,1
302,0,1,0,1,2,3,1,0,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,1,1,1,1,3,6,1,0,1,0,1,0,1,0,1,0,0,1
303,0,1,0,1,2,2,2,6,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,1,2,2,4,6,3,1,0,0,0,0,0,0,0,0,1,0,0
304,0,0,1,3,0,2,6,3,12,0,0,0,0,0,0,0,0,0,0,1,0,4,4,3,7,0,0,1,2,2,4,6,2,0,0,1,0,0,1,0,1,1,1,1,1
305,0,0,1,0,3,5,0,1,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,6,0,1,2,3,0,0,2,4,0,1,1,0,1,1,1,1,1,0,0,0
306,0,1,0,1,2,3,1,0,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,1,1,1,1,3,6,1,0,1,1,0,0,0,0,1,0,1,1
307,0,1,2,2,4,1,5,7,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,1,1,1,3,0,6,1,0,0,1,0,0,0,0,0,0,0,1
308,0,0,1,3,0,2,6,3,4,0,0,0,0,0,0,0,0,0,0,2,2,4,4,3,7,0,0,1,2,2,4,6,2,0,0,0,0,0,1,0,0,1,0,0,1
309,0,1,2,2,0,0,3,4,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,1,0,0,4,5,1,0,1,1,1,1,0,0,0,0,0,0,0,1
310,0,0,1,0,3,5,0,2,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,0,0,0,0,4,7,0,1,1,1,1,0,1,1,0,1,0,1
311,0,1,2,2,4,1,5,7,-1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,1,1,1,3,0,1,1,0,1,0,0,0,1,1,1,0,1,1
312,0,0,1,3,1,4,4,5,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,1,2,3,0,0,2,4,0,1,0,0,1,0,1,0,0,0,1,1
313,0,1,2,2,4,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,1,3,0,0,1,1,1,3,0,6,1,0,0,1,0,1,1,1,0,1,0,1
314,0,0,1,0,3,5,0,1,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,6,0,1,2,3,0,0,2,4,0,1,1,1,0,1,0,1,1,0,1,0
315,0,0,1,0,3,5,0,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,2,3,0,0,2,4,0,1,0,1,0,0,1,0,1,1,1,1
316,0,1,0,1,2,2,2,6,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,1,2,2,4,6,3,1,0,0,1,1,1,0,0,1,0,0,0
317,0,1,0,1,2,3,1,0,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,1,1,1,1,3,6,1,0,0,1,1,0,1,0,0,1,1,0
318,0,0,1,0,3,5,0,2,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,0,0,0,0,4,7,0,1,1,0,0,0,1,0,0,0,1,0
319,0,1,0,1,2,3,1,0,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,1,1,1,1,3,6,1,0,1,0,1,0,0,1,1,0,0,1
320,0,1,2,2,4,1,5,7,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,1,1,1,3,0,1,1,0,1,0,0,1,0,1,1,1,0,0
321,0,1,2,2,4,1,5,7,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,1,1,1,3,0,1,1,0,0,0,0,0,1,0,0,0,1,1
322,0,1,0,1,2,3,1,0,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,1,2,2,1,3,3,1,0,1,0,0,0,0,1,1,0,0,0
323,0,0,1,0,3,5,0,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,0,0,0,0,4,7,0,1,1,0,0,0,1,1,0,0,0,0
324,0,0,1,0,3,5,0,2,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,6,2,0,1,0,0,0,0,4,7,0,1,0,1,1,0,1,0,1,1,0,0
325,0,1,0,1,2,3,1,0,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,1,2,2,1,3,3,1,0,1,0,1,1,1,0,0,1,1,1
326,0,0,1,0,3,5,0,1,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,6,0,1,2,3,0,0,2,4,0,1,1,1,0,1,0,1,1,0,1,0
327,0,1,2,2,0,0,3,4,16,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,1,0,0,4,5,1,0,1,1,1,0,1,1,0,0,1,1,0,1
328,0,1,2,2,4,1,5,7,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,1,1,1,3,0,1,1,0,0,1,1,1,1,0,0,0,0,1
329,0,0,1,3,1,4,4,5,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,1,2,3,0,0,2,4,0,1,1,1,0,1,1,0,0,1,0,1
330,0,1,0,1,2,3,1,0,-1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,1,1,1,1,3,6,1,0,0,1,1,1,1,1,1,1,1,1
331,0,1,0,1,2,3,1,0,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,0,1,1,1,1,3,6,1,0,1,0,0,0,0,0,0,1,1,1
332,0,0,1,3,1,4,4,5,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,1,2,3,0,0,2,4,0,1,1,1,0,0,0,1,1,1,0,0
333,0,1,2,2,4,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,0,1,1,1,1,3,6,1,0,1,1,0,1,1,1,1,1,1,1
334,0,0,1,0,3,0,3,2,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,0,0,0,0,4,7,0,1,1,1,0,0,0,0,0,1,0,1
335,0,0,1,0,3,5,0,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,0,0,0,0,4,7,0,1,1,0,1,0,1,0,1,0,0,1
336,0,0,1,3,0,2,6,3,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,0,1,2,2,4,6,2,0,0,1,1,0,1,0,1,0,0,0,0
337,0,1,2,2,4,1,5,7,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,1,1,1,3,0,1,1,0,0,0,0,0,1,0,0,1,1,0
338,0,0,1,3,1,4,4,1,7,1,1,1,1,0,0,0,0,0,0,1,1,2,2,2,0,0,1,2,3,0,0,2,4,0,1,1,1,1,1,1,0,1,1,1,0
339,0,0,1,3,1,4,4,1,7,1,1,1,1,0,0,0,0,0,0,1,1,2,2,2,0,0,1,2,3,0,0,2,4,0,1,0,0,0,0,1,1,1,0,1,1
340,0,0,1,3,1,4,4,5,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,3,3,2,5,5,0,1,0,0,1,1,0,0,1,0,1,0
341,0,1,2,2,4,1,5,7,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,1,1,1,3,0,6,1,0,1,1,0,1,0,1,0,0,1,1
342,0,1,2,2,4,1,5,7,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,1,1,1,3,0,1,1,0,0,1,0,1,1,0,1,0,1,1
343,0,1,0,1,2,3,2,6,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,1,2,2,1,3,3,1,0,0,0,0,1,0,0,0,0,1,1
344,0,0,1,3,1,4,4,5,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,3,3,2,5,5,0,1,1,0,0,0,0,1,0,1,1,0
345,0,1,0,1,2,3,2,6,0,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,1,2,2,1,3,3,1,0,0,1,1,1,1,1,0,1,0,0
346,0,0,1,3,1,4,4,5,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,1,2,3,0,0,2,4,0,1,0,0,0,1,1,1,1,1,1,1
347,0,0,1,3,1,4,4,5,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,3,3,2,5,5,0,1,1,0,1,0,0,1,0,0,0,1
348,0,1,2,2,0,0,3,4,2,1,1,1,1,0,0,0,0,0,1,0,0,3,0,5,4,0,1,0,0,4,5,1,0,1,1,1,0,0,0,0,1,0,1,1,0
349,0,1,2,2,4,1,5,7,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,1,1,1,3,0,6,1,0,1,1,1,1,1,1,1,0,0,0
350,0,0,1,3,1,4,4,5,-1,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,3,3,2,5,5,0,1,0,1,0,0,0,0,0,1,1,0
351,0,0,1,3,0,2,6,3,6,0,0,0,0,0,0,0,0,0,0,2,2,4,4,3,7,0,0,1,2,2,4,6,2,0,0,0,0,1,1,1,1,0,1,0,1
352,0,1,0,2,4,3,1,0,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,0,1,1,1,1,3,6,1,0,0,1,1,1,1,1,0,1,0,1
353,0,0,1,0,3,5,0,1,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,6,0,1,2,3,0,0,2,4,0,1,0,1,0,0,1,1,0,0,1,0
354,0,0,1,3,1,4,4,5,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,1,2,3,0,0,2,4,0,1,1,1,0,0,1,0,0,1,0,1
355,0,1,0,1,2,3,1,0,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,1,1,1,1,3,6,1,0,0,0,0,0,1,0,1,0,0,1
356,0,0,2,0,0,0,3,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,0,0,4,5,1,0,0,1,1,1,1,1,0,1,1,1,0,1
357,0,1,0,1,2,3,2,6,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,0,1,2,2,1,3,3,1,0,1,1,1,0,0,0,1,0,0,1
358,0,1,2,2,0,0,3,4,16,1,1,1,1,0,0,0,0,0,1,0,0,3,0,5,4,0,1,0,0,4,5,1,0,1,1,1,1,1,0,0,0,1,0,0,1
359,0,1,2,2,4,1,5,7,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,0,1,1,1,3,0,6,1,0,0,1,1,0,1,1,0,0,1,1
360,0,0,0,3,0,2,6,3,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,0,1,2,2,4,6,2,1,0,1,0,0,1,0,1,1,0,0,1
361,0,1,0,1,2,3,1,0,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,1,1,1,1,3,6,1,0,0,0,0,1,0,0,1,1,0,0
362,0,0,1,0,3,5,0,2,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,0,0,0,0,4,7,0,1,0,0,0,0,1,0,1,0,1,1
363,0,0,1,3,1,4,4,5,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,3,3,2,5,5,0,1,1,0,1,1,1,0,0,0,1,1
364,0,1,0,1,2,3,2,6,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,1,5,0,0,1,2,2,1,3,3,1,0,0,1,0,1,1,0,1,1,1,1
365,0,0,1,0,3,5,0,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,0,0,0,0,4,7,0,1,0,1,0,1,0,1,0,1,1,1
366,0,0,0,3,0,2,6,3,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,0,1,2,2,4,6,2,1,0,0,1,0,1,0,1,1,0,1,1
367,0,1,0,1,2,3,2,6,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,0,1,2,2,1,3,3,1,0,0,0,1,0,1,1,1,0,1,0
368,0,0,2,0,0,0,3,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,0,0,4,5,1,0,0,1,0,0,1,1,0,1,1,0,0,0
369,0,1,0,1,2,3,1,0,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,0,1,1,1,1,3,6,1,0,1,0,0,0,0,1,0,0,0,1
370,0,0,1,0,3,5,0,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,0,0,0,0,4,7,0,1,1,1,0,1,0,0,0,0,1,0
371,0,0,1,0,3,5,0,2,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,0,0,0,0,4,7,0,1,1,0,0,1,1,1,0,0,0,1
372,0,1,2,2,4,1,5,7,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,1,1,1,3,0,1,1,0,0,1,1,1,1,0,0,1,0,0
373,0,1,0,1,2,3,1,0,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,1,2,2,1,3,3,1,0,0,0,1,0,1,0,1,0,0,0
374,0,1,0,1,2,3,1,0,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,1,1,1,1,3,6,1,0,0,0,0,0,1,1,0,0,0,0
375,0,0,1,0,3,5,0,1,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,1,2,3,0,0,2,4,0,1,0,1,0,0,0,1,0,0,1,0
376,0,1,2,2,4,1,5,7,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,1,1,1,3,0,1,1,0,1,0,1,1,0,1,1,1,1,0
377,0,0,1,3,0,2,6,3,12,0,0,0,0,0,0,0,0,0,0,1,0,4,4,3,7,0,0,1,2,2,4,6,2,0,0,1,0,0,1,0,0,1,1,0,0
378,0,1,0,1,2,3,1,0,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,1,2,2,1,3,3,1,0,0,1,0,0,0,0,1,0,0,0
379,0,0,0,3,0,2,6,3,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,0,1,2,2,4,6,2,1,0,0,1,1,0,0,1,0,0,1,0
380,0,0,1,3,1,4,4,5,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,3,3,2,5,5,0,1,0,0,0,1,0,0,1,1,1,0
381,0,0,1,0,3,5,0,2,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,6,2,0,1,0,0,0,0,4,7,0,1,1,1,0,0,1,0,1,0,0,0
382,0,0,1,3,0,2,6,3,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,0,1,2,2,4,6,2,0,0,1,1,0,0,0,0,1,1,0,1
383,0,0,1,3,1,4,4,5,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,3,3,2,5,5,0,1,0,0,0,1,1,0,0,0,1,1
384,0,0,1,0,3,5,0,2,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,6,2,0,1,0,0,0,0,4,7,0,1,0,0,1,0,1,0,1,1,0,1
385,0,1,2,2,0,0,3,4,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,1,0,0,4,5,1,0,1,1,1,1,1,0,0,0,1,1,0,1
386,0,0,1,0,3,5,0,2,2,1,1,1,1,0,0,0,0,0,0,1,0,3,2,6,2,0,1,0,0,0,0,4,7,0,1,0,1,0,1,1,1,0,0,0,1
387,0,1,0,1,2,2,2,6,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,1,2,2,4,6,3,1,0,0,1,0,0,0,1,1,0,0,1
388,0,1,2,2,4,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,0,1,1,1,1,3,6,1,0,1,0,0,0,1,1,1,0,0,0
389,0,0,2,2,0,0,3,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,1,0,0,4,5,1,0,0,1,1,1,1,0,1,1,0,0,1,0
390,0,1,2,2,4,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,0,1,1,1,3,0,6,1,0,0,0,0,0,1,1,0,1,1,1
391,0,1,0,1,2,3,1,0,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,1,1,1,1,3,6,1,0,1,1,1,1,1,0,0,0,0,0
392,0,1,2,2,4,1,5,7,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,1,1,1,3,0,1,1,0,0,0,0,1,1,0,0,0,1,1
393,0,1,2,2,4,1,5,7,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,1,1,1,3,0,6,1,0,0,1,0,1,0,0,0,1,0,1
394,0,0,1,3,0,2,6,3,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,0,1,2,2,4,6,2,0,0,0,1,1,0,1,1,1,1,0,1
395,0,1,0,1,2,3,1,0,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,0,1,1,1,1,3,6,1,0,0,1,1,1,1,1,0,0,0,0
396,0,0,1,0,3,5,0,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,0,0,0,0,4,7,0,1,1,1,1,0,1,0,1,1,1,1
397,0,1,0,1,0,2,2,6,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,1,2,2,4,6,3,1,0,1,0,0,1,0,1,0,0,0,1
398,0,0,2,0,0,0,3,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,0,0,4,5,1,0,0,1,0,1,1,0,1,1,0,0,1,0
399,0,1,0,1,2,3,2,6,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,1,2,2,1,3,3,1,0,0,1,0,0,1,1,1,1,1,0
400,0,0,1,0,3,5,0,2,2,1,1,1,1,0,0,0,0,0,0,1,0,3,2,6,2,0,1,0,0,0,0,4,7,0,1,0,1,0,1,1,1,0,0,0,1
401,0,1,2,2,4,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,0,1,1,1,3,0,6,1,0,1,0,1,1,0,0,0,0,1,1
402,0,1,0,1,2,3,2,6,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,1,2,2,1,3,3,1,0,1,1,1,1,1,1,0,0,1,1
403,0,1,2,2,4,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,0,1,1,1,3,0,6,1,0,0,0,1,0,1,0,1,0,0,0
404,0,0,1,3,1,4,4,5,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,3,3,2,5,5,0,1,0,1,1,1,0,0,1,1,1,1
405,0,0,1,0,3,5,0,1,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,6,0,1,2,3,0,0,2,4,0,1,0,0,1,0,1,1,0,0,1,0
406,0,1,2,2,4,1,5,7,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,1,1,1,3,0,1,1,0,0,0,1,1,0,1,1,0,0,1
407,0,1,0,1,2,3,2,6,0,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,1,2,2,1,3,3,1,0,1,1,0,0,0,1,0,1,0,0
408,0,0,1,3,1,4,4,5,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,3,3,2,5,5,0,1,0,1,1,0,0,1,0,1,0,1
409,0,0,2,2,0,0,3,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,1,0,0,4,5,1,0,0,1,1,1,0,0,0,0,0,0,0,1
410,0,0,1,3,1,4,4,5,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,3,3,2,5,5,0,1,1,1,0,0,0,0,0,1,1,1
411,0,1,0,1,2,3,2,6,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,0,1,2,2,1,3,3,1,0,1,0,1,0,1,0,0,1,0,1
412,0,0,1,0,3,5,0,1,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,6,0,1,2,3,0,0,2,4,0,1,1,1,0,0,0,0,0,0,0,0
413,0,1,2,2,4,1,5,7,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,1,1,1,3,0,1,1,0,1,1,0,0,1,0,0,0,0,1
414,0,0,1,0,3,5,0,1,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,1,2,3,0,0,2,4,0,1,1,1,1,1,1,0,0,0,1,0
415,0,0,1,3,1,4,4,5,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,3,3,2,5,5,0,1,1,0,1,1,1,0,0,0,1,1
