,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16
369,0,1,2,3,4,1,3,1,16,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,1,1,2,2,3,2,1,0,0,1,1,0,2,0,2,1,2,1,0,1,0,0,0,2
370,0,0,1,2,0,4,1,3,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,1,2,3,0,1,0,0,0,1,2,1,0,2,1,0,0,1,2,0,1,0,0,2,0,1
371,0,1,2,1,1,3,0,7,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,4,6,0,0,1,2,3,5,5,4,1,0,2,2,1,2,0,0,2,2,2,0,1,0,1,2,1,1
372,0,0,1,2,0,4,1,3,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,2,3,0,1,0,0,0,1,1,1,2,1,2,0,0,1,1,1,2,2,0,0,1,2
373,0,1,2,1,1,3,0,7,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,4,6,0,0,1,2,3,5,5,4,1,0,0,2,2,0,1,1,2,0,1,0,2,0,1,1,2,1
374,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,0,0,0,4,1,1,0,2,0,1,1,0,1,2,2,0,2,1,1,2,2,2,0,2
375,0,1,2,3,4,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,1,2,3,5,5,4,1,0,0,0,1,1,2,0,0,0,2,2,2,2,1,0,1,1
376,0,0,0,0,2,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,0,0,0,1,0,1,0,1,2,0,2,0,1,2,1,1,2,0,1,2,2,2,0,2
377,0,1,2,3,4,1,3,1,-1,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,1,1,2,2,3,2,1,0,2,2,1,1,2,0,0,1,1,1,0,2,2,1,1,2
378,0,0,1,2,0,4,1,3,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,2,3,0,1,0,0,0,1,0,2,1,1,0,0,2,1,1,0,1,0,1,1,1,0
379,0,0,1,2,0,4,1,2,-1,2,0,0,0,0,0,0,0,0,0,2,1,4,4,1,1,0,1,2,3,0,4,1,7,0,2,1,0,0,0,2,2,0,1,1,1,2,0,2,2,1,1
380,0,0,1,2,0,4,6,6,18,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,2,3,4,0,2,3,0,-1,1,2,2,2,1,0,2,0,0,0,1,0,0,0,2,0
381,0,0,0,0,2,2,2,2,-1,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,0,0,4,1,7,0,2,1,2,0,0,1,2,2,1,0,2,1,0,2,2,2,2
382,0,1,2,1,1,3,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,1,2,3,5,6,6,1,0,2,0,2,1,1,1,1,2,2,2,1,2,1,1,0,0
383,0,0,1,2,0,4,6,6,25,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,2,3,4,0,2,3,0,1,1,0,2,0,2,1,2,0,2,1,2,0,1,2,0,2
384,0,1,2,1,1,3,0,7,-1,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,0,1,2,3,5,6,6,1,0,1,0,2,0,2,2,2,1,0,2,0,1,1,1,2,0
385,0,0,0,0,3,2,2,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,1,0,0,1,4,1,1,0,2,0,0,2,1,0,1,0,1,1,0,1,2,1,2,1,0
386,0,0,0,0,3,5,4,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,1,3,1,1,0,2,1,1,0,1,0,1,1,1,0,0,0,1,1,0,2,0
387,0,1,2,3,4,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,1,1,2,2,5,4,1,0,2,2,1,0,1,1,0,2,0,1,0,1,2,0,0,1
388,0,0,1,2,0,4,1,3,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,2,3,0,1,0,0,0,1,0,2,0,2,2,0,1,2,2,1,0,0,0,1,1,2
389,0,0,1,2,0,4,1,3,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,2,3,0,1,0,0,0,1,0,2,0,0,0,2,0,2,2,2,1,1,0,1,1,1
390,0,0,1,2,0,4,1,3,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,1,2,3,0,1,0,0,0,1,0,2,2,0,0,2,1,0,2,1,2,0,0,0,2,1
391,0,0,0,0,3,5,4,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,1,3,4,1,0,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,1,1
392,0,0,0,0,3,5,4,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,1,3,4,1,0,2,1,1,1,1,1,0,1,1,2,2,1,2,0,2,0,0
393,0,0,1,2,0,4,1,3,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,2,3,0,1,0,0,0,1,1,2,2,0,0,1,1,0,0,0,0,0,1,2,2,2
394,0,1,2,3,4,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,1,2,3,5,5,4,1,0,1,0,2,1,1,0,1,2,0,0,1,0,0,1,2,2
395,0,0,1,2,0,4,1,3,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,2,3,0,1,0,0,0,1,0,2,0,1,0,1,0,1,0,2,2,0,1,1,1,0
396,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,0,0,4,1,1,0,2,0,0,1,0,0,1,0,2,1,2,2,2,0,1,1,2
397,0,1,2,1,1,3,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,1,2,3,5,6,6,1,0,0,0,1,2,2,2,0,1,1,1,1,1,2,0,0,0
398,0,1,0,1,1,3,0,7,12,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,1,0,2,3,5,6,6,1,0,2,0,0,0,1,2,2,0,1,2,1,1,2,2,0,2
399,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,0,0,4,1,1,0,2,1,0,0,1,1,2,0,0,2,1,0,1,2,1,2,0
400,0,1,2,3,4,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,1,1,2,5,5,4,1,0,2,0,2,2,1,0,2,2,2,0,0,2,1,1,2,0
401,0,0,1,2,0,4,1,3,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,2,3,0,1,0,0,0,1,2,0,2,0,1,0,1,2,1,1,1,2,0,2,0,0
402,0,1,2,3,4,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,1,1,2,2,5,4,1,0,0,1,0,0,1,1,1,2,0,1,2,2,2,2,0,1
403,0,0,1,2,2,4,1,3,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,1,2,3,0,1,0,0,0,1,1,1,1,1,1,2,2,1,1,2,1,0,2,2,0,2
404,0,1,2,3,4,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,1,1,2,2,5,4,1,0,0,0,0,1,0,2,2,0,0,1,2,0,1,0,0,2
405,0,0,1,2,0,4,6,6,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,2,3,4,0,0,0,0,1,1,1,0,1,1,1,2,1,0,2,2,1,1,0,2,0
406,0,0,1,2,2,0,1,3,26,1,0,0,0,0,0,0,0,0,0,2,1,4,3,1,2,0,1,2,0,0,1,0,0,0,1,2,0,0,1,1,2,2,1,0,0,2,1,1,1,0,1
407,0,0,1,2,2,0,5,0,1,1,0,0,0,0,0,0,0,0,0,2,2,4,5,6,0,0,1,0,0,0,1,0,0,0,1,2,2,2,2,2,2,0,0,0,0,0,2,1,2,2,0
408,0,0,1,2,0,4,1,3,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,2,3,0,1,0,0,0,1,0,2,0,0,0,0,2,1,1,2,0,1,0,1,0,1
409,0,1,2,3,4,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,1,1,2,2,3,2,1,0,2,0,1,1,2,1,0,1,0,1,2,0,1,1,2,1
410,0,0,0,0,3,5,4,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,1,3,1,1,0,2,2,0,2,1,2,1,1,2,0,1,0,2,1,0,1,2
411,0,0,0,0,3,5,2,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,5,4,0,1,0,0,1,4,1,1,0,2,2,1,0,1,1,2,1,2,1,2,1,0,1,0,2,2
412,0,0,0,0,3,2,2,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,1,0,0,0,4,1,1,0,2,2,2,2,1,2,0,2,1,0,2,0,0,2,2,2,0
413,0,0,0,0,3,0,5,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,0,1,0,0,3,1,6,6,0,-1,0,2,0,1,1,0,1,0,0,2,2,2,1,2,1,2
414,0,0,1,2,2,0,1,3,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,1,2,3,0,1,0,0,0,1,1,1,0,0,2,2,0,2,1,1,1,0,2,1,1,2
415,0,1,2,3,4,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,1,1,2,2,5,4,1,0,2,1,0,0,0,1,2,2,1,1,0,2,2,0,0,1
416,0,1,2,3,4,1,3,1,-1,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,1,1,2,2,3,2,1,0,0,2,0,2,1,2,1,2,0,0,0,1,0,0,2,2
417,0,1,2,3,4,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,1,2,3,5,5,4,1,0,0,2,0,0,1,2,2,2,1,1,2,1,0,2,2,1
418,0,0,0,0,2,2,2,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,1,0,0,0,4,1,1,0,2,1,0,2,0,1,2,0,2,2,0,1,2,1,1,2,1
419,0,0,1,2,2,2,2,2,22,2,0,0,0,0,0,0,0,0,0,2,1,4,3,1,1,0,1,2,3,0,4,1,7,0,2,1,0,1,1,0,2,1,1,1,1,0,0,2,2,2,2
420,0,1,0,0,3,5,4,5,19,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,1,3,4,5,1,2,1,0,1,1,1,0,2,2,0,2,1,1,2,1,1,1
421,0,0,1,2,0,4,1,3,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,2,3,0,1,0,0,0,1,0,2,2,1,1,0,2,2,0,0,0,0,0,1,1,1
422,0,0,1,2,0,4,1,3,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,1,2,3,0,1,0,0,0,1,2,2,0,0,2,0,2,1,0,2,2,0,2,1,1,0
423,0,0,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,1,0,0,0,4,1,7,0,2,2,2,1,0,1,0,0,1,0,0,0,1,0,2,2,0
424,0,0,1,2,0,4,1,3,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,1,2,3,0,1,0,0,0,1,2,2,2,2,2,2,0,0,1,1,1,0,1,0,1,2
425,0,1,2,3,4,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,1,1,2,2,3,2,1,0,0,1,1,2,0,1,0,0,1,2,2,0,2,0,1,0
426,0,0,1,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,2,2,4,3,5,1,0,1,0,0,0,4,1,7,0,2,2,0,0,1,2,2,2,0,1,2,2,1,0,0,0,0
427,0,1,2,1,1,3,0,7,12,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,0,0,2,3,5,6,6,1,0,0,2,2,0,2,0,2,1,2,2,1,2,2,2,1,0
428,0,0,1,2,2,0,1,3,26,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,1,2,3,0,1,0,0,0,1,0,1,0,1,2,1,0,2,0,0,1,1,0,2,0,1
429,0,0,0,0,3,2,2,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,5,4,0,1,0,0,1,4,1,1,0,2,2,1,0,1,0,2,2,0,0,0,0,2,2,0,0,0
430,0,0,0,0,3,2,2,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,1,0,0,1,4,1,1,0,2,1,0,2,0,0,0,0,1,0,0,1,0,0,2,2,0
431,0,0,0,0,2,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,0,0,0,1,0,1,0,1,2,2,1,0,1,0,2,1,1,0,1,2,0,2,2,2
432,0,0,0,0,3,2,2,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,1,0,0,1,4,1,1,0,2,2,1,0,1,1,0,0,1,1,2,2,2,2,0,1,2
433,0,0,0,0,2,0,5,0,15,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,0,0,0,1,0,0,0,1,0,0,2,1,1,1,1,2,1,2,2,0,2,2,0,0
434,0,0,1,2,0,4,6,6,18,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,2,3,4,0,2,3,0,-1,2,1,2,0,1,1,0,0,1,0,0,0,0,1,2,0
435,0,1,2,1,1,3,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,1,2,3,5,5,4,1,0,1,0,1,1,0,2,0,1,1,1,2,2,0,1,2,1
436,0,0,0,0,2,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,0,0,0,1,0,1,0,1,2,2,1,1,1,1,0,0,1,2,2,2,2,1,2,2
437,0,0,1,2,2,0,5,0,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,1,0,0,0,1,0,0,0,1,0,2,1,0,2,1,1,2,1,2,1,2,0,1,1,1
438,0,0,0,0,3,5,4,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,1,3,4,1,0,2,2,2,0,1,2,1,0,0,1,1,1,0,1,1,0,0
439,0,0,1,2,0,4,1,3,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,2,3,0,1,0,0,0,1,0,0,1,2,2,2,0,0,1,1,0,1,0,1,0,2
440,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,0,0,4,1,7,0,2,1,1,0,1,1,1,1,0,2,2,1,1,2,1,2,1
441,0,0,0,0,3,0,5,0,9,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,0,0,0,1,6,1,0,1,0,1,0,2,2,0,1,0,2,0,2,0,1,2,0,1
442,0,0,0,0,2,0,5,0,-1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,0,0,0,1,6,1,0,1,2,1,1,0,0,0,0,2,0,2,2,1,1,1,0,2
443,0,0,1,2,2,0,5,0,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,1,0,0,0,1,0,0,0,1,2,0,0,1,1,2,1,2,0,2,1,1,0,0,2,0
444,0,0,1,2,0,4,6,6,5,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,2,3,4,0,2,3,0,1,2,2,0,0,1,2,0,1,2,2,1,1,0,2,2,0
445,0,1,0,0,3,5,4,5,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,1,3,4,5,1,2,1,0,1,0,1,1,2,2,0,1,1,0,1,2,1,0
446,0,0,0,1,1,3,5,0,23,0,0,0,0,0,0,0,0,0,1,0,0,3,5,6,0,0,1,0,2,3,1,6,6,0,0,2,0,0,0,2,1,2,2,1,2,2,2,2,0,1,0
447,0,0,1,2,2,0,1,3,-1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,1,2,3,0,1,0,0,0,1,2,1,0,0,0,2,2,0,1,0,2,2,2,0,2,2
448,0,1,2,3,4,1,3,1,-1,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,1,1,2,2,3,2,1,0,1,1,1,2,1,2,2,2,0,0,0,2,0,2,2,0
449,0,0,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,1,2,0,0,4,1,7,0,2,0,2,1,0,0,1,0,0,1,2,0,0,2,2,1,2
450,0,0,0,0,3,2,2,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,1,0,0,1,4,1,1,0,2,1,2,0,0,0,1,2,1,1,1,2,1,1,2,2,1
451,0,1,2,3,4,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,1,1,2,2,3,2,1,0,1,2,0,1,2,1,0,1,1,2,1,0,1,1,1,1
452,0,0,0,0,3,2,2,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,1,0,0,1,4,1,1,0,2,2,2,2,0,1,0,0,1,0,2,0,2,2,2,0,2
453,0,0,0,0,3,5,4,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,1,3,4,1,0,2,2,0,0,2,2,1,1,0,1,1,1,1,2,1,1,2
454,0,0,0,0,3,2,2,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,1,0,0,1,4,1,1,0,2,0,2,2,2,0,2,2,1,1,1,2,0,0,2,1,2
455,0,1,2,1,1,3,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,1,2,3,5,5,4,1,0,2,2,1,2,1,2,0,1,2,0,2,2,2,1,2,2
456,0,0,0,0,2,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,2,2,0,0,0,0,1
457,0,1,2,3,4,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,1,1,2,5,5,4,1,0,0,0,1,0,1,0,2,1,0,2,2,0,1,0,0,0
458,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,0,0,4,1,1,0,2,0,1,1,0,0,1,2,0,1,1,1,1,0,1,0,0
459,0,0,1,2,0,4,6,6,-1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2,0,1,2,3,4,0,0,0,0,1,2,0,2,0,2,1,0,2,0,1,0,0,2,2,0,0
460,0,0,0,0,2,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,0,0,0,1,0,1,0,1,2,1,0,1,0,1,1,0,0,2,0,1,1,0,2,1
461,0,1,2,3,4,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,1,1,2,2,5,4,1,0,0,0,2,2,1,2,1,2,1,1,0,1,1,1,2,2
462,0,1,2,3,4,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,1,2,3,5,5,4,1,0,0,0,0,1,1,0,2,1,2,2,1,2,2,2,1,2
463,0,0,0,0,2,2,2,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,1,0,0,0,4,1,1,0,2,0,0,1,2,2,0,1,1,1,2,2,2,0,2,0,2
464,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,0,0,4,1,1,0,2,1,0,0,1,2,2,0,1,2,2,0,0,2,2,2,2
465,0,0,1,2,0,2,2,2,22,2,0,0,0,0,0,0,0,0,0,2,1,4,3,1,1,0,1,2,3,0,4,1,7,0,2,2,0,0,1,2,1,0,1,2,0,0,2,0,1,1,1
466,0,1,2,3,4,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,1,1,2,2,5,4,1,0,1,0,1,2,1,0,2,1,1,2,0,0,0,2,1,2
467,0,0,0,0,3,5,4,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,1,3,1,1,0,2,2,1,1,1,1,2,0,1,0,0,2,1,2,1,1,2
468,0,1,2,3,4,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,1,2,3,5,5,4,1,0,0,1,2,2,2,0,0,0,1,2,0,1,2,2,1,1
469,0,1,2,3,4,1,3,1,16,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,1,1,2,2,3,2,1,0,1,1,2,2,2,1,1,2,1,1,2,1,0,1,0,0
470,0,0,1,2,0,4,6,6,-1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,2,3,4,0,2,3,0,-1,1,2,2,0,2,1,2,2,0,2,0,2,2,1,2,2
471,0,0,0,0,2,2,2,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,1,0,0,0,4,1,1,0,2,1,2,1,0,1,0,0,0,0,1,1,0,2,2,2,0
472,0,1,2,3,4,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,1,1,2,2,3,2,1,0,1,2,2,0,2,0,0,2,1,0,2,0,1,1,2,0
473,0,0,0,0,3,5,4,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,1,3,1,1,0,2,1,1,0,1,2,0,2,1,1,2,2,2,1,2,2,2
474,0,0,1,2,0,4,1,3,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,1,2,3,0,1,0,0,0,1,2,2,0,1,2,2,1,1,1,1,0,1,0,0,0,0
475,0,1,2,1,1,3,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,1,2,3,5,5,4,1,0,2,0,2,2,2,2,1,0,0,2,2,2,2,1,0,0
476,0,1,2,1,1,3,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,1,2,3,5,5,6,1,0,0,2,0,1,2,2,2,1,0,2,2,0,0,1,0,2
477,0,1,2,3,4,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,1,1,2,2,5,4,1,0,1,0,2,2,1,1,2,2,1,0,1,0,1,1,2,2
478,0,1,2,1,1,3,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,1,2,3,5,5,4,1,0,0,2,0,2,2,1,2,0,0,1,1,2,0,0,1,1
479,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,0,0,4,1,1,0,2,2,0,2,2,1,2,0,0,1,2,1,0,2,1,1,2
480,0,0,0,0,3,0,5,0,9,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,0,0,0,1,6,1,0,1,2,2,2,0,2,1,2,0,0,0,0,0,0,2,1,2
481,0,0,1,2,0,4,6,6,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,2,3,4,0,0,0,0,1,1,0,0,1,1,0,2,2,1,2,0,0,2,1,1,0
482,0,0,0,0,3,2,2,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,5,4,0,1,0,0,1,4,1,1,0,2,1,1,1,2,1,1,1,1,0,0,0,0,0,0,1,0
483,0,0,0,0,2,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,0,0,0,1,0,1,0,1,2,0,1,0,1,0,0,0,0,2,0,1,0,2,1,2
484,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,0,0,4,1,7,0,2,0,1,2,0,2,1,2,2,0,1,2,1,1,1,2,0
485,0,0,1,2,0,4,6,6,-1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,2,3,4,0,0,0,0,1,0,1,0,1,0,1,0,2,2,1,2,2,2,0,1,1
486,0,1,2,1,1,3,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,1,2,3,5,5,4,1,0,1,1,0,0,2,1,1,2,2,1,1,1,0,2,2,0
487,0,0,1,2,0,4,6,6,18,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,2,3,4,0,2,3,0,-1,0,2,2,1,1,0,0,1,1,0,2,1,2,0,2,0
488,0,0,1,2,0,4,1,3,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,2,3,0,1,0,0,0,1,1,1,0,1,1,0,2,2,0,2,0,1,1,2,1,1
489,0,0,0,0,2,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,0,0,0,1,0,1,0,1,1,0,2,1,1,1,2,2,2,1,2,1,0,0,0,2
490,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,0,0,0,4,1,7,0,2,0,0,0,1,2,2,0,2,0,0,0,0,1,2,1,1
491,0,1,2,1,1,3,0,7,-1,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,6,0,0,1,2,3,5,5,4,1,0,0,1,0,1,0,2,2,2,2,2,1,0,0,1,1,2
492,0,1,2,1,1,3,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,1,2,3,5,5,6,1,0,0,0,0,0,2,2,0,2,2,0,1,1,0,2,0,1
493,0,0,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,2,2,4,3,5,1,0,1,0,0,0,4,1,7,0,2,2,2,0,2,2,2,0,1,2,2,0,1,2,0,1,0
