,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_min_samples_7_xi_0_01_min_cluster_size_0_2,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31
377,0,0,2,1,1,1,1,3,16,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,-1,2,2,1,1,2,0,0,1,1,1,0,2,2,1,1,2,0,1,2,2,1,1,0,1,1,2,2,2,0,1,1
378,0,0,0,3,2,5,6,2,-1,1,0,0,0,0,0,0,0,0,1,1,3,2,1,1,2,0,1,2,0,0,3,6,0,2,1,0,2,1,1,0,0,2,1,1,0,1,0,1,1,1,0,2,0,0,1,0,0,1,2,0,0,0,0,0,2,1
379,0,1,1,2,0,4,2,4,-1,10,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,0,0,2,1,1,1,7,1,-1,1,0,0,0,2,2,0,1,1,1,2,0,2,2,1,1,0,2,2,1,1,0,1,0,0,0,0,2,1,2,2
380,0,0,0,3,2,5,6,6,20,9,0,0,0,0,0,0,0,0,1,2,3,2,2,1,5,0,1,2,1,4,4,2,2,2,-1,1,2,2,2,1,0,2,0,0,0,1,0,0,0,2,0,0,2,0,2,0,1,2,1,2,0,1,1,0,1,2
381,0,1,1,2,4,0,4,0,-1,-1,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,0,2,1,1,1,4,1,-1,1,2,0,0,1,2,2,1,0,2,1,0,2,2,2,2,1,1,2,0,1,2,1,0,0,0,2,1,2,2,0
382,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,0,2,0,2,1,1,1,1,2,2,2,1,2,1,1,0,0,0,1,2,0,1,2,0,0,0,1,2,2,2,0,0
383,0,0,0,3,2,5,6,6,31,13,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,1,2,1,4,4,2,2,2,-1,1,0,2,0,2,1,2,0,2,1,2,0,1,2,0,2,1,2,1,1,2,2,1,0,0,2,2,2,2,2,2
384,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,-1,1,0,2,0,2,2,2,1,0,2,0,1,1,1,2,0,1,0,2,0,2,2,1,2,1,1,0,2,2,1,0
385,0,1,1,2,4,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,0,2,1,1,1,4,1,2,0,0,2,1,0,1,0,1,1,0,1,2,1,2,1,0,1,2,1,2,1,2,1,0,2,2,1,0,1,0,0
386,0,1,1,2,4,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,0,2,1,1,1,4,1,2,1,1,0,1,0,1,1,1,0,0,0,1,1,0,2,0,0,1,1,2,0,2,1,0,1,2,2,2,0,0,2
387,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,0,2,2,1,0,1,1,0,2,0,1,0,1,2,0,0,1,0,2,1,2,2,1,1,2,0,0,2,2,1,0,0
388,0,1,0,0,3,2,5,7,-1,16,0,0,0,0,0,0,0,0,0,2,1,3,5,0,6,0,0,2,3,2,0,0,5,2,-1,0,2,0,2,2,0,1,2,2,1,0,0,0,1,1,2,1,1,0,0,2,2,0,2,2,1,2,2,1,1,1
389,0,0,0,0,3,2,5,7,24,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,6,0,1,2,3,2,0,0,6,2,1,0,2,0,0,0,2,0,2,2,2,1,1,0,1,1,1,1,2,1,1,1,1,2,1,1,0,2,1,0,2,2
390,0,0,0,3,2,5,6,2,4,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,1,2,3,0,0,6,0,2,1,0,2,2,0,0,2,1,0,2,1,2,0,0,0,2,1,2,2,0,1,0,0,0,2,2,0,0,0,0,1,0
391,0,1,1,2,4,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,0,2,1,1,1,4,1,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,1,1,2,2,1,2,1,2,0,1,1,2,2,0,1,2,0
392,0,1,1,2,4,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,0,2,1,1,1,4,1,2,1,1,1,1,1,0,1,1,2,2,1,2,0,2,0,0,1,1,2,2,0,1,0,0,0,0,1,2,0,2,0
393,0,0,0,3,2,5,6,2,4,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,1,2,3,0,0,6,0,2,1,1,2,2,0,0,1,1,0,0,0,0,0,1,2,2,2,1,1,2,0,2,1,1,1,0,2,1,1,2,0,0
394,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,0,1,0,2,1,1,0,1,2,0,0,1,0,0,1,2,2,0,1,1,1,0,1,2,1,0,1,0,1,2,2,1
395,0,0,0,3,2,2,5,2,1,1,0,0,0,0,0,0,0,0,1,2,3,3,4,0,2,0,1,2,3,2,0,6,0,2,1,0,2,0,1,0,1,0,1,0,2,2,0,1,1,1,0,0,1,0,0,0,2,2,1,1,1,1,2,1,2,2
396,0,1,1,2,0,4,2,4,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,2,1,1,1,7,1,2,0,0,1,0,0,1,0,2,1,2,2,2,0,1,1,2,0,0,1,1,2,2,2,0,2,0,1,0,1,1,2
397,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,-1,0,0,1,2,2,2,0,1,1,1,1,1,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,2,1,2,1
398,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,-1,2,0,0,0,1,2,2,0,1,2,1,1,2,2,0,2,2,1,0,2,1,0,2,0,2,0,1,2,0,1,2
399,0,1,1,2,0,4,2,4,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,2,1,1,1,7,1,2,1,0,0,1,1,2,0,0,2,1,0,1,2,1,2,0,0,0,0,1,1,2,1,0,1,2,1,0,2,2,2
400,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,0,2,0,2,2,1,0,2,2,2,0,0,2,1,1,2,0,0,2,2,0,2,0,2,1,0,0,2,2,2,1,1
401,0,0,0,3,2,2,5,2,12,1,0,0,0,0,0,0,0,0,1,2,3,3,4,4,2,0,1,2,3,2,0,6,0,2,1,2,0,2,0,1,0,1,2,1,1,1,2,0,2,0,0,1,0,2,0,0,0,0,2,1,1,0,2,1,0,1
402,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,0,0,1,0,0,1,1,1,2,0,1,2,2,2,2,0,1,1,0,1,0,2,1,1,2,0,1,0,0,0,0,0
403,0,0,0,0,3,2,5,7,24,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,6,0,1,2,3,2,0,0,6,2,1,1,1,1,1,1,2,2,1,1,2,1,0,2,2,0,2,2,1,0,0,1,1,2,2,1,1,0,0,0,2,1
404,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,0,0,0,0,1,0,2,2,0,0,1,2,0,1,0,0,2,1,1,1,2,1,1,1,2,2,2,2,0,1,0,1
405,0,1,0,0,3,2,5,7,17,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,6,0,1,2,3,2,0,0,5,2,1,1,1,0,1,1,1,2,1,0,2,2,1,1,0,2,0,1,0,0,1,2,0,2,2,0,0,2,2,0,2,1
406,0,1,1,2,0,4,2,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,0,2,1,1,1,7,1,2,2,0,0,1,1,2,2,1,0,0,2,1,1,1,0,1,0,2,2,1,2,1,2,0,2,2,2,0,2,1,1
407,0,1,1,0,3,3,0,5,30,8,0,0,0,0,0,0,0,0,0,2,1,4,5,3,3,0,0,0,3,2,2,5,6,2,-1,2,2,2,2,2,2,0,0,0,0,0,2,1,2,2,0,0,0,2,0,1,1,1,0,0,0,2,2,2,0,1
408,0,0,0,3,2,5,6,2,4,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,1,2,3,0,0,6,0,2,1,0,2,0,0,0,0,2,1,1,2,0,1,0,1,0,1,2,1,0,0,2,2,1,0,0,2,2,1,1,2,0
409,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,0,2,0,1,1,2,1,0,1,0,1,2,0,1,1,2,1,2,0,1,0,2,1,1,0,1,1,1,0,1,0,2
410,0,1,1,2,0,4,2,4,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,2,1,1,1,4,1,2,2,0,2,1,2,1,1,2,0,1,0,2,1,0,1,2,1,2,1,2,0,2,2,1,0,2,1,0,0,1,1
411,0,1,1,2,0,4,2,4,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,2,1,1,1,7,1,2,2,1,0,1,1,2,1,2,1,2,1,0,1,0,2,2,0,1,0,2,0,1,0,0,0,2,2,1,0,2,0
412,0,1,1,2,0,4,2,4,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,2,1,1,1,7,1,2,2,2,2,1,2,0,2,1,0,2,0,0,2,2,2,0,0,2,0,2,1,1,1,0,1,2,0,1,0,2,2
413,0,0,2,1,1,1,1,3,-1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,-1,0,2,0,1,1,0,1,0,0,2,2,2,1,2,1,2,0,0,0,2,2,1,1,2,0,0,0,0,2,0,2
414,0,0,0,3,3,2,3,2,12,1,0,0,0,0,0,0,0,0,1,2,3,3,4,4,2,0,1,2,3,2,0,6,0,2,1,1,1,0,0,2,2,0,2,1,1,1,0,2,1,1,2,0,2,2,2,1,2,0,1,0,2,2,0,2,2,2
415,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,0,2,1,0,0,0,1,2,2,1,1,0,2,2,0,0,1,0,2,1,1,2,2,2,2,2,2,1,0,0,2,1
416,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,0,0,2,0,2,1,2,1,2,0,0,0,1,0,0,2,2,2,1,1,1,0,2,0,1,1,0,1,1,0,1,2
417,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,0,0,2,0,0,1,2,2,2,1,1,2,1,0,2,2,1,1,0,1,1,2,0,2,2,0,2,1,2,1,2,1
418,0,1,1,2,0,4,2,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,0,2,1,1,1,7,1,2,1,0,2,0,1,2,0,2,2,0,1,2,1,1,2,1,0,2,2,2,0,1,2,1,1,2,0,0,0,2,2
419,0,1,1,2,0,4,2,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,0,2,1,1,1,7,1,-1,1,0,1,1,0,2,1,1,1,1,0,0,2,2,2,2,2,0,0,0,1,1,2,0,2,1,0,0,2,0,2
420,0,1,1,2,4,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,0,2,1,1,1,4,1,-1,1,0,1,1,1,0,2,2,0,2,1,1,2,1,1,1,2,2,2,0,1,0,2,2,0,0,0,2,1,1,1
421,0,1,1,0,0,4,2,4,25,10,0,0,0,0,0,0,0,0,0,0,2,4,5,5,3,0,0,0,3,2,2,1,7,1,-1,0,2,2,1,1,0,2,2,0,0,0,0,0,1,1,1,2,0,1,2,2,1,1,2,1,0,0,0,2,0,2
422,0,0,0,3,2,5,6,2,4,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,1,2,1,0,0,6,0,2,1,2,2,0,0,2,0,2,1,0,2,2,0,2,1,1,0,1,1,1,2,0,2,1,1,2,1,0,2,2,2,0
423,0,1,1,2,0,4,2,4,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,0,0,2,1,1,1,7,1,2,2,2,1,0,1,0,0,1,0,0,0,1,0,2,2,0,0,1,1,0,2,2,1,2,0,2,1,0,2,0,0
424,0,0,0,3,2,2,5,2,-1,1,0,0,0,0,0,0,0,0,1,2,3,2,2,0,2,0,1,2,3,0,0,6,0,2,1,2,2,2,2,2,2,0,0,1,1,1,0,1,0,1,2,1,2,0,0,2,1,2,1,0,0,2,2,0,1,0
425,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,0,0,1,1,2,0,1,0,0,1,2,2,0,2,0,1,0,0,0,1,2,0,1,0,0,1,1,1,0,1,1,0
426,0,1,1,2,0,4,2,4,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,0,0,2,1,1,1,7,1,2,2,0,0,1,2,2,2,0,1,2,2,1,0,0,0,0,1,2,1,1,0,2,0,0,2,0,2,1,2,0,0
427,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,-1,0,2,2,0,2,0,2,1,2,2,1,2,2,2,1,0,0,0,2,0,0,2,2,2,0,1,2,0,2,2,2
428,0,1,1,2,0,4,2,4,-1,2,0,0,0,0,0,0,0,0,0,0,2,4,5,5,3,0,0,0,2,1,1,1,7,1,-1,0,1,0,1,2,1,0,2,0,0,1,1,0,2,0,1,0,0,2,0,1,1,2,0,1,0,0,0,2,1,1
429,0,1,1,2,4,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,0,2,1,1,1,4,1,2,2,1,0,1,0,2,2,0,0,0,0,2,2,0,0,0,0,1,0,2,0,2,0,2,0,0,0,0,0,0,2
430,0,1,1,2,4,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,0,2,1,1,1,4,1,2,1,0,2,0,0,0,0,1,0,0,1,0,0,2,2,0,2,2,1,0,1,2,2,1,2,1,1,0,0,1,1
431,0,0,0,0,3,3,0,5,33,1,0,0,0,0,0,0,0,0,1,2,1,3,5,3,6,0,1,2,3,2,2,5,6,2,1,2,2,1,0,1,0,2,1,1,0,1,2,0,2,2,2,2,2,1,2,0,2,0,0,1,0,1,1,0,2,2
432,0,1,1,2,4,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,0,2,1,1,1,4,1,2,2,1,0,1,1,0,0,1,1,2,2,2,2,0,1,2,2,1,0,0,0,1,1,0,2,2,0,1,2,2,1
433,0,0,2,1,1,1,1,3,-1,-1,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,-1,0,0,2,1,1,1,1,2,1,2,2,0,2,2,0,0,0,2,0,2,2,0,1,0,0,0,1,1,1,2,0
434,0,0,0,3,2,5,6,6,-1,-1,3,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,1,2,1,4,4,2,2,2,-1,2,1,2,0,1,1,0,0,1,0,0,0,0,1,2,0,2,0,2,1,2,0,1,1,2,2,1,2,2,1,1
435,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,0,1,0,1,1,0,2,0,1,1,1,2,2,0,1,2,1,1,2,1,2,1,0,2,0,0,2,2,1,2,0,0
436,0,0,0,0,3,2,3,1,14,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,2,0,1,2,3,2,2,5,6,2,1,2,2,1,1,1,1,0,0,1,2,2,2,2,1,2,2,1,1,1,1,2,1,1,0,2,1,0,1,1,1,1
437,0,0,0,0,3,2,3,1,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,2,3,2,2,5,6,2,1,0,2,1,0,2,1,1,2,1,2,1,2,0,1,1,1,2,2,2,2,0,0,2,1,2,0,2,2,2,0,0
438,0,1,1,2,4,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,0,2,1,1,1,4,1,2,2,2,0,1,2,1,0,0,1,1,1,0,1,1,0,0,2,1,0,2,0,2,2,0,2,0,2,1,0,2,0
439,0,1,0,0,3,2,5,7,-1,16,0,0,0,0,0,0,0,0,1,2,1,3,4,0,6,0,1,2,3,2,0,0,5,2,-1,0,0,1,2,2,2,0,0,1,1,0,1,0,1,0,2,1,2,0,0,0,1,1,2,2,1,2,2,0,1,1
440,0,1,1,2,0,4,2,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,0,2,1,1,1,7,1,2,1,1,0,1,1,1,1,0,2,2,1,1,2,1,2,1,0,1,1,2,2,1,0,1,1,2,1,2,2,0,0
441,0,0,2,0,3,3,0,5,-1,4,0,0,0,0,0,0,0,0,1,2,1,3,5,3,6,0,1,1,3,2,2,5,6,2,-1,0,1,0,2,2,0,1,0,2,0,2,0,1,2,0,1,1,1,2,0,0,1,0,0,1,2,1,1,0,1,2
442,0,0,2,1,1,1,1,3,-1,-1,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,-1,2,1,1,0,0,0,0,2,0,2,2,1,1,1,0,2,0,0,0,1,1,2,0,1,1,1,1,1,1,1,1
443,0,0,2,1,1,1,3,2,6,3,0,0,0,0,0,0,0,0,1,1,0,1,0,2,2,0,1,1,0,3,3,3,1,2,-1,2,0,0,1,1,2,1,2,0,2,1,1,0,0,2,0,1,0,0,1,2,0,1,0,2,2,2,1,0,0,2
444,0,0,0,3,2,2,5,7,32,15,0,0,0,0,0,0,0,0,1,2,3,2,2,0,2,0,1,2,3,4,0,0,5,2,-1,2,2,0,0,1,2,0,1,2,2,1,1,0,2,2,0,2,1,1,1,1,1,1,1,2,1,1,0,1,0,0
445,0,1,1,2,4,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,0,2,1,1,1,4,1,-1,1,0,1,0,1,1,2,2,0,1,1,0,1,2,1,0,1,1,2,2,1,0,2,0,2,2,0,0,1,1,2
446,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,-1,2,0,0,0,2,1,2,2,1,2,2,2,2,0,1,0,0,1,0,2,0,1,1,2,1,0,1,0,1,2,0
447,0,0,2,3,2,5,6,6,-1,-1,2,0,0,0,0,0,0,0,1,1,0,1,1,1,5,0,1,1,0,3,3,6,0,0,-1,2,1,0,0,0,2,2,0,1,0,2,2,2,0,2,2,2,0,2,2,2,0,2,2,2,2,2,1,1,1,2
448,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,-1,1,1,1,2,1,2,2,2,0,0,0,2,0,2,2,0,0,1,0,0,2,2,1,1,0,0,0,1,1,2,1
449,0,1,1,2,0,4,2,4,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,2,1,1,1,7,1,2,0,2,1,0,0,1,0,0,1,2,0,0,2,2,1,2,0,0,0,1,1,1,1,0,2,1,2,0,0,1,0
450,0,1,1,2,4,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,0,2,1,1,1,4,1,2,1,2,0,0,0,1,2,1,1,1,2,1,1,2,2,1,0,1,2,2,2,2,0,2,0,0,2,0,1,0,1
451,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,0,1,2,0,1,2,1,0,1,1,2,1,0,1,1,1,1,0,2,1,0,2,1,1,0,2,0,1,0,1,0,0
452,0,1,1,2,4,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,0,2,1,1,1,4,1,2,2,2,2,0,1,0,0,1,0,2,0,2,2,2,0,2,1,1,2,2,1,2,1,0,0,1,0,2,2,0,0
453,0,1,1,2,4,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,0,2,1,1,1,4,1,2,2,0,0,2,2,1,1,0,1,1,1,1,2,1,1,2,1,1,1,0,2,0,1,1,1,0,2,1,0,0,1
454,0,1,1,2,4,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,0,2,1,1,1,4,1,2,0,2,2,2,0,2,2,1,1,1,2,0,0,2,1,2,2,0,0,2,1,2,0,1,1,1,0,0,0,1,0
455,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,0,2,2,1,2,1,2,0,1,2,0,2,2,2,1,2,2,2,2,1,1,0,1,0,2,1,0,0,0,2,1,2
456,0,1,1,0,3,3,0,5,-1,-1,0,0,0,0,0,0,0,0,0,2,1,4,5,3,3,0,0,0,3,2,2,5,6,1,1,0,1,1,0,0,1,0,0,1,2,2,0,0,0,0,1,1,0,1,0,2,0,1,2,1,2,1,0,2,0,0
457,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,0,0,0,1,0,1,0,2,1,0,2,2,0,1,0,0,0,0,0,2,0,1,2,0,2,1,0,0,1,2,2,1
458,0,1,1,2,0,4,2,4,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,0,0,2,1,1,1,7,1,2,0,1,1,0,0,1,2,0,1,1,1,1,0,1,0,0,1,0,0,2,1,0,1,1,2,2,1,0,0,2,2
459,0,0,0,3,2,5,6,6,-1,17,4,2,1,1,0,0,0,0,1,2,3,2,1,1,6,0,1,2,1,0,5,4,3,0,-1,2,0,2,0,2,1,0,2,0,1,0,0,2,2,0,0,2,1,2,2,1,0,1,0,2,1,0,2,0,0,0
460,0,1,0,0,3,3,0,5,33,1,0,0,0,0,0,0,0,0,1,2,1,3,5,3,6,0,1,2,3,2,2,5,6,2,1,2,1,0,1,0,1,1,0,0,2,0,1,1,0,2,1,2,0,0,2,1,2,0,0,1,1,2,0,0,0,1
461,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,-1,0,0,2,2,1,2,1,2,1,1,0,1,1,1,2,2,2,1,2,0,1,1,2,1,1,1,0,0,0,2,0
462,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,0,0,0,0,1,1,0,2,1,2,2,1,2,2,2,1,2,0,1,0,2,2,2,0,0,1,1,2,0,1,1,1
463,0,1,1,2,0,4,2,4,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,2,1,1,1,7,1,2,0,0,1,2,2,0,1,1,1,2,2,2,0,2,0,2,1,2,1,1,1,0,0,2,2,1,0,0,0,2,1
464,0,1,1,2,0,4,2,4,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,2,1,1,1,7,1,2,1,0,0,1,2,2,0,1,2,2,0,0,2,2,2,2,1,2,0,1,2,2,0,0,2,0,1,2,2,0,2
465,0,1,1,2,0,4,2,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,0,2,1,1,1,7,1,-1,2,0,0,1,2,1,0,1,2,0,0,2,0,1,1,1,0,0,1,0,0,0,1,0,0,1,2,0,1,1,0
466,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,-1,1,0,1,2,1,0,2,1,1,2,0,0,0,2,1,2,0,1,1,0,0,2,1,1,0,1,2,0,1,0,0
467,0,1,1,2,0,4,2,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,0,2,1,1,1,4,1,2,2,1,1,1,1,2,0,1,0,0,2,1,2,1,1,2,0,2,1,2,0,2,1,1,1,2,2,2,0,0,0
468,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,0,0,1,2,2,2,0,0,0,1,2,0,1,2,2,1,1,0,1,2,1,0,1,1,1,2,2,2,0,0,0,1
469,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,0,1,1,2,2,2,1,1,2,1,1,2,1,0,1,0,0,2,1,2,2,0,2,2,1,2,1,2,2,2,0,0
470,0,0,0,3,2,5,6,6,-1,-1,3,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,1,2,1,4,4,2,2,2,-1,1,2,2,0,2,1,2,2,0,2,0,2,2,1,2,2,2,2,2,2,1,1,2,2,2,0,0,0,2,1,2
471,0,1,1,2,0,4,2,4,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,2,1,1,1,7,1,2,1,2,1,0,1,0,0,0,0,1,1,0,2,2,2,0,1,0,0,0,1,1,1,2,1,0,2,1,0,2,2
472,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,0,1,2,2,0,2,0,0,2,1,0,2,0,1,1,2,0,2,2,1,0,0,1,2,1,0,0,2,1,1,0,0
