,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5
307,0,1,2,2,2,0,4,3,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,0,1,2,2,1,0,0,1,2,0,1,0,0
308,0,1,2,2,2,3,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,1,2,2,4,7,0,1,0,2,1,0,1
309,0,1,2,2,2,0,4,3,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,0,1,2,2,1,0,0,1,0,2,1,1,0
310,0,1,1,3,4,2,0,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,0,2,1,3,0,2,1,2,1,2,1,2,0
311,0,0,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,2,0,0,0,1
312,0,0,0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,0,4,5,3,6,2,0,0,2,2,2,2
313,0,1,2,2,2,0,4,7,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,0,1,2,2,4,7,0,1,0,0,1,0,2
314,0,0,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,2,0,2,2,2
315,0,0,0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,2,1,0,2,2
316,0,1,2,2,2,0,2,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,1,2,2,1,0,0,1,0,2,0,1,1
317,0,0,0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,0,4,5,3,6,2,0,0,0,0,2,2
318,0,0,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,2,0,0,2,0
319,0,1,1,0,1,5,3,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,0,3,0,4,5,3,1,2,0,2,1,2,1
320,0,1,1,3,4,2,0,6,1,1,1,1,1,1,1,1,1,0,1,1,3,2,1,2,6,0,1,0,2,1,3,0,2,1,2,1,2,1,0,0
321,0,0,0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,0,4,5,3,6,2,0,2,0,2,2,0
322,0,1,1,3,4,2,0,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,0,2,1,3,0,2,1,2,2,0,2,1,0
323,0,1,2,2,2,0,4,7,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,0,1,2,2,1,0,0,1,2,1,2,0,0
324,0,1,1,3,4,2,0,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,0,2,1,3,0,2,1,2,0,1,2,2,0
325,0,1,2,2,2,0,4,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,1,2,2,1,0,0,1,1,0,0,1,1
326,0,1,1,3,4,2,0,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,0,2,1,3,0,2,1,2,1,2,2,2,2
327,0,1,2,2,2,0,4,3,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,0,1,2,2,1,0,0,1,0,0,2,2,2
328,0,0,0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,2,2,2,0,0
329,0,1,1,0,1,5,6,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,0,2,0,4,5,3,1,2,1,0,2,2,2
330,0,1,2,2,2,3,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,1,2,0,4,7,0,1,0,1,0,2,1
331,0,1,2,2,2,0,4,3,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,0,1,2,2,1,0,0,1,1,2,1,0,0
332,0,1,2,2,2,3,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,1,2,0,6,4,0,1,1,1,2,1,2
333,0,1,1,3,4,2,0,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,0,2,1,3,0,2,1,2,0,0,2,2,2
334,0,0,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,1,0,1,1,2
335,0,1,2,2,2,3,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,1,2,2,1,0,0,1,2,1,1,0,2
336,0,1,2,2,2,3,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,1,2,0,6,4,0,1,0,2,2,1,1
337,0,1,1,3,4,2,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,0,2,0,4,5,2,1,2,0,0,2,0,0
338,0,1,2,2,2,0,4,3,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,0,1,2,2,1,0,0,1,1,0,0,2,1
339,0,0,0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,0,2,2,2,2
340,0,1,1,0,1,5,3,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,0,3,0,4,5,3,1,2,1,1,1,1,0
341,0,0,0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,0,4,5,3,6,2,0,1,0,1,1,0
342,0,0,0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,0,4,5,3,6,2,0,0,1,2,0,2
343,0,1,1,0,1,5,3,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,0,3,0,4,5,3,1,2,1,2,0,1,1
344,0,1,2,2,2,3,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,1,2,2,1,0,0,1,1,1,1,1,2
345,0,0,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,0,0,0,2,0
346,0,1,2,2,2,3,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,1,2,2,4,7,0,1,0,0,1,0,1
347,0,1,1,3,4,2,0,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,0,2,1,3,0,2,1,2,2,2,2,1,0
348,0,1,1,3,4,2,0,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,0,2,1,3,0,2,1,2,0,1,2,0,0
349,0,0,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,0,2,0,0,1
350,0,1,2,2,2,3,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,1,2,0,6,4,0,1,1,0,2,1,1
351,0,1,2,2,2,3,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,1,2,0,4,7,0,1,1,1,2,0,2
352,0,1,1,3,4,2,6,4,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,3,7,0,1,0,2,1,3,0,5,1,2,0,0,2,1,2
353,0,1,2,2,2,0,4,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,1,2,2,1,0,0,1,0,0,0,0,2
354,0,1,2,2,2,0,4,3,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,0,1,2,2,1,0,0,1,0,2,1,0,1
355,0,1,2,2,2,3,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,1,2,0,6,4,0,1,1,2,0,2,0
356,0,1,2,2,2,3,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,1,2,0,6,4,0,1,1,2,2,0,0
357,0,1,1,0,1,5,3,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,0,3,0,4,5,3,1,2,1,0,2,0,2
358,0,1,1,0,1,5,3,0,3,1,1,1,1,1,1,1,1,0,1,1,1,2,1,0,6,0,1,0,3,0,4,5,3,1,2,2,1,1,1,1
359,0,1,2,2,2,3,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,1,2,2,1,0,0,1,2,1,0,2,1
360,0,0,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,1,1,0,1,0
361,0,1,1,3,4,2,6,4,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,0,2,1,3,0,2,1,2,0,0,1,0,0
362,0,1,1,0,1,5,3,4,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,1,0,3,0,4,5,3,1,2,2,0,2,0,2
363,0,1,2,2,2,3,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,1,2,0,6,4,0,1,1,2,0,0,0
364,0,1,2,2,2,3,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,1,2,0,4,7,0,1,0,1,0,2,2
365,0,1,1,0,1,5,3,4,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,1,0,3,0,4,5,3,1,2,2,1,2,0,1
366,0,1,1,0,1,5,3,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,0,3,0,4,5,3,1,2,1,2,1,0,0
367,0,0,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,0,1,1,2,0
368,0,1,2,2,2,3,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,1,2,0,6,4,0,1,2,2,0,1,0
369,0,1,2,2,2,3,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,0,1,2,2,4,7,0,1,2,0,0,2,0
370,0,1,1,3,4,2,6,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,0,2,1,3,0,2,1,2,2,2,1,1,1
371,0,1,2,2,2,0,4,7,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,0,1,2,2,1,0,0,1,2,1,1,2,1
372,0,1,2,2,2,0,4,7,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,0,1,2,2,4,7,0,1,2,2,1,2,1
373,0,1,1,0,1,5,6,4,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,0,2,1,3,0,5,1,2,0,2,0,2,2
374,0,1,2,2,2,3,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,1,2,0,4,7,0,1,1,2,2,2,0
375,0,1,2,2,2,0,4,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,1,2,2,1,0,0,1,0,2,1,2,2
376,0,1,1,3,4,2,0,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,0,2,1,3,0,2,1,2,1,2,2,0,1
377,0,1,1,3,4,2,6,4,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,0,2,1,3,0,5,1,2,0,1,0,2,2
378,0,1,1,0,1,5,6,4,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,1,0,2,1,3,0,5,1,2,0,2,2,2,1
379,0,1,2,2,2,0,4,7,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,0,1,2,2,4,7,0,1,0,0,1,0,0
380,0,1,2,2,2,0,4,3,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,0,1,2,2,1,0,0,1,1,0,2,2,2
381,0,1,2,2,2,3,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,1,2,0,4,7,0,1,0,2,2,0,0
382,0,0,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,1,2,0,1,1
383,0,0,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,0,2,0,2,2
384,0,1,2,2,2,3,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,0,1,2,2,4,7,0,1,0,1,0,1,1
385,0,1,2,2,2,3,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,1,2,0,4,7,0,1,2,2,2,1,0
386,0,0,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,0,1,2,2,0
387,0,1,1,3,4,2,0,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,0,2,1,3,0,2,1,2,0,1,1,0,1
388,0,1,1,0,1,2,6,4,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,0,2,1,3,0,5,1,2,0,1,2,0,2
389,0,0,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,1,0,1,2,1
390,0,1,1,0,1,5,3,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,0,3,0,4,5,3,1,2,0,0,1,0,0
391,0,0,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,1,0,0,1,1
392,0,0,0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,1,2,0,1,1
393,0,0,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,1,0,2,1,0
394,0,1,1,0,1,5,6,4,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,1,0,2,1,3,0,5,1,2,2,1,2,0,0
395,0,0,0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,1,1,1,2,1
396,0,1,1,0,1,5,3,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,0,2,0,4,5,2,1,2,0,0,2,0,1
397,0,1,1,0,1,5,6,4,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,7,0,1,0,2,1,3,0,5,1,2,2,0,2,1,0
398,0,1,2,2,2,3,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,1,2,2,1,0,0,1,0,2,2,1,1
399,0,0,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,2,0,0,1,2
400,0,0,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,2,1,2,1,0
401,0,0,0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,2,4,5,3,6,2,0,0,1,2,2,2
402,0,0,0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,2,0,0,1,2
403,0,1,2,2,2,3,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,1,2,2,1,0,0,1,2,1,0,1,2
404,0,1,1,0,1,5,3,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,0,3,0,4,5,3,1,2,2,2,2,2,1
405,0,1,2,2,2,3,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,0,1,2,2,4,7,0,1,1,0,2,0,0
406,0,1,2,2,2,0,4,3,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,0,1,2,2,1,0,0,1,0,1,2,0,0
407,0,0,0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,0,4,5,3,6,2,0,1,1,2,0,0
408,0,1,1,3,4,2,6,4,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,0,2,1,3,0,5,1,2,2,1,2,1,2
409,0,0,0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,0,0,1,0,0
410,0,1,2,2,2,3,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,0,1,2,2,4,7,0,1,0,0,2,2,1
411,0,1,2,2,2,3,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,0,1,2,2,4,7,0,1,2,0,0,0,0
412,0,1,1,3,4,2,0,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,0,2,1,3,0,2,1,2,1,0,0,1,0
413,0,0,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,2,0,2,1,1
414,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,1,1,2,0,1
415,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,0,2,2,0,2
416,0,1,1,0,1,5,6,4,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,1,0,2,1,3,0,5,1,2,2,1,2,2,0
417,0,0,0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,2,1,1,2,0
418,0,1,2,2,2,3,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,7,0,0,0,1,2,0,6,4,0,1,0,1,0,0,0
419,0,0,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,1,0,0,2,0
420,0,0,0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,0,4,5,3,6,2,0,1,2,1,1,2
421,0,0,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,1,2,1,0,0
422,0,1,1,0,1,5,3,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,0,3,0,4,5,3,1,2,0,0,1,0,0
423,0,0,0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,1,2,1,1,1
424,0,1,1,3,4,2,6,4,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,0,2,1,3,0,5,1,2,1,2,2,0,1
425,0,1,1,0,1,5,3,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,0,3,0,4,5,3,1,2,0,1,2,0,2
426,0,1,2,2,2,0,4,3,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,0,1,2,2,1,0,0,1,1,0,0,1,0
427,0,1,1,0,1,2,6,4,1,1,1,1,1,1,1,1,1,0,1,1,3,2,1,2,7,0,1,0,2,1,3,0,5,1,2,0,1,2,1,2
428,0,1,1,3,4,2,0,6,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,0,2,1,3,0,2,1,2,0,1,1,1,0
429,0,0,0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,0,4,5,3,6,2,0,0,0,1,2,2
430,0,0,0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,0,4,5,3,6,2,0,0,0,2,2,2
431,0,1,2,2,2,0,4,3,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,0,1,2,2,1,0,0,1,0,2,1,2,2
432,0,0,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,2,0,1,1,0
433,0,1,2,2,2,0,4,3,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,0,1,2,2,1,0,0,1,1,0,1,2,2
434,0,1,2,2,2,0,4,7,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,0,1,2,2,4,7,0,1,2,2,0,0,2
435,0,1,1,0,1,5,3,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,0,2,0,4,5,3,1,2,0,2,2,1,0
436,0,0,0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,0,4,5,3,6,2,0,1,1,0,2,1
437,0,1,2,2,2,0,4,3,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,0,1,2,2,1,0,0,1,2,2,0,2,1
438,0,1,2,2,2,3,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,0,1,2,2,4,7,0,1,2,2,2,0,1
439,0,1,1,0,1,5,6,4,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,0,2,1,3,0,5,1,2,0,2,1,2,0
440,0,1,2,2,2,0,4,7,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,0,1,2,2,1,0,0,1,0,1,1,0,1
441,0,0,0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,0,0,2,0,2
442,0,0,0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,0,2,0,0,0
443,0,1,1,3,4,2,6,4,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,0,2,1,3,0,5,1,2,2,1,1,0,1
444,0,0,0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,0,4,5,3,6,2,0,1,0,0,0,1
445,0,0,0,1,3,1,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,0,2,1,0,1
446,0,1,2,2,2,3,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,1,2,0,6,4,0,1,1,1,2,2,2
447,0,1,1,0,1,5,3,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,0,3,0,4,5,3,1,2,1,2,0,2,0
448,0,1,2,2,2,0,4,3,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,0,1,2,2,1,0,0,1,2,1,0,0,2
449,0,0,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,1,0,2,0,0
450,0,0,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,0,2,0,0,1
451,0,0,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,0,0,2,0,1
452,0,0,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,1,1,1,2,1
453,0,1,2,2,2,3,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,1,2,2,1,0,0,1,2,2,1,1,2
454,0,1,2,2,2,0,4,7,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,0,1,2,2,1,0,0,1,2,0,1,2,2
455,0,1,1,0,1,5,3,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,0,3,0,4,5,3,1,2,2,0,2,2,2
456,0,0,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,2,1,0,1,0
457,0,1,2,2,2,0,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,1,2,2,1,0,0,1,0,1,1,0,1
458,0,0,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,0,2,0,2,1
459,0,1,1,0,1,5,3,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,0,3,0,4,5,3,1,2,1,1,0,2,1
460,0,1,1,0,1,5,3,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,0,3,0,4,5,3,1,2,1,2,2,0,0
461,0,1,1,0,1,5,3,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,0,3,0,4,5,3,1,2,1,2,1,0,2
462,0,0,0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,0,4,5,3,6,2,0,1,0,2,1,1
463,0,1,1,3,4,2,0,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,0,2,1,3,0,2,1,2,1,1,2,2,2
464,0,0,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,1,1,0,2,0
465,0,0,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,0,2,0,0,0
