,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_min_samples_7_xi_0_05_min_cluster_size_0_1,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24
206,0,0,1,2,4,1,2,3,4,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,1,2,3,1,4,1,5,0,0,1,3,0,3,2,2,1,3,1,3,3,2,1,3,3,0,3,2,0,0,3,2,2,1
207,0,1,1,0,2,2,6,5,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,1,4,3,5,1,0,0,2,1,3,0,3,1,2,2,2,3,3,0,2,1,1,3,2,1,1,0,2,1,3,3
208,0,1,2,0,2,2,6,1,84,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,0,1,1,4,4,1,6,0,0,1,0,0,1,3,1,3,3,0,2,3,1,2,3,3,1,0,1,0,1,0,2,1,1
209,0,0,1,2,4,1,2,3,4,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,1,2,3,1,4,1,5,0,0,1,3,0,0,0,3,0,0,1,3,2,0,1,0,1,0,2,3,1,0,2,0,2,0
210,0,0,0,3,0,3,1,7,72,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,2,0,0,5,6,7,0,0,0,2,1,1,0,0,0,1,3,0,1,2,2,0,3,0,3,2,2,1,1,0,3,2
211,0,1,1,0,2,2,6,5,85,0,0,0,0,0,0,0,0,0,1,2,1,0,0,6,7,0,1,1,1,4,4,1,5,0,0,2,0,2,1,2,0,3,1,3,1,3,3,3,3,1,1,1,1,1,0,3,3,2,0
212,0,0,0,3,0,3,1,7,79,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,2,0,0,5,6,7,0,0,0,3,0,3,2,3,3,2,1,0,1,3,3,3,3,2,0,3,2,3,3,1,1,0
213,0,1,2,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,0,0,2,3,2,3,0,0,0,3,3,0,1,1,0,3,3,1,0,2,2,0,1,1,2,1,0,3,3,3,3,1,3
214,0,0,0,3,0,3,3,2,86,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,2,0,3,2,2,4,0,0,1,1,2,1,3,3,1,3,1,3,0,1,1,1,1,1,3,3,0,1,2,2,1,2
215,0,1,2,1,3,4,4,6,38,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,0,2,2,0,0,2,0,0,0,3,0,2,1,1,0,0,0,1,3,1,2,1,0,3,2,3,3,1,1,3,0,1
216,0,0,1,0,2,1,2,3,14,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,1,1,1,1,1,4,5,0,0,1,1,0,0,1,3,0,0,2,2,1,2,0,2,2,2,3,1,1,2,0,1,1,2
217,0,1,2,1,3,4,4,1,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,0,2,2,0,0,6,0,0,1,3,2,2,3,0,1,0,1,3,1,1,1,0,3,0,1,2,0,3,0,0,1,2
218,0,1,1,0,2,1,2,3,87,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,2,0,1,1,1,4,3,5,5,0,0,3,3,0,1,3,3,0,2,3,1,2,3,0,2,0,3,3,3,1,0,3,3,1,3
219,0,1,2,1,1,0,0,4,46,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,0,0,2,2,4,3,0,0,0,0,3,2,1,1,1,3,0,1,1,2,3,2,1,1,2,1,2,3,0,2,0,2,2
220,0,1,2,1,3,4,4,6,88,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,0,2,2,0,0,6,0,0,1,0,1,0,3,3,1,3,0,2,3,0,0,0,3,1,3,3,0,0,2,2,3,3
221,0,1,1,0,2,1,2,3,33,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,1,1,1,4,4,1,5,0,0,3,1,0,1,2,1,2,0,2,1,1,1,2,2,0,1,3,2,0,0,2,1,0,0
222,0,1,2,1,1,0,0,1,29,0,0,0,0,0,0,0,0,0,1,1,2,2,1,5,7,0,0,0,2,2,4,1,0,0,0,1,0,0,2,2,2,1,2,2,1,2,0,3,2,3,1,3,0,3,1,3,1,3,3
223,0,1,2,1,1,0,0,1,29,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,0,0,2,2,4,1,6,0,0,1,3,1,3,3,0,2,1,1,2,2,1,0,1,0,0,1,1,0,2,0,0,0,0
224,0,1,2,1,3,4,4,6,40,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,0,2,2,0,0,6,0,0,2,2,2,0,2,3,3,0,3,1,3,0,1,2,3,2,2,2,3,0,3,3,0,3
225,0,1,1,0,2,2,6,5,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,1,4,3,5,1,0,0,1,1,3,3,0,2,3,1,3,1,1,0,3,3,2,0,2,3,2,3,1,3,1,2
226,0,0,0,3,1,0,3,2,89,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,1,0,0,2,0,3,2,3,0,0,0,0,1,0,2,0,0,3,3,0,1,3,2,3,2,0,1,2,3,1,3,2,2,3,1
227,0,0,0,2,0,3,1,7,67,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,2,3,0,5,6,7,0,0,0,1,3,0,1,1,2,0,2,0,1,0,0,3,1,3,0,1,1,1,2,0,3,0
228,0,1,2,0,2,2,6,1,29,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,0,1,1,4,4,1,6,0,0,3,3,0,1,1,1,3,0,3,3,0,0,0,0,2,0,2,3,2,3,2,2,3,3
229,0,0,1,2,4,1,2,3,4,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,1,2,3,1,4,1,5,0,0,2,2,3,0,1,1,0,2,2,2,2,0,2,2,1,3,1,2,3,3,2,3,2,2
230,0,0,1,2,4,5,5,0,17,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,2,3,1,1,4,3,0,0,1,0,0,0,1,0,0,3,3,0,3,0,3,1,2,3,1,1,2,3,2,1,2,2
231,0,0,0,3,0,3,3,2,24,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,2,0,0,5,2,4,0,0,0,2,1,3,0,0,1,2,1,3,1,3,2,0,3,1,1,2,1,2,3,2,0,3
232,0,0,0,2,4,5,1,0,9,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,2,3,0,5,6,3,0,0,3,0,0,0,0,2,3,1,1,3,3,0,3,0,2,2,2,0,3,0,2,1,3,0
233,0,0,0,3,0,3,3,2,8,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,2,0,3,2,2,4,0,0,3,0,1,0,3,2,1,2,2,3,2,2,0,0,1,0,3,2,3,3,0,2,3,0
234,0,1,2,1,3,4,4,1,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,0,2,2,4,1,6,0,0,0,2,3,3,3,3,0,1,2,1,1,3,1,2,3,0,1,1,0,0,1,1,0,2
235,0,0,1,2,4,5,5,0,15,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,2,3,1,1,4,3,0,0,3,3,2,0,1,2,1,2,2,3,0,3,0,3,2,1,3,2,0,2,0,0,0,2
236,0,0,1,2,4,5,5,0,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,2,3,1,1,4,3,0,0,1,3,3,0,0,1,3,3,2,2,1,1,1,1,0,3,0,3,1,2,1,2,1,1
237,0,0,1,2,4,5,5,3,57,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,2,3,1,1,4,5,0,0,2,1,0,2,3,2,3,2,3,0,3,2,0,1,2,0,2,0,2,3,1,3,3,2
238,0,1,1,0,2,2,6,5,90,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,1,4,3,5,1,0,0,3,1,3,3,1,0,1,1,2,3,0,2,3,3,0,3,3,1,3,0,2,1,0,3
239,0,1,2,1,2,1,2,1,29,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,0,1,1,4,4,1,6,0,0,1,0,2,3,3,0,1,2,3,1,2,3,0,0,0,2,2,0,1,3,2,3,1,0
240,0,1,2,0,2,2,6,5,6,0,0,0,0,0,0,0,0,0,1,1,1,0,4,6,5,0,1,1,1,4,3,5,1,0,0,1,1,1,2,0,1,0,2,3,0,0,3,2,3,1,1,0,3,3,2,2,3,2,1
241,0,0,0,3,0,3,1,7,39,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,2,0,0,5,6,7,0,0,0,1,0,3,2,0,0,0,1,0,2,2,0,2,1,0,0,1,2,3,2,2,1,0
242,0,0,0,3,0,3,3,2,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,2,0,3,2,2,4,0,0,1,1,1,2,1,3,3,2,1,0,2,1,1,2,3,2,2,3,3,2,1,2,0,1
243,0,1,2,1,3,4,4,6,74,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,0,2,2,0,0,2,0,0,0,0,3,3,3,2,2,1,1,2,1,1,0,2,0,0,1,2,2,3,0,2,2,0
244,0,1,2,1,1,0,0,1,91,0,0,0,0,0,0,0,0,0,1,1,2,2,1,5,7,0,0,0,2,2,4,1,6,0,0,1,2,3,3,1,0,1,2,2,2,2,3,1,3,1,0,1,2,3,3,3,3,1,1
245,0,1,1,0,2,2,6,5,62,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,1,4,3,5,1,0,0,0,3,1,3,0,1,1,0,0,2,2,2,0,3,0,0,2,3,2,1,2,1,3,3
246,0,0,0,3,1,0,0,4,43,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,0,0,0,3,2,3,0,0,0,1,0,3,1,0,0,2,2,0,0,2,3,0,3,3,3,1,0,0,1,1,0,1,2
247,0,0,0,2,4,5,5,0,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,2,3,0,5,6,3,0,0,3,3,0,1,2,1,0,0,1,0,0,2,0,3,2,2,3,0,0,3,3,0,2,1
248,0,0,0,3,1,0,3,2,64,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,1,0,0,2,0,3,2,3,0,0,0,1,3,3,1,2,2,2,2,1,2,1,3,3,2,2,1,0,1,0,3,3,2,2,3
249,0,1,2,1,3,4,4,1,-1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,5,7,0,0,0,2,2,4,1,6,0,0,1,3,2,0,2,1,3,3,2,2,2,0,0,1,2,1,3,1,3,3,3,0,1,2
250,0,0,0,3,0,3,3,2,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,2,0,3,2,2,4,0,0,3,2,3,0,1,0,0,1,3,1,2,1,3,0,3,3,0,2,2,1,2,2,2,1
251,0,1,2,1,3,4,4,6,31,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,0,2,2,0,0,6,0,0,1,0,1,3,1,0,3,1,3,2,2,1,0,2,1,2,3,1,3,2,3,0,0,3
252,0,0,0,3,1,0,3,4,92,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,4,0,0,0,0,3,2,3,0,0,0,0,0,1,0,2,1,2,1,3,1,3,1,0,2,3,2,2,0,0,1,3,2,0,2
253,0,0,0,3,0,3,1,7,18,0,0,0,0,0,0,0,0,0,0,0,3,2,5,0,3,0,1,2,0,0,5,6,7,0,0,2,2,1,0,3,1,2,3,3,2,3,2,1,2,2,3,0,2,2,2,0,3,1,1
254,0,1,1,0,2,2,6,5,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,1,4,3,5,1,0,0,1,3,0,2,1,1,1,3,1,1,1,3,2,2,1,1,0,0,3,0,2,2,2,0
255,0,0,1,2,4,5,5,0,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,2,3,1,1,4,3,0,0,3,0,0,0,1,0,1,0,3,2,1,2,1,2,0,3,3,3,1,0,1,0,1,3
256,0,1,2,1,3,4,4,6,31,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,0,2,2,0,0,6,0,0,0,0,0,2,2,1,1,0,3,3,3,2,2,3,1,3,3,0,1,0,0,2,1,3
257,0,0,0,3,1,0,3,2,64,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,1,0,0,2,0,3,2,3,0,0,0,0,0,3,2,0,0,1,2,2,2,3,3,1,2,0,1,0,3,2,2,3,0,0,1
258,0,1,2,1,1,0,0,4,43,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,0,0,0,3,2,3,0,0,0,2,2,0,2,1,1,3,0,0,1,0,2,3,1,2,3,0,2,0,0,1,3,0,3
259,0,0,0,2,4,5,1,7,23,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,3,0,1,2,3,0,5,6,7,0,0,1,1,3,1,0,2,1,0,1,3,1,3,3,1,2,3,1,0,1,3,2,3,1,2
260,0,1,2,1,3,4,4,6,25,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,0,2,2,0,0,2,0,0,3,1,2,1,1,1,3,1,1,0,3,0,2,3,3,3,0,0,3,2,1,2,0,0
261,0,0,0,3,0,3,3,2,93,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,2,0,3,2,2,4,0,0,0,3,0,0,2,1,2,1,1,1,0,1,1,1,1,1,3,2,2,2,0,1,3,2
262,0,0,1,2,4,5,5,3,57,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,1,2,3,1,1,4,5,0,0,2,3,1,1,2,1,0,2,3,1,1,3,3,2,2,2,1,0,1,2,1,1,2,1
263,0,0,1,2,4,1,5,3,94,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,1,2,3,1,1,4,5,0,0,2,3,2,3,3,3,0,0,2,3,3,1,3,3,2,0,0,2,2,2,1,1,0,1
264,0,0,0,3,1,0,0,4,43,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,0,0,0,3,2,3,0,0,0,2,3,3,1,2,2,1,3,2,0,1,1,0,1,0,1,3,2,0,2,3,1,1,2
265,0,0,0,3,0,3,1,7,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,2,0,0,5,6,7,0,0,0,3,0,2,0,0,1,2,1,0,2,1,1,2,0,1,2,0,2,3,2,1,1,3
266,0,1,1,0,2,2,6,5,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,1,4,3,5,1,0,0,1,2,0,3,2,2,2,3,1,2,0,3,1,0,3,1,1,0,3,3,3,1,1,3
267,0,0,0,3,0,3,1,7,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,2,0,0,5,6,7,0,0,3,2,0,3,1,0,1,0,0,2,1,0,3,2,3,2,3,1,1,3,2,3,3,2
268,0,0,1,2,4,1,2,3,49,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,1,1,3,1,1,4,5,0,0,3,1,3,3,2,0,1,1,1,2,1,1,3,0,1,0,0,1,2,2,3,0,2,3
269,0,1,2,1,1,0,0,1,29,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,0,0,2,2,4,1,6,0,0,3,1,2,3,3,2,3,1,1,0,1,1,3,1,2,1,0,2,3,3,0,3,0,1
270,0,0,0,3,1,0,0,4,37,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,3,0,0,2,0,3,4,3,0,0,0,1,2,2,2,1,2,3,1,2,2,0,0,3,3,2,2,3,3,3,0,3,2,2,3
271,0,0,0,3,0,3,1,7,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,2,0,0,5,6,7,0,0,1,1,3,1,0,3,2,2,2,0,1,2,1,3,3,2,1,3,2,3,3,2,1,2
272,0,1,2,1,3,4,4,1,95,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,0,2,2,4,1,6,0,0,1,1,3,0,3,2,0,0,1,3,1,1,0,1,2,2,2,1,3,3,0,2,2,2
273,0,1,2,1,3,4,4,1,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,6,0,0,0,2,2,0,0,6,0,0,2,0,1,0,2,0,1,1,3,2,2,0,3,3,0,3,1,0,0,2,1,3,0,2
274,0,0,0,2,4,5,5,0,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,2,3,0,5,6,3,0,0,0,0,0,0,2,1,2,0,1,2,0,3,1,3,0,1,3,2,1,1,3,3,2,3
275,0,1,1,0,2,1,2,3,-1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,1,1,1,4,4,1,5,0,0,3,2,1,2,1,3,2,0,2,2,3,1,0,0,1,0,2,3,0,1,2,2,1,1
276,0,0,1,2,4,1,2,3,-1,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,1,1,3,1,1,4,5,0,0,0,1,0,1,1,2,2,0,0,1,1,0,0,1,0,0,2,2,0,2,1,3,0,1
277,0,0,0,3,0,3,3,2,78,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,2,0,3,2,2,4,0,0,2,0,1,2,1,0,0,1,2,0,0,2,0,3,2,2,2,2,1,0,3,3,3,0
278,0,0,0,3,1,0,0,4,43,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,0,0,0,3,2,3,0,0,0,0,1,2,3,2,2,2,0,1,1,0,3,1,2,1,0,3,2,3,0,2,1,3,2
279,0,1,2,1,3,4,4,6,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,0,2,2,0,0,2,0,0,1,0,3,3,1,2,3,0,0,2,3,2,2,1,2,1,1,0,2,3,2,3,1,1
280,0,0,0,3,0,3,1,7,79,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,2,0,0,5,6,7,0,0,0,1,1,1,1,1,0,1,0,2,2,2,2,3,2,2,1,3,0,0,0,3,0,1
281,0,0,1,2,4,1,2,3,4,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,2,0,1,2,3,1,4,1,5,0,0,3,0,0,1,1,2,0,2,1,0,1,3,0,2,1,0,1,0,3,1,1,2,0,2
282,0,0,0,3,1,0,0,7,37,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,3,0,0,2,0,3,4,3,0,0,0,2,0,1,2,2,0,3,0,2,0,2,2,2,3,3,3,3,3,3,2,3,2,0,1
283,0,0,0,3,1,0,0,4,-1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,0,0,0,3,4,3,0,0,0,3,2,3,2,1,3,1,2,0,1,2,2,2,0,1,1,0,3,3,3,2,1,1,1
284,0,1,2,1,1,0,0,4,47,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,0,0,2,2,0,3,0,0,0,0,2,0,1,0,2,0,1,1,3,1,0,0,2,1,2,1,1,2,3,3,0,1,0
285,0,0,1,2,4,1,2,3,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,1,2,3,1,4,1,5,0,0,2,3,1,2,0,2,1,0,0,3,3,0,3,2,1,0,0,1,2,0,3,3,2,3
286,0,1,2,0,2,2,6,1,66,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,0,0,2,2,4,1,6,0,0,2,3,1,1,0,2,0,1,3,1,0,0,2,3,1,0,1,0,0,1,1,2,1,3
287,0,1,1,0,2,1,2,3,33,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,1,1,1,4,4,1,5,0,0,0,1,0,3,1,1,2,3,0,2,2,3,3,2,1,1,0,0,2,2,1,1,0,3
288,0,0,1,2,4,1,5,3,94,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,1,2,3,1,1,4,5,0,0,1,1,0,1,2,0,3,1,2,3,2,1,1,0,2,3,2,2,3,3,1,0,0,1
289,0,1,2,1,3,4,0,1,91,0,0,0,0,0,0,0,0,0,1,1,2,2,3,5,7,0,0,0,2,2,4,1,6,0,0,3,1,2,2,0,3,2,1,2,3,3,2,0,1,1,1,0,2,2,3,2,0,0,0
290,0,1,2,1,3,4,4,1,65,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,6,0,0,0,2,2,0,0,6,0,0,0,0,1,0,3,0,2,1,1,1,1,3,0,2,2,0,1,3,0,2,3,2,0,2
291,0,1,2,1,1,0,0,4,46,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,0,0,2,2,4,3,0,0,0,0,3,3,2,1,3,0,2,2,3,3,3,2,3,0,3,3,0,3,2,3,1,0,3
292,0,1,2,1,3,4,4,6,38,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,0,2,2,0,0,2,0,0,0,1,1,0,1,2,3,0,1,0,2,2,2,2,0,2,2,2,0,1,0,3,1,3
293,0,1,2,1,3,4,4,1,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,0,2,2,4,1,6,0,0,1,2,2,1,2,2,1,1,2,3,3,0,0,0,0,3,1,2,0,2,2,1,0,1
294,0,1,2,1,3,4,4,1,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,0,2,2,4,1,6,0,0,2,2,1,1,1,2,3,2,3,3,0,2,3,0,0,1,3,0,2,1,0,0,0,0
295,0,0,1,0,2,1,2,3,49,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,1,1,1,1,4,1,5,0,0,3,1,2,3,3,0,0,3,3,3,2,3,1,3,2,0,2,0,1,1,1,3,2,0
296,0,0,1,2,4,1,2,3,32,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,1,2,3,1,1,4,5,0,0,1,2,2,0,0,1,2,2,0,2,0,1,0,2,3,2,3,1,1,1,1,3,1,1
297,0,1,2,1,1,0,0,4,43,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,0,0,0,3,2,3,0,0,0,0,0,2,0,3,1,3,3,2,0,1,1,0,3,2,3,3,2,1,2,1,3,1,2
298,0,0,0,3,0,3,1,7,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,2,0,0,5,6,7,0,0,0,1,1,2,3,1,0,3,3,1,3,0,1,2,1,3,2,2,3,1,2,3,0,2
299,0,1,2,1,1,0,0,4,29,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,0,0,2,2,4,1,0,0,0,3,3,2,2,0,2,0,2,3,2,0,3,2,2,0,1,0,2,3,0,2,2,0,0
300,0,0,0,3,0,3,3,2,96,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,2,0,3,2,2,4,0,0,0,1,3,2,3,0,0,0,3,0,0,2,3,3,1,3,0,1,0,2,1,1,1,1
301,0,0,1,2,4,1,2,3,4,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,1,2,3,1,4,1,5,0,0,1,2,2,1,3,3,0,3,1,0,1,0,3,0,3,1,3,0,3,2,2,3,3,1
302,0,0,1,2,4,5,5,0,17,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,2,3,1,1,4,5,0,0,2,3,2,3,3,3,1,3,1,0,3,0,3,2,2,3,0,0,3,0,1,2,2,0
303,0,0,0,2,4,5,1,0,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,2,3,0,5,6,3,0,0,0,0,0,3,3,2,2,3,0,2,3,3,1,2,0,3,3,3,0,3,3,2,3,0
304,0,1,2,1,1,0,0,1,29,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,0,0,2,2,4,1,6,0,0,0,1,3,3,3,0,0,3,0,1,3,2,2,2,3,1,1,1,1,0,3,2,0,2
305,0,0,1,2,4,5,5,0,97,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,2,3,1,1,4,3,0,0,3,2,2,0,3,2,2,0,1,1,1,2,1,3,0,0,3,2,2,3,1,1,0,3
306,0,1,1,0,2,1,2,3,98,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,1,1,1,4,4,1,5,0,0,2,1,3,0,2,3,0,2,3,0,2,1,2,1,2,3,2,3,2,0,3,0,1,0
307,0,1,2,0,2,2,6,1,-1,0,0,0,0,0,0,0,0,0,1,1,1,0,4,5,7,0,1,1,1,4,3,5,1,0,0,3,3,1,0,2,0,3,2,0,2,0,2,1,1,0,0,1,2,1,3,3,1,1,1
308,0,1,2,1,3,4,4,6,28,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,0,2,2,0,0,2,0,0,2,1,1,1,1,2,3,0,0,2,0,3,0,1,0,2,3,2,2,3,0,0,0,1
309,0,1,2,1,1,0,0,4,43,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,0,0,0,3,2,3,0,0,0,3,0,1,3,2,3,1,0,3,1,1,2,2,3,3,0,0,0,3,2,1,0,1,3
310,0,0,0,3,1,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,0,0,0,3,2,3,0,0,0,3,0,3,3,2,3,1,3,3,0,1,1,2,1,0,1,3,2,3,3,3,0,3,2
311,0,1,2,1,3,4,4,6,25,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,0,2,2,0,0,2,0,0,3,2,0,0,3,1,0,0,3,0,1,1,1,0,1,3,0,3,1,0,3,2,2,2
312,0,0,0,3,0,3,3,2,64,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,1,0,0,2,0,3,2,3,0,0,0,2,0,0,1,3,2,1,2,2,3,2,1,0,0,0,3,0,1,2,2,1,1,3,2
