,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_01_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_n1,random_n2,random_n3,random_n4
313,0,0,1,2,4,4,3,2,-1,-1,0,0,0,0,0,0,0,0,0,0,1,4,5,0,3,0,1,2,0,2,0,2,0,2,-1,2,1,0,0
314,0,0,1,1,1,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,0,2,0,2,1,1,2,1,2,1,2
315,0,0,1,1,4,4,0,5,15,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,2,0,2,0,2,0,1,-1,1,2,1,1
316,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,6,4,0,-1,2,1,1,0
317,0,0,1,1,1,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,2,0,2,0,2,1,1,-1,2,1,0,1
318,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,3,5,1,2,0,0,0,0,1,0
319,0,0,1,2,4,5,5,7,-1,14,0,0,0,0,0,0,0,0,0,0,1,4,5,3,3,0,1,2,0,2,4,0,7,1,1,1,0,2,0
320,0,0,1,1,4,4,0,5,-1,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,2,0,2,0,2,0,1,-1,2,2,2,2
321,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,6,4,0,0,2,2,2,0
322,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,1,2,0,0,2,0,1,0
323,0,0,1,1,1,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,0,2,3,6,1,-1,1,0,0,0
324,0,1,2,3,3,0,3,2,32,15,0,0,0,0,0,0,0,0,1,2,3,2,2,0,2,0,0,0,2,4,3,4,3,2,1,0,0,0,1
325,0,0,1,1,1,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,0,2,3,6,1,-1,0,1,2,2
326,0,1,2,3,3,0,1,6,-1,1,0,0,0,0,0,0,0,0,1,1,3,1,4,4,2,0,0,0,2,4,3,4,3,2,1,1,0,0,1
327,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,6,4,0,0,2,1,1,2
328,0,0,1,1,1,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,0,2,3,1,1,-1,0,0,0,1
329,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,6,4,0,0,0,2,0,1
330,0,0,1,1,4,4,0,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,0,2,0,2,0,1,2,2,0,2,1
331,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,1,2,0,0,1,2,2,0
332,0,1,0,2,2,5,1,3,-1,7,0,0,0,0,0,0,0,0,1,1,1,3,4,4,2,0,0,0,0,3,4,0,7,0,1,1,1,2,2
333,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,3,5,1,2,0,0,2,2,2,1
334,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,6,4,0,0,2,2,1,0
335,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,6,4,0,0,0,0,0,0
336,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,3,5,1,2,0,0,0,0,0,2
337,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,3,5,5,5,0,0,1,2,0,0
338,0,0,1,1,4,4,0,5,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,2,0,2,0,2,1,1,2,0,0,1,1
339,0,0,1,1,1,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,0,2,3,1,1,2,2,1,0,0
340,0,0,1,1,4,4,0,5,-1,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,2,0,2,0,2,0,1,-1,2,1,2,1
341,0,0,1,1,4,4,0,5,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,2,0,2,0,2,0,1,2,0,2,1,0
342,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,3,5,5,5,0,-1,2,0,1,1
343,0,1,2,2,2,0,3,2,19,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,2,0,0,0,2,4,3,4,3,2,1,2,0,1,0
344,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,1,2,0,0,1,0,0,0
345,0,0,1,1,4,4,0,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,2,0,2,0,2,0,1,2,2,0,1,0
346,0,0,1,1,1,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,0,2,3,6,1,2,0,1,2,0
347,0,0,1,1,1,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,0,2,3,6,1,2,2,1,1,1
348,0,0,1,1,1,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,0,2,3,6,1,2,2,1,2,2
349,0,1,2,3,3,0,3,2,-1,1,0,0,0,0,0,0,0,0,1,2,3,2,4,0,2,0,0,0,2,4,3,4,3,2,1,2,2,1,2
350,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,6,4,0,-1,2,1,0,2
351,0,1,2,2,2,0,3,2,24,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,2,0,0,0,2,4,4,0,7,2,1,1,2,1,2
352,0,1,2,2,2,0,1,6,-1,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,2,0,0,0,2,4,3,4,3,2,1,2,2,0,2
353,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,6,4,0,-1,2,1,2,1
354,0,0,1,1,1,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,0,2,3,1,1,2,0,0,0,2
355,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,6,4,0,-1,1,1,2,1
356,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,6,4,0,-1,1,1,0,0
357,0,1,2,3,3,0,3,6,1,1,0,0,0,0,0,0,0,0,1,2,3,2,4,0,2,0,0,0,2,4,3,4,3,2,1,2,2,0,0
358,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,3,5,5,5,0,0,2,2,0,1
359,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,1,4,0,0,0,2,2,0
360,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,3,5,5,5,0,0,0,0,1,2
361,0,0,1,1,4,4,0,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,0,2,0,2,0,1,2,2,2,2,1
362,0,0,1,1,1,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,0,2,3,6,1,-1,0,2,0,1
363,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,6,4,0,-1,1,0,0,0
364,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,3,5,1,2,0,0,1,2,1,2
365,0,1,2,2,2,5,5,3,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,0,0,3,4,0,7,2,1,1,0,1,1
366,0,1,2,2,2,5,5,3,-1,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,0,0,3,4,0,7,2,1,0,2,1,1
367,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,6,4,0,0,0,2,1,0
368,0,0,1,1,1,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,0,2,3,6,1,2,2,0,0,1
369,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,3,5,5,5,0,0,0,0,2,0
370,0,1,2,3,3,3,2,4,13,6,0,0,0,0,0,0,0,0,1,2,3,2,1,1,6,0,0,0,2,4,3,4,3,2,-1,2,0,0,0
371,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,3,5,1,2,0,0,0,1,1,0
372,0,1,2,3,3,3,2,6,4,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,0,2,4,3,4,3,2,1,0,0,1,2
373,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,6,4,0,0,1,0,1,2
374,0,0,1,1,4,4,0,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,2,0,2,0,2,0,1,2,1,0,1,0
375,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,6,4,0,0,1,1,1,0
376,0,1,0,0,0,2,1,3,29,1,0,0,0,0,0,0,0,0,1,1,0,1,4,4,2,0,0,0,0,3,4,0,7,2,1,2,0,1,2
377,0,1,0,0,0,2,6,0,16,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,3,5,1,2,0,-1,2,1,2,2
378,0,1,2,3,3,3,2,6,-1,1,0,0,0,0,0,0,0,0,1,1,3,2,1,1,2,0,0,0,2,4,3,4,3,2,1,2,1,2,2
379,0,0,1,1,4,4,0,5,-1,10,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,2,0,2,0,2,0,1,-1,0,1,0,2
380,0,1,2,3,3,3,2,4,20,9,0,0,0,0,0,0,0,0,1,2,3,2,2,1,5,0,0,0,2,4,3,4,3,2,-1,0,1,1,1
381,0,0,1,1,1,1,4,1,-1,-1,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,0,2,3,6,1,-1,2,0,2,1
382,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,1,2,0,0,0,1,0,2
383,0,1,2,3,3,3,2,4,31,13,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,0,2,4,3,4,3,2,-1,0,1,0,1
384,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,6,4,0,-1,1,0,1,0
385,0,0,1,1,1,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,0,2,3,6,1,2,1,2,0,1
386,0,0,1,1,1,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,0,2,3,6,1,2,2,2,2,1
387,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,6,4,0,0,2,2,2,2
388,0,0,2,2,2,0,3,2,-1,16,0,0,0,0,0,0,0,0,0,2,1,3,5,0,6,0,1,0,0,3,4,0,7,2,-1,0,2,2,0
389,0,1,2,2,2,0,3,2,24,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,6,0,1,0,2,4,4,0,7,2,1,2,0,0,1
390,0,1,2,3,3,3,2,6,4,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,0,2,4,3,4,3,2,1,1,1,2,2
391,0,0,1,1,1,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,0,2,3,6,1,2,2,2,2,2
392,0,0,1,1,1,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,0,2,3,6,1,2,2,2,1,2
393,0,1,2,3,3,3,2,6,4,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,0,2,4,3,4,3,2,1,2,1,2,2
394,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,6,4,0,0,2,1,2,0
395,0,1,2,3,3,0,3,6,1,1,0,0,0,0,0,0,0,0,1,2,3,3,4,0,2,0,0,0,2,4,3,4,3,2,1,0,0,0,0
396,0,0,1,1,4,4,0,5,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,2,0,2,0,2,0,1,2,0,2,1,2
397,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,6,4,0,-1,2,2,2,2
398,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,6,4,0,-1,0,0,2,1
399,0,0,1,1,4,4,0,5,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,2,0,2,0,2,0,1,2,2,1,0,2
400,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,3,5,1,2,0,0,1,2,0,0
401,0,1,2,3,3,0,1,6,12,1,0,0,0,0,0,0,0,0,1,2,3,3,4,4,2,0,0,0,2,4,3,4,3,2,1,0,2,1,1
402,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,3,5,1,2,0,0,0,1,2,0
403,0,1,2,2,2,0,3,2,24,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,6,0,1,0,2,3,4,0,7,2,1,2,2,2,0
404,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,5,5,0,0,2,1,1,0
405,0,0,2,2,2,0,3,2,17,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,6,0,0,0,2,4,3,4,3,2,1,1,1,1,0
406,0,0,1,1,4,4,0,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,0,2,0,2,0,1,2,1,2,2,0
407,0,0,1,2,2,5,5,7,30,8,0,0,0,0,0,0,0,0,0,2,1,4,5,3,3,0,1,2,0,2,4,0,7,2,-1,2,1,0,2
408,0,1,2,3,3,3,2,6,4,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,0,2,4,3,4,3,2,1,2,2,2,1
409,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,3,5,5,5,0,0,2,0,2,2
410,0,0,1,1,4,4,0,5,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,2,0,2,0,2,1,1,2,0,2,0,1
411,0,0,1,1,4,4,0,5,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,2,0,2,0,2,1,1,2,1,0,2,0
412,0,0,1,1,4,4,0,5,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,2,0,2,0,2,1,1,2,0,1,0,1
413,0,1,0,0,0,2,6,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,1,4,0,-1,1,1,1,2
414,0,1,2,3,2,0,1,6,12,1,0,0,0,0,0,0,0,0,1,2,3,3,4,4,2,0,0,0,2,4,3,4,3,2,1,2,0,2,2
415,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,3,5,1,2,0,0,0,1,0,1
416,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,3,5,5,5,0,0,0,0,0,0
417,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,3,5,1,2,0,0,2,2,2,2
418,0,0,1,1,4,4,0,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,2,0,2,0,2,1,1,2,1,2,0,1
419,0,0,1,1,4,4,0,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,0,2,0,2,0,1,-1,0,1,0,2
420,0,0,1,1,1,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,0,2,3,1,1,-1,0,1,2,0
421,0,0,1,2,4,4,0,5,25,10,0,0,0,0,0,0,0,0,0,0,2,4,5,5,3,0,1,2,0,2,0,2,0,1,-1,1,2,0,0
422,0,1,2,3,3,3,2,6,4,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,0,2,4,3,4,3,2,1,0,1,0,0
423,0,0,1,1,4,4,0,5,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,2,0,2,0,2,0,1,2,0,1,2,2
424,0,1,2,3,3,0,3,6,-1,1,0,0,0,0,0,0,0,0,1,2,3,2,2,0,2,0,0,0,2,4,3,4,3,2,1,1,2,2,1
425,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,3,5,5,5,0,0,2,0,1,1
426,0,0,1,1,4,4,0,5,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,2,0,2,0,2,0,1,2,2,0,1,0
427,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,6,4,0,-1,1,2,2,1
428,0,0,1,1,4,4,0,5,-1,2,0,0,0,0,0,0,0,0,0,0,2,4,5,5,3,0,1,2,0,2,0,2,0,1,-1,2,2,0,0
429,0,0,1,1,1,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,0,2,3,6,1,2,0,1,2,2
430,0,0,1,1,1,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,0,2,3,6,1,2,2,1,0,2
431,0,1,2,2,2,5,5,7,33,1,0,0,0,0,0,0,0,0,1,2,1,3,5,3,6,0,1,0,0,3,4,0,7,2,1,0,0,2,1
432,0,0,1,1,1,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,0,2,3,6,1,2,1,0,1,1
433,0,1,0,0,0,2,6,0,-1,-1,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,6,4,0,-1,1,0,2,0
434,0,1,2,3,3,3,2,4,-1,-1,3,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,0,2,4,3,4,3,2,-1,1,1,1,1
435,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,6,4,0,0,1,0,2,1
436,0,1,2,2,2,0,1,3,14,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,2,0,0,0,0,3,4,0,7,2,1,2,2,1,2
437,0,1,2,2,2,0,1,3,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,0,0,0,3,4,0,7,2,1,1,2,1,0
438,0,0,1,1,1,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,2,0,2,0,2,1,1,2,1,2,0,0
439,0,0,2,2,2,0,3,2,-1,16,0,0,0,0,0,0,0,0,1,2,1,3,4,0,6,0,1,0,2,4,4,0,7,2,-1,1,0,1,1
440,0,0,1,1,4,4,0,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,0,2,0,2,0,1,2,0,0,0,2
441,0,1,0,2,2,5,5,7,-1,4,0,0,0,0,0,0,0,0,1,2,1,3,5,3,6,0,1,0,0,3,4,0,7,2,-1,2,1,0,1
442,0,1,0,0,0,2,6,0,-1,-1,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,6,4,0,-1,2,2,2,0
443,0,1,0,0,0,2,1,6,6,3,0,0,0,0,0,0,0,0,1,1,0,1,0,2,2,0,0,0,2,4,4,0,7,2,-1,0,2,2,2
444,0,1,2,3,3,0,3,2,32,15,0,0,0,0,0,0,0,0,1,2,3,2,2,0,2,0,0,0,2,4,3,4,3,2,-1,2,1,0,2
445,0,0,1,1,1,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,0,2,3,6,1,-1,1,1,2,1
446,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,6,4,0,-1,2,2,1,2
447,0,1,0,3,3,3,2,6,-1,-1,2,0,0,0,0,0,0,0,1,1,0,1,1,1,5,0,0,0,2,4,3,4,3,0,-1,0,1,1,0
448,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,3,5,5,5,0,-1,1,2,1,2
449,0,0,1,1,4,4,0,5,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,2,0,2,0,2,0,1,2,0,2,0,1
450,0,0,1,1,1,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,0,2,3,6,1,2,1,2,0,2
451,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,3,5,5,5,0,0,1,0,1,1
452,0,0,1,1,1,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,0,2,3,6,1,2,1,1,2,0
453,0,0,1,1,1,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,0,2,3,1,1,2,0,1,0,0
454,0,0,1,1,1,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,0,2,3,6,1,2,1,2,0,2
455,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,1,2,0,0,2,2,0,2
456,0,0,1,2,2,5,5,7,-1,-1,0,0,0,0,0,0,0,0,0,2,1,4,5,3,3,0,1,2,0,3,4,0,7,1,1,1,0,2,0
457,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,6,4,0,0,0,1,2,0
458,0,0,1,1,4,4,0,5,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,2,0,2,0,2,0,1,2,2,1,2,0
459,0,1,2,3,3,3,2,4,-1,17,4,2,1,1,0,0,0,0,1,2,3,2,1,1,6,0,0,0,2,4,3,4,3,0,-1,2,1,0,0
460,0,0,2,2,2,5,5,7,33,1,0,0,0,0,0,0,0,0,1,2,1,3,5,3,6,0,1,0,0,3,4,0,7,2,1,1,2,0,1
461,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,6,4,0,-1,0,0,2,0
462,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,6,4,0,0,2,2,2,0
463,0,0,1,1,4,4,0,5,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,2,0,2,0,2,1,1,2,0,0,2,1
464,0,0,1,1,4,4,0,5,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,2,0,2,0,2,0,1,2,2,2,0,2
465,0,0,1,1,4,4,0,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,0,2,0,2,0,1,-1,0,1,2,2
466,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,6,4,0,-1,0,1,2,1
467,0,0,1,1,4,4,0,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,2,0,2,0,2,1,1,2,1,0,2,0
468,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,3,5,1,2,0,0,0,0,0,0
469,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,3,5,5,5,0,0,2,1,2,0
470,0,1,2,3,3,3,2,4,-1,-1,3,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,0,2,4,3,4,3,2,-1,0,1,2,0
471,0,0,1,1,4,4,0,5,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,2,0,2,0,2,1,1,2,0,1,2,2
472,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,3,5,5,5,0,0,0,0,2,1
473,0,0,1,1,4,4,0,5,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,2,0,2,0,2,1,1,2,2,2,2,2
474,0,1,2,3,3,3,2,6,-1,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,0,2,4,3,4,3,2,1,1,2,0,2
