,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_n1,random_n2,random_n3,random_n4,random_n5,random_n6,random_n7,random_n8,random_n9,random_n10,random_n11,random_n12,random_n13,random_n14,random_n15,random_n16,random_n17,random_n18,random_n19,random_n20
223,0,0,0,1,0,1,2,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,2,1,2,2,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0
224,0,1,1,2,4,3,4,3,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,0,0,1,0,5,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0
225,0,1,2,0,1,0,1,1,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,1,2,0,6,7,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1
226,0,0,0,1,0,1,6,5,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,0,0,3,1,2,5,3,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1
227,0,1,2,0,1,2,3,7,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,1,2,4,1,7,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1
228,0,0,0,1,0,5,2,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,2,2,3,3,2,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0
229,0,1,2,0,1,2,3,7,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,1,2,4,1,7,1,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1
230,0,1,2,0,1,0,1,1,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,0,0,0,6,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0
231,0,0,0,1,0,1,2,0,2,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,2,1,2,2,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1
232,0,1,2,0,2,2,3,4,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,3,7,0,1,1,1,2,4,1,4,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0
233,0,0,0,3,3,4,0,2,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,0,3,4,5,3,6,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0
234,0,0,0,1,0,1,2,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,2,2,1,2,2,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0
235,0,1,2,0,2,2,3,4,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,3,7,0,1,1,1,2,4,1,4,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1
236,0,0,0,1,0,1,2,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,2,0,0,2,2,1,2,2,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1
237,0,0,0,3,2,2,3,4,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,1,1,1,2,4,1,4,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1
238,0,0,0,1,0,1,6,5,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,2,1,2,2,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0
239,0,1,2,0,1,0,1,7,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,1,1,2,0,6,7,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1
240,0,1,1,2,2,5,5,6,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,0,2,2,3,3,4,2,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1
241,0,1,2,0,1,0,1,7,-1,-1,1,1,1,0,0,0,0,0,1,2,2,1,3,4,4,0,0,2,2,3,3,4,2,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
242,0,1,2,0,1,0,1,1,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,1,2,0,6,7,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0
243,0,1,1,2,2,5,5,6,-1,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,0,2,2,3,3,4,2,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1
244,0,1,1,2,2,5,5,6,2,1,1,1,1,0,0,0,0,0,1,0,0,3,0,5,4,0,0,2,2,3,3,4,2,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0
245,0,0,0,3,2,2,3,4,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,1,1,1,2,4,1,4,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1
246,0,0,0,1,0,1,6,5,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,0,0,3,1,2,5,3,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0
247,0,0,0,1,0,1,6,5,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,2,1,2,2,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
248,0,0,0,1,0,1,2,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,2,1,2,2,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0
249,0,1,2,0,2,2,3,7,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,1,2,4,1,7,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0
250,0,0,0,3,2,2,3,4,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,1,1,1,2,4,1,4,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0
251,0,1,1,2,2,5,5,6,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,0,2,2,3,3,4,2,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1
252,0,0,0,3,3,4,0,2,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,0,3,4,5,3,6,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0
253,0,0,0,1,0,5,2,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,2,2,1,2,2,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1
254,0,1,1,2,4,3,4,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,0,0,1,0,5,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
255,0,1,2,0,1,0,1,7,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,1,1,2,0,6,7,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0
256,0,0,0,3,3,4,0,2,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,0,3,4,5,3,6,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1
257,0,1,2,0,1,0,1,1,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,0,0,0,6,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0
258,0,1,1,2,4,3,4,3,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,0,0,1,0,5,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0
259,0,1,2,0,1,2,3,7,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,1,2,4,1,7,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0
260,0,1,1,2,4,3,4,1,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,1,3,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
261,0,0,0,3,2,2,3,4,4,0,0,0,0,0,0,0,0,0,0,2,2,4,4,3,7,0,1,1,1,2,4,1,4,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0
262,0,0,0,1,0,1,2,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,2,2,1,2,2,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1
263,0,1,2,0,1,0,1,7,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,1,1,2,0,6,7,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1
264,0,0,0,1,0,1,2,0,2,1,1,1,1,0,0,0,0,0,0,1,0,3,2,6,2,0,0,2,2,1,2,2,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0
265,0,1,2,0,1,0,1,1,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,1,2,0,6,7,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0
266,0,0,0,3,3,4,0,2,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,0,3,4,5,3,6,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,1
267,0,0,0,3,2,2,3,4,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,1,1,1,2,4,1,4,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1
268,0,1,2,0,1,0,1,1,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,0,0,0,6,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0
269,0,1,2,0,2,2,3,4,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,1,1,1,2,4,1,4,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0
270,0,1,1,2,4,3,4,3,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,0,0,1,0,5,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1
271,0,1,2,0,1,0,1,1,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,0,0,0,6,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0
272,0,1,2,0,2,2,3,7,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,1,2,4,1,7,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1
273,0,0,0,1,0,1,6,5,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,2,1,2,2,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1
274,0,1,2,0,1,0,1,1,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,0,0,0,6,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0
275,0,1,1,2,4,3,4,1,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0
276,0,0,0,1,0,1,6,5,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,0,0,3,1,2,5,3,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0
277,0,0,0,3,3,4,6,5,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,0,0,3,1,2,5,3,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0
278,0,0,0,1,0,1,2,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,2,1,2,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
279,0,0,0,3,2,2,3,4,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,1,1,1,2,4,1,4,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0
280,0,0,0,1,0,5,2,0,-1,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,2,2,1,2,2,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0
281,0,1,2,0,1,0,1,7,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,1,1,2,0,6,7,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1
282,0,0,0,3,3,4,6,5,7,1,1,1,1,0,0,0,0,0,0,1,1,2,2,2,0,0,0,0,3,1,2,5,3,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0
283,0,0,1,1,2,5,5,6,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,2,2,3,3,4,2,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0
284,0,0,1,1,2,5,5,6,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,2,2,3,3,4,2,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0
285,0,0,0,3,3,4,0,2,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,0,0,3,1,2,5,3,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1
286,0,0,0,3,3,4,0,2,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,0,0,3,1,2,5,3,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0
287,0,0,0,3,3,4,0,2,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,0,3,4,5,3,6,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0
288,0,0,0,1,0,1,6,5,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,0,0,3,1,2,5,3,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1
289,0,1,2,0,1,0,1,7,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,1,1,2,0,6,7,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
290,0,1,2,0,1,0,1,7,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,1,2,0,6,7,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1
291,0,0,0,3,3,4,0,2,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,0,3,4,5,3,6,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1
292,0,0,0,3,2,2,3,4,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,1,1,1,2,4,1,4,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
293,0,0,0,3,3,4,6,5,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,0,0,3,1,2,5,3,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1
294,0,0,0,1,0,1,6,5,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,2,1,2,2,0,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0
295,0,1,1,2,4,3,4,3,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,0,0,1,0,5,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0
296,0,0,0,1,0,5,2,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,2,2,3,3,2,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1
297,0,0,0,3,3,4,0,2,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,0,3,4,5,3,6,0,1,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0
298,0,1,1,2,4,3,4,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,0,0,1,0,5,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1
299,0,1,2,0,1,0,1,1,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,1,2,0,6,7,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0
300,0,1,2,0,1,0,1,7,0,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,1,2,0,6,7,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
301,0,1,2,0,1,0,1,7,0,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,1,2,0,6,7,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1
302,0,1,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,0,0,0,6,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
303,0,1,2,0,1,2,3,7,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,1,2,4,1,7,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1
304,0,0,0,3,2,1,6,4,12,0,0,0,0,0,0,0,0,0,0,1,0,4,4,3,7,0,1,1,1,2,4,1,4,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0
305,0,0,0,1,0,1,6,5,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,6,0,0,0,3,1,2,5,3,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1
306,0,1,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,0,0,0,6,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1
307,0,1,1,2,4,3,4,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1
308,0,0,0,3,2,2,3,4,4,0,0,0,0,0,0,0,0,0,0,2,2,4,4,3,7,0,1,1,1,2,4,1,4,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
309,0,1,1,2,2,5,5,6,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,0,2,2,3,3,4,2,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0
310,0,0,0,1,0,1,2,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,2,1,2,2,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0
311,0,1,1,2,4,3,4,3,-1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,0,0,1,0,5,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1
312,0,0,0,3,3,4,0,2,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,0,0,3,1,2,5,3,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0
313,0,1,1,2,4,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,1,3,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0
314,0,0,0,1,0,1,6,5,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,6,0,0,0,3,1,2,5,3,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0
315,0,0,0,1,0,1,6,5,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,3,1,2,5,3,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0
316,0,1,2,0,1,2,3,7,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,1,2,4,1,7,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
317,0,1,2,0,1,0,1,1,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,0,0,0,6,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1
318,0,0,0,1,0,1,2,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,2,1,2,2,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1
319,0,1,2,0,1,0,1,1,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,0,0,0,6,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0
320,0,1,1,2,4,3,4,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,0,0,1,0,5,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0
321,0,1,1,2,4,3,4,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,0,0,1,0,5,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1
322,0,1,2,0,1,0,1,1,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,1,2,0,6,7,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0
323,0,0,0,1,0,1,2,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,2,1,2,2,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1
324,0,0,0,1,0,1,2,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,6,2,0,0,2,2,1,2,2,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0
325,0,1,2,0,1,0,1,1,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,1,2,0,6,7,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1
326,0,0,0,1,0,1,6,5,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,6,0,0,0,3,1,2,5,3,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0
327,0,1,1,2,2,5,5,6,16,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,0,2,2,3,3,4,2,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0
328,0,1,1,2,4,3,4,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,0,0,1,0,5,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1
329,0,0,0,3,3,4,0,2,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,0,0,3,1,2,5,3,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1
330,0,1,2,0,1,0,1,1,-1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,0,0,0,6,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1
331,0,1,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,1,1,0,0,0,6,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1
332,0,0,0,3,3,4,0,2,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,0,0,3,1,2,5,3,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0
333,0,1,1,2,4,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,1,1,0,0,0,6,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1
334,0,0,0,1,0,5,2,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,2,2,1,2,2,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1
335,0,0,0,1,0,1,6,5,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,2,1,2,2,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0
336,0,0,0,3,2,2,3,4,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,1,1,1,2,4,1,4,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1
337,0,1,1,2,4,3,4,3,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,0,0,1,0,5,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1
338,0,0,0,3,3,1,6,5,7,1,1,1,1,0,0,0,0,0,0,1,1,2,2,2,0,0,0,0,3,1,2,5,3,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1
