,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12
237,0,0,1,0,4,5,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,1,5,5,2,0,1,1,1,1,3,4,6,0,-1,133,107,159,189,40,19,0,22,74,169,138,157
238,0,1,2,3,3,3,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,3,1,1,0,0,0,0,0,2,2,2,0,-1,55,209,86,174,168,72,11,154,152,145,25,59
239,0,1,0,1,2,2,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,3,3,1,0,0,1,0,3,1,3,4,7,0,-1,160,12,194,180,127,181,53,144,17,192,15,93
240,0,1,2,3,1,4,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,3,6,1,0,0,0,0,2,2,6,2,0,-1,133,133,166,56,195,200,172,173,50,47,42,151
241,0,1,2,3,3,3,2,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,5,1,1,0,0,0,0,0,2,2,4,0,-1,176,205,66,3,96,141,143,160,171,157,160,59
242,0,0,1,0,0,1,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,4,0,6,0,0,2,2,3,5,3,5,0,0,145,67,179,140,108,173,170,75,13,39,135,180
243,0,0,2,3,3,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,4,5,5,5,0,0,2,0,0,2,2,4,0,-1,12,0,53,56,192,115,45,201,164,14,107,68
244,0,0,1,0,0,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,3,1,1,0,6,0,0,2,2,0,2,2,4,0,-1,164,213,169,116,183,178,140,203,70,125,151,172
245,0,0,1,0,0,1,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,1,0,3,0,1,1,1,4,0,1,3,0,-1,119,15,0,45,119,102,149,192,120,25,138,32
246,0,0,1,1,4,5,4,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,2,1,2,1,0,1,1,3,1,3,4,7,0,-1,85,156,115,97,182,5,194,194,112,192,153,191
247,0,0,1,0,0,1,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,1,0,4,0,1,1,1,4,0,1,3,0,-1,32,106,194,155,176,54,64,43,89,11,157,144
248,0,1,0,2,2,2,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,4,2,2,0,0,0,0,0,2,1,0,7,0,-1,213,138,165,0,109,169,76,156,57,155,38,74
249,0,1,0,1,1,4,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,1,2,1,0,0,1,0,3,1,4,5,1,0,-1,152,126,141,193,94,15,130,190,179,70,117,83
250,0,1,2,1,1,4,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,4,4,6,3,0,1,0,3,1,4,5,1,0,-1,104,181,28,193,117,160,66,52,61,0,212,22
251,0,1,0,2,1,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,4,3,3,3,0,0,0,0,2,1,0,7,0,-1,41,159,171,93,157,46,192,166,72,192,82,188
252,0,1,0,1,2,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,1,0,6,2,0,1,1,3,1,4,5,7,0,-1,188,148,191,129,16,49,76,151,99,145,205,179
253,0,1,0,2,2,2,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,2,3,2,6,6,0,1,0,3,1,4,5,7,0,-1,14,62,81,213,129,105,90,33,20,49,179,156
254,0,1,0,2,1,4,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,3,3,5,5,0,0,0,0,2,1,6,2,0,-1,62,140,173,9,80,106,47,46,199,143,121,49
255,0,0,1,0,4,5,4,0,-1,-1,-1,-1,-1,-1,-1,2,6,0,0,2,3,1,0,3,2,0,1,1,1,1,3,4,6,0,-1,19,157,23,126,23,47,84,39,175,169,5,179
256,0,1,2,1,1,0,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,2,5,3,5,0,1,1,3,1,4,5,1,0,-1,61,93,165,74,65,184,5,184,97,11,56,180
257,0,0,1,0,4,5,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,3,1,0,0,2,0,0,2,2,0,2,2,4,0,-1,85,72,140,63,183,163,66,19,189,121,105,14
258,0,1,0,3,2,2,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3,1,3,0,0,0,0,0,2,1,0,0,0,-1,147,25,180,159,21,193,186,22,209,174,150,111
259,0,0,2,1,3,0,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,3,1,0,3,2,0,1,1,3,1,4,5,1,0,-1,149,190,17,54,18,95,169,99,203,124,209,186
260,0,0,1,0,4,5,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,1,2,4,7,0,1,1,1,4,3,4,6,0,-1,204,206,32,197,96,12,175,54,141,197,180,190
261,0,0,1,1,4,5,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,1,2,2,1,0,1,1,3,1,3,4,6,0,-1,59,203,179,84,108,52,150,97,204,111,27,36
262,0,1,0,2,1,4,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,2,1,0,6,2,0,0,0,0,2,1,6,2,0,-1,151,139,22,144,172,5,24,123,12,53,111,56
263,0,0,1,0,0,1,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,4,4,6,0,0,2,2,3,5,3,5,0,0,71,48,115,102,138,73,19,67,201,186,174,118
264,0,0,2,3,3,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,5,3,5,0,0,2,0,0,2,2,4,0,-1,58,202,6,139,109,97,57,192,20,78,185,60
265,0,1,2,3,3,3,2,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,1,0,1,7,0,0,2,0,0,2,2,4,0,-1,23,5,98,212,110,90,136,93,95,188,52,37
266,0,0,1,0,4,5,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,3,4,4,3,0,0,2,0,0,2,2,4,0,-1,161,129,119,212,39,56,20,86,4,30,46,196
267,0,1,0,2,2,2,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,2,1,0,6,6,0,1,0,3,1,3,4,7,0,-1,201,112,176,213,13,27,121,18,119,10,36,100
268,0,1,0,2,1,4,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,3,2,1,0,0,0,0,2,1,6,2,0,-1,71,58,89,1,180,173,177,197,126,164,128,213
269,0,0,1,0,4,5,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,3,2,3,5,0,1,1,1,1,3,4,6,0,-1,86,62,82,92,53,155,203,23,145,190,53,29
270,0,1,2,3,3,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,5,3,5,0,0,0,0,0,2,2,2,0,-1,137,157,39,145,164,41,73,190,23,110,175,205
271,0,1,2,3,3,3,2,1,-1,-1,-1,-1,-1,-1,1,1,4,0,1,0,1,4,5,3,5,0,0,0,0,0,2,2,4,0,-1,189,60,46,181,120,208,160,179,13,178,51,131
272,0,0,1,0,0,1,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,4,5,4,0,1,1,1,4,0,1,3,0,-1,24,6,30,72,167,69,199,41,182,169,69,102
273,0,1,0,2,2,2,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,0,3,3,6,0,0,0,0,2,1,6,2,0,-1,0,144,40,155,159,169,208,15,213,177,120,37
274,0,1,2,1,3,0,3,2,-1,-1,-1,-1,-1,-1,2,3,8,0,1,2,3,1,5,3,7,0,1,1,3,1,4,5,1,0,-1,202,29,32,30,130,136,29,52,69,33,128,25
275,0,1,2,3,3,3,2,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,4,5,1,7,0,0,0,0,0,2,2,4,0,-1,36,53,176,73,45,67,121,179,108,4,35,74
276,0,1,0,2,2,2,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,3,1,5,0,0,1,1,3,1,3,4,7,0,-1,148,71,125,148,154,49,89,17,40,208,13,49
277,0,0,1,0,0,1,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,4,5,0,0,1,1,1,4,3,4,6,0,-1,182,211,179,184,185,86,194,194,170,162,140,152
278,0,1,2,3,3,3,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,5,3,3,0,0,0,0,0,2,2,0,0,-1,135,63,58,136,71,81,60,205,5,62,147,12
279,0,0,2,3,3,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,5,3,5,0,0,2,0,0,2,2,4,0,-1,141,85,201,158,140,12,12,38,172,91,77,179
280,0,1,2,3,3,3,2,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,3,1,1,0,0,0,0,0,2,2,4,0,-1,172,6,191,54,170,106,3,40,90,201,40,153
281,0,0,1,0,0,1,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,0,0,1,3,0,0,2,2,3,5,3,5,0,-1,82,117,133,30,4,98,121,183,80,145,107,32
282,0,1,0,2,2,2,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,3,4,6,2,0,1,0,3,1,3,4,7,0,-1,165,96,135,32,5,207,188,113,148,87,54,113
283,0,0,1,0,0,1,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,4,0,4,0,1,1,1,4,0,1,3,0,2,85,77,205,2,118,27,21,33,162,159,105,201
284,0,0,2,3,3,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,5,5,5,0,0,2,0,0,2,2,4,0,-1,126,154,62,209,162,6,137,166,139,66,56,50
285,0,1,0,2,2,2,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,0,1,2,3,0,1,0,3,1,4,5,7,0,-1,51,12,71,104,109,36,183,171,40,20,86,99
286,0,0,1,0,4,5,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,3,3,2,6,0,1,1,1,4,3,4,6,0,-1,29,1,25,149,183,110,124,81,150,11,28,43
287,0,1,0,2,2,2,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,4,4,6,0,1,0,3,1,3,4,7,0,-1,50,173,18,166,171,113,190,184,33,114,168,205
288,0,1,2,3,4,5,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,3,3,5,0,0,0,0,0,2,2,4,0,-1,163,26,22,84,128,197,147,43,167,12,162,141
289,0,1,0,2,2,2,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,1,2,2,5,0,0,0,0,2,1,0,0,0,-1,35,40,188,86,125,105,145,126,114,70,149,200
290,0,1,0,2,1,4,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,3,6,1,0,0,0,0,2,1,6,2,0,-1,184,86,67,106,75,141,187,118,211,86,116,61
291,0,1,0,1,2,0,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,3,1,3,3,0,1,1,3,1,3,4,7,0,-1,188,205,194,47,52,52,96,165,63,190,199,67
292,0,0,1,0,4,5,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,4,5,0,0,1,1,1,4,0,1,3,0,-1,196,53,46,202,28,64,186,126,169,208,10,40
293,0,1,2,1,2,0,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,3,2,5,3,0,1,1,3,1,4,5,1,0,-1,112,173,13,65,185,4,91,27,1,16,170,175
294,0,0,2,3,3,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,4,5,5,5,0,0,2,0,0,2,2,4,0,-1,21,136,37,34,119,153,184,16,45,184,169,89
295,0,0,2,3,3,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,1,0,1,7,0,0,2,0,0,2,2,4,0,-1,120,113,160,67,161,184,129,109,165,203,35,191
296,0,0,1,0,4,5,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,4,4,2,0,1,1,1,4,3,4,6,0,-1,16,205,113,58,58,10,94,201,182,23,4,55
297,0,0,1,0,0,1,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,4,0,4,0,1,1,1,4,0,1,3,0,-1,18,159,187,70,52,172,149,50,139,110,207,81
298,0,0,2,3,3,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,2,0,2,2,6,0,0,2,2,0,2,2,4,0,-1,13,118,141,38,71,38,154,158,2,183,170,199
299,0,0,2,3,3,3,2,1,-1,-1,-1,-1,-1,-1,0,0,1,0,1,0,1,4,5,3,5,0,0,2,0,0,2,2,4,0,-1,66,164,147,68,7,4,74,17,104,51,81,9
300,0,1,2,1,1,0,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,1,5,1,7,0,1,1,3,1,4,5,1,0,-1,13,118,22,51,40,152,29,186,162,164,115,120
301,0,1,2,3,3,3,2,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,5,1,1,0,0,0,0,0,2,2,4,0,-1,125,142,50,200,68,197,132,166,149,36,199,118
302,0,1,0,1,1,0,3,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,4,5,1,7,0,1,1,3,1,4,5,1,0,-1,143,49,26,188,168,110,191,152,2,141,43,205
303,0,1,0,1,1,4,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,3,5,4,0,0,1,1,3,1,4,5,7,0,-1,194,170,23,130,202,164,106,92,97,160,75,17
304,0,1,0,2,2,2,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,5,0,2,0,0,0,0,2,1,0,0,0,-1,130,45,22,101,84,188,13,186,136,185,86,24
305,0,1,2,3,3,3,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,3,2,3,3,0,0,0,0,2,1,0,0,0,-1,113,95,183,165,17,40,44,106,112,56,161,106
306,0,0,2,3,3,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,5,3,5,0,0,2,0,0,2,2,4,0,-1,41,65,167,169,92,170,172,78,205,190,3,190
307,0,1,0,2,2,2,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,3,1,1,0,0,0,0,2,1,0,0,0,-1,166,135,120,156,10,208,132,173,189,149,78,133
308,0,0,1,0,0,1,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,4,6,7,0,1,1,1,4,0,1,3,0,-1,124,86,8,207,35,182,193,129,171,102,144,209
309,0,1,0,2,2,2,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,3,3,5,0,0,0,0,0,2,1,0,0,0,-1,149,168,29,10,26,64,94,35,161,80,13,16
310,0,1,2,1,1,0,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,1,5,1,7,0,1,1,3,1,4,5,1,0,-1,12,58,124,108,207,113,69,122,67,169,144,198
311,0,1,0,2,2,2,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,2,3,4,6,6,0,1,0,3,1,4,5,7,0,-1,38,117,1,79,2,175,194,69,199,174,73,11
312,0,0,1,0,0,1,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,1,0,4,0,1,1,1,4,0,1,3,0,-1,120,6,205,90,173,137,30,107,33,213,58,146
313,0,1,0,2,1,4,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,3,6,1,0,0,0,0,2,1,6,2,0,-1,73,166,152,21,135,5,100,206,28,81,174,55
314,0,0,2,1,0,0,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,1,1,0,4,0,1,1,3,1,4,5,1,0,-1,183,78,48,168,65,19,39,25,211,153,47,38
315,0,0,1,0,4,5,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,3,1,0,3,2,0,1,1,3,1,3,4,6,0,-1,207,21,123,105,213,211,200,29,190,157,60,97
316,0,1,2,3,1,4,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,5,1,1,0,0,0,0,2,2,6,2,0,-1,170,174,106,111,44,4,148,26,59,116,209,112
317,0,1,0,2,2,2,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,5,1,0,0,1,0,3,1,4,5,7,0,-1,201,36,38,48,173,94,111,87,126,74,98,191
318,0,1,2,1,4,5,4,6,-1,-1,-1,-1,-1,-1,-1,-1,5,0,1,0,1,3,5,6,1,0,1,1,3,1,3,4,6,0,-1,198,105,12,166,120,132,5,168,16,50,120,15
319,0,0,2,1,4,0,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,1,5,1,7,0,1,1,3,1,4,5,1,0,-1,188,50,72,102,103,81,70,49,104,84,209,118
320,0,1,0,2,2,2,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,2,2,3,0,0,1,0,3,2,1,0,7,0,-1,171,97,190,211,26,199,56,111,59,195,181,161
321,0,1,0,2,1,4,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,2,0,0,7,0,0,0,0,2,1,6,2,0,-1,76,86,131,76,135,194,210,46,55,157,97,3
322,0,1,0,2,1,4,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,3,4,3,0,0,0,0,2,1,6,2,0,-1,128,192,134,117,99,167,95,140,117,73,104,145
323,0,1,0,2,1,4,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,2,1,4,6,0,0,0,0,2,1,6,2,0,-1,6,42,128,16,82,124,110,80,147,114,41,191
324,0,1,0,2,2,2,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,3,4,0,2,0,1,0,3,2,1,0,7,0,-1,49,7,26,152,38,149,207,162,105,75,3,11
325,0,1,0,2,2,2,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,4,3,1,2,0,1,0,3,2,1,0,7,0,-1,194,163,22,60,104,178,165,71,80,29,207,170
326,0,1,2,3,3,3,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,5,1,1,0,0,0,0,0,2,2,0,0,-1,65,175,42,16,106,193,5,7,53,5,46,97
327,0,1,2,1,1,0,3,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,2,1,4,3,0,1,1,3,1,4,5,1,0,-1,138,145,91,174,118,166,194,65,48,74,179,148
328,0,0,2,1,0,0,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,1,0,3,7,0,1,1,3,1,4,5,1,0,-1,89,121,195,175,108,26,151,101,23,27,192,194
329,0,0,2,3,3,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,1,5,3,7,0,0,2,0,0,2,2,4,0,-1,3,138,198,101,50,138,36,200,76,108,11,178
330,0,1,0,3,3,3,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,3,1,1,0,0,0,0,2,1,0,0,0,-1,23,154,30,173,78,113,100,89,203,14,23,83
331,0,0,2,3,3,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,2,3,5,0,0,2,0,0,2,2,4,0,-1,75,204,12,108,154,145,58,3,159,86,25,190
332,0,1,0,1,1,4,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,0,4,1,5,0,1,0,3,1,4,5,1,0,-1,99,52,115,13,63,207,213,122,54,166,175,80
333,0,1,2,3,3,3,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,5,1,1,0,0,0,0,0,2,2,2,0,-1,171,130,46,213,86,19,108,206,52,77,136,212
334,0,0,1,0,0,1,1,4,-1,-1,-1,-1,-1,-1,-1,4,3,0,0,1,2,0,4,0,6,0,0,2,2,3,5,3,5,0,0,73,26,67,205,109,18,31,47,169,42,67,19
335,0,0,1,0,4,5,4,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,2,0,1,4,2,0,1,1,1,4,3,4,6,0,-1,56,51,99,165,172,186,130,2,74,138,126,183
336,0,1,0,2,2,2,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,2,3,5,5,0,0,0,3,2,1,0,7,0,-1,151,52,20,134,73,24,175,22,203,27,69,123
337,0,1,2,3,3,3,2,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,5,1,1,0,0,0,0,0,2,2,2,0,-1,76,135,115,170,81,57,116,211,162,6,100,120
338,0,0,1,0,0,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,1,0,4,0,1,1,1,1,4,5,1,0,1,34,96,184,22,65,100,96,10,193,23,106,89
339,0,1,0,1,2,2,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,1,5,1,0,0,1,1,3,1,3,4,7,0,-1,54,145,111,79,24,164,131,6,116,169,108,60
340,0,0,2,1,4,0,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,4,5,5,2,0,1,1,3,1,4,5,1,0,-1,27,39,48,206,204,74,159,125,133,79,119,112
341,0,1,2,3,3,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,5,3,5,0,0,0,0,0,2,6,2,0,-1,53,150,72,17,65,137,17,30,147,36,20,15
342,0,1,2,3,3,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,1,0,1,4,5,3,1,0,0,0,0,0,2,6,2,0,-1,183,102,104,29,118,206,100,106,178,147,80,24
343,0,0,2,1,4,0,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,1,0,4,2,0,1,1,3,1,4,5,1,0,-1,120,7,22,108,132,59,30,170,30,203,123,58
344,0,1,1,1,2,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,0,5,0,0,1,1,3,1,4,5,1,0,-1,5,33,8,113,124,75,144,5,194,174,35,174
345,0,1,0,2,2,2,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,3,6,1,0,0,0,0,2,1,0,0,0,-1,106,176,40,211,101,180,32,169,157,14,102,96
346,0,1,0,2,2,2,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,2,2,4,0,0,0,0,2,1,0,7,0,-1,135,128,161,150,115,72,206,55,141,106,168,200
347,0,0,2,3,3,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,5,3,5,0,0,2,0,0,2,2,4,0,-1,92,132,175,61,25,34,21,181,81,176,180,183
348,0,0,1,0,4,5,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,3,1,0,3,2,0,1,1,1,1,3,4,6,0,-1,34,31,198,91,154,67,2,118,2,183,168,136
349,0,0,2,3,3,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,3,4,3,2,0,0,2,2,0,2,2,4,0,-1,37,208,43,133,135,168,53,191,198,149,123,209
350,0,1,0,2,1,4,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,1,0,6,5,0,0,0,0,2,1,6,2,0,-1,136,108,171,38,79,62,96,198,44,182,190,17
351,0,0,1,0,0,1,1,4,-1,-1,-1,-1,-1,-1,-1,4,3,0,0,1,2,0,4,0,6,0,0,2,2,3,5,3,5,0,0,121,68,139,172,123,175,79,34,65,112,45,140
352,0,0,1,0,4,5,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,4,1,5,0,1,1,1,4,0,1,3,0,-1,125,15,20,158,0,19,157,8,199,156,89,48
353,0,1,0,2,2,2,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,4,6,6,0,1,0,3,1,4,5,7,0,-1,65,204,67,36,162,187,40,196,101,39,91,204
354,0,1,0,2,2,2,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,3,1,2,0,0,0,0,0,2,1,0,7,0,-1,2,166,8,3,24,126,56,94,183,76,169,170
355,0,0,2,3,3,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,1,0,0,7,0,0,2,2,0,2,2,0,0,0,67,163,203,109,120,88,56,18,142,39,16,129
356,0,0,1,3,3,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,5,4,5,0,0,2,0,0,2,2,4,0,-1,2,6,203,96,194,175,18,193,200,91,33,66
357,0,1,2,3,3,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,2,0,3,5,0,0,0,0,0,2,0,0,0,-1,95,150,123,191,181,200,152,34,94,201,58,52
358,0,0,1,0,0,1,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,4,0,4,0,1,1,1,4,0,1,3,0,2,41,3,120,66,21,177,198,5,95,58,175,131
359,0,1,0,3,3,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,3,1,1,0,0,0,0,2,1,6,2,0,-1,198,150,78,76,4,69,202,104,81,161,81,1
