,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17
357,0,0,2,1,1,4,1,7,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,0,1,1,1,2,6,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1
358,0,0,0,3,2,3,5,0,16,1,1,1,1,0,0,0,0,0,1,0,0,3,0,5,4,0,0,1,2,3,2,1,4,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0
359,0,0,0,3,3,0,3,5,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,1,0,0,0,5,5,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0
360,0,1,2,0,2,1,4,4,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,1,0,1,1,3,4,2,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0
361,0,0,2,1,1,4,1,2,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,0,0,0,1,2,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0
362,0,1,1,2,4,2,2,6,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,1,2,2,4,6,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0
363,0,1,1,0,0,5,6,1,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,3,4,0,3,5,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0
364,0,0,2,1,1,4,1,7,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,1,5,0,1,0,1,1,1,2,6,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1
365,0,1,1,2,4,2,2,3,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,1,2,2,4,6,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0
366,0,1,2,0,2,1,4,4,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,1,0,1,1,3,4,2,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1
367,0,0,2,1,1,4,1,7,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,0,1,1,1,2,6,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1
368,0,1,0,2,2,3,5,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,1,2,3,2,1,4,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1
369,0,0,2,1,1,4,1,2,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,1,0,0,0,1,2,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0
370,0,1,1,2,4,2,2,6,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,1,2,2,4,6,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0
371,0,1,1,2,4,2,2,6,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,1,2,2,4,6,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1
372,0,0,0,3,3,0,3,5,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,0,0,5,5,3,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1
373,0,0,2,1,1,4,1,2,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,0,1,1,1,2,6,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1
374,0,0,2,1,1,4,1,2,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,0,0,0,1,2,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1
375,0,1,1,2,4,2,0,3,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,0,2,3,2,4,0,7,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
376,0,0,0,3,3,0,3,5,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,0,0,5,5,3,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1
377,0,1,1,0,2,2,0,4,12,0,0,0,0,0,0,0,0,0,0,1,0,4,4,3,7,0,1,0,1,1,3,4,2,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0
378,0,0,2,1,1,4,1,2,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,0,1,1,1,2,6,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0
379,0,1,2,0,2,1,4,4,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,1,0,1,1,3,4,2,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0
380,0,1,1,0,0,5,6,1,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,3,4,0,3,5,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1
381,0,1,1,2,4,2,2,6,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,6,2,0,0,1,2,2,4,6,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1
382,0,1,1,0,2,1,4,4,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,1,0,1,1,3,4,2,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0
383,0,1,1,0,0,5,6,1,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,3,4,0,3,5,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0
384,0,1,1,2,4,2,2,6,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,6,2,0,0,1,2,2,4,6,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0
385,0,0,0,3,2,3,5,0,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,0,1,2,3,2,1,4,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1
386,0,1,1,2,4,2,2,6,2,1,1,1,1,0,0,0,0,0,0,1,0,3,2,6,2,0,0,1,2,2,4,6,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0
387,0,0,2,1,1,1,4,7,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,0,1,1,3,4,6,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0
388,0,0,0,3,3,4,1,2,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,1,0,0,0,1,2,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0
389,0,1,0,3,2,3,5,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,0,1,2,3,2,1,4,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0
390,0,0,0,3,3,0,3,2,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,1,0,0,0,5,5,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0
391,0,0,2,1,1,4,1,2,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,0,0,0,1,2,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1
392,0,0,0,3,3,0,3,5,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,0,0,5,5,3,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0
393,0,0,0,3,3,0,3,5,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,0,0,5,5,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1
394,0,1,1,0,2,1,4,4,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,1,0,1,1,3,4,2,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0
395,0,0,2,1,1,4,1,2,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,1,0,0,0,1,2,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1
396,0,1,1,2,4,2,0,3,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,1,2,2,4,6,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0
397,0,0,2,1,2,1,4,7,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,0,1,1,3,4,6,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0
398,0,1,0,2,2,3,5,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,1,2,3,2,1,4,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0
399,0,0,2,1,1,1,4,7,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,0,1,1,1,2,6,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1
400,0,1,1,2,4,2,2,6,2,1,1,1,1,0,0,0,0,0,0,1,0,3,2,6,2,0,0,1,2,2,4,6,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0
401,0,0,0,3,3,0,3,2,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,1,0,0,0,5,5,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0
402,0,0,2,1,1,4,1,7,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,0,1,1,1,2,6,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1
403,0,0,0,3,3,0,3,2,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,1,0,0,0,5,5,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0
404,0,1,1,0,0,5,6,1,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,3,4,0,3,5,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0
405,0,1,1,2,4,2,0,3,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,6,0,0,2,3,2,4,0,7,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1
406,0,0,0,3,3,0,3,5,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,0,0,5,5,3,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1
407,0,0,2,1,1,4,1,7,0,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,0,1,1,1,2,6,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0
408,0,1,1,0,0,5,6,1,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,3,4,0,3,5,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0
409,0,1,0,3,2,3,5,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,0,1,2,3,2,1,4,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
410,0,1,1,0,0,5,6,1,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,3,4,0,3,5,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1
411,0,0,2,1,1,4,1,7,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,0,1,1,1,2,6,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0
412,0,1,1,2,4,2,0,3,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,6,0,0,2,3,2,4,0,7,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0
413,0,0,0,3,3,0,3,5,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,0,0,5,5,3,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0
414,0,1,1,2,4,2,0,3,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,0,2,3,2,4,0,7,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1
415,0,1,1,0,0,5,6,1,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,3,4,0,3,5,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
416,0,1,1,0,2,1,4,4,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,1,0,1,1,3,4,2,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1
417,0,0,2,1,2,1,4,7,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,0,1,1,3,4,6,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0
418,0,0,0,3,3,0,3,5,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,0,0,5,5,3,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0
419,0,1,1,2,4,2,2,6,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,1,2,2,4,6,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1
420,0,1,1,0,0,5,0,3,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,0,2,3,2,4,0,7,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0
421,0,1,1,0,0,5,0,3,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,0,2,3,2,4,0,7,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1
422,0,0,2,1,1,4,1,7,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,1,5,0,1,0,1,1,1,2,6,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0
423,0,0,0,3,2,3,5,0,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,0,1,2,3,2,1,4,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0
424,0,1,1,2,4,2,2,6,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,1,2,2,4,6,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1
425,0,0,0,3,2,3,5,0,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,0,1,2,3,2,1,4,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1
426,0,1,1,0,0,5,0,3,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,0,2,3,2,4,0,7,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1
427,0,1,1,0,0,5,0,3,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,0,2,3,2,4,0,7,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1
428,0,0,2,1,2,1,4,4,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,1,0,1,1,3,4,2,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1
429,0,1,1,0,0,5,6,1,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,3,4,0,3,5,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0
430,0,1,1,0,2,1,4,4,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,1,0,1,1,3,4,2,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0
431,0,0,2,1,1,4,1,7,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,0,1,1,1,2,6,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0
432,0,0,2,1,1,4,1,7,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,0,1,1,1,2,6,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1
433,0,1,1,2,4,2,0,3,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,6,0,0,2,3,2,4,0,7,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0
434,0,1,1,2,4,3,2,6,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,1,2,3,2,6,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1
435,0,0,2,1,1,4,1,2,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,0,0,0,1,2,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0
436,0,1,1,2,4,2,2,6,-1,1,1,1,1,0,0,0,0,0,0,0,0,3,2,6,2,0,0,1,2,2,4,6,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1
437,0,1,1,0,4,2,0,4,12,0,0,0,0,0,0,0,0,0,0,1,0,4,2,3,2,0,1,0,1,1,3,4,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1
438,0,0,0,3,3,4,1,2,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,1,0,0,0,1,2,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1
439,0,0,2,1,1,1,4,7,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,0,1,1,1,2,6,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0
440,0,1,1,2,2,3,5,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,1,2,3,2,1,4,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0
441,0,1,1,0,2,1,4,4,4,0,0,0,0,0,0,0,0,0,0,2,2,4,4,3,7,0,1,0,1,1,3,4,2,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,0
442,0,0,0,3,2,3,5,0,2,1,1,1,1,0,0,0,0,0,1,0,0,3,0,5,4,0,0,1,2,3,2,1,4,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0
443,0,0,2,1,2,1,4,7,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,0,1,1,3,4,6,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1
444,0,0,2,1,1,1,4,7,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,0,1,1,1,2,6,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0
445,0,1,1,2,4,2,2,6,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,1,2,2,4,6,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1
446,0,0,2,1,1,4,1,2,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,0,0,0,1,2,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1
447,0,0,0,3,3,4,1,2,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,1,0,0,0,1,2,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1
448,0,0,2,1,2,1,4,4,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,3,7,0,1,0,1,1,3,4,2,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1
449,0,1,1,2,4,3,5,6,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,1,2,3,2,6,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1
450,0,1,1,2,4,3,5,6,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,1,2,3,2,6,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1
451,0,1,1,0,0,5,6,1,-1,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,3,4,0,3,5,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1
452,0,0,0,3,3,0,3,5,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,0,0,5,5,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1
453,0,0,0,3,2,3,5,0,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,0,1,2,3,2,1,4,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0
454,0,1,1,0,2,1,4,4,4,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,1,0,1,1,3,4,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1
455,0,1,1,0,0,5,6,1,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,3,4,0,3,5,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
456,0,1,1,2,4,2,0,3,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,0,2,3,2,4,0,7,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
457,0,1,1,2,4,2,2,3,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,1,2,2,4,6,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0
458,0,1,1,2,4,2,2,6,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,1,2,2,4,6,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0
459,0,0,0,3,3,0,3,5,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,0,0,5,5,3,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1
460,0,0,2,1,1,4,1,2,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,0,0,0,1,2,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0
461,0,1,1,2,4,2,2,6,-1,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,2,0,0,1,2,2,4,6,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0
462,0,0,2,1,1,4,1,2,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,0,0,0,1,2,1,1,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1
463,0,1,1,0,0,5,0,3,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,0,2,3,2,4,0,7,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0
464,0,0,2,1,1,4,1,2,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,0,1,1,1,2,6,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,1
465,0,1,1,2,4,2,2,6,2,1,1,1,1,0,0,0,0,0,0,1,0,3,2,6,2,0,0,1,2,2,4,6,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1
466,0,1,1,2,4,2,0,3,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,0,2,3,2,4,0,7,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1
467,0,0,2,1,1,1,4,7,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,0,1,1,3,4,6,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0
468,0,0,0,3,3,0,3,5,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,0,0,5,5,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0
469,0,1,1,2,4,2,2,3,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,1,2,2,4,6,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
470,0,1,1,2,4,2,2,6,2,1,1,1,1,0,0,0,0,0,0,1,0,3,2,6,2,0,0,1,2,2,4,6,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0
471,0,0,2,1,1,4,1,2,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,0,0,0,1,2,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0
472,0,1,1,0,0,5,6,1,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,0,2,3,2,4,0,7,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1
473,0,1,1,0,0,5,0,3,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,0,2,3,2,4,0,7,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0
474,0,1,1,2,4,2,2,6,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,1,2,2,4,6,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0
475,0,1,1,0,0,5,6,1,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,3,4,0,3,5,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1
476,0,0,0,3,3,0,3,2,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,1,0,0,0,5,5,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0
477,0,1,1,0,0,5,6,1,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,3,4,0,3,5,0,1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0
478,0,1,1,0,0,5,6,1,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,3,4,0,3,5,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1
