,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_min_samples_7_xi_0_05_min_cluster_size_0_1,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33,random_model_n34,random_model_n35,random_model_n36,random_model_n37,random_model_n38
167,0,0,1,0,4,2,0,7,74,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,2,0,2,6,5,0,0,0,3,1,0,2,2,2,0,1,0,2,2,0,3,3,0,1,0,1,1,0,0,3,2,1,1,0,0,2,1,2,0,2,0,3,1,1,1
168,0,0,0,1,2,4,2,0,75,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,0,0,4,3,1,2,0,0,0,2,2,3,3,0,2,1,2,0,0,1,3,2,0,2,1,1,3,1,1,0,2,3,3,1,2,1,1,1,3,3,2,2,2,2,1,0
169,0,0,0,1,2,4,2,0,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,0,0,4,3,3,4,0,0,0,2,0,2,0,1,2,1,3,0,1,0,0,2,0,3,2,3,1,1,1,1,0,1,3,1,2,0,1,3,2,1,3,2,3,3,1,0
170,0,0,1,0,1,0,1,5,76,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,0,2,2,2,4,0,1,0,0,0,1,3,1,1,0,0,3,2,2,0,2,3,2,3,0,1,3,3,2,1,0,3,2,0,3,0,0,1,0,2,3,3,0,0,3,1,3
171,0,0,1,0,1,0,1,5,29,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,0,2,2,2,5,0,1,0,0,1,3,3,2,0,0,2,1,1,2,1,0,0,2,1,1,1,2,3,3,0,3,0,2,2,1,0,0,0,2,2,0,2,1,1,3,2,2
172,0,0,1,0,4,2,0,7,38,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,2,0,2,6,5,0,0,2,1,1,2,0,3,0,1,3,2,3,1,3,2,0,2,3,3,3,1,0,2,0,1,0,0,0,3,2,0,2,3,0,0,3,2,3,0
173,0,0,1,0,4,2,0,2,77,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,2,0,2,6,6,0,0,0,1,1,0,2,1,2,0,2,0,3,3,0,0,1,3,0,3,1,2,3,3,3,0,3,3,3,0,2,1,3,1,0,1,0,2,3,2
174,0,0,1,0,4,2,0,7,74,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,2,0,2,0,1,0,0,1,2,3,0,3,2,3,0,1,2,0,0,1,2,0,2,2,0,3,1,1,3,1,2,0,2,1,2,3,2,1,0,0,0,3,1,0,1
175,0,1,2,2,3,3,4,4,78,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,3,1,1,2,3,0,0,0,1,0,1,3,1,2,0,2,3,0,1,1,3,1,1,1,3,2,2,1,0,2,1,1,1,3,1,3,1,1,3,0,3,3,2,3,2
176,0,0,0,1,2,4,2,0,34,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,0,0,4,3,1,2,0,0,2,3,0,3,0,0,2,0,1,2,2,0,1,1,0,1,0,3,1,0,1,1,2,2,2,1,1,1,3,1,1,1,3,1,2,0,1,2
177,0,0,1,0,4,2,0,7,10,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,2,0,2,6,5,0,0,3,3,0,0,2,0,0,0,0,3,2,0,1,2,0,1,2,1,3,1,0,2,2,1,2,1,2,3,1,3,2,2,3,1,1,1,3,0
178,0,0,1,0,4,2,0,7,38,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,2,0,2,6,5,0,0,1,2,0,3,2,2,1,2,0,3,2,1,2,2,2,0,0,1,0,0,3,2,2,0,1,3,0,1,1,1,3,0,1,3,0,2,1,1
179,0,1,2,2,3,3,4,1,45,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,3,1,1,4,0,0,0,2,0,0,2,1,2,1,3,2,3,0,2,2,2,3,3,1,2,1,0,2,3,2,3,1,0,3,1,0,1,3,1,0,2,3,2,1,1
180,0,0,1,0,4,2,0,2,65,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,6,0,0,2,2,0,2,6,6,0,0,0,3,3,1,3,3,2,0,0,2,0,3,0,2,1,3,0,3,3,3,1,2,0,3,0,0,3,2,2,1,0,0,0,1,3,3,3,2
181,0,1,2,2,3,3,3,1,79,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,3,1,1,2,0,0,0,0,1,1,3,2,2,2,1,1,2,2,0,3,0,0,3,1,0,3,1,0,0,1,0,3,3,0,0,0,2,0,2,3,2,1,1,2,2
182,0,0,1,0,4,2,0,7,80,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,2,0,2,0,1,0,0,3,0,3,2,2,0,1,0,3,2,0,3,0,3,0,2,0,2,2,0,0,3,1,1,2,2,1,2,0,0,0,3,0,0,0,0,2,1
183,0,1,0,1,2,1,6,6,14,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,1,0,0,2,0,3,4,0,0,2,0,0,3,2,3,1,0,2,1,3,3,3,3,1,2,1,3,2,2,0,1,2,1,0,2,3,3,1,2,1,2,2,2,2,1,0,1
184,0,1,2,2,3,3,4,4,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,3,1,1,2,3,0,0,2,2,0,2,2,3,3,3,0,2,1,2,3,1,3,2,1,1,2,2,2,3,1,1,1,2,0,2,3,0,2,3,1,1,0,1,0,2
185,0,0,0,1,2,4,2,0,34,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,0,0,4,3,1,2,0,0,2,3,0,0,1,1,1,1,1,3,1,0,1,1,0,3,2,1,1,1,1,3,0,1,1,1,0,1,2,3,0,1,1,1,2,1,0,1
186,0,0,1,0,4,2,0,7,38,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,2,0,2,6,5,0,0,0,1,0,0,3,3,2,2,1,0,1,3,0,2,1,3,2,0,2,0,0,2,3,1,0,2,2,0,1,2,3,1,1,3,0,1,0,1
187,0,0,1,0,4,2,0,7,52,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,2,0,2,6,5,0,0,1,3,2,3,0,2,0,1,3,1,0,0,0,1,3,2,1,3,3,3,0,2,2,2,2,1,0,1,0,3,0,2,0,1,0,3,3,3
188,0,1,0,1,0,1,6,6,4,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,2,0,1,0,1,2,5,3,4,0,0,2,2,0,3,0,1,1,1,2,1,1,1,3,2,1,2,3,1,0,2,2,1,0,0,2,0,2,2,2,1,2,2,1,3,0,2,0,1
189,0,0,1,0,4,2,0,2,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,2,2,0,2,6,6,0,0,2,2,3,2,0,0,0,0,3,1,3,0,2,1,3,3,3,2,1,1,2,2,3,2,0,2,0,3,3,0,3,3,3,1,0,3,0,3
190,0,1,2,2,3,3,3,1,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,3,1,1,4,0,0,0,2,2,0,3,3,1,0,2,2,3,3,1,3,3,0,1,2,2,2,1,1,0,3,2,2,2,1,2,1,0,2,2,3,3,2,1,2,2
191,0,0,1,0,1,0,1,5,29,0,0,0,0,0,0,0,0,0,1,1,2,2,1,5,7,0,0,2,2,2,5,4,1,0,0,2,3,1,1,1,1,2,2,2,1,2,2,1,0,0,0,2,2,1,2,2,0,2,0,3,2,3,1,2,3,3,0,3,1,0,1,1,2
192,0,1,0,3,0,5,5,3,63,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,1,3,0,5,4,0,0,3,0,2,2,3,3,3,1,0,3,2,0,2,0,0,3,2,2,1,0,1,0,2,0,3,1,0,0,0,2,1,1,1,1,0,3,0,0
193,0,0,1,0,4,2,0,7,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,2,0,2,6,5,0,0,3,3,2,2,0,2,1,2,3,2,2,3,2,1,3,2,0,0,0,1,0,3,3,1,0,0,2,1,0,1,0,1,2,0,3,3,3,2
194,0,1,2,2,3,3,4,4,81,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,3,1,1,2,0,0,0,0,0,0,3,0,2,1,2,1,1,3,2,1,2,1,2,2,2,2,3,2,1,1,3,2,2,2,3,3,2,2,3,2,2,1,0,3,3
195,0,1,2,2,3,1,3,1,18,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,3,0,1,1,3,2,5,4,0,0,0,2,1,1,1,3,3,3,0,0,3,3,1,2,1,1,2,2,1,2,3,2,3,3,0,3,3,1,2,0,0,2,0,3,2,3,3,1,1
196,0,0,0,1,2,1,6,2,82,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,0,0,0,2,5,4,6,0,0,3,3,0,3,0,3,1,3,2,1,2,0,1,2,2,3,0,2,2,1,0,3,2,2,0,0,0,3,1,1,2,0,0,1,3,1,3,0
197,0,0,1,0,4,2,0,7,28,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,2,0,2,6,5,0,0,1,2,3,2,2,3,0,2,0,1,0,2,2,1,0,3,3,2,1,3,1,3,3,2,1,3,0,0,0,2,1,2,0,3,2,3,2,2
198,0,0,1,0,4,2,0,7,28,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,2,0,2,6,5,0,0,1,2,3,2,2,3,3,3,3,3,1,2,3,0,1,2,0,3,0,1,1,1,0,2,2,2,3,3,2,2,0,3,2,0,0,1,3,3
199,0,0,0,1,2,1,6,6,14,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,1,0,0,2,5,3,4,0,0,2,1,1,3,0,3,0,3,0,3,3,2,3,3,3,1,1,3,1,0,0,1,1,0,1,2,1,1,3,3,1,1,1,0,3,2,1,3
200,0,1,2,2,1,1,3,1,-1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,3,0,1,1,3,2,5,4,0,0,0,0,2,2,2,0,1,1,3,1,0,2,0,2,3,3,0,3,0,1,1,3,2,2,1,3,2,3,2,2,3,1,0,0,2,3,2,3,2
201,0,1,0,3,0,1,6,6,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,1,0,1,2,5,4,4,0,0,2,1,1,3,0,3,3,2,2,0,2,3,0,0,0,2,3,1,2,2,1,2,3,1,1,2,1,1,0,2,1,3,3,0,3,1,0,1
202,0,1,2,3,0,5,3,1,83,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,3,0,1,1,1,2,5,4,0,0,0,0,3,1,1,3,0,2,1,0,1,3,1,2,3,3,2,1,2,3,3,3,1,3,3,1,2,3,0,3,0,2,1,0,2,0,3,1,3
203,0,0,1,0,1,0,1,2,29,0,0,0,0,0,0,0,0,0,1,1,2,2,1,5,7,0,0,2,2,2,5,4,6,0,0,2,3,0,0,2,3,0,2,2,1,3,2,2,0,0,2,3,1,0,2,0,0,3,2,3,1,0,2,3,1,3,2,0,1,0,2,0,1
204,0,1,0,3,0,5,5,3,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,1,3,0,5,7,0,0,1,1,1,0,1,3,1,0,3,0,0,1,1,0,3,2,2,1,1,1,0,0,0,0,0,3,2,1,3,2,1,1,2,0,2,0,3,3
205,0,0,0,1,2,1,6,2,1,0,0,0,0,0,0,0,0,0,1,1,1,2,0,5,7,0,0,2,2,2,5,4,6,0,0,1,0,2,3,3,3,1,0,0,1,0,2,2,1,3,1,0,2,3,1,1,0,2,3,3,1,3,0,3,0,0,2,0,1,3,2,1,1
206,0,1,0,3,0,1,6,6,4,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,1,0,1,2,5,3,4,0,0,1,3,0,3,2,2,1,3,1,3,3,2,1,3,3,0,3,2,0,0,3,2,2,1,2,0,1,0,3,1,3,3,0,2,2,1,3,1
207,0,0,0,1,2,4,2,0,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,0,0,4,3,1,2,0,0,2,1,3,0,3,1,2,2,2,3,3,0,2,1,1,3,2,1,1,0,2,1,3,3,1,3,0,0,3,2,3,0,3,2,3,2,0,1
208,0,0,1,1,2,4,2,2,84,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,0,2,0,2,5,4,6,0,0,1,0,0,1,3,1,3,3,0,2,3,1,2,3,3,1,0,1,0,1,0,2,1,1,0,1,0,2,3,3,1,0,2,0,1,3,3,1
209,0,1,0,3,0,1,6,6,4,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,1,0,1,2,5,3,4,0,0,1,3,0,0,0,3,0,0,1,3,2,0,1,0,1,0,2,3,1,0,2,0,2,0,0,2,1,0,2,2,1,2,2,0,1,2,2,2
210,0,1,2,3,3,3,3,1,72,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,3,2,5,4,0,0,0,0,2,1,1,0,0,0,1,3,0,1,2,2,0,3,0,3,2,2,1,1,0,3,2,2,1,3,2,3,3,1,1,1,0,0,3,3,0
211,0,0,0,1,2,1,6,0,85,0,0,0,0,0,0,0,0,0,1,2,1,0,0,6,7,0,0,0,0,2,5,4,6,0,0,2,0,2,1,2,0,3,1,3,1,3,3,3,3,1,1,1,1,1,0,3,3,2,0,2,1,0,3,2,1,0,0,3,2,1,2,0,3
212,0,1,2,2,3,3,3,1,79,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,3,1,1,2,0,0,0,0,3,0,3,2,3,3,2,1,0,1,3,3,3,3,2,0,3,2,3,3,1,1,0,1,0,1,3,2,3,1,1,0,0,0,0,2,1
213,0,0,1,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,0,2,2,0,4,0,1,0,0,3,3,0,1,1,0,3,3,1,0,2,2,0,1,1,2,1,0,3,3,3,3,1,3,2,1,3,2,2,3,1,2,0,1,2,2,1,0
214,0,1,2,2,3,3,4,4,86,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,3,1,1,2,3,0,0,1,1,2,1,3,3,1,3,1,3,0,1,1,1,1,1,3,3,0,1,2,2,1,2,3,2,2,1,2,0,2,0,1,1,2,3,2,2
215,0,0,1,0,4,2,0,7,38,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,2,0,2,6,5,0,0,0,3,0,2,1,1,0,0,0,1,3,1,2,1,0,3,2,3,3,1,1,3,0,1,3,1,2,3,2,3,0,0,0,0,1,3,2,2
216,0,1,0,1,2,1,6,6,14,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,1,0,0,3,0,3,4,0,0,1,1,0,0,1,3,0,0,2,2,1,2,0,2,2,2,3,1,1,2,0,1,1,2,1,0,1,2,3,2,0,3,3,3,1,2,0,1
217,0,0,1,0,4,2,0,2,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,2,2,0,2,6,6,0,0,1,3,2,2,3,0,1,0,1,3,1,1,1,0,3,0,1,2,0,3,0,0,1,2,0,1,1,2,2,2,3,1,0,2,3,3,1,3
218,0,0,0,1,2,4,2,6,87,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,2,0,1,0,0,4,3,3,4,0,0,3,3,0,1,3,3,0,2,3,1,2,3,0,2,0,3,3,3,1,0,3,3,1,3,1,2,1,1,3,0,3,0,0,0,1,0,3,0
219,0,0,1,0,1,0,1,5,46,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,0,2,2,2,4,0,1,0,0,0,3,2,1,1,1,3,0,1,1,2,3,2,1,1,2,1,2,3,0,2,0,2,2,1,0,0,3,1,1,1,1,1,3,3,0,0,1
220,0,0,1,0,4,2,0,7,88,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,2,0,2,6,6,0,0,1,0,1,0,3,3,1,3,0,2,3,0,0,0,3,1,3,3,0,0,2,2,3,3,2,1,2,3,2,0,1,0,0,0,0,0,1,1
221,0,0,0,1,2,1,6,6,33,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,1,0,0,2,5,3,4,0,0,3,1,0,1,2,1,2,0,2,1,1,1,2,2,0,1,3,2,0,0,2,1,0,0,1,3,2,2,2,1,3,0,0,0,1,0,2,1
222,0,0,1,0,1,0,1,5,29,0,0,0,0,0,0,0,0,0,1,1,2,2,1,5,7,0,0,2,2,2,5,4,1,0,0,1,0,0,2,2,2,1,2,2,1,2,0,3,2,3,1,3,0,3,1,3,1,3,3,2,0,0,0,2,3,1,0,3,3,1,2,3,0
223,0,0,1,0,1,1,6,2,29,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,0,2,2,2,5,4,6,0,0,1,3,1,3,3,0,2,1,1,2,2,1,0,1,0,0,1,1,0,2,0,0,0,0,2,1,1,2,3,1,0,2,2,0,2,1,1,3
224,0,0,1,0,4,2,0,2,40,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,2,0,2,6,6,0,0,2,2,2,0,2,3,3,0,3,1,3,0,1,2,3,2,2,2,3,0,3,3,0,3,2,0,1,0,0,1,1,0,2,3,2,3,1,2
225,0,0,0,1,2,4,2,0,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,0,0,4,3,1,2,0,0,1,1,3,3,0,2,3,1,3,1,1,0,3,3,2,0,2,3,2,3,1,3,1,2,1,0,0,1,0,1,3,2,0,0,1,2,2,0
226,0,1,2,2,1,0,4,4,89,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,1,0,0,1,3,1,4,0,3,0,0,0,1,0,2,0,0,3,3,0,1,3,2,3,2,0,1,2,3,1,3,2,2,3,1,3,3,1,0,3,2,0,3,2,3,2,3,3,1
227,0,1,2,3,3,3,3,1,67,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,1,3,5,4,0,0,0,0,1,3,0,1,1,2,0,2,0,1,0,0,3,1,3,0,1,1,1,2,0,3,0,1,2,2,3,2,1,2,2,2,3,1,1,2,3
228,0,0,1,1,2,1,6,2,29,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,0,2,0,2,5,4,6,0,0,3,3,0,1,1,1,3,0,3,3,0,0,0,0,2,0,2,3,2,3,2,2,3,3,1,2,0,3,1,0,3,3,0,1,0,2,3,1
229,0,1,0,3,0,1,6,6,4,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,1,0,1,2,5,3,4,0,0,2,2,3,0,1,1,0,2,2,2,2,0,2,2,1,3,1,2,3,3,2,3,2,2,3,1,0,0,3,3,2,2,3,1,2,3,1,3
230,0,1,0,3,0,5,5,3,17,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,1,3,0,3,7,0,0,1,0,0,0,1,0,0,3,3,0,3,0,3,1,2,3,1,1,2,3,2,1,2,2,3,3,1,2,2,1,2,1,2,1,0,2,2,1
231,0,1,2,2,3,3,4,4,24,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,3,1,1,2,3,0,0,0,2,1,3,0,0,1,2,1,3,1,3,2,0,3,1,1,2,1,2,3,2,0,3,1,2,0,1,2,3,1,1,2,2,3,1,1,1
232,0,1,2,3,0,5,3,3,9,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,1,3,0,5,0,0,0,3,0,0,0,0,2,3,1,1,3,3,0,3,0,2,2,2,0,3,0,2,1,3,0,0,1,2,0,3,1,3,2,3,3,0,1,0,3
233,0,1,2,2,3,3,4,4,8,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,3,1,1,2,3,0,0,3,0,1,0,3,2,1,2,2,3,2,2,0,0,1,0,3,2,3,3,0,2,3,0,0,3,3,3,0,1,2,0,3,0,0,3,0,2
234,0,0,1,0,4,2,0,2,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,2,2,2,2,4,6,0,0,0,2,3,3,3,3,0,1,2,1,1,3,1,2,3,0,1,1,0,0,1,1,0,2,0,0,0,3,1,0,1,3,1,2,3,2,2,3
235,0,1,0,3,0,5,5,3,15,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,1,3,0,5,7,0,0,3,3,2,0,1,2,1,2,2,3,0,3,0,3,2,1,3,2,0,2,0,0,0,2,0,2,1,3,1,3,1,1,3,0,0,3,1,0
236,0,1,0,3,0,5,5,3,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,1,3,0,5,7,0,0,1,3,3,0,0,1,3,3,2,2,1,1,1,1,0,3,0,3,1,2,1,2,1,1,3,0,2,0,2,3,3,1,3,2,2,1,1,2
237,0,1,0,3,0,5,5,3,57,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,1,3,0,3,4,0,0,2,1,0,2,3,2,3,2,3,0,3,2,0,1,2,0,2,0,2,3,1,3,3,2,3,0,2,3,3,1,3,3,3,1,3,0,0,3
238,0,0,1,1,2,4,2,0,90,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,0,0,4,3,1,2,0,0,3,1,3,3,1,0,1,1,2,3,0,2,3,3,0,3,3,1,3,0,2,1,0,3,2,3,1,1,3,1,2,2,1,2,1,0,2,1
239,0,0,1,0,2,1,6,2,29,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,0,2,2,2,5,4,6,0,0,1,0,2,3,3,0,1,2,3,1,2,3,0,0,0,2,2,0,1,3,2,3,1,0,2,2,2,0,0,3,1,1,3,3,2,1,2,0
240,0,0,1,1,2,4,2,0,6,0,0,0,0,0,0,0,0,0,1,1,1,0,4,6,5,0,0,2,0,4,3,1,6,0,0,1,1,1,2,0,1,0,2,3,0,0,3,2,3,1,1,0,3,3,2,2,3,2,1,0,1,3,2,2,0,0,3,2,2,2,3,1,0
241,0,1,2,2,3,3,3,1,39,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,3,1,1,4,0,0,0,0,1,0,3,2,0,0,0,1,0,2,2,0,2,1,0,0,1,2,3,2,2,1,0,3,0,2,3,3,3,0,3,3,3,0,2,1,0
242,0,1,2,2,3,3,4,4,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,3,1,1,2,3,0,0,1,1,1,2,1,3,3,2,1,0,2,1,1,2,3,2,2,3,3,2,1,2,0,1,0,3,2,2,2,1,3,1,2,3,1,1,1,1
243,0,0,1,0,4,2,0,7,74,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,2,0,2,6,1,0,0,0,0,3,3,3,2,2,1,1,2,1,1,0,2,0,0,1,2,2,3,0,2,2,0,0,3,2,0,2,2,2,1,0,2,2,1,2,0
244,0,0,1,0,1,2,1,2,91,0,0,0,0,0,0,0,0,0,1,1,2,2,1,5,7,0,0,2,2,2,5,4,6,0,0,1,2,3,3,1,0,1,2,2,2,2,3,1,3,1,0,1,2,3,3,3,3,1,1,0,2,3,2,3,3,1,0,2,1,1,3,2,1
245,0,0,0,1,2,4,2,0,62,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,0,0,4,3,3,4,0,0,0,3,1,3,0,1,1,0,0,2,2,2,0,3,0,0,2,3,2,1,2,1,3,3,2,1,3,2,1,3,0,2,1,0,3,0,2,0
246,0,1,2,2,1,0,1,5,43,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,0,1,3,2,4,0,1,0,0,1,0,3,1,0,0,2,2,0,0,2,3,0,3,3,3,1,0,0,1,1,0,1,2,2,1,3,3,1,1,2,1,0,3,1,0,2,2
247,0,1,0,3,0,5,5,3,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,1,3,0,5,7,0,0,3,3,0,1,2,1,0,0,1,0,0,2,0,3,2,2,3,0,0,3,3,0,2,1,2,2,1,2,1,3,3,2,0,1,3,1,2,2
248,0,1,2,2,1,0,4,5,64,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,1,0,0,1,3,1,4,0,1,0,0,1,3,3,1,2,2,2,2,1,2,1,3,3,2,2,1,0,1,0,3,3,2,2,3,1,0,3,3,2,2,2,3,2,1,0,3,3,3
249,0,0,1,0,4,2,0,2,-1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,5,7,0,0,2,2,2,5,4,6,0,0,1,3,2,0,2,1,3,3,2,2,2,0,0,1,2,1,3,1,3,3,3,0,1,2,0,1,0,0,0,3,1,3,3,1,3,3,1,0
250,0,1,2,2,3,3,4,4,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,3,1,1,2,3,0,0,3,2,3,0,1,0,0,1,3,1,2,1,3,0,3,3,0,2,2,1,2,2,2,1,2,1,0,2,3,3,2,1,3,3,2,3,3,1
251,0,0,1,0,4,2,0,2,31,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,2,0,2,6,6,0,0,1,0,1,3,1,0,3,1,3,2,2,1,0,2,1,2,3,1,3,2,3,0,0,3,0,2,2,1,2,2,3,1,1,1,3,1,2,0
252,0,1,2,2,1,0,4,5,92,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,4,0,0,1,3,1,4,0,1,0,0,0,0,1,0,2,1,2,1,3,1,3,1,0,2,3,2,2,0,0,1,3,2,0,2,3,2,1,0,1,0,1,1,2,0,1,2,2,2
253,0,1,2,2,3,3,3,1,18,0,0,0,0,0,0,0,0,0,0,0,3,2,5,0,3,0,1,1,3,2,5,4,0,0,0,2,2,1,0,3,1,2,3,3,2,3,2,1,2,2,3,0,2,2,2,0,3,1,1,2,1,3,1,0,1,2,2,3,1,1,0,0,3
