,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_01_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_n1,random_n2,random_n3,random_n4,random_n5,random_n6,random_n7,random_n8,random_n9,random_n10,random_n11,random_n12,random_n13,random_n14,random_n15,random_n16,random_n17
357,0,1,2,2,3,2,5,4,1,1,0,0,0,0,0,0,0,0,1,2,3,2,4,0,2,0,0,2,3,0,3,2,2,2,1,2,2,0,0,2,0,1,1,2,2,1,2,2,2,0,0,0
358,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,1,5,0,0,0,2,2,0,1,1,1,2,1,0,0,1,0,2,1,0,0,1
359,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,1,7,0,0,0,2,2,0,1,1,0,2,0,2,0,0,2,2,2,0,1
360,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,1,5,0,0,0,0,0,1,2,2,2,1,1,0,1,1,0,0,1,2,0,0
361,0,0,0,0,4,4,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,1,3,2,0,4,1,2,2,2,2,1,0,2,1,2,2,2,1,1,1,1,0,0,1
362,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,6,1,-1,0,2,0,1,2,0,2,2,1,0,0,0,0,2,2,2,1
363,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,3,1,0,-1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,2,1,0
364,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,1,1,7,0,0,1,2,1,2,1,0,1,0,2,0,2,2,1,0,2,0,1
365,0,1,2,3,2,0,1,6,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,2,1,1,4,6,5,2,1,1,0,1,1,2,1,2,0,2,2,0,1,1,2,1,0,0
366,0,1,2,3,2,0,6,6,-1,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,2,1,1,4,6,5,2,1,0,2,1,1,0,2,2,0,2,1,2,2,1,1,1,0,1
367,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,3,1,0,0,0,2,1,0,1,1,2,2,1,0,2,2,0,1,2,0,0
368,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,6,1,2,2,0,0,1,2,0,1,2,1,1,0,2,0,2,2,1,0
369,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,1,5,0,0,0,0,0,2,0,0,2,0,2,1,0,0,1,0,2,2,2,0
370,0,1,2,2,3,5,0,4,13,6,0,0,0,0,0,0,0,0,1,2,3,2,1,1,6,0,0,2,3,0,3,2,2,2,-1,2,0,0,0,2,1,1,0,2,2,1,1,2,1,1,0,1
371,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,1,1,7,0,0,0,1,1,0,0,0,2,2,0,0,1,2,0,0,1,2,2
372,0,1,2,2,3,5,0,4,4,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,2,3,0,3,2,2,2,1,0,0,1,2,1,2,0,2,2,2,0,0,2,0,1,0,0
373,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,3,1,0,0,1,0,1,2,2,0,1,2,1,1,0,0,2,0,1,2,0
374,0,0,0,0,4,4,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,0,1,3,2,0,3,1,2,1,0,1,0,1,2,0,2,2,2,2,2,2,0,0,1,1
375,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,3,1,0,0,1,1,1,0,0,2,2,1,1,1,1,2,0,2,2,1,2
376,0,1,1,1,1,1,1,6,29,1,0,0,0,0,0,0,0,0,1,1,0,1,4,4,2,0,0,2,1,1,4,6,5,2,1,2,0,1,2,2,1,1,1,2,2,2,2,0,1,2,0,2
377,0,1,1,1,1,1,3,2,16,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,1,1,7,0,-1,2,1,2,2,1,2,0,1,0,0,1,2,2,2,2,2,1
378,0,1,2,2,3,5,0,4,-1,1,0,0,0,0,0,0,0,0,1,1,3,2,1,1,2,0,0,2,3,0,3,2,2,2,1,2,1,2,2,1,0,1,2,2,0,1,2,2,1,1,1,1
379,0,0,0,0,4,4,4,7,-1,10,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,0,1,3,2,0,4,1,-1,0,1,0,2,1,1,0,2,1,0,0,0,1,2,2,2,1
380,0,1,2,2,3,5,0,3,20,9,0,0,0,0,0,0,0,0,1,2,3,2,2,1,5,0,0,2,3,0,3,2,2,2,-1,0,1,1,1,0,1,2,0,1,0,0,2,0,1,0,2,2
381,0,0,0,0,0,3,2,1,-1,-1,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,6,1,-1,2,0,2,1,1,2,0,2,1,1,2,0,1,2,0,2,2
382,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,1,7,0,0,0,1,0,2,0,1,2,0,2,1,0,1,2,1,2,0,0
383,0,1,2,2,3,5,0,3,31,13,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,2,3,0,3,2,2,2,-1,0,1,0,1,2,2,0,0,2,0,1,1,2,1,2,1,1
384,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,3,1,0,-1,1,0,1,0,0,0,2,0,0,2,0,2,0,0,2,0,0
385,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,6,1,2,1,2,0,1,1,0,0,1,2,2,2,0,1,1,2,1,0
386,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,6,1,2,2,2,2,1,1,0,1,1,2,1,0,1,1,0,0,1,2
387,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,3,1,0,0,2,2,2,2,2,1,1,0,2,0,2,2,2,0,0,0,2
388,0,0,2,3,2,2,5,0,-1,16,0,0,0,0,0,0,0,0,0,2,1,3,5,0,6,0,1,2,1,1,4,6,5,2,-1,0,2,2,0,1,0,0,2,2,0,0,0,2,1,2,1,2
389,0,1,2,3,2,2,5,0,24,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,6,0,1,2,3,0,4,6,5,2,1,2,0,0,1,1,1,1,1,1,0,1,0,1,2,2,1,2
390,0,1,2,2,3,5,0,4,4,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,2,3,0,3,2,2,2,1,1,1,2,2,0,1,2,0,1,0,0,0,2,0,1,1,0
391,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,6,1,2,2,2,2,2,1,0,2,2,2,0,1,2,0,2,0,0,0
392,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,6,1,2,2,2,1,2,2,0,2,1,2,0,1,2,1,2,2,2,1
393,0,1,2,2,3,5,0,4,4,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,2,3,0,3,2,2,2,1,2,1,2,2,0,0,1,0,1,0,0,0,2,1,0,1,2
394,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,3,1,0,0,2,1,2,0,2,2,1,2,0,2,0,1,1,2,2,0,0
395,0,1,2,2,3,2,5,4,1,1,0,0,0,0,0,0,0,0,1,2,3,3,4,0,2,0,0,2,3,0,3,2,2,2,1,0,0,0,0,2,2,2,0,1,1,1,2,2,1,1,1,2
396,0,0,0,0,4,4,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,1,3,2,0,4,1,2,0,2,1,2,2,1,0,2,1,1,2,2,0,2,0,1,2
397,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,3,1,0,-1,2,2,2,2,1,0,1,1,0,2,2,1,1,2,1,1,1
398,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,3,1,0,-1,0,0,2,1,0,2,0,0,0,1,1,0,1,0,1,0,0
399,0,0,0,0,4,4,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,1,3,2,0,4,1,2,2,1,0,2,1,2,0,1,0,1,0,2,1,0,2,0,2
400,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,1,1,7,0,0,1,2,0,0,2,1,1,0,2,2,1,1,0,2,0,2,0
401,0,1,2,2,3,2,1,4,12,1,0,0,0,0,0,0,0,0,1,2,3,3,4,4,2,0,0,2,3,0,3,2,2,2,1,0,2,1,1,2,2,0,0,0,1,1,1,1,1,0,1,2
402,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,1,1,7,0,0,0,1,2,0,0,2,1,2,2,2,2,2,0,2,2,2,2
403,0,1,2,3,2,2,5,0,24,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,6,0,1,2,3,1,4,6,5,2,1,2,2,2,0,2,2,2,0,0,2,0,0,1,2,2,2,2
404,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,5,0,0,0,2,1,1,0,0,2,0,2,1,0,0,0,2,1,2,1,1
405,0,0,2,3,2,2,5,0,17,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,6,0,0,2,3,0,3,2,2,2,1,1,1,1,0,1,0,1,2,2,0,2,2,2,0,0,1,2
406,0,0,0,0,4,4,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,1,3,2,0,4,1,2,1,2,2,0,0,1,1,2,0,1,2,0,2,2,0,0,0
407,0,0,0,3,2,0,6,5,30,8,0,0,0,0,0,0,0,0,0,2,1,4,5,3,3,0,1,0,1,3,4,6,5,2,-1,2,1,0,2,0,0,0,1,0,2,2,0,1,2,1,1,2
408,0,1,2,2,3,5,0,4,4,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,2,3,0,3,2,2,2,1,2,2,2,1,0,2,2,2,2,2,1,0,0,1,1,0,1
409,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,1,5,0,0,0,2,0,2,2,0,2,2,1,2,1,2,1,1,0,2,0,1
410,0,0,0,0,4,4,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,1,3,2,0,3,1,2,0,2,0,1,0,1,2,1,1,0,2,0,0,0,0,2,2
411,0,0,0,0,4,4,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,1,3,2,0,3,1,2,1,0,2,0,2,0,2,1,1,1,0,0,1,1,1,1,2
412,0,0,0,0,4,4,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,1,3,2,0,3,1,2,0,1,0,1,2,1,1,0,0,1,0,1,0,2,2,0,1
413,0,1,1,1,1,1,3,2,-1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,1,7,0,-1,1,1,1,2,2,1,2,1,2,0,1,0,1,0,2,2,0
414,0,1,2,2,3,2,1,4,12,1,0,0,0,0,0,0,0,0,1,2,3,3,4,4,2,0,0,2,3,0,3,2,2,2,1,2,0,2,2,2,1,2,2,2,2,2,0,1,1,1,0,2
415,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,1,1,7,0,0,0,1,0,1,0,0,1,1,1,1,2,0,1,1,0,2,2
416,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,1,5,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,0
417,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,1,1,7,0,0,2,2,2,2,0,2,1,0,0,0,2,0,2,1,1,2,2
418,0,0,0,0,4,4,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,0,1,3,2,0,3,1,2,1,2,0,1,0,0,1,0,2,2,2,2,1,1,0,1,1
419,0,0,0,0,4,4,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,1,3,2,0,4,1,-1,0,1,0,2,0,2,2,2,0,1,0,1,2,1,2,2,0
420,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,3,1,-1,0,1,2,0,2,2,0,0,1,1,2,1,2,1,2,0,2
421,0,0,0,0,4,4,4,7,25,10,0,0,0,0,0,0,0,0,0,0,2,4,5,5,3,0,1,0,1,3,2,0,4,1,-1,1,2,0,0,0,2,0,1,1,2,2,1,0,1,1,1,0
422,0,1,2,2,3,5,0,4,4,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,2,3,0,3,2,2,2,1,0,1,0,0,1,1,1,1,1,2,1,2,2,0,1,0,0
423,0,0,0,0,4,4,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,0,1,3,2,0,4,1,2,0,1,2,2,0,0,0,2,0,0,2,0,0,1,2,1,1
424,0,1,2,2,3,2,5,4,-1,1,0,0,0,0,0,0,0,0,1,2,3,2,2,0,2,0,0,2,3,0,3,2,2,2,1,1,2,2,1,1,0,1,0,1,0,1,1,1,0,1,0,1
425,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,1,5,0,0,0,2,0,1,1,0,1,1,1,1,1,0,1,2,2,2,0,2
426,0,0,0,0,4,4,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,0,1,3,2,0,4,1,2,2,0,1,0,0,1,1,0,1,2,0,0,2,2,2,1,0
427,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,3,1,0,-1,1,2,2,1,1,1,2,1,1,2,0,1,1,1,0,2,0
428,0,0,0,0,4,4,4,7,-1,2,0,0,0,0,0,0,0,0,0,0,2,4,5,5,3,0,1,0,1,3,2,0,3,1,-1,2,2,0,0,1,1,0,0,1,0,0,2,0,0,1,1,0
429,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,6,1,2,0,1,2,2,2,2,0,0,0,0,0,2,1,2,0,0,1
430,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,6,1,2,2,1,0,2,1,2,1,0,1,1,2,2,0,1,2,0,0
431,0,1,2,3,2,0,6,6,33,1,0,0,0,0,0,0,0,0,1,2,1,3,5,3,6,0,1,2,1,1,4,6,5,2,1,0,0,2,1,1,2,2,1,2,1,0,0,2,2,0,0,1
432,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,6,1,2,1,0,1,1,1,0,2,2,0,1,2,2,2,2,1,1,2
433,0,1,1,1,1,1,3,2,-1,-1,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,3,1,0,-1,1,0,2,0,2,2,0,2,2,0,0,2,0,1,0,0,0
434,0,1,2,2,3,5,0,3,-1,-1,3,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,2,3,0,3,2,2,2,-1,1,1,1,1,0,1,0,0,0,2,0,1,2,2,2,1,1
435,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,3,1,0,0,1,0,2,1,2,0,2,1,2,1,2,2,2,1,0,0,2
436,0,1,2,3,2,2,1,6,14,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,2,0,0,2,1,1,4,6,5,2,1,2,2,1,2,1,2,1,1,0,1,0,1,1,1,1,1,2
437,0,1,2,3,2,2,1,6,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,0,2,1,1,4,6,5,2,1,1,2,1,0,2,0,2,1,1,0,1,1,2,1,2,1,1
438,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,0,1,3,2,0,3,1,2,1,2,0,0,2,1,1,2,2,0,2,0,2,1,2,1,2
439,0,0,2,3,2,2,5,0,-1,16,0,0,0,0,0,0,0,0,1,2,1,3,4,0,6,0,1,2,3,0,4,6,5,2,-1,1,0,1,1,0,1,1,2,1,1,1,0,0,0,1,2,0
440,0,0,0,0,4,4,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,1,3,2,0,4,1,2,0,0,0,2,0,0,0,1,0,1,0,2,1,2,1,1,1
441,0,1,1,3,2,0,6,5,-1,4,0,0,0,0,0,0,0,0,1,2,1,3,5,3,6,0,1,2,1,1,4,6,5,2,-1,2,1,0,1,0,1,0,1,1,0,2,0,0,2,0,1,0
442,0,1,1,1,1,1,3,2,-1,-1,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,3,1,0,-1,2,2,2,0,0,2,0,1,2,2,0,0,2,2,0,0,0
443,0,1,1,1,1,1,1,4,6,3,0,0,0,0,0,0,0,0,1,1,0,1,0,2,2,0,0,2,3,0,4,6,5,2,-1,0,2,2,2,2,1,2,1,0,1,1,2,2,0,0,2,0
444,0,1,2,2,3,2,5,0,32,15,0,0,0,0,0,0,0,0,1,2,3,2,2,0,2,0,0,2,3,0,3,2,2,2,-1,2,1,0,2,0,0,2,1,1,2,2,1,1,2,0,0,1
445,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,6,1,-1,1,1,2,1,1,1,2,1,1,2,1,1,0,2,1,0,0
446,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,3,1,0,-1,2,2,1,2,0,1,0,0,2,0,0,0,1,2,0,0,1
447,0,1,1,2,3,5,0,4,-1,-1,2,0,0,0,0,0,0,0,1,1,0,1,1,1,5,0,0,2,3,0,3,2,2,0,-1,0,1,1,0,1,1,0,1,0,1,2,0,2,2,0,2,0
448,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,1,5,0,0,-1,1,2,1,2,0,0,2,1,2,1,1,0,0,0,2,0,2
449,0,0,0,0,4,4,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,1,3,2,0,4,1,2,0,2,0,1,1,2,2,1,0,1,0,0,0,1,2,1,2
450,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,6,1,2,1,2,0,2,0,2,1,2,1,2,1,2,2,1,1,1,1
451,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,1,5,0,0,0,1,0,1,1,0,0,0,2,1,1,0,1,1,0,2,1,0
452,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,6,1,2,1,1,2,0,1,0,2,1,0,1,0,1,2,2,1,2,2
453,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,3,1,2,0,1,0,0,0,0,0,1,0,1,0,0,1,1,2,1,1
454,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,6,1,2,1,2,0,2,2,2,2,0,2,1,2,0,0,1,1,0,2
455,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,1,7,0,0,2,2,0,2,2,1,1,2,1,0,1,2,1,1,2,2,1
456,0,0,0,3,2,0,6,5,-1,-1,0,0,0,0,0,0,0,0,0,2,1,4,5,3,3,0,1,0,1,1,4,6,5,1,1,1,0,2,0,1,1,1,1,2,1,0,1,2,0,2,2,0
457,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,3,1,0,0,0,1,2,0,2,0,0,0,0,0,2,0,2,2,1,1,2
458,0,0,0,0,4,4,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,0,1,3,2,0,3,1,2,2,1,2,0,1,2,1,1,0,0,0,2,0,1,2,2,2
459,0,1,2,2,3,5,0,3,-1,17,4,2,1,1,0,0,0,0,1,2,3,2,1,1,6,0,0,2,3,0,3,2,2,0,-1,2,1,0,0,1,0,2,0,2,1,1,0,0,1,2,1,0
460,0,0,2,3,2,0,6,5,33,1,0,0,0,0,0,0,0,0,1,2,1,3,5,3,6,0,1,2,1,1,4,6,5,2,1,1,2,0,1,0,1,1,2,0,0,2,1,2,2,1,1,1
461,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,3,1,0,-1,0,0,2,0,2,0,0,2,1,2,2,1,0,2,1,1,0
462,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,3,1,0,0,2,2,2,0,1,2,1,0,0,0,1,2,0,2,2,0,1
463,0,0,0,0,4,4,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,1,3,2,0,3,1,2,0,0,2,1,1,2,1,2,2,0,2,1,2,0,0,2,0
464,0,0,0,0,4,4,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,1,3,2,0,3,1,2,2,2,0,2,1,0,1,0,2,1,2,0,0,1,2,0,1
465,0,0,0,0,4,4,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,1,3,2,0,4,1,-1,0,1,2,2,2,1,2,2,1,0,2,0,1,1,2,0,0
466,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,3,1,0,-1,0,1,2,1,0,1,0,2,0,2,1,2,2,0,2,1,1
467,0,0,0,0,4,4,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,0,1,3,2,0,3,1,2,1,0,2,0,2,0,0,1,2,0,0,0,1,0,2,0,1
468,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,1,1,7,0,0,0,0,0,0,1,2,0,0,2,2,1,0,0,0,0,2,2
469,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,1,5,0,0,0,2,1,2,0,1,1,1,1,0,2,2,0,2,0,1,1,1
470,0,1,2,2,3,5,0,3,-1,-1,3,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,2,3,0,3,2,2,2,-1,0,1,2,0,2,2,0,1,0,1,2,0,1,2,2,2,1
471,0,0,0,0,4,4,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,1,3,2,0,3,1,2,0,1,2,2,0,2,1,2,0,2,0,2,2,1,0,0,2
472,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,1,5,0,0,0,0,0,2,1,0,2,1,1,1,2,2,1,0,1,1,1,1
473,0,0,0,0,4,4,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,1,3,2,0,3,1,2,2,2,2,2,2,2,0,2,2,1,1,2,2,1,1,0,2
474,0,1,2,2,3,5,0,4,-1,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,2,3,0,3,2,2,2,1,1,2,0,2,0,2,2,2,2,1,0,2,1,2,0,2,0
475,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,1,7,0,0,0,2,2,1,1,0,2,0,0,0,1,1,2,0,0,0,0
476,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,1,1,7,0,0,2,0,0,0,2,2,2,1,2,1,0,0,0,2,2,0,1
477,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,1,1,7,0,0,1,2,0,2,2,2,2,1,2,1,0,1,2,1,2,1,0
478,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,3,1,0,0,0,1,1,1,2,2,0,1,1,0,0,0,1,0,2,2,0
