,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5
417,0,1,2,0,1,2,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,3,0,5,4,0,1,2,2,1,3,2,5,7,-1,0,0,1,1,0
418,0,0,1,2,3,0,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,1,1,0,5,6,7,0,-1,0,1,0,0,0
419,0,0,1,2,3,3,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,1,3,4,1,6,2,0,-1,0,0,1,1,0
420,0,0,1,2,0,3,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,0,2,0,0,1,3,4,1,6,2,0,-1,0,1,1,0,0
421,0,1,0,1,4,5,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,4,1,5,2,0,1,0,0,2,2,4,6,0,-1,1,1,1,1,0
422,0,0,1,2,0,3,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,0,0,0,0,1,3,4,1,6,7,0,-1,0,1,1,1,0
423,0,0,1,2,3,0,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,5,2,0,0,1,3,4,0,1,7,0,-1,0,0,0,0,1
424,0,0,1,2,0,3,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,4,0,4,7,0,0,1,3,4,1,6,2,0,-1,1,0,0,0,1
425,0,0,1,2,3,0,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,0,0,0,1,1,3,4,5,4,0,-1,1,0,1,1,0
426,0,0,1,2,0,3,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,0,2,2,2,0,0,0,3,4,1,4,6,0,-1,1,1,0,1,1
427,0,0,1,2,3,3,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,2,4,0,0,1,3,4,1,6,2,0,-1,1,1,0,0,1
428,0,0,1,2,3,0,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,1,1,0,5,3,0,0,-1,1,1,1,1,1
429,0,0,1,2,3,0,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,1,1,0,5,3,0,0,-1,0,1,1,1,1
430,0,1,0,1,4,5,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,1,4,1,4,0,1,0,0,2,2,0,3,7,-1,0,0,0,1,0
431,0,0,1,2,0,3,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,0,4,3,7,0,0,0,3,4,1,4,6,0,-1,0,0,1,1,0
432,0,1,2,3,2,4,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,4,1,3,3,0,1,2,2,1,3,2,1,0,-1,1,1,1,1,0
433,0,1,2,3,2,4,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,1,3,3,0,1,2,2,1,0,1,1,0,-1,0,1,0,0,1
434,0,0,1,2,3,0,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,1,1,0,5,3,7,0,-1,1,1,0,0,1
435,0,0,0,1,0,5,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,4,1,2,0,0,1,0,0,2,2,0,3,0,-1,1,0,0,1,1
436,0,0,1,2,3,0,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,1,1,4,1,6,7,0,-1,0,0,1,1,1
437,0,0,1,2,3,0,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,2,4,0,0,1,1,0,5,3,7,0,-1,1,0,0,0,0
438,0,0,1,2,3,0,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,3,2,4,0,0,1,1,3,4,5,4,0,-1,1,0,0,1,0
439,0,0,1,2,3,0,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,1,1,0,5,3,0,0,-1,0,1,1,0,1
440,0,0,0,1,0,3,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,3,1,5,7,0,0,0,3,4,1,4,6,0,-1,0,1,0,1,0
441,0,1,2,3,2,4,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3,3,2,0,0,1,2,2,1,0,1,1,0,-1,1,0,1,1,1
442,0,0,1,2,3,0,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,1,1,0,5,3,0,0,-1,1,0,1,0,0
443,0,0,1,2,3,3,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,3,4,0,0,0,1,3,4,1,6,2,0,-1,0,0,1,1,1
444,0,0,1,3,2,4,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,1,4,7,0,1,2,2,1,0,1,1,0,0,1,0,0,0,0
445,0,0,1,2,0,3,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,2,2,0,0,1,3,4,1,6,4,0,-1,1,1,0,0,1
446,0,1,2,3,2,4,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,3,1,5,5,0,1,2,2,1,0,1,1,0,-1,1,0,1,0,1
447,0,0,1,2,3,0,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,2,1,2,0,0,1,1,0,5,6,7,0,-1,1,0,1,1,0
448,0,0,1,2,3,0,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,6,2,0,0,1,1,3,0,1,4,0,-1,0,1,0,1,1
449,0,1,2,3,2,4,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,3,0,2,0,0,1,2,2,1,0,1,1,0,-1,1,1,0,1,0
450,0,0,1,2,0,0,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,1,4,5,4,0,0,0,3,4,1,4,6,0,-1,0,0,1,1,0
451,0,1,2,3,2,4,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,2,1,0,7,0,1,2,2,1,0,1,1,0,-1,0,1,0,0,1
452,0,0,1,2,3,0,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3,4,6,0,0,0,1,1,3,4,5,4,0,-1,0,1,1,1,1
453,0,0,1,2,0,0,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,0,2,0,0,1,3,4,0,1,7,0,-1,0,0,1,0,0
454,0,0,1,2,3,0,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,1,1,0,5,6,7,0,-1,0,0,1,1,0
455,0,0,1,2,3,0,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,3,2,4,0,0,1,1,3,4,5,4,0,-1,1,1,0,0,0
456,0,0,1,2,0,3,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,3,2,4,1,0,0,1,3,3,4,5,4,0,-1,0,0,0,0,1
457,0,0,1,2,3,0,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,4,2,4,0,0,1,1,3,4,5,4,0,-1,0,1,1,0,0
458,0,0,1,2,3,0,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,4,2,4,0,0,1,1,3,4,5,4,0,-1,0,0,1,0,1
459,0,0,1,2,3,0,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,3,4,1,6,0,0,1,1,3,4,5,4,0,-1,0,0,1,1,0
460,0,1,2,3,2,4,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,1,4,2,6,0,1,2,2,1,0,1,1,0,-1,1,1,0,0,1
461,0,1,2,0,1,2,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,0,1,4,0,1,2,2,1,3,2,5,2,-1,0,0,0,1,0
462,0,0,1,2,3,0,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3,0,4,4,0,0,1,1,3,4,5,4,0,-1,0,1,1,0,1
463,0,0,1,2,3,0,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,1,1,4,1,6,7,0,-1,1,1,0,0,0
464,0,0,1,2,3,0,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,1,1,0,5,3,0,0,-1,0,0,0,1,1
465,0,1,0,1,4,5,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,1,0,6,6,0,0,0,3,4,1,4,6,0,-1,1,0,0,0,0
466,0,0,1,2,0,0,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,6,2,0,0,1,3,4,0,1,7,0,-1,1,0,0,1,1
467,0,0,1,2,0,3,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,1,3,0,2,0,0,1,3,4,1,6,2,0,-1,0,0,0,1,0
468,0,1,2,0,1,2,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,4,5,3,0,1,2,2,1,3,2,5,6,-1,1,1,1,0,1
469,0,0,0,1,0,5,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,1,1,0,7,0,0,0,3,4,1,4,6,0,-1,0,0,1,1,1
470,0,0,1,2,0,3,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,3,4,0,0,0,0,1,3,4,1,6,2,0,-1,1,1,0,1,1
471,0,0,1,2,3,0,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,2,3,0,5,0,0,1,1,3,4,5,4,0,-1,0,0,0,0,0
472,0,0,1,2,3,0,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,2,6,4,0,0,1,1,0,5,1,7,0,-1,1,1,0,1,1
473,0,0,1,2,3,0,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,3,0,5,0,0,1,3,3,4,5,4,0,-1,0,0,1,1,0
474,0,0,1,2,0,3,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,4,4,1,0,0,0,0,3,4,1,6,7,0,-1,0,1,0,0,0
475,0,0,1,2,3,0,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,2,1,4,0,0,1,1,0,5,6,7,0,-1,0,1,0,0,0
476,0,0,1,2,3,0,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,6,2,0,0,1,3,3,0,1,7,0,-1,0,1,0,1,0
477,0,0,1,2,3,0,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,1,1,0,5,3,0,0,-1,1,0,1,1,0
478,0,0,1,2,0,3,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,4,4,0,0,1,3,4,1,6,7,0,-1,0,0,0,0,1
479,0,1,0,1,4,5,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,2,1,4,3,0,1,0,0,2,2,0,3,0,-1,1,0,1,1,0
480,0,0,1,2,3,0,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,1,1,0,5,6,7,0,-1,1,0,1,1,0
481,0,0,1,2,3,0,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,4,1,4,0,0,1,1,0,5,3,0,0,-1,1,1,0,1,1
482,0,0,1,2,0,3,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,4,4,4,0,0,1,3,4,0,6,7,0,-1,1,1,0,0,1
483,0,0,1,2,3,0,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,1,1,0,5,6,7,0,-1,1,1,1,1,1
484,0,0,1,2,0,0,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,4,2,0,2,0,0,1,3,4,0,1,7,0,-1,0,1,1,1,0
485,0,1,0,1,4,1,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,2,1,2,2,0,0,0,3,4,2,4,6,11,-1,1,1,1,0,1
486,0,0,1,2,3,0,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,4,1,4,0,0,1,1,0,5,3,0,0,-1,0,0,1,0,0
487,0,1,2,3,2,4,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,3,0,0,6,0,1,2,2,1,3,2,1,0,-1,1,1,1,0,1
488,0,0,1,2,0,3,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,0,2,0,0,1,3,4,1,6,2,0,-1,0,1,1,0,0
489,0,0,1,2,3,0,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,4,2,4,3,0,0,1,1,0,0,1,7,0,-1,0,1,1,0,1
490,0,0,1,2,3,0,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,1,1,3,4,5,4,0,-1,0,0,0,0,1
491,0,0,1,2,3,0,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,0,3,1,3,0,0,1,1,0,5,3,0,0,-1,0,1,1,0,0
492,0,1,2,3,2,4,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,0,5,6,1,0,1,2,2,1,0,1,1,0,-1,1,1,1,0,0
493,0,0,1,2,3,0,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,2,3,6,2,0,0,1,1,0,5,3,0,0,-1,1,0,1,1,0
494,0,0,1,2,3,0,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,2,4,0,0,1,1,3,4,5,4,0,-1,0,1,0,1,0
495,0,0,1,2,3,0,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,2,2,0,0,1,1,3,4,5,4,0,-1,0,0,1,0,0
496,0,0,0,1,0,5,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,0,1,3,0,0,0,0,2,2,0,7,0,-1,0,0,0,0,1
497,0,0,1,2,3,0,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,1,1,0,5,6,7,0,-1,0,1,0,0,1
498,0,1,2,3,2,4,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,4,1,1,5,0,1,2,2,1,0,1,1,0,-1,1,0,0,0,0
499,0,1,2,3,2,4,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,1,4,3,2,0,1,2,2,1,3,2,1,0,-1,0,0,0,0,1
500,0,0,1,2,3,0,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,0,2,0,0,1,1,4,0,1,7,0,-1,0,0,0,0,0
501,0,1,0,1,4,5,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,2,2,1,7,0,1,0,0,2,2,0,3,0,-1,1,1,0,0,1
502,0,0,1,2,0,3,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,0,2,0,0,1,3,4,1,6,2,0,-1,1,1,0,0,1
503,0,1,2,0,1,2,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,0,5,4,0,1,2,2,1,3,2,5,7,-1,1,0,1,0,1
504,0,1,0,1,4,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,3,5,3,2,0,0,0,0,2,2,0,3,0,-1,1,0,1,1,0
505,0,0,0,1,4,1,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,4,3,6,5,0,0,0,3,4,1,4,6,11,-1,0,1,1,0,1
506,0,0,1,2,0,3,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,6,7,0,0,1,3,4,1,6,7,0,-1,1,1,0,0,1
507,0,0,0,1,0,3,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,5,1,1,0,0,0,3,4,1,4,6,0,-1,1,1,0,1,0
508,0,0,1,2,3,0,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,1,6,6,0,0,1,1,0,0,1,7,0,-1,0,0,0,1,0
509,0,1,0,1,4,5,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,1,1,1,2,0,1,0,0,2,2,0,3,0,-1,1,1,0,0,0
510,0,0,1,2,0,3,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,4,5,6,5,0,0,1,3,4,1,4,6,0,-1,0,0,1,1,1
511,0,0,1,2,3,0,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,1,1,0,5,3,0,0,-1,0,1,0,1,1
512,0,1,0,1,4,5,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,1,4,3,6,0,1,0,0,2,2,0,3,0,-1,1,1,0,1,1
513,0,0,1,2,3,0,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,0,2,0,0,1,1,0,0,1,7,0,-1,0,0,0,1,1
514,0,0,1,2,3,0,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,2,2,0,0,1,1,3,0,1,4,0,-1,0,0,1,0,1
515,0,0,1,2,0,3,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,0,4,0,0,1,3,4,1,6,2,0,-1,0,0,1,0,1
516,0,1,2,3,2,4,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,3,4,4,7,0,1,2,2,1,0,1,1,0,0,1,0,1,0,0
517,0,1,2,3,2,4,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,2,3,5,3,0,1,2,2,1,0,1,1,0,0,1,1,0,1,0
518,0,0,1,2,0,3,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,4,0,2,0,0,0,3,4,1,6,7,0,-1,1,0,0,1,0
519,0,0,1,2,0,3,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,2,0,2,0,0,1,3,4,1,6,7,0,-1,1,0,0,0,0
520,0,0,0,1,0,3,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,3,0,6,2,0,0,0,3,4,1,6,2,0,-1,0,0,0,0,1
521,0,1,2,0,1,2,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,0,5,2,1,0,1,2,2,1,3,2,5,4,-1,0,0,0,1,1
522,0,0,1,2,3,0,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,1,1,0,5,3,0,0,-1,0,0,1,1,0
523,0,0,1,2,0,3,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,5,2,0,0,1,3,4,1,6,7,0,-1,0,1,0,1,1
524,0,0,1,2,0,3,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,2,4,1,0,0,1,3,4,1,6,2,0,-1,1,1,1,1,0
525,0,0,1,2,0,3,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,0,3,4,6,0,0,1,3,4,1,6,2,0,-1,0,1,1,1,0
526,0,0,1,2,0,3,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,5,0,6,0,0,0,0,4,0,1,7,0,-1,1,1,0,0,0
527,0,0,1,2,3,0,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,1,1,0,5,6,7,0,-1,1,1,0,0,1
528,0,0,1,2,0,3,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,4,4,2,0,0,0,0,3,4,1,4,6,0,-1,0,0,1,0,0
529,0,0,1,2,0,3,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,2,4,4,0,0,1,3,4,1,6,7,0,-1,0,0,0,0,1
530,0,0,1,2,0,3,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,0,2,0,0,1,3,4,1,6,2,0,-1,1,1,1,1,0
531,0,0,1,2,0,3,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,2,6,7,0,0,1,3,4,1,6,7,0,-1,1,1,0,0,0
532,0,0,1,2,3,0,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,1,1,0,5,3,7,0,-1,0,0,1,1,0
533,0,1,2,3,2,4,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,3,3,0,0,1,2,2,1,0,1,1,0,-1,1,0,0,0,1
534,0,0,1,2,0,3,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,4,6,0,0,1,3,4,1,6,2,0,-1,1,0,0,1,1
535,0,1,2,3,2,4,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,2,2,6,0,0,1,2,2,1,3,2,1,0,-1,0,0,0,1,1
536,0,0,1,2,0,5,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,3,3,1,7,0,0,0,3,4,0,1,7,0,-1,0,0,0,1,1
537,0,0,0,1,0,5,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,4,2,4,1,0,0,0,0,2,2,0,3,0,-1,0,1,0,0,1
538,0,0,1,2,0,3,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,3,3,3,0,0,0,1,3,4,1,6,2,0,-1,0,1,0,0,1
539,0,0,0,1,0,1,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,1,0,3,3,0,0,0,3,4,1,4,6,11,-1,1,0,0,0,1
540,0,0,1,2,0,3,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,4,3,3,6,0,0,0,3,4,1,4,6,0,-1,0,0,0,1,0
541,0,0,0,1,4,5,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,3,2,4,1,0,0,0,0,2,2,0,7,0,-1,0,0,1,0,1
542,0,0,1,2,3,0,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,2,2,0,2,7,0,0,1,1,3,4,5,4,0,-1,0,0,0,0,1
543,0,0,1,2,3,0,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,3,3,2,4,0,0,1,1,3,4,5,4,0,-1,0,1,1,0,0
544,0,0,1,2,3,0,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,1,2,4,0,0,1,3,4,1,6,7,0,-1,1,1,1,1,0
545,0,0,1,2,3,0,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,2,3,2,4,0,0,1,1,3,4,5,4,0,-1,0,1,1,1,1
546,0,0,1,2,3,3,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,1,3,4,1,6,2,0,-1,1,0,0,1,0
547,0,0,1,2,0,3,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,1,1,3,0,0,0,1,3,4,1,6,2,0,-1,0,0,0,1,0
548,0,0,1,2,3,3,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,1,3,4,1,6,2,0,-1,0,1,1,1,1
549,0,0,1,2,3,3,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,1,5,4,2,0,0,1,3,3,4,5,4,0,-1,1,0,0,1,0
550,0,0,1,2,3,0,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,4,5,0,0,1,1,0,5,5,2,0,-1,1,1,1,1,1
551,0,0,1,2,0,3,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,3,2,4,2,7,0,0,1,3,4,1,6,2,0,-1,1,0,0,0,1
552,0,0,1,2,3,0,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,1,2,0,0,0,1,1,3,4,5,4,0,-1,0,0,0,0,1
553,0,0,1,2,0,3,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,2,5,1,4,0,0,1,3,4,1,6,2,0,-1,0,1,0,1,0
554,0,0,1,2,3,0,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,3,3,2,0,0,0,1,1,3,4,5,4,0,-1,1,1,1,1,0
555,0,0,1,2,0,3,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,1,0,4,0,0,1,3,3,4,5,4,0,-1,0,1,1,1,1
556,0,0,1,2,0,3,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,3,3,2,1,0,0,1,3,4,1,6,2,0,-1,0,1,0,1,1
557,0,0,1,2,3,3,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,2,2,4,7,0,0,1,3,3,4,5,4,0,-1,0,0,0,1,1
558,0,0,1,2,3,0,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,3,4,3,6,0,0,1,3,4,0,4,6,0,-1,0,1,1,1,1
