,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_n1,random_n2,random_n3,random_n4,random_n5
307,0,0,1,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,0,3,2,1,4,6,1,0,2,0,0,1,0
308,0,0,1,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,0,2,3,5,6,4,1,0,2,0,0,1,2
309,0,1,2,0,1,3,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,1,4,0,2,7,0,2,1,0,1,2,0
310,0,1,0,2,2,2,4,4,-1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,0,1,3,3,0,0,-1,1,2,1,0,2
311,0,1,0,2,4,1,5,6,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,0,2,0,1,2,0,1,0,1,0,2,2,2,0
312,0,0,1,1,1,3,2,5,11,2,0,0,0,0,0,0,0,0,1,0,0,0,1,3,4,0,0,1,3,4,0,2,5,1,2,1,0,2,1,2
313,0,1,0,2,2,2,5,6,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,0,1,3,3,0,0,1,1,0,1,1,0
314,0,1,2,0,1,3,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,1,4,0,2,7,0,2,2,0,1,0,0
315,0,1,0,2,2,2,4,4,13,2,0,0,0,0,0,0,0,0,0,2,1,2,4,1,1,0,0,1,1,0,4,5,2,0,2,1,1,2,0,1
316,0,0,1,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,0,3,2,1,4,6,1,0,2,2,2,1,2
317,0,1,2,0,1,3,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,3,4,0,2,7,0,2,1,0,1,2,2
318,0,0,1,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,0,2,3,5,1,3,1,0,1,2,1,1,1
319,0,1,2,0,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,3,1,2,0,1,0,1,1,0,0,1,0
320,0,1,0,2,2,2,4,7,13,2,0,0,0,0,0,0,0,0,0,2,1,4,4,1,1,0,0,1,1,0,4,5,2,0,2,2,2,0,0,2
321,0,0,1,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,0,2,3,5,1,3,1,0,0,1,0,1,1
322,0,0,1,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,0,3,2,1,4,6,1,0,0,2,0,2,1
323,0,0,2,0,1,3,2,5,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,3,4,0,2,5,1,2,1,2,0,2,2
324,0,1,0,2,2,2,4,4,5,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,0,1,3,3,0,0,1,2,1,2,0,2
325,0,1,2,0,1,3,2,5,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,3,4,0,2,5,0,2,1,0,0,2,0
326,0,1,0,2,4,1,5,6,24,1,0,0,0,0,0,0,0,0,0,2,1,4,5,6,2,0,0,2,0,1,2,0,1,0,1,1,1,0,1,0
327,0,0,1,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,0,3,2,1,4,6,1,0,0,2,0,2,2
328,0,0,2,0,1,3,2,5,19,2,0,0,0,0,0,0,0,0,1,0,2,0,1,3,4,0,0,1,3,4,0,2,5,1,2,0,0,0,0,0
329,0,0,1,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,0,3,2,1,4,6,1,0,1,0,2,1,0
330,0,1,2,0,4,5,6,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,1,1,0,4,5,7,0,2,2,0,0,1,1
331,0,0,1,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,0,3,2,1,4,6,1,0,2,2,1,1,2
332,0,1,2,0,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,3,1,2,0,1,0,1,2,0,2,2,2
333,0,0,1,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,0,2,3,5,1,3,1,0,1,1,0,0,0
334,0,0,1,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,0,2,3,5,1,3,1,0,0,0,1,2,1
335,0,0,1,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,0,3,2,1,4,6,1,0,0,2,1,2,1
336,0,0,1,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,0,3,2,1,4,6,1,0,0,1,0,0,2
337,0,0,1,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,0,2,3,5,6,4,1,0,0,1,1,2,2
338,0,1,2,0,1,3,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,3,4,0,2,7,0,2,0,2,2,0,0
339,0,1,2,0,4,5,6,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,1,1,0,4,2,7,0,2,0,0,0,0,1
340,0,1,0,2,2,2,5,6,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,0,1,3,3,0,0,1,1,1,2,2,2
341,0,1,0,2,4,5,6,7,2,2,0,0,0,0,0,0,0,0,0,2,2,4,3,5,1,0,0,1,1,0,4,5,2,0,2,0,1,2,1,0
342,0,0,1,3,0,0,3,2,16,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,0,2,3,5,6,4,1,0,1,0,0,2,1
343,0,1,0,2,2,2,5,6,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,0,1,3,3,0,0,1,0,2,2,0,2
344,0,0,1,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,0,3,2,1,4,6,1,0,0,1,0,0,2
345,0,1,0,2,4,5,6,7,2,2,0,0,0,0,0,0,0,0,0,2,2,4,3,5,1,0,0,1,1,0,4,5,2,0,2,0,2,1,0,2
346,0,1,2,0,1,3,2,5,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,3,4,0,2,5,0,2,0,1,1,0,1
347,0,1,2,0,1,3,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,1,4,0,2,7,0,2,1,1,1,1,0
348,0,1,2,0,4,5,6,7,-1,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,1,1,0,4,5,2,0,2,1,2,2,2,0
349,0,1,0,2,2,2,5,6,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,2,0,1,3,3,0,0,1,2,1,2,0,2
350,0,0,1,3,0,0,3,2,6,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,0,2,3,5,6,4,1,0,2,1,2,1,2
351,0,1,0,2,2,2,5,6,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,0,1,3,0,0,0,1,1,0,2,2,2
352,0,1,0,2,4,1,5,6,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,0,2,0,1,2,0,1,0,1,1,1,2,0,1
353,0,0,1,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,0,3,2,1,4,6,1,0,2,0,0,0,2
354,0,1,2,0,1,5,6,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,5,4,0,0,1,1,4,0,2,7,0,2,0,0,1,2,2
355,0,0,1,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,0,3,2,1,4,6,1,0,2,2,1,0,0
356,0,0,1,3,0,0,3,2,17,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,0,2,3,5,1,3,1,0,0,0,1,2,0
357,0,1,0,2,2,2,5,6,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,0,1,3,3,0,0,1,0,0,1,2,0
358,0,0,1,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,0,2,3,5,6,4,1,0,2,0,2,2,2
359,0,0,1,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,0,3,2,1,4,6,1,0,0,2,1,1,1
360,0,0,1,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,0,2,3,5,1,3,1,0,0,2,1,0,0
361,0,1,0,2,4,5,6,7,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,0,1,1,0,4,5,2,0,2,0,1,2,0,1
362,0,1,2,0,1,3,2,5,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,3,4,0,2,5,0,2,0,1,0,0,0
363,0,0,1,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,0,3,2,1,4,6,1,0,2,0,1,0,0
364,0,0,1,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,0,3,2,1,4,6,1,0,0,1,1,0,1
365,0,1,2,0,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,3,1,2,0,1,0,1,0,0,1,0,2
366,0,1,2,0,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,2,0,1,2,0,1,0,1,1,1,0,2,0
367,0,0,1,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,0,2,3,1,1,3,1,0,0,2,1,0,0
368,0,1,2,0,1,5,6,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,1,1,4,0,2,7,0,2,0,1,2,1,2
369,0,0,1,3,0,0,3,2,16,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,0,2,3,5,6,4,1,0,1,2,1,1,1
370,0,1,0,2,2,2,5,6,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,2,0,1,3,3,0,0,1,0,0,2,1,2
371,0,0,1,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,4,6,0,1,0,2,2,1,1,3,1,0,2,1,2,0,1
372,0,1,0,2,2,2,5,6,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,0,1,3,3,0,0,1,0,0,2,0,2
373,0,0,1,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,4,6,0,1,0,2,2,1,1,3,1,0,2,0,2,1,0
374,0,1,2,0,4,5,6,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,1,1,0,4,5,7,0,2,2,0,0,0,0
375,0,0,1,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,0,2,2,1,1,3,1,0,2,0,2,1,0
376,0,1,2,0,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,3,1,2,0,1,0,1,2,0,2,0,2
377,0,0,1,3,0,0,3,2,-1,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,0,2,3,5,6,4,1,0,0,1,0,0,0
378,0,1,0,2,2,2,5,6,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,0,1,3,0,0,0,1,2,2,1,0,0
379,0,1,0,2,2,2,5,7,-1,2,0,0,0,0,0,0,0,0,0,2,1,4,4,1,1,0,0,1,1,0,4,5,2,0,2,2,2,0,0,1
380,0,1,0,2,2,2,4,4,18,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,0,1,3,3,0,0,-1,0,1,2,0,1
381,0,1,2,0,4,5,6,7,-1,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,1,1,0,4,5,2,0,2,2,1,0,0,0
382,0,0,1,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,0,3,2,1,4,6,1,0,2,1,1,1,0
383,0,1,0,2,2,2,4,4,25,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,0,1,3,3,0,0,1,0,2,0,2,1
384,0,0,1,1,3,4,1,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,1,0,3,2,1,4,6,1,0,0,2,2,0,1
385,0,1,2,0,1,5,6,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,1,1,4,0,2,7,0,2,2,2,1,1,2
386,0,1,2,0,1,3,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,1,4,0,2,7,0,2,1,1,1,2,1
387,0,0,1,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,0,2,3,5,1,3,1,0,0,1,2,0,0
388,0,1,0,2,2,2,5,6,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,0,1,3,3,0,0,1,1,1,0,1,2
389,0,1,0,2,2,2,5,6,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,0,1,3,3,0,0,1,0,1,2,0,1
390,0,1,0,2,2,2,5,6,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,2,0,1,3,3,0,0,1,2,1,1,2,2
391,0,1,2,0,1,3,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,3,4,0,2,7,0,2,2,2,1,1,0
392,0,1,2,0,1,3,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,3,4,0,2,7,0,2,0,1,0,1,0
393,0,1,0,2,2,2,5,6,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,0,1,3,3,0,0,1,0,1,0,0,0
394,0,0,1,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,0,2,3,5,1,3,1,0,2,1,2,0,0
395,0,1,0,2,2,2,5,6,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,0,1,3,3,0,0,1,2,2,2,0,2
396,0,1,2,0,4,5,6,7,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,1,1,0,4,5,2,0,2,1,0,2,1,0
397,0,0,1,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,0,3,2,1,4,6,1,0,2,2,2,2,2
398,0,0,2,1,3,4,1,0,12,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,1,0,3,2,1,4,6,1,0,0,2,0,2,0
399,0,1,2,0,4,5,6,7,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,1,1,0,4,5,2,0,2,0,1,0,1,2
400,0,0,1,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,0,2,3,5,1,3,1,0,1,1,0,1,1
401,0,1,0,2,2,2,5,6,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,0,1,3,3,0,0,1,1,0,1,2,2
402,0,0,1,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,0,2,3,5,1,3,1,0,0,2,2,0,0
403,0,1,0,2,4,1,5,6,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,0,2,0,1,2,0,1,0,1,2,1,0,2,2
404,0,0,1,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,0,2,3,5,1,3,1,0,1,2,1,0,0
405,0,1,0,2,2,2,4,4,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,0,1,3,3,0,0,1,2,2,1,0,2
406,0,1,0,2,4,1,5,6,26,1,0,0,0,0,0,0,0,0,0,2,1,4,3,1,2,0,0,2,0,1,2,0,1,0,1,1,2,2,2,1
407,0,1,0,2,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2,2,4,5,6,0,0,0,2,0,1,2,0,1,0,1,2,2,1,1,2
408,0,1,0,2,2,2,5,6,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,0,1,3,3,0,0,1,1,0,0,1,2
409,0,0,1,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,0,2,3,5,6,4,1,0,0,1,1,2,2
410,0,1,2,0,1,3,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,3,4,0,2,7,0,2,1,0,2,0,1
411,0,1,2,0,1,3,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,5,4,0,0,1,1,4,0,2,7,0,2,1,2,1,2,1
412,0,1,2,0,1,5,6,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,1,1,4,0,2,7,0,2,2,0,0,0,2
413,0,1,2,0,3,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,0,0,2,3,2,2,0,1,0,-1,1,2,0,2,0
414,0,1,0,2,4,1,5,6,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,0,2,0,1,2,0,1,0,1,2,2,2,0,1
415,0,0,1,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,0,2,3,5,1,3,1,0,2,2,0,0,0
416,0,0,1,3,0,0,3,2,-1,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,0,2,3,5,6,4,1,0,0,2,0,2,2
417,0,0,1,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,0,2,3,5,1,3,1,0,0,1,0,2,2
418,0,1,2,0,4,5,6,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,1,1,4,0,2,7,0,2,0,0,1,1,0
419,0,1,0,2,4,5,6,7,22,2,0,0,0,0,0,0,0,0,0,2,1,4,3,1,1,0,0,1,1,0,4,5,2,0,2,0,1,1,1,2
420,0,0,2,0,1,3,2,5,19,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,3,4,0,2,5,1,2,2,0,0,2,2
421,0,1,0,2,2,2,5,6,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,0,1,3,0,0,0,1,0,2,0,2,0
422,0,1,0,2,2,2,5,6,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,2,0,1,3,3,0,0,1,0,1,1,0,2
423,0,1,0,2,4,5,6,7,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,0,1,1,0,4,5,2,0,2,1,0,0,2,2
424,0,1,0,2,2,2,5,6,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,2,0,1,3,3,0,0,1,0,0,1,2,0
425,0,0,1,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,0,2,3,5,6,4,1,0,2,2,0,1,0
426,0,1,0,2,4,5,6,7,2,2,0,0,0,0,0,0,0,0,0,2,2,4,3,5,1,0,0,1,1,0,4,5,2,0,2,0,2,0,0,2
427,0,0,1,1,3,4,1,0,12,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,1,0,3,2,1,4,6,1,0,2,2,1,1,0
428,0,1,0,2,4,1,5,6,26,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,0,2,0,1,2,0,1,0,1,2,0,1,2,1
429,0,1,2,0,1,5,6,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,5,4,0,0,1,1,4,0,2,7,0,2,1,1,0,0,0
430,0,1,2,0,1,5,6,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,1,1,4,0,2,7,0,2,2,0,1,2,2
431,0,1,2,0,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,3,1,2,0,1,0,1,1,1,0,1,2
432,0,1,2,0,1,5,6,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,1,1,4,0,2,7,0,2,0,2,2,1,0
433,0,1,2,0,4,1,0,1,15,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,3,1,2,0,1,0,1,1,1,2,0,1
434,0,1,0,2,2,2,4,4,18,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,0,1,3,3,0,0,-1,2,2,1,2,0
435,0,0,1,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,0,3,2,1,4,6,1,0,2,2,1,1,2
436,0,1,2,0,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,3,1,2,0,1,0,1,1,1,1,2,2
437,0,1,0,2,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,2,0,1,2,0,1,0,1,1,2,0,2,1
438,0,1,2,0,1,3,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,3,4,0,2,7,0,2,2,2,1,2,1
439,0,1,0,2,2,2,5,6,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,0,1,3,3,0,0,1,1,0,2,1,1
440,0,1,2,0,4,5,6,7,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,1,1,0,4,5,2,0,2,0,2,2,1,2
441,0,1,2,0,1,1,0,1,9,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,3,1,2,0,1,0,1,1,1,0,2,1
442,0,1,2,0,4,1,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,3,1,2,0,1,0,1,0,2,2,2,0
443,0,1,0,2,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,2,0,1,2,0,1,0,1,2,1,0,1,2
444,0,1,0,2,2,2,4,4,5,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,0,1,3,3,0,0,1,0,2,0,0,0
445,0,0,2,0,1,3,2,5,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,3,4,0,2,5,1,2,0,2,1,2,1
446,0,1,2,1,3,4,0,1,23,0,0,0,0,0,0,0,0,0,1,0,0,3,5,6,0,0,0,0,3,2,1,4,6,0,0,1,2,0,0,2
447,0,1,0,2,4,1,5,6,-1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,0,2,0,1,2,0,1,0,1,2,0,0,2,2
448,0,0,1,3,0,0,3,2,-1,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,0,2,3,5,6,4,1,0,1,1,2,0,1
449,0,1,0,2,4,5,6,7,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,0,1,1,0,4,5,2,0,2,1,2,1,2,0
450,0,1,2,0,1,5,6,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,1,1,4,0,2,7,0,2,0,1,1,0,0
451,0,0,1,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,0,2,3,5,6,4,1,0,1,1,1,1,1
452,0,1,2,0,1,5,6,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,1,1,4,0,2,7,0,2,2,2,0,2,1
453,0,1,2,0,1,3,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,3,4,0,2,7,0,2,1,2,1,1,1
454,0,1,2,0,1,5,6,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,1,1,4,0,2,7,0,2,2,2,0,1,0
455,0,0,1,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,0,3,2,1,4,6,1,0,0,1,0,2,2
456,0,1,2,0,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,3,1,2,0,1,0,1,0,2,1,1,1
457,0,0,1,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,0,2,3,5,1,3,1,0,1,1,1,0,0
458,0,1,2,0,4,5,6,7,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,1,1,0,4,5,2,0,2,1,2,2,1,2
459,0,1,0,2,2,2,4,4,-1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2,0,0,2,0,1,3,3,0,0,1,1,0,0,1,2
460,0,1,2,0,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,3,1,2,0,1,0,1,0,1,2,2,2
461,0,0,1,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,0,2,3,5,1,3,1,0,0,0,0,1,1
462,0,0,1,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,0,2,3,5,1,3,1,0,0,0,0,0,1
463,0,1,2,0,4,5,6,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,1,1,4,0,2,7,0,2,2,1,1,2,0
464,0,1,2,0,4,5,6,7,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,1,1,0,4,5,2,0,2,0,1,1,1,1
465,0,1,0,2,2,5,6,7,22,2,0,0,0,0,0,0,0,0,0,2,1,4,3,1,1,0,0,1,1,0,4,5,2,0,2,0,1,2,0,1
