,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14
250,0,0,1,3,4,5,5,7,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,0,0,1,1,2,1,5,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0
251,0,1,0,2,4,0,1,4,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,1,1,0,4,1,4,2,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1
252,0,0,1,3,3,3,6,2,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,2,0,5,5,4,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1
253,0,0,1,1,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,1,0,2,0,2,7,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1
254,0,1,0,2,2,4,4,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,3,3,3,0,6,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0
255,0,1,2,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,0,0,1,1,4,3,3,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1
256,0,0,1,3,3,3,6,2,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,2,0,5,5,4,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1
257,0,1,2,0,1,1,3,6,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,3,3,4,3,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1
258,0,1,0,2,2,4,4,3,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,3,3,3,0,6,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1
259,0,1,2,0,1,5,5,1,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,0,1,1,2,1,3,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1
260,0,1,0,2,2,4,4,6,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,1,3,0,0,0,3,3,3,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0
261,0,0,1,3,4,5,5,7,4,0,0,0,0,0,0,0,0,0,0,2,2,4,4,3,7,0,0,0,1,1,2,1,5,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0
262,0,0,1,1,0,2,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,1,0,2,0,2,7,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0
263,0,1,2,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,0,0,1,1,4,3,3,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1
264,0,0,1,1,0,2,0,0,2,1,1,1,1,0,0,0,0,0,0,1,0,3,2,6,2,0,1,1,0,2,0,2,7,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1
265,0,1,2,0,1,1,3,6,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,1,1,4,3,3,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0
266,0,0,1,3,3,3,6,2,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,2,0,5,5,4,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1
267,0,0,1,3,4,5,5,7,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,0,0,1,1,2,1,5,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0
268,0,1,2,0,1,1,3,6,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,3,3,4,3,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0
269,0,1,2,0,4,5,5,7,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,0,0,1,1,2,1,5,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
270,0,1,0,2,2,4,4,3,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,3,3,3,0,6,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1
271,0,1,2,0,1,1,3,6,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,3,3,4,3,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1
272,0,1,2,0,4,5,5,1,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,0,1,1,2,1,3,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0
273,0,0,1,1,0,2,0,5,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,2,0,2,7,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1
274,0,1,2,0,1,1,3,6,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,3,3,4,3,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0
275,0,1,0,2,2,4,4,6,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,0,0,3,3,3,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1
276,0,0,1,1,0,2,2,5,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,1,2,2,2,0,6,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1
277,0,0,1,3,3,3,2,5,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,1,2,2,2,0,6,0,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0
278,0,0,1,1,0,2,0,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,2,0,2,7,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0
279,0,0,1,3,4,5,5,7,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,0,0,1,1,2,1,5,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
280,0,0,1,1,0,2,0,0,-1,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,1,0,2,0,2,7,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1
281,0,1,2,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,0,0,1,1,4,3,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
282,0,0,1,3,3,3,2,5,7,1,1,1,1,0,0,0,0,0,0,1,1,2,2,2,0,0,1,2,2,2,0,6,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1
283,0,0,0,1,4,0,1,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,1,0,4,1,4,2,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0
284,0,0,0,1,4,0,1,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,1,0,4,1,4,2,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0
285,0,0,1,3,3,3,6,2,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,1,2,2,2,0,6,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0
286,0,0,1,3,3,3,6,2,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,1,2,2,2,0,6,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0
287,0,0,1,3,3,3,6,2,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,2,0,5,5,4,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1
288,0,0,1,1,0,2,2,5,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,1,2,2,2,0,6,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1
289,0,1,2,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,0,0,1,1,4,3,3,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1
290,0,1,2,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,0,1,1,4,3,3,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
291,0,0,1,3,3,3,6,2,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,2,0,5,5,4,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1
292,0,0,1,3,4,5,5,7,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,0,0,1,1,2,1,5,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
293,0,0,1,3,3,3,2,5,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,1,2,2,2,0,6,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1
294,0,0,1,1,0,2,0,5,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,2,0,2,7,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1
295,0,1,0,2,2,4,4,3,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,3,3,3,0,6,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0
296,0,0,1,1,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,1,0,4,1,2,7,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0
297,0,0,1,3,3,3,6,2,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,2,0,5,5,4,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1
298,0,1,0,2,2,4,4,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,3,3,3,0,6,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0
299,0,1,2,0,1,1,3,6,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,1,1,4,3,3,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0
300,0,1,2,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,1,1,4,3,3,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0
301,0,1,2,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,1,1,4,3,3,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0
302,0,1,2,0,1,1,3,6,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,3,3,4,3,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0
303,0,1,2,0,1,5,5,1,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,0,1,1,2,1,3,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0
304,0,0,1,3,4,2,2,7,12,0,0,0,0,0,0,0,0,0,0,1,0,4,4,3,7,0,0,0,1,1,2,1,5,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1
305,0,0,1,1,0,2,2,5,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,6,0,1,2,2,2,0,6,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0
306,0,1,2,0,1,1,3,6,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,3,3,4,3,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1
307,0,1,0,2,2,4,4,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,3,3,3,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0
308,0,0,1,3,4,5,5,7,4,0,0,0,0,0,0,0,0,0,0,2,2,4,4,3,7,0,0,0,1,1,2,1,5,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1
309,0,1,0,2,4,0,1,4,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,1,1,0,4,1,4,2,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1
310,0,0,1,1,0,2,0,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,2,0,2,7,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0
311,0,1,0,2,2,4,4,3,-1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,3,3,3,0,6,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1
312,0,0,1,3,3,3,6,2,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,1,2,2,2,0,6,0,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1
313,0,1,0,2,2,1,3,6,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,1,3,0,0,0,3,3,3,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0
314,0,0,1,1,0,2,2,5,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,6,0,1,2,2,2,0,6,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1
315,0,0,1,1,0,2,2,5,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,2,2,2,0,6,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1
316,0,1,2,0,1,5,5,1,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,0,1,1,2,1,3,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1
317,0,1,2,0,1,1,3,6,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,3,3,4,3,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0
318,0,0,1,1,0,2,0,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,2,0,2,7,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1
319,0,1,2,0,1,1,3,6,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,3,3,4,3,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
320,0,1,0,2,2,4,4,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,3,3,3,0,6,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0
321,0,1,0,2,2,4,4,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,3,3,3,0,6,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0
322,0,1,2,0,1,1,3,6,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,1,1,4,3,3,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0
323,0,0,1,1,0,2,0,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,2,0,2,7,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1
324,0,0,1,1,0,2,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,6,2,0,1,1,0,2,0,2,7,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1
325,0,1,2,0,1,1,3,6,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,1,1,4,3,3,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1
326,0,0,1,1,0,2,2,5,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,6,0,1,2,2,2,0,6,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0
327,0,1,0,2,4,0,1,4,16,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,1,1,0,4,1,4,2,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0
328,0,1,0,2,2,4,4,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,3,3,3,0,6,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1
329,0,0,1,3,3,3,6,2,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,1,2,2,2,0,6,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0
330,0,1,2,0,1,1,3,6,-1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,3,3,4,3,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0
331,0,1,2,0,1,1,3,6,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,0,0,3,3,4,3,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
332,0,0,1,3,3,3,6,2,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,1,2,2,2,0,6,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0
333,0,1,0,2,2,1,3,6,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,0,0,3,3,4,3,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1
334,0,0,1,1,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,1,0,2,0,2,7,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1
335,0,0,1,1,0,2,2,5,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,2,0,2,7,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0
336,0,0,1,3,4,5,5,7,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,0,0,1,1,2,1,5,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1
337,0,1,0,2,2,4,4,3,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,3,3,3,0,6,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
338,0,0,1,3,3,3,2,5,7,1,1,1,1,0,0,0,0,0,0,1,1,2,2,2,0,0,1,2,2,2,0,6,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1
339,0,0,1,3,3,3,2,5,7,1,1,1,1,0,0,0,0,0,0,1,1,2,2,2,0,0,1,2,2,2,0,6,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0
340,0,0,1,3,3,3,6,2,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,2,0,5,5,4,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1
341,0,1,0,2,2,4,4,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,3,3,3,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1
342,0,1,0,2,2,4,4,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,3,3,3,0,6,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0
343,0,1,2,0,1,5,5,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,0,1,1,4,3,3,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1
344,0,0,1,3,3,3,6,2,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,2,0,5,5,4,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0
345,0,1,2,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,1,1,4,3,3,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1
346,0,0,1,3,3,3,6,2,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,1,2,2,2,0,6,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0
347,0,0,1,3,3,3,6,2,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,2,0,5,5,4,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0
348,0,1,0,2,4,0,1,4,2,1,1,1,1,0,0,0,0,0,1,0,0,3,0,5,4,0,1,1,0,4,1,4,2,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0
349,0,1,0,2,2,4,4,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,3,3,3,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
350,0,0,1,3,3,3,6,2,-1,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,2,0,5,5,4,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1
351,0,0,1,3,4,5,5,7,6,0,0,0,0,0,0,0,0,0,0,2,2,4,4,3,7,0,0,0,1,1,2,1,5,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1
352,0,1,2,2,2,1,3,6,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,0,0,3,3,4,3,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0
353,0,0,1,1,0,2,2,5,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,6,0,1,2,2,2,0,6,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1
354,0,0,1,3,3,3,6,2,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,1,2,2,2,0,6,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1
355,0,1,2,0,1,1,3,6,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,3,3,4,3,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1
356,0,0,0,1,4,0,1,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,1,0,4,1,4,2,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
357,0,1,2,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,0,0,1,1,4,3,3,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1
358,0,1,0,2,4,0,1,4,16,1,1,1,1,0,0,0,0,0,1,0,0,3,0,5,4,0,1,1,0,4,1,4,2,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1
359,0,1,0,2,2,4,4,3,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,0,0,3,3,3,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1
360,0,0,2,3,4,5,5,7,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,0,0,1,1,2,1,5,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1
361,0,1,2,0,1,1,3,6,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,3,3,4,3,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0
362,0,0,1,1,0,2,0,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,2,0,2,7,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1
363,0,0,1,3,3,3,6,2,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,2,0,5,5,4,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1
364,0,1,2,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,1,5,0,0,0,1,1,4,3,3,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,0
365,0,0,1,1,0,2,0,5,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,2,0,2,7,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1
366,0,0,2,3,4,5,5,7,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,0,0,1,1,2,1,5,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0
367,0,1,2,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,0,0,1,1,4,3,3,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
368,0,0,0,1,4,0,1,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,1,0,4,1,4,2,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0
369,0,1,2,0,1,1,3,6,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,0,0,3,3,4,3,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1
370,0,0,1,1,0,2,0,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,2,0,2,7,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0
371,0,0,1,1,0,2,0,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,2,0,2,7,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0
372,0,1,0,2,2,4,4,3,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,3,3,3,0,6,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0
373,0,1,2,0,1,1,3,6,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,1,1,4,3,3,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1
374,0,1,2,0,1,1,3,6,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,3,3,4,3,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0
375,0,0,1,1,0,2,2,5,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,1,2,2,2,0,6,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0
376,0,1,0,2,2,4,4,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,3,3,3,0,6,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0
377,0,0,1,3,4,2,2,7,12,0,0,0,0,0,0,0,0,0,0,1,0,4,4,3,7,0,0,0,1,1,2,1,5,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1
378,0,1,2,0,1,1,3,6,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,1,1,4,3,3,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1
379,0,0,2,3,4,5,5,7,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,0,0,1,1,2,1,5,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
