,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_08_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_n1,random_n2,random_n3,random_n4,random_n5,random_n6,random_n7,random_n8
286,0,0,1,2,1,4,4,1,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,0,0,2,2,0,3,1,1,0,0,1,0,0,1,1,0
287,0,0,1,1,2,2,6,4,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,0,2,2,0,0,1,4,1,0,1,0,0,1,0,0,0,1
288,0,0,1,2,1,4,4,6,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,1,1,4,3,5,6,1,0,1,0,0,1,0,1,1,0
289,0,1,2,0,4,1,5,7,50,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,1,1,4,3,3,2,0,0,1,1,1,1,0,1,1,0
290,0,1,2,0,1,1,5,7,37,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,1,1,4,3,5,6,0,0,1,0,1,1,0,1,1,0
291,0,1,0,3,0,0,3,0,39,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,0,0,2,3,1,5,4,0,0,0,0,0,1,0,0,0,0,0
292,0,0,0,1,3,5,3,0,34,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,0,2,2,1,5,4,7,0,0,1,0,1,1,1,0,0,1
293,0,1,2,3,0,0,0,5,41,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,1,3,1,5,3,2,0,0,1,0,0,0,0,1,1,0
294,0,1,2,3,0,0,0,5,46,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,0,0,3,1,2,5,0,1,1,1,1,1,0,0,0,1
295,0,1,0,3,0,0,0,5,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,0,3,1,2,5,0,1,0,0,0,1,1,0,0,1
296,0,0,1,2,2,2,1,4,51,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,2,0,0,1,4,1,0,1,0,1,0,1,0,1,1
297,0,0,1,2,2,4,4,1,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,0,0,2,2,0,3,1,1,1,0,0,0,0,1,1,1
298,0,0,0,1,3,5,3,0,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,5,0,1,0,0,3,4,6,1,0,1,0,0,1,1,1,0,0,1
299,0,0,0,1,3,2,6,2,20,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,0,2,2,0,0,1,7,1,0,0,0,0,0,1,1,0,0
300,0,0,1,1,2,2,1,4,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,0,0,1,0,0,2,4,6,1,1,1,1,0,1,1,0,0,1,1
301,0,0,1,1,2,2,1,4,2,1,1,1,1,0,0,0,0,0,1,1,1,2,4,0,0,0,1,0,0,2,4,6,1,1,1,0,1,0,0,0,0,0,0
302,0,0,1,2,1,4,4,6,25,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,1,1,4,3,5,6,1,0,1,0,1,0,0,0,0,1
303,0,0,1,2,2,2,1,4,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,0,0,2,4,6,1,1,1,1,1,0,0,0,0,1,0
304,0,1,2,3,0,0,0,5,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,0,0,3,1,2,5,0,1,1,1,0,0,0,1,1,0
305,0,1,2,0,1,1,5,1,5,1,1,1,1,0,0,0,0,0,0,1,3,0,4,4,3,0,1,0,0,2,2,0,3,1,1,0,1,1,1,1,0,1,0
306,0,1,2,0,1,1,5,7,37,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,1,1,4,3,5,6,0,0,1,0,1,1,1,0,1,0
307,0,1,2,3,0,0,0,5,41,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,1,3,1,5,3,0,0,0,0,1,1,1,1,1,1,1
308,0,0,0,1,3,5,6,2,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,0,2,2,0,0,1,7,1,0,1,0,0,0,0,0,0,0
309,0,0,1,2,1,1,5,1,5,1,1,1,1,0,0,0,0,0,1,1,3,0,4,4,3,0,1,0,0,2,2,0,3,1,1,1,1,0,1,1,1,0,1
310,0,1,2,0,4,1,5,1,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,0,0,2,2,0,3,0,1,1,0,1,0,1,1,0,0
311,0,0,0,1,3,5,3,0,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,0,2,2,1,5,4,7,0,0,0,1,0,1,1,1,1,0
312,0,1,0,3,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,2,3,1,5,4,0,0,0,0,1,1,0,1,1,0,1
313,0,1,0,3,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,2,3,1,5,4,0,0,0,1,0,1,0,0,1,0,0
314,0,0,1,2,1,4,4,6,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,1,1,4,3,5,6,1,0,0,1,1,1,0,0,1,1
315,0,0,0,1,3,5,6,2,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,1,0,0,3,4,6,1,1,1,1,0,1,1,1,1,0,1
316,0,0,0,1,3,5,3,2,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,2,1,5,4,7,0,0,1,1,0,0,1,1,1,1
317,0,0,0,1,3,5,3,0,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,5,0,1,0,0,3,4,2,1,0,1,1,1,1,0,0,0,0,1
318,0,1,0,3,0,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,0,2,3,1,5,4,0,0,0,1,1,1,1,1,0,1,0
319,0,1,2,0,1,1,5,7,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,1,1,4,3,5,6,0,0,0,0,1,0,1,1,1,0
320,0,0,1,2,1,4,4,1,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,0,0,2,2,0,3,1,1,0,0,0,1,1,1,0,0
321,0,1,2,3,0,0,0,5,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,0,0,3,1,2,5,0,1,1,0,1,1,0,1,0,0
322,0,0,1,1,2,2,6,4,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,1,0,0,2,4,6,1,1,1,0,0,0,1,0,1,1,0
323,0,0,1,2,1,4,4,1,1,1,1,1,1,0,0,0,0,0,1,1,2,0,4,6,3,0,1,0,0,2,2,0,3,1,1,1,0,0,1,1,1,1,1
324,0,1,0,3,0,0,0,5,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,0,3,1,2,5,0,1,1,1,0,1,0,1,0,0
325,0,0,1,2,1,1,5,7,48,0,0,0,0,0,0,0,0,0,0,1,3,0,3,3,2,0,0,1,1,4,3,5,6,1,0,0,0,0,0,1,1,0,1
326,0,1,0,3,0,0,3,0,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,0,3,1,2,5,0,1,1,1,0,0,1,1,0,0
327,0,0,1,2,1,4,4,6,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,1,1,4,3,5,6,1,0,0,1,1,0,1,0,0,0
328,0,0,0,1,2,2,6,2,2,1,1,1,1,0,0,0,0,0,1,0,1,4,4,0,0,0,1,0,0,3,4,6,1,1,1,1,1,0,0,1,1,1,1
329,0,0,1,2,2,2,1,4,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,0,0,2,4,6,1,1,1,1,1,0,1,0,1,0,0
330,0,0,1,2,1,4,4,1,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,0,0,2,2,0,3,1,1,1,0,0,0,1,0,0,1
331,0,1,2,0,1,1,5,7,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,1,1,4,3,5,6,0,0,0,1,0,1,1,1,0,0
332,0,1,2,3,0,0,0,5,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,0,0,3,1,2,5,0,1,0,1,1,0,0,1,0,1
333,0,0,1,2,1,4,4,6,35,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,0,1,1,4,3,5,6,1,0,0,0,1,0,0,0,1,1
334,0,1,0,3,0,0,3,0,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,0,3,1,2,5,0,1,0,1,0,0,0,1,0,0
335,0,1,0,3,0,0,3,0,39,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,0,0,2,3,1,5,4,0,0,0,1,1,1,1,1,0,0,1
336,0,0,1,2,2,4,4,1,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,0,0,2,2,0,3,1,1,1,1,0,0,0,1,0,0
337,0,0,1,2,2,2,1,4,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,0,0,2,4,6,1,1,1,0,0,1,0,0,0,0,1
338,0,0,0,1,3,2,6,2,20,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,0,2,2,0,0,1,7,1,0,0,0,1,1,0,1,1,1
339,0,1,2,0,4,3,2,3,52,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,6,0,0,1,3,1,5,3,2,0,0,1,0,1,0,1,0,0,0
340,0,1,2,3,0,3,0,3,-1,1,1,1,1,0,0,0,0,0,0,2,0,1,0,4,5,0,1,0,0,3,1,2,5,0,1,0,0,1,1,0,0,1,1
341,0,1,2,0,1,1,5,1,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,3,0,1,0,0,2,2,0,3,0,1,0,0,1,1,0,1,1,1
342,0,0,1,2,2,4,4,4,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,0,0,2,2,0,3,1,1,1,0,1,1,1,0,0,0
343,0,0,1,2,2,2,1,4,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,0,0,2,4,6,1,1,1,1,0,0,1,0,1,1,1
344,0,1,2,0,4,3,2,3,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,1,0,0,3,1,2,5,0,1,0,1,0,0,1,0,1,0
345,0,1,2,0,4,3,2,3,38,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,6,0,0,1,3,1,5,3,2,0,0,0,1,0,0,0,0,1,1
346,0,1,2,0,4,3,2,3,3,1,1,1,1,0,0,0,0,0,0,2,3,1,2,4,6,0,1,0,0,2,2,0,3,0,1,0,0,1,1,1,1,0,1
347,0,0,0,1,3,2,6,2,20,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,0,2,2,0,0,1,7,1,0,1,1,1,0,1,1,0,1
348,0,0,1,2,2,2,1,4,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,0,0,2,4,6,1,1,1,0,1,0,0,0,1,1,0
349,0,0,1,2,1,4,4,1,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,0,0,2,2,0,3,1,1,0,1,0,1,0,0,1,1
350,0,0,1,2,1,4,4,6,25,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,1,1,4,3,5,6,1,0,0,0,1,1,1,1,0,0
351,0,1,0,3,3,5,3,0,8,1,1,1,1,0,0,0,0,0,0,0,1,1,0,5,5,0,1,0,0,3,1,2,5,0,1,0,1,0,0,0,1,0,1
352,0,0,0,1,3,5,6,2,44,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,0,2,2,0,0,1,7,1,0,1,0,1,0,0,0,0,1
353,0,0,1,2,1,4,4,1,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,0,0,2,2,0,3,1,1,1,1,1,0,0,1,0,1
354,0,0,1,2,2,4,1,4,47,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,2,0,0,1,4,1,0,0,0,1,1,0,1,0,0
355,0,1,2,0,1,1,5,1,5,1,1,1,1,0,0,0,0,0,0,2,3,0,4,4,3,0,1,0,0,2,2,0,3,0,1,0,1,1,0,0,1,0,1
356,0,0,1,2,2,2,1,4,31,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,0,2,2,0,0,1,4,1,0,0,1,1,1,0,0,0,0
357,0,0,1,2,2,2,1,4,51,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,2,0,0,1,4,1,0,1,0,1,0,1,0,0,1
358,0,0,1,2,1,4,4,1,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,0,0,2,2,0,3,1,1,1,1,1,1,0,1,0,0
359,0,0,1,2,2,2,1,4,18,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,0,2,2,0,0,1,4,1,0,0,0,0,0,1,0,0,0
360,0,1,2,0,4,3,2,3,36,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,1,1,4,3,3,2,0,0,1,0,1,0,1,1,1,0
361,0,1,0,3,0,0,0,5,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,0,3,1,2,5,0,1,0,0,0,1,1,1,1,0
362,0,1,0,3,0,0,0,5,8,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,0,0,3,1,2,5,0,1,1,1,1,0,0,0,0,0
363,0,1,2,3,0,3,0,5,43,1,1,1,1,0,0,0,0,0,0,2,0,1,0,4,5,0,1,0,0,3,1,2,5,0,1,0,1,1,1,1,1,1,0
364,0,1,0,3,3,5,3,0,16,0,0,0,0,0,0,0,0,0,0,0,1,4,5,1,1,0,0,2,3,1,5,4,0,0,0,1,0,0,1,0,0,1,0
365,0,1,2,0,4,1,5,7,19,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,2,0,0,1,1,4,3,5,6,0,0,0,1,1,1,0,0,1,1
366,0,0,1,1,2,2,1,4,30,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0,2,2,0,0,1,4,1,0,1,1,1,0,0,0,1,0
367,0,1,0,3,0,0,3,0,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,0,3,1,2,5,0,1,1,0,1,1,1,1,0,1
368,0,1,0,3,0,0,3,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,0,0,2,3,1,5,4,0,0,0,0,0,1,0,0,1,1,0
369,0,1,2,0,4,3,2,3,17,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,6,0,0,1,3,1,5,3,2,0,0,0,1,1,0,1,0,1,1
370,0,0,1,2,1,4,4,6,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,1,1,4,3,5,6,1,0,0,1,1,0,1,0,1,1
371,0,0,1,2,2,2,1,4,10,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,2,0,0,1,4,1,0,0,0,0,1,0,0,1,1
372,0,1,2,0,4,3,2,3,-1,1,1,1,1,0,0,0,0,0,0,2,3,1,2,4,6,0,1,0,0,3,1,2,5,0,1,0,1,0,1,1,1,1,0
373,0,0,1,2,1,4,4,6,35,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,0,1,1,4,3,5,6,1,0,1,1,0,1,1,0,0,1
374,0,1,2,0,4,3,2,3,-1,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,6,0,0,1,3,4,3,3,2,0,0,1,0,1,0,1,0,0,1
375,0,0,0,1,3,5,3,0,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,5,0,1,0,0,3,4,2,1,0,1,0,1,1,1,0,1,0,0
376,0,1,2,3,0,3,2,3,-1,1,1,1,1,0,0,0,0,0,0,2,0,1,0,4,5,0,1,0,0,3,1,2,5,0,1,1,0,1,0,1,1,1,1
377,0,0,0,1,3,5,6,2,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,2,0,0,4,7,1,0,0,1,1,0,0,1,0,1
378,0,0,0,1,3,5,6,2,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,1,0,0,3,4,6,1,1,1,0,1,0,0,0,1,1,0
379,0,0,1,2,2,2,1,4,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,0,0,2,4,6,1,1,1,0,0,0,1,1,0,1,0
380,0,1,2,0,1,1,5,1,5,1,1,1,1,0,0,0,0,0,0,2,3,0,4,4,3,0,1,0,0,2,2,0,3,0,1,0,0,1,0,1,1,0,1
381,0,1,2,0,4,3,2,3,33,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,6,0,0,1,3,1,5,3,2,0,0,0,0,1,0,1,1,0,1
382,0,1,0,3,3,5,3,0,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,0,3,1,2,5,0,1,0,1,1,0,1,1,0,0
383,0,0,1,2,1,4,4,1,1,1,1,1,1,0,0,0,0,0,1,1,2,0,4,6,3,0,1,0,0,2,2,0,3,1,1,0,0,1,0,0,0,0,0
384,0,0,0,1,3,5,6,2,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,2,0,0,4,7,1,0,0,0,1,1,1,0,1,0
385,0,1,2,0,4,1,5,3,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,0,0,2,2,0,3,0,1,0,0,1,1,1,0,0,0
386,0,0,0,1,3,5,6,2,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,2,0,0,4,7,1,0,0,0,0,0,0,0,0,0
387,0,1,2,0,4,3,2,3,3,1,1,1,1,0,0,0,0,0,0,2,3,1,2,4,6,0,1,0,0,2,2,0,3,0,1,0,0,1,1,0,1,1,0
388,0,1,2,3,0,3,0,5,9,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,1,3,1,5,3,2,0,0,1,0,1,1,1,1,1,0
389,0,0,1,1,2,2,1,4,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,0,2,2,0,0,1,4,1,0,0,0,0,1,0,1,0,0
390,0,0,1,2,2,2,1,4,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,0,0,2,4,6,1,1,1,0,1,0,1,0,0,0,0
391,0,0,1,2,2,2,1,4,13,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,0,2,2,0,0,1,4,1,0,1,1,1,1,1,1,0,1
392,0,0,0,1,3,5,6,2,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,1,0,0,3,4,6,1,1,1,1,0,1,1,0,0,0,1
393,0,1,0,3,0,0,3,0,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,0,3,1,2,5,0,1,0,0,1,1,1,1,1,0
394,0,1,2,0,4,3,2,3,11,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,1,1,4,3,3,2,0,0,0,0,0,0,1,1,1,1
395,0,0,1,2,2,4,1,4,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,0,0,2,2,6,3,1,1,1,1,1,0,0,1,0,1
396,0,1,2,0,1,1,5,7,-1,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,1,1,4,3,5,6,0,0,0,0,0,1,1,0,1,0
397,0,1,0,3,0,0,0,5,23,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,2,3,1,5,4,0,0,0,0,1,1,1,0,0,1,1
398,0,1,0,3,0,0,0,5,23,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,2,3,1,5,4,0,0,0,1,0,0,0,1,0,1,0
399,0,0,0,1,3,5,6,2,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,1,0,0,3,4,6,1,1,1,1,0,1,0,1,1,1,0
400,0,1,2,0,4,3,2,3,33,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,6,0,0,1,3,1,5,3,2,0,0,0,0,0,0,0,0,0,1
401,0,0,0,1,3,5,3,0,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,1,0,0,3,4,6,1,1,1,0,0,1,1,1,1,0,1
402,0,1,0,3,0,0,3,0,39,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,0,0,2,3,1,5,4,0,0,0,1,1,0,1,0,0,1,0
403,0,1,2,0,4,1,5,3,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,0,0,2,2,0,3,0,1,1,1,1,0,1,0,0,1
404,0,1,2,0,1,1,5,1,5,1,1,1,1,0,0,0,0,0,0,1,3,0,4,4,3,0,1,0,0,2,2,0,3,1,1,1,0,1,1,1,1,0,0
405,0,0,1,2,1,4,4,1,1,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,0,0,2,2,0,3,1,1,1,1,1,0,1,0,0,1
406,0,0,1,1,2,2,6,2,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,1,0,0,2,4,6,1,1,1,0,0,0,1,0,0,1,0
407,0,1,2,0,4,3,2,3,11,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,6,0,0,1,1,4,3,3,2,0,0,0,1,0,0,0,1,1,0
408,0,0,0,1,3,5,6,2,44,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,0,2,2,0,0,1,7,1,0,0,0,1,0,0,1,1,1
409,0,1,0,3,3,5,3,0,16,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,0,2,3,1,5,4,0,0,0,1,0,0,1,0,1,0,0
410,0,1,2,0,1,1,5,1,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,3,0,1,0,0,2,2,0,3,0,1,0,0,0,0,1,1,0,0
411,0,1,2,0,4,3,2,3,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,1,0,0,3,1,2,5,0,1,0,0,0,1,0,0,1,0
412,0,1,2,0,4,3,2,3,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,0,0,2,2,0,3,0,1,1,0,1,1,1,1,0,0
413,0,1,2,0,4,3,2,3,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,0,0,2,2,0,3,0,1,0,1,1,1,0,0,0,0
414,0,1,0,3,0,0,3,0,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,0,3,1,2,5,0,1,1,0,1,1,1,0,1,0
415,0,0,0,1,3,5,6,2,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,2,0,0,4,7,1,0,0,0,0,0,0,1,1,0
416,0,0,0,1,3,2,6,2,20,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,0,2,2,0,0,1,7,1,0,0,1,1,1,0,0,0,0
417,0,0,1,2,1,4,4,1,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,0,0,2,2,0,3,1,1,1,1,1,0,1,0,0,0
418,0,0,0,3,3,5,3,0,49,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,0,2,3,1,5,4,0,0,0,1,0,0,0,1,1,1,0
419,0,0,0,1,3,5,3,0,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,5,0,1,0,0,3,4,2,1,0,1,1,0,1,0,1,0,1,1
420,0,0,1,2,2,4,1,4,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,0,0,2,2,6,3,1,1,0,1,1,0,0,1,1,1
421,0,0,1,1,2,2,1,4,30,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0,2,2,0,0,1,4,1,0,0,0,1,1,1,1,0,0
422,0,0,1,1,2,2,6,4,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,1,0,0,2,4,6,1,1,1,1,0,0,1,0,0,0,0
423,0,0,1,2,1,4,4,1,1,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,0,0,2,2,0,3,1,1,0,0,1,0,1,1,1,0
424,0,1,0,3,3,5,3,0,8,1,1,1,1,0,0,0,0,0,0,0,1,1,0,5,5,0,1,0,0,3,1,2,5,0,1,0,1,0,1,1,0,0,1
425,0,1,2,0,4,3,2,3,-1,1,1,1,1,0,0,0,0,0,0,2,3,1,2,4,6,0,1,0,0,2,2,0,3,0,1,0,1,1,0,1,1,0,0
426,0,0,1,2,2,2,1,4,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,2,0,0,1,4,1,0,0,0,1,0,0,1,0,1
427,0,0,0,1,3,5,3,2,42,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,2,0,0,4,7,1,0,0,1,0,1,0,0,1,0
428,0,1,0,3,0,0,0,0,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,0,3,1,2,5,0,1,0,0,1,1,0,0,0,0
429,0,1,2,0,4,1,5,1,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,0,0,2,2,0,3,0,1,1,1,1,1,0,0,0,0
430,0,0,1,2,1,4,4,1,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,0,0,2,2,0,3,1,1,0,0,0,1,1,0,1,0
431,0,1,2,0,4,3,2,3,3,1,1,1,1,0,0,0,0,0,0,2,3,1,2,4,6,0,1,0,0,2,2,0,3,0,1,1,0,1,1,0,0,0,1
432,0,0,1,2,2,4,1,4,47,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,2,0,0,1,4,1,0,1,0,0,0,0,0,1,1
433,0,1,0,3,0,0,0,5,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,0,3,1,2,5,0,1,1,0,0,0,1,1,0,1
