,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17
354,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,1,0,0,6,7,0,-1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1
355,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,1,4,6,0,-1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0
356,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,1,4,6,0,6,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1
357,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,4,3,5,0,-1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0
358,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,2,2,3,0,17,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0
359,0,1,0,1,0,0,1,7,-1,-1,-1,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,2,2,3,0,-1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0
360,0,1,0,1,3,5,1,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,1,2,4,1,4,6,0,-1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0
361,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,1,4,6,0,-1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0
362,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,1,4,6,0,-1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0
363,0,1,1,0,3,5,0,1,-1,2,0,0,0,0,1,1,1,0,0,0,0,4,1,6,6,0,1,0,2,3,4,3,5,0,23,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0
364,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,1,4,6,0,-1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0
365,0,0,1,0,2,1,4,0,13,13,0,0,0,0,1,1,1,0,1,0,3,1,5,4,5,0,1,0,0,3,3,0,4,2,26,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1
366,0,0,1,0,2,1,4,0,13,13,0,0,0,0,1,1,1,0,1,0,3,1,5,4,5,0,1,0,0,3,3,0,4,2,26,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1
367,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,1,0,0,1,1,0,-1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1
368,0,0,2,2,4,2,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,0,0,1,0,1,0,0,2,5,5,0,8,-1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1
369,0,0,1,3,1,3,2,0,-1,-1,0,0,0,0,1,1,1,0,1,0,3,3,5,4,7,0,1,0,0,2,3,0,4,2,28,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1
370,0,1,0,1,3,5,0,0,25,2,0,0,0,0,1,1,1,0,0,0,0,4,1,6,6,0,1,0,0,2,5,1,2,0,-1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1
371,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,1,6,6,0,1,1,2,3,4,3,5,0,-1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0
372,0,0,1,0,2,1,4,3,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,0,3,2,4,0,5,0,1,0,0,3,3,0,4,4,-1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0
373,0,0,1,3,1,3,2,0,-1,0,0,0,0,0,1,1,1,0,1,0,3,1,5,4,7,0,1,0,0,3,3,0,4,2,28,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1
374,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,4,3,5,0,-1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1
375,0,1,1,0,3,5,0,1,-1,2,0,0,0,0,1,1,1,0,0,0,0,4,1,6,6,0,1,0,2,3,4,3,5,0,23,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0
376,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,1,0,0,6,7,0,-1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0
377,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,1,4,2,0,-1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0
378,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,4,3,5,0,-1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0
379,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,2,2,3,0,-1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,1
380,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,1,0,0,6,1,0,9,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1
381,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,1,0,0,6,1,0,9,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1
382,0,1,0,1,3,5,1,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,1,4,6,0,-1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1
383,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,1,0,0,1,1,0,-1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0
384,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,1,4,6,0,-1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1
385,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,1,6,6,0,1,1,2,3,4,3,5,0,19,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1
386,0,1,0,1,0,5,1,1,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,0,1,1,4,1,4,6,0,-1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1
387,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,1,1,2,0,-1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
388,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,1,0,0,6,7,0,8,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1
389,0,0,1,0,2,1,4,3,-1,-1,-1,0,0,0,1,1,1,0,1,0,3,2,4,4,5,0,1,0,0,3,3,0,4,4,29,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1
390,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,2,2,3,0,-1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1
391,0,1,0,1,0,0,1,7,-1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,2,2,3,0,-1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1
392,0,1,2,3,1,3,5,5,-1,-1,-1,-1,0,0,1,1,1,0,1,1,1,3,0,1,3,0,1,0,0,2,5,5,0,1,-1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0
393,0,0,1,3,1,3,2,0,-1,0,0,0,0,0,1,1,1,0,1,0,3,3,5,4,7,0,1,0,0,3,3,0,4,2,28,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0
394,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,1,0,0,6,1,0,-1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
395,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,4,3,5,0,-1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1
396,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,1,4,2,0,-1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0
397,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,1,4,6,0,6,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1
398,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,1,0,0,1,1,0,-1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1
399,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,1,0,0,1,1,0,11,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1
400,0,0,1,0,3,1,0,0,24,6,0,0,0,0,1,1,1,0,1,0,3,1,1,6,6,0,1,0,0,3,3,0,4,0,2,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0
401,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,1,0,0,1,1,0,-1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0
402,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,1,4,6,0,-1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1
403,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,1,4,6,0,6,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
404,0,1,0,1,3,5,1,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,1,4,6,0,-1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
405,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,1,0,0,1,1,0,12,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0
406,0,1,1,0,3,5,0,1,-1,2,0,0,0,0,1,1,1,0,0,0,0,4,1,6,6,0,1,0,2,3,4,3,5,0,23,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0
407,0,1,0,1,0,5,1,1,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,0,1,1,4,1,1,2,0,18,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0
408,0,0,1,0,3,5,0,0,17,6,0,0,0,0,1,1,1,0,1,0,3,1,1,6,6,0,1,0,0,3,3,0,4,0,-1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0
409,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,1,0,0,1,1,0,-1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1
410,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,1,0,0,1,1,0,-1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1
411,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,1,0,0,1,1,0,12,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
412,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,2,2,3,0,-1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,1
413,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,4,3,2,0,-1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1
414,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,4,1,2,0,-1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1
415,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,1,0,0,6,7,0,-1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0
416,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,2,2,3,0,-1,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0
417,0,0,2,2,4,2,3,4,-1,-1,-1,-1,-1,-1,0,0,0,0,1,1,1,1,4,0,0,0,1,0,0,2,5,5,0,1,-1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1
418,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,1,4,6,0,-1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1
419,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,1,0,0,6,1,0,9,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1
420,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,1,0,0,1,1,0,10,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0
421,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,4,3,2,0,3,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0
422,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,1,0,0,6,7,0,8,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0
423,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,1,1,2,0,5,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
424,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,2,2,3,0,-1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0
425,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,2,2,3,0,15,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0
426,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,2,2,3,0,-1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0
427,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,2,2,3,0,-1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1
428,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,1,0,0,6,7,0,8,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1
429,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,1,4,6,0,-1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0
430,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,4,3,2,0,-1,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0
431,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,1,4,6,0,-1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0
432,0,0,1,0,2,1,4,3,-1,3,1,0,0,0,1,1,1,0,1,0,3,2,4,4,5,0,1,0,0,3,3,0,4,4,29,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1
433,0,0,1,3,1,3,2,0,15,4,0,0,0,0,1,1,1,0,1,0,3,3,5,3,7,0,1,0,0,2,5,5,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
434,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,1,6,6,0,1,1,2,3,4,3,5,0,19,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1
435,0,1,0,1,0,0,5,5,-1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,2,4,0,1,0,0,2,5,1,2,0,-1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1
436,0,1,0,1,0,5,1,1,1,2,0,0,0,0,1,1,1,0,0,2,0,0,3,2,4,0,0,1,1,4,1,1,2,0,18,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0
437,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,4,3,2,0,-1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1
438,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,1,1,2,0,-1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0
439,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,4,3,5,0,-1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1
440,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,1,0,0,1,1,0,12,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1
441,0,0,1,3,3,5,0,0,-1,6,0,0,0,0,1,1,1,0,1,0,0,4,1,6,6,0,1,0,0,2,5,1,2,0,-1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0
442,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,1,4,2,0,4,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
443,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,1,0,0,6,7,0,-1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1
444,0,0,1,0,3,1,0,0,24,6,0,0,0,0,1,1,1,0,1,0,3,1,1,6,6,0,1,0,0,3,3,0,4,0,2,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0
445,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,0,1,1,0,0,6,7,0,-1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0
446,0,0,1,3,1,3,2,0,26,4,0,0,0,0,1,1,1,0,1,0,3,3,5,3,7,0,1,0,0,2,5,5,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0
447,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,4,3,2,0,3,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0
448,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,4,3,2,0,3,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
449,0,0,1,3,1,3,2,0,-1,0,0,0,0,0,1,1,1,0,1,0,3,1,5,4,7,0,1,0,0,3,3,0,4,2,28,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0
450,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,2,2,0,0,1,1,0,0,6,7,0,7,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
451,0,0,1,0,2,1,4,3,-1,-1,1,0,0,0,1,1,1,0,1,0,3,2,4,4,5,0,1,0,0,3,3,0,4,4,29,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1
452,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,2,4,0,0,1,1,0,0,6,7,0,7,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1
453,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,4,3,5,0,-1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0
454,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,2,4,0,0,1,1,0,0,1,1,0,-1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1
455,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,1,1,2,0,-1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0
456,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,1,0,0,1,1,0,10,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1
457,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,1,4,6,0,-1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1
458,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,1,4,6,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
459,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,2,2,3,0,15,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0
460,0,0,2,3,1,3,5,5,-1,-1,4,2,0,0,1,1,1,0,1,1,1,3,0,1,3,0,1,0,0,2,5,5,0,1,-1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
461,0,0,2,2,4,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,2,0,1,1,0,1,0,0,2,5,5,0,5,-1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1
462,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,1,6,6,0,1,1,2,3,4,3,5,0,19,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,1
463,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,1,0,0,6,7,0,-1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,1
464,0,1,0,1,0,5,1,1,1,2,0,0,0,0,1,1,1,0,0,2,0,0,3,2,4,0,1,1,1,4,1,1,2,0,-1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1
465,0,1,0,1,0,0,1,7,-1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,1,1,1,2,5,1,2,0,22,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1
466,0,1,0,1,0,5,1,1,1,2,0,0,0,0,1,1,1,0,0,2,0,0,3,2,4,0,1,1,1,4,1,1,2,0,-1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0
467,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,2,2,3,0,-1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
468,0,0,1,3,1,3,2,0,26,4,0,0,0,0,1,1,1,0,1,0,3,3,5,3,7,0,1,0,0,2,5,5,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1
469,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,1,0,0,1,1,0,11,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1
470,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,2,2,3,0,-1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1
471,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,1,0,0,1,1,0,-1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0
472,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,4,1,2,0,-1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0
473,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,0,1,1,0,1,6,7,0,7,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0
474,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,1,0,0,6,1,0,-1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1
