,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_min_samples_7_xi_0_08_min_cluster_size_0_1,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33,random_model_n34,random_model_n35,random_model_n36,random_model_n37
169,0,1,0,2,0,0,5,4,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1
170,0,1,0,2,0,2,3,4,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,0,2,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1
171,0,1,1,3,4,4,1,7,40,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,2,1,2,5,5,2,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
172,0,1,0,2,0,0,5,4,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,0,2,3,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
173,0,0,1,0,1,3,2,0,8,1,1,1,1,0,0,0,0,0,1,0,1,1,0,5,5,0,1,2,3,4,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1
174,0,1,0,2,2,0,5,4,5,1,1,1,1,0,0,0,0,0,0,1,3,0,4,4,3,0,0,0,2,3,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0
175,0,1,0,2,0,2,3,6,36,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,0,2,1,2,4,7,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1
176,0,0,2,0,3,1,6,5,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,1,1,3,4,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1
177,0,0,2,1,3,1,4,3,18,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,1,1,0,0,1,2,3,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1
178,0,0,2,1,3,1,4,3,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1
179,0,1,0,2,0,2,3,4,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,0,2,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1
180,0,0,1,0,1,3,6,5,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,1,2,3,4,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1
181,0,1,0,3,4,4,1,7,41,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,0,1,2,5,5,2,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0
182,0,0,1,0,1,3,2,5,42,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,1,2,3,4,3,3,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
183,0,1,0,2,2,0,5,4,5,1,1,1,1,0,0,0,0,0,0,2,3,0,4,4,3,0,0,0,2,3,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0
184,0,0,2,0,3,1,6,3,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,1,1,3,0,1,2,3,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0
185,0,0,1,0,1,3,2,5,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,1,2,3,4,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0
186,0,1,0,3,0,2,3,4,43,1,1,1,1,0,0,0,0,0,0,2,0,1,0,4,5,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0
187,0,1,0,2,0,2,3,4,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1
188,0,0,2,0,3,1,6,3,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,1,1,3,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
189,0,0,1,0,1,3,6,5,44,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,1,2,3,4,3,3,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0
190,0,0,2,0,3,1,4,3,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0
191,0,1,0,2,0,2,3,4,3,1,1,1,1,0,0,0,0,0,0,2,3,1,2,4,6,0,0,0,2,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1
192,0,0,1,0,1,3,6,5,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,1,2,3,4,3,3,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0
193,0,0,2,1,3,1,4,3,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1,1
194,0,1,0,2,0,2,3,4,4,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,0,2,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1
195,0,0,2,0,3,1,4,3,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1
196,0,1,1,3,4,4,1,7,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,2,1,2,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1
197,0,0,1,0,1,3,2,5,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,1,2,3,4,3,3,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0
198,0,0,2,1,2,5,0,1,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,1,0,3,4,6,5,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1
199,0,1,0,2,0,2,3,2,29,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,6,0,0,0,2,1,2,4,7,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1
200,0,1,1,3,4,4,1,7,23,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,2,1,2,5,5,2,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1
201,0,1,1,3,4,4,1,7,40,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,2,1,2,5,5,2,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0
202,0,1,1,3,4,4,1,7,45,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,2,1,2,5,5,2,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1
203,0,1,0,2,2,0,5,4,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,3,0,0,0,2,3,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0
204,0,1,0,3,4,2,1,7,-1,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,0,1,2,5,5,2,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1
205,0,0,2,1,2,5,0,1,1,1,1,1,1,0,0,0,0,0,1,1,2,0,4,4,3,0,0,1,0,3,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1
206,0,1,0,2,2,0,5,6,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,0,2,3,4,0,4,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1
207,0,1,0,3,4,4,1,7,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,0,0,1,2,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0
208,0,0,2,0,3,1,6,3,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,1,1,0,0,1,2,3,1,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1
209,0,0,2,0,3,1,6,3,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
210,0,0,2,1,2,5,0,1,1,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,1,0,3,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1
211,0,1,1,3,4,4,1,7,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,2,1,2,5,5,2,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0
212,0,0,1,0,1,3,2,5,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,1,2,3,4,3,3,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0
213,0,1,0,2,0,2,3,4,-1,1,1,1,1,0,0,0,0,0,0,2,0,1,0,4,5,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1
214,0,0,2,1,2,5,0,1,35,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,0,1,0,3,4,6,5,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0
215,0,1,1,3,4,4,1,7,46,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,0,2,1,2,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0
216,0,0,2,1,2,5,0,1,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,1,0,0,1,6,5,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0
217,0,1,1,3,4,4,1,7,23,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,2,1,2,5,5,2,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1
218,0,0,2,1,2,5,0,1,35,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,0,1,0,3,4,6,5,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1
219,0,0,2,1,2,5,0,1,1,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,1,0,3,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0
220,0,0,2,1,3,5,4,3,47,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,1,0,0,1,6,3,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1
221,0,0,1,0,1,3,2,0,34,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,1,2,3,4,3,3,6,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0
222,0,1,0,1,2,0,0,1,48,0,0,0,0,0,0,0,0,0,0,1,3,0,3,3,2,0,0,1,2,3,4,0,5,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1
223,0,0,1,0,1,3,2,5,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,1,2,3,4,3,3,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1
224,0,1,1,3,4,4,1,7,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,2,1,2,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1
225,0,0,2,0,3,1,6,3,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0
226,0,1,0,2,0,2,3,2,33,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,4,0,0,0,1,1,2,4,7,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1
227,0,1,0,1,2,0,5,1,7,0,0,0,0,0,0,0,0,0,0,1,3,0,3,3,2,0,0,1,2,3,4,0,5,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0
228,0,0,1,3,1,3,2,0,49,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,1,2,3,4,3,3,6,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1
229,0,1,0,3,4,2,1,7,-1,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,0,1,2,5,5,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1
230,0,1,0,3,4,4,1,7,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,0,0,1,2,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0
231,0,0,1,3,1,3,2,0,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,1,2,3,2,5,3,6,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1
232,0,0,2,1,2,5,0,1,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0
233,0,0,1,0,1,3,2,0,34,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,1,2,3,4,3,3,6,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0
234,0,0,1,0,1,3,2,0,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,5,0,1,2,3,4,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0
235,0,1,0,2,0,2,3,4,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1
236,0,0,2,1,2,5,0,1,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1
237,0,1,1,3,4,4,1,7,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,0,2,1,2,5,5,6,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0
238,0,1,0,2,0,2,3,2,17,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,6,0,0,0,2,1,2,4,7,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0
239,0,0,1,0,1,3,2,0,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,1,2,3,4,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0
240,0,1,0,2,0,2,3,2,38,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,6,0,0,0,1,1,2,4,7,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1
241,0,1,1,3,4,4,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,0,1,2,1,2,5,3,6,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1
242,0,0,2,1,3,5,4,3,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1
243,0,0,2,1,2,5,0,1,1,1,1,1,1,0,0,0,0,0,1,1,2,0,4,6,3,0,0,1,0,3,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
244,0,1,1,3,4,4,1,7,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,0,0,1,2,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,0
245,0,1,1,3,4,4,1,0,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,2,1,2,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0
246,0,0,1,0,1,3,2,5,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,1,2,3,4,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0
247,0,1,0,2,2,0,5,6,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,0,2,3,4,0,4,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0
248,0,1,1,3,4,4,1,7,24,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,0,2,1,2,5,5,6,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,1
249,0,0,2,1,3,5,4,3,47,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,1,0,0,1,6,3,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
250,0,1,0,2,2,0,5,4,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,3,0,0,0,2,3,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1
251,0,1,0,3,4,4,1,7,41,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,0,1,2,5,5,2,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0
252,0,0,2,1,3,5,4,3,47,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,1,0,0,1,6,3,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0
253,0,0,2,1,3,1,4,3,10,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,1,0,0,1,6,3,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0
254,0,0,1,0,1,3,2,5,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,1,2,3,4,3,3,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0
255,0,0,1,0,1,3,6,5,44,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,1,2,3,4,3,3,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0
256,0,0,2,0,3,1,6,3,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,1,1,0,0,1,2,3,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0
