,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12
260,0,0,1,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,1,3,0,1,1,3,2,2,3,6,1,0,0,1,0,1,1,1,1,1,1,1,1,0
261,0,1,0,1,3,4,1,3,4,0,0,0,0,0,0,0,0,0,0,2,2,4,4,3,7,0,1,1,1,3,4,6,7,0,0,0,0,0,1,0,0,0,0,0,1,0,1
262,0,1,0,3,1,1,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,0,0,1,1,5,4,0,1,0,0,1,1,1,0,0,0,1,1,1,1
263,0,0,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,1,1,3,3,0,2,1,0,0,1,0,1,0,1,0,1,1,1,0,1
264,0,1,0,3,1,1,2,1,2,1,1,1,1,0,0,0,0,0,0,1,0,3,2,6,2,0,0,0,0,1,1,5,4,0,1,1,1,1,0,1,0,1,1,1,1,1,0
265,0,0,2,2,2,2,3,7,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,1,3,3,0,2,1,0,0,0,1,1,0,1,1,1,0,1,0,0
266,0,1,0,1,4,3,6,5,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,2,0,5,4,5,0,1,1,1,0,0,1,1,0,1,1,1,1,0
267,0,1,0,1,3,4,1,3,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,1,1,1,3,4,6,7,0,0,1,0,0,1,1,0,0,0,1,0,0,1
268,0,0,2,2,2,2,3,7,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,3,2,3,0,6,1,0,1,1,0,1,0,0,1,0,0,1,0,1
269,0,0,2,2,3,4,1,3,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,1,1,1,3,4,6,7,1,0,1,1,1,0,1,0,0,1,0,0,1,0
270,0,0,1,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,3,2,2,3,3,1,0,1,1,1,1,0,1,1,0,1,1,0,0
271,0,0,2,2,2,2,3,7,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,3,2,3,0,6,1,0,0,0,1,0,1,1,1,1,0,0,1,0
272,0,0,2,2,3,4,1,0,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,1,3,4,6,2,1,0,0,0,1,0,0,1,1,1,0,0,1,1
273,0,1,0,3,1,1,2,6,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,0,1,1,5,4,0,1,0,1,1,1,1,1,0,1,0,0,1,1
274,0,0,2,2,2,2,3,7,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,3,2,3,0,6,1,0,1,0,0,0,0,1,0,1,0,1,1,0
275,0,0,1,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,1,1,3,2,2,3,6,1,0,1,0,1,1,0,1,1,1,0,1,1,0
276,0,1,0,3,1,1,4,6,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,0,2,2,1,1,2,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1
277,0,1,0,1,4,3,4,6,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,0,2,2,1,1,2,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1
278,0,1,0,3,1,1,2,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,0,1,1,5,4,0,1,1,1,0,1,0,0,1,0,1,1,1,0
279,0,1,0,1,3,4,1,3,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,1,1,1,3,4,6,7,0,0,0,1,1,0,1,0,1,1,1,0,1,0
280,0,1,0,3,1,5,2,1,-1,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,0,0,1,1,5,4,0,1,0,1,0,1,0,1,1,1,0,0,1,0
281,0,0,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,1,1,3,3,0,2,1,0,0,1,1,0,1,0,1,0,1,0,0,0
282,0,1,0,1,4,3,4,6,7,1,1,1,1,0,0,0,0,0,0,1,1,2,2,2,0,0,0,2,2,1,1,2,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1
283,0,1,1,3,3,5,5,2,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,0,0,4,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1
284,0,1,1,3,3,5,5,2,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,0,0,4,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1
285,0,1,0,1,4,3,6,5,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,0,2,2,1,1,2,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0
286,0,1,0,1,4,3,6,5,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,0,2,2,1,1,2,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0
287,0,1,0,1,4,3,6,5,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,2,0,5,4,5,0,1,1,1,0,1,0,1,0,1,0,1,0,0
288,0,1,0,3,1,1,4,6,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,0,2,2,1,1,2,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0
289,0,0,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,1,1,3,3,0,2,1,0,1,1,0,1,1,0,0,0,0,0,0,0
290,0,0,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,1,3,3,0,2,1,0,0,1,1,0,1,0,1,0,1,1,0,1
291,0,1,0,1,4,3,6,5,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,2,0,5,4,5,0,1,1,1,0,1,0,1,0,0,1,0,1,0
292,0,1,0,1,3,4,1,3,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,1,1,1,3,4,6,7,0,0,0,0,1,1,0,0,0,1,0,0,1,1
293,0,1,0,1,4,3,4,6,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,0,2,2,1,1,2,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0
294,0,1,0,3,1,1,2,6,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,0,1,1,5,4,0,1,1,1,1,0,1,0,0,0,0,0,1,0
295,0,0,1,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,3,2,2,3,3,1,0,1,1,1,0,0,1,1,0,1,1,1,0
296,0,1,0,3,1,5,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,0,0,4,0,5,4,0,1,0,0,0,0,0,1,0,1,0,0,0,0
297,0,1,0,1,4,3,6,5,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,2,0,5,4,5,0,1,0,1,1,0,0,0,0,0,0,0,1,1
298,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,3,2,2,3,3,1,0,1,1,0,1,1,0,0,0,1,0,0,0
299,0,0,2,2,2,2,3,7,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,1,3,3,0,2,1,0,1,1,1,0,1,0,0,0,0,0,0,0
300,0,0,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,1,3,3,0,2,1,0,1,1,1,0,1,1,0,0,1,1,1,0
301,0,0,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,1,3,3,0,2,1,0,1,0,0,0,0,0,0,1,0,1,0,1
302,0,0,2,2,2,2,3,7,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,3,2,3,0,6,1,0,1,0,1,0,0,0,1,1,0,0,0,0
303,0,0,2,2,2,4,1,0,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,1,3,4,6,2,1,0,0,1,1,1,0,1,0,1,1,1,1,1
304,0,1,0,1,3,1,1,3,12,0,0,0,0,0,0,0,0,0,0,1,0,4,4,3,7,0,1,1,1,3,4,6,7,0,0,1,1,0,1,0,0,1,0,1,0,0,0
305,0,1,0,3,1,1,4,6,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,6,0,0,2,2,1,1,2,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0
306,0,0,2,2,2,2,3,7,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,3,2,3,0,6,1,0,0,1,0,0,1,1,1,1,0,1,0,0
307,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,3,2,2,3,6,1,0,0,1,1,0,0,0,1,1,0,0,1,0
308,0,1,0,1,3,4,1,3,4,0,0,0,0,0,0,0,0,0,0,2,2,4,4,3,7,0,1,1,1,3,4,6,7,0,0,0,1,1,1,0,0,0,0,0,1,0,1
309,0,0,1,0,3,5,5,2,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,0,0,0,4,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1
310,0,1,0,3,1,1,2,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,0,1,1,5,4,0,1,1,0,0,1,0,1,1,1,0,0,1,0
311,0,0,1,0,0,0,0,4,-1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,3,2,2,3,3,1,0,1,1,1,1,0,0,1,1,1,1,1,1
312,0,1,0,1,4,3,6,5,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,0,2,2,1,1,2,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0
313,0,0,1,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,1,3,0,1,1,3,2,2,3,6,1,0,1,0,0,0,1,1,0,1,1,1,1,0
314,0,1,0,3,1,1,4,6,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,6,0,0,2,2,1,1,2,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0
315,0,1,0,3,1,1,4,6,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,2,1,1,2,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0
316,0,0,2,2,2,4,1,0,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,1,3,4,6,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1
317,0,0,2,2,2,2,3,7,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,3,2,3,0,6,1,0,0,0,0,0,0,0,0,0,0,1,1,0
318,0,1,0,3,1,1,2,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,0,1,1,5,4,0,1,0,1,0,0,1,0,0,1,0,0,1,1
319,0,0,2,2,2,2,3,7,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,3,2,3,0,6,1,0,0,0,1,1,0,0,1,0,1,0,0,1
320,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,3,2,2,3,3,1,0,1,1,0,0,1,0,1,0,0,1,1,1
321,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,3,2,2,3,3,1,0,1,0,1,1,0,1,1,0,0,1,0,0
322,0,0,2,2,2,2,3,7,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,1,3,3,0,2,1,0,1,0,1,1,1,1,1,0,0,1,1,0
323,0,1,0,3,1,1,2,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,0,1,1,5,4,0,1,1,0,1,1,0,0,0,1,1,0,0,1
324,0,1,0,3,1,1,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,6,2,0,0,0,0,1,1,5,4,0,1,1,1,0,0,0,0,1,1,1,0,0,0
325,0,0,2,2,2,2,3,7,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,1,3,3,0,2,1,0,1,1,0,0,1,1,0,0,0,0,0,0
326,0,1,0,3,1,1,4,6,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,6,0,0,2,2,1,1,2,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0
327,0,0,1,0,3,5,5,2,16,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,0,0,0,4,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1
328,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,3,2,2,3,3,1,0,0,0,0,0,1,1,1,0,0,1,1,1
329,0,1,0,1,4,3,6,5,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,0,2,2,1,1,2,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1
330,0,0,2,2,2,2,3,7,-1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,3,2,3,0,6,1,0,0,0,0,0,1,1,0,0,0,0,0,0
331,0,0,2,2,2,2,3,7,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,1,1,3,2,3,0,6,1,0,1,1,1,0,0,0,0,1,1,0,0,0
332,0,1,0,1,4,3,6,5,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,0,2,2,1,1,2,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1
333,0,0,1,0,0,2,0,7,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,1,1,3,2,3,0,6,1,0,0,1,0,1,0,0,1,1,1,1,0,0
334,0,1,0,3,1,5,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,0,0,1,1,5,4,0,1,0,1,1,1,0,0,0,1,1,1,0,0
335,0,1,0,3,1,1,4,6,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,0,1,1,5,4,0,1,1,0,1,1,1,0,0,1,1,1,0,0
336,0,1,0,1,3,4,1,3,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,1,1,1,3,4,6,7,0,0,1,0,1,1,0,0,1,0,0,1,1,0
337,0,0,1,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,3,2,2,3,3,1,0,0,0,0,1,1,0,0,1,1,0,1,0
338,0,1,0,1,4,1,4,6,7,1,1,1,1,0,0,0,0,0,0,1,1,2,2,2,0,0,0,2,2,1,1,2,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1
339,0,1,0,1,4,3,4,6,7,1,1,1,1,0,0,0,0,0,0,1,1,2,2,2,0,0,0,2,2,1,1,2,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0
340,0,1,0,1,4,3,6,5,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,2,0,5,4,5,0,1,1,0,1,0,0,0,0,0,0,0,0,1
341,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,3,2,2,3,6,1,0,0,0,1,1,1,0,0,0,1,1,1,1
342,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,3,2,2,3,3,1,0,1,1,0,1,0,1,1,0,0,0,0,1
343,0,0,2,2,2,4,3,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,1,3,3,0,2,1,0,0,0,0,0,0,0,0,1,1,1,1,1
344,0,1,0,1,4,3,6,5,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,2,0,5,4,5,0,1,0,0,0,1,1,0,0,0,1,1,1,0
345,0,0,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,1,3,3,0,2,1,0,1,1,0,1,1,1,1,1,0,0,1,0
346,0,1,0,1,4,3,6,5,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,0,2,2,1,1,2,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1
347,0,1,0,1,4,3,6,5,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,2,0,5,4,5,0,1,0,1,1,1,0,0,1,1,1,0,0,1
348,0,0,1,0,3,5,5,2,2,1,1,1,1,0,0,0,0,0,1,0,0,3,0,5,4,0,0,0,0,4,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1
349,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,3,2,2,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1
350,0,1,0,1,4,3,6,5,-1,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,2,0,5,4,5,0,1,1,1,0,0,0,0,0,0,1,0,1,0
351,0,1,0,1,3,4,1,3,6,0,0,0,0,0,0,0,0,0,0,2,2,4,4,3,7,0,1,1,1,3,4,6,7,0,0,0,0,1,1,0,1,0,0,0,0,0,0
352,0,0,2,0,0,2,3,7,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,1,1,3,2,3,0,6,1,0,0,0,0,1,0,0,0,1,0,0,1,1
353,0,1,0,3,1,1,4,6,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,6,0,0,2,2,1,1,2,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0
354,0,1,0,1,4,3,6,5,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,0,2,2,1,1,2,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0
355,0,0,2,2,2,2,3,7,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,3,2,3,0,6,1,0,1,1,0,0,0,1,0,1,0,1,1,0
356,0,1,1,3,3,5,5,2,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,0,0,4,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0
357,0,0,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,1,1,3,3,0,2,1,0,0,1,1,0,1,1,1,0,1,1,0,0
358,0,0,1,0,3,5,5,2,16,1,1,1,1,0,0,0,0,0,1,0,0,3,0,5,4,0,0,0,0,4,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,1
359,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,1,1,3,2,2,3,6,1,0,0,1,0,1,0,0,1,0,0,1,0,0
360,0,1,2,1,3,4,1,3,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,1,1,1,3,4,6,7,1,0,1,1,1,0,1,1,0,1,0,0,1,0
361,0,0,2,2,2,2,3,7,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,3,2,3,0,6,1,0,1,0,1,1,0,1,0,0,1,0,1,1
362,0,1,0,3,1,1,2,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,0,1,1,5,4,0,1,1,1,1,1,0,0,1,1,1,0,0,0
363,0,1,0,1,4,3,6,5,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,2,0,5,4,5,0,1,1,0,0,1,0,0,0,0,0,0,0,0
364,0,0,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,1,5,0,1,1,1,3,3,0,2,1,0,0,0,0,0,1,0,0,1,1,0,1,0
365,0,1,0,3,1,1,2,6,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,0,1,1,5,4,0,1,1,1,0,1,1,1,1,0,1,0,1,1
366,0,1,2,1,3,4,1,3,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,1,1,1,3,4,6,7,1,0,1,1,1,1,1,0,1,0,1,0,1,1
367,0,0,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,1,1,3,3,0,2,1,0,0,0,1,1,1,0,0,1,0,1,0,1
368,0,1,1,3,3,5,5,2,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,0,0,4,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0
369,0,0,2,2,2,2,3,7,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,1,1,3,2,3,0,6,1,0,0,1,0,0,0,0,1,1,1,1,0,0
370,0,1,0,3,1,1,2,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,0,1,1,5,4,0,1,0,1,0,0,1,0,1,1,1,0,0,1
371,0,1,0,3,1,1,2,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,0,1,1,5,4,0,1,1,1,0,0,1,0,1,1,0,0,1,0
372,0,0,1,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,3,2,2,3,3,1,0,1,1,1,0,0,0,1,1,1,0,1,0
373,0,0,2,2,2,2,3,7,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,1,3,3,0,2,1,0,0,1,0,1,1,0,1,0,1,0,0,1
374,0,0,2,2,2,2,3,7,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,3,2,3,0,6,1,0,1,1,1,1,1,1,0,0,1,0,0,1
375,0,1,0,3,1,1,4,6,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,0,2,2,1,1,2,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1
376,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,3,2,2,3,3,1,0,1,1,0,1,0,0,0,1,1,1,1,1
377,0,1,0,1,3,1,1,3,12,0,0,0,0,0,0,0,0,0,0,1,0,4,4,3,7,0,1,1,1,3,4,6,7,0,0,1,1,0,1,1,1,0,1,1,1,1,1
378,0,0,2,2,2,2,3,7,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,1,3,3,0,2,1,0,0,0,1,0,0,1,0,1,0,0,0,1
379,0,1,2,1,3,4,1,3,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,1,1,1,3,4,6,7,1,0,1,1,1,0,0,0,0,0,0,0,1,1
380,0,1,0,1,4,3,6,5,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,2,0,5,4,5,0,1,1,0,0,0,1,1,1,1,0,1,1,0
381,0,1,0,3,1,1,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,6,2,0,0,0,0,1,1,5,4,0,1,0,0,0,1,1,0,0,0,1,1,0,1
382,0,1,0,1,3,4,1,3,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,1,1,1,3,4,6,7,0,0,0,0,0,0,1,1,0,1,0,0,1,1
383,0,1,0,1,4,3,6,5,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,2,0,5,4,5,0,1,1,0,0,1,0,0,0,1,0,0,0,0
384,0,1,0,3,1,1,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,6,2,0,0,0,0,1,1,5,4,0,1,0,1,1,0,0,1,1,1,0,1,0,0
385,0,0,1,0,3,5,5,2,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,0,0,0,4,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1
386,0,1,0,3,1,1,2,1,2,1,1,1,1,0,0,0,0,0,0,1,0,3,2,6,2,0,0,0,0,1,1,5,4,0,1,1,0,0,1,1,1,1,1,1,0,1,1
387,0,0,2,2,2,4,1,0,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,1,3,4,6,2,1,0,0,0,1,1,1,1,1,0,1,1,1,1
388,0,0,1,0,0,2,0,7,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,1,1,3,2,3,0,6,1,0,0,0,0,0,0,1,0,0,1,0,1,1
389,0,1,1,0,3,5,5,2,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,0,0,0,4,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1
390,0,0,1,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,1,1,3,2,2,3,6,1,0,0,1,1,0,1,0,1,1,1,0,0,0
391,0,0,2,2,2,2,3,7,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,3,2,3,0,6,1,0,1,1,1,0,1,0,1,0,0,1,1,0
392,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,3,2,2,3,3,1,0,0,1,1,1,1,0,0,1,0,0,1,0
393,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,3,2,2,3,6,1,0,1,1,0,0,1,1,0,1,0,1,0,0
394,0,1,0,1,3,4,1,3,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,1,1,1,3,4,6,7,0,0,0,1,1,0,1,0,0,0,0,0,0,0
