,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_min_samples_7_xi_0_05_min_cluster_size_0_1,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30
189,0,1,2,1,2,4,1,2,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,1,2,2,3,3,3,0,0,0,2,2,3,2,0,0,0,0,3,1,3,0,2,1,3,3,3,2,1,1,2,2,3,2,0,2,0,3,3,0
190,0,0,1,2,3,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,3,2,4,6,1,0,0,2,2,0,3,3,1,0,2,2,3,3,1,3,3,0,1,2,2,2,1,1,0,3,2,2,2,1,2,1,0
191,0,1,2,1,0,3,5,2,29,0,0,0,0,0,0,0,0,0,1,1,2,2,1,5,7,0,1,2,2,0,1,6,4,0,0,2,3,1,1,1,1,2,2,2,1,2,2,1,0,0,0,2,2,1,2,2,0,2,0,3,2,3,1,2,3
192,0,0,0,3,4,5,6,4,63,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,1,1,5,2,6,0,0,3,0,2,2,3,3,3,1,0,3,2,0,2,0,0,3,2,2,1,0,1,0,2,0,3,1,0,0,0,2
193,0,1,2,1,2,4,1,5,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,3,3,3,7,0,0,3,3,2,2,0,2,1,2,3,2,2,3,2,1,3,2,0,0,0,1,0,3,3,1,0,0,2,1,0,1
194,0,0,1,2,3,0,2,0,81,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,3,2,4,5,1,0,0,0,0,0,3,0,2,1,2,1,1,3,2,1,2,1,2,2,2,2,3,2,1,1,3,2,2,2,3,3,2
195,0,0,1,2,3,2,3,3,18,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,3,0,0,0,3,0,1,6,1,0,0,2,1,1,1,3,3,3,0,0,3,3,1,2,1,1,2,2,1,2,3,2,3,3,0,3,3,1,2,0,0
196,0,1,2,0,1,2,0,2,82,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,1,1,0,0,1,6,0,0,0,3,3,0,3,0,3,1,3,2,1,2,0,1,2,2,3,0,2,2,1,0,3,2,2,0,0,0,3,1,1
197,0,1,2,1,2,4,1,5,28,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,3,3,3,7,0,0,1,2,3,2,2,3,0,2,0,1,0,2,2,1,0,3,3,2,1,3,1,3,3,2,1,3,0,0,0,2
198,0,1,2,1,2,4,1,5,28,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,3,3,3,7,0,0,1,2,3,2,2,3,3,3,3,3,1,2,3,0,1,2,0,3,0,1,1,1,0,2,2,2,3,3,2,2
199,0,1,0,0,1,2,0,1,14,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,0,1,0,0,1,1,6,0,0,2,1,1,3,0,3,0,3,0,3,3,2,3,3,3,1,1,3,1,0,0,1,1,0,1,2,1,1,3,3
200,0,0,1,2,0,2,3,3,-1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,3,0,0,0,3,0,1,6,1,0,0,0,2,2,2,0,1,1,3,1,0,2,0,2,3,3,0,3,0,1,1,3,2,2,1,3,2,3,2,2,3
201,0,0,0,3,4,2,0,1,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,0,1,1,0,1,6,6,0,0,2,1,1,3,0,3,3,2,2,0,2,3,0,0,0,2,3,1,2,2,1,2,3,1,1,2,1,1,0,2
202,0,0,0,3,4,5,3,3,83,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,3,0,0,0,1,0,1,6,1,0,0,0,3,1,1,3,0,2,1,0,1,3,1,2,3,3,2,1,2,3,3,3,1,3,3,1,2,3,0,3,0
203,0,1,2,1,0,3,5,2,29,0,0,0,0,0,0,0,0,0,1,1,2,2,1,5,7,0,1,2,2,0,1,6,0,0,0,2,3,0,0,2,3,0,2,2,1,3,2,2,0,0,2,3,1,0,2,0,0,3,2,3,1,0,2,3,1
204,0,0,0,3,4,5,6,4,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,1,1,5,2,2,0,0,1,1,1,0,1,3,1,0,3,0,0,1,1,0,3,2,2,1,1,1,0,0,0,0,0,3,2,1,3,2
205,0,1,2,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,1,1,1,2,0,5,7,0,1,2,2,0,1,6,0,0,0,1,0,2,3,3,3,1,0,0,1,0,2,2,1,3,1,0,2,3,1,1,0,2,3,3,1,3,0,3,0
206,0,0,0,3,4,2,0,1,4,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,0,1,1,0,1,1,6,0,0,1,3,0,3,2,2,1,3,1,3,3,2,1,3,3,0,3,2,0,0,3,2,2,1,2,0,1,0,3,1
207,0,1,2,0,1,1,4,6,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,0,4,2,4,3,0,0,2,1,3,0,3,1,2,2,2,3,3,0,2,1,1,3,2,1,1,0,2,1,3,3,1,3,0,0,3,2
208,0,1,2,0,1,1,4,2,84,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,1,2,0,0,1,6,0,0,0,1,0,0,1,3,1,3,3,0,2,3,1,2,3,3,1,0,1,0,1,0,2,1,1,0,1,0,2,3,3
209,0,0,0,3,4,2,0,1,4,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,0,1,1,0,1,1,6,0,0,1,3,0,0,0,3,0,0,1,3,2,0,1,0,1,0,2,3,1,0,2,0,2,0,0,2,1,0,2,2
210,0,0,1,3,3,0,3,3,72,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,3,0,1,6,1,0,0,0,2,1,1,0,0,0,1,3,0,1,2,2,0,3,0,3,2,2,1,1,0,3,2,2,1,3,2,3,3
211,0,1,2,0,1,2,0,6,85,0,0,0,0,0,0,0,0,0,1,2,1,0,0,6,7,0,1,1,0,0,1,6,0,0,0,2,0,2,1,2,0,3,1,3,1,3,3,3,3,1,1,1,1,1,0,3,3,2,0,2,1,0,3,2,1
212,0,0,1,2,3,0,2,3,79,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,3,2,4,5,1,0,0,0,3,0,3,2,3,3,2,1,0,1,3,3,3,3,2,0,3,2,3,3,1,1,0,1,0,1,3,2,3
213,0,1,2,1,0,3,5,7,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,1,2,2,3,0,0,4,0,0,3,3,0,1,1,0,3,3,1,0,2,2,0,1,1,2,1,0,3,3,3,3,1,3,2,1,3,2,2,3
214,0,0,1,2,3,0,2,0,86,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,3,2,4,5,5,0,0,1,1,2,1,3,3,1,3,1,3,0,1,1,1,1,1,3,3,0,1,2,2,1,2,3,2,2,1,2,0
215,0,1,2,1,2,4,1,5,38,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,3,3,3,7,0,0,0,3,0,2,1,1,0,0,0,1,3,1,2,1,0,3,2,3,3,1,1,3,0,1,3,1,2,3,2,3
216,0,0,0,0,1,2,0,1,14,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,0,1,0,1,5,1,6,0,0,1,1,0,0,1,3,0,0,2,2,1,2,0,2,2,2,3,1,1,2,0,1,1,2,1,0,1,2,3,2
217,0,1,2,1,2,4,1,2,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,1,2,2,3,3,3,0,0,0,1,3,2,2,3,0,1,0,1,3,1,1,1,0,3,0,1,2,0,3,0,0,1,2,0,1,1,2,2,2
218,0,1,0,0,1,1,4,1,87,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,2,0,0,1,0,4,2,1,6,0,0,3,3,0,1,3,3,0,2,3,1,2,3,0,2,0,3,3,3,1,0,3,3,1,3,1,2,1,1,3,0
219,0,1,2,1,0,3,5,7,46,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,1,2,2,0,0,0,4,0,0,0,3,2,1,1,1,3,0,1,1,2,3,2,1,1,2,1,2,3,0,2,0,2,2,1,0,0,3,1,1
220,0,1,2,1,2,4,1,5,88,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,3,3,3,0,0,0,1,0,1,0,3,3,1,3,0,2,3,0,0,0,3,1,3,3,0,0,2,2,3,3,2,1,2,3,2,0
221,0,1,0,0,1,2,0,1,33,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,0,1,0,0,1,1,6,0,0,3,1,0,1,2,1,2,0,2,1,1,1,2,2,0,1,3,2,0,0,2,1,0,0,1,3,2,2,2,1
222,0,1,2,1,0,3,5,2,29,0,0,0,0,0,0,0,0,0,1,1,2,2,1,5,7,0,1,2,2,0,1,6,4,0,0,1,0,0,2,2,2,1,2,2,1,2,0,3,2,3,1,3,0,3,1,3,1,3,3,2,0,0,0,2,3
223,0,1,2,1,0,2,0,2,29,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,1,2,2,0,1,6,0,0,0,1,3,1,3,3,0,2,1,1,2,2,1,0,1,0,0,1,1,0,2,0,0,0,0,2,1,1,2,3,1
224,0,1,2,1,2,4,1,5,40,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,3,3,3,0,0,0,2,2,2,0,2,3,3,0,3,1,3,0,1,2,3,2,2,2,3,0,3,3,0,3,2,0,1,0,0,1
225,0,1,2,0,1,1,4,6,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,0,4,2,4,3,0,0,1,1,3,3,0,2,3,1,3,1,1,0,3,3,2,0,2,3,2,3,1,3,1,2,1,0,0,1,0,1
226,0,0,1,2,0,3,2,0,89,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,1,0,1,0,3,2,0,0,4,0,0,0,1,0,2,0,0,3,3,0,1,3,2,3,2,0,1,2,3,1,3,2,2,3,1,3,3,1,0,3,2
227,0,0,1,3,3,0,3,3,67,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,1,1,1,6,1,0,0,0,1,3,0,1,1,2,0,2,0,1,0,0,3,1,3,0,1,1,1,2,0,3,0,1,2,2,3,2,1
228,0,1,2,0,1,2,0,2,29,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,1,2,0,0,1,6,0,0,0,3,3,0,1,1,1,3,0,3,3,0,0,0,0,2,0,2,3,2,3,2,2,3,3,1,2,0,3,1,0
229,0,0,0,3,4,2,0,1,4,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,0,1,1,0,1,1,6,0,0,2,2,3,0,1,1,0,2,2,2,2,0,2,2,1,3,1,2,3,3,2,3,2,2,3,1,0,0,3,3
230,0,0,0,3,4,5,6,4,17,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,1,1,5,1,2,0,0,1,0,0,0,1,0,0,3,3,0,3,0,3,1,2,3,1,1,2,3,2,1,2,2,3,3,1,2,2,1
231,0,0,1,2,3,0,2,0,24,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,3,2,4,5,5,0,0,0,2,1,3,0,0,1,2,1,3,1,3,2,0,3,1,1,2,1,2,3,2,0,3,1,2,0,1,2,3
232,0,0,0,3,4,5,3,4,9,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,1,1,5,2,1,0,0,3,0,0,0,0,2,3,1,1,3,3,0,3,0,2,2,2,0,3,0,2,1,3,0,0,1,2,0,3,1
233,0,0,1,2,3,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,3,2,4,5,5,0,0,3,0,1,0,3,2,1,2,2,3,2,2,0,0,1,0,3,2,3,3,0,2,3,0,0,3,3,3,0,1
234,0,1,2,1,2,4,1,2,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,1,2,2,0,1,6,0,0,0,0,2,3,3,3,3,0,1,2,1,1,3,1,2,3,0,1,1,0,0,1,1,0,2,0,0,0,3,1,0
235,0,0,0,3,4,5,6,4,15,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,1,1,5,2,2,0,0,3,3,2,0,1,2,1,2,2,3,0,3,0,3,2,1,3,2,0,2,0,0,0,2,0,2,1,3,1,3
236,0,0,0,3,4,5,6,4,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,1,1,5,2,2,0,0,1,3,3,0,0,1,3,3,2,2,1,1,1,1,0,3,0,3,1,2,1,2,1,1,3,0,2,0,2,3
237,0,0,0,3,4,5,6,1,57,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,1,1,5,1,6,0,0,2,1,0,2,3,2,3,2,3,0,3,2,0,1,2,0,2,0,2,3,1,3,3,2,3,0,2,3,3,1
238,0,1,2,0,1,1,4,6,90,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,0,4,2,4,3,0,0,3,1,3,3,1,0,1,1,2,3,0,2,3,3,0,3,3,1,3,0,2,1,0,3,2,3,1,1,3,1
239,0,1,2,1,1,2,0,2,29,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,1,2,2,0,1,6,0,0,0,1,0,2,3,3,0,1,2,3,1,2,3,0,0,0,2,2,0,1,3,2,3,1,0,2,2,2,0,0,3
240,0,1,2,0,1,1,4,6,6,0,0,0,0,0,0,0,0,0,1,1,1,0,4,6,5,0,1,2,0,4,2,4,0,0,0,1,1,1,2,0,1,0,2,3,0,0,3,2,3,1,1,0,3,3,2,2,3,2,1,0,1,3,2,2,0
241,0,0,1,2,3,0,3,3,39,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,3,2,4,6,1,0,0,0,1,0,3,2,0,0,0,1,0,2,2,0,2,1,0,0,1,2,3,2,2,1,0,3,0,2,3,3,3
242,0,0,1,2,3,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,3,2,4,5,5,0,0,1,1,1,2,1,3,3,2,1,0,2,1,1,2,3,2,2,3,3,2,1,2,0,1,0,3,2,2,2,1
243,0,1,2,1,2,4,1,5,74,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,3,3,3,4,0,0,0,0,3,3,3,2,2,1,1,2,1,1,0,2,0,0,1,2,2,3,0,2,2,0,0,3,2,0,2,2
244,0,1,2,1,0,4,5,2,91,0,0,0,0,0,0,0,0,0,1,1,2,2,1,5,7,0,1,2,2,0,1,6,0,0,0,1,2,3,3,1,0,1,2,2,2,2,3,1,3,1,0,1,2,3,3,3,3,1,1,0,2,3,2,3,3
245,0,1,0,0,1,1,4,6,62,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,1,0,4,2,1,6,0,0,0,3,1,3,0,1,1,0,0,2,2,2,0,3,0,0,2,3,2,1,2,1,3,3,2,1,3,2,1,3
246,0,0,1,2,0,3,5,7,43,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,1,0,3,0,0,0,4,0,0,1,0,3,1,0,0,2,2,0,0,2,3,0,3,3,3,1,0,0,1,1,0,1,2,2,1,3,3,1,1
247,0,0,0,3,4,5,6,4,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,1,1,5,2,2,0,0,3,3,0,1,2,1,0,0,1,0,0,2,0,3,2,2,3,0,0,3,3,0,2,1,2,2,1,2,1,3
248,0,0,1,2,0,0,2,7,64,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,1,0,1,0,3,2,0,0,4,0,0,1,3,3,1,2,2,2,2,1,2,1,3,3,2,2,1,0,1,0,3,3,2,2,3,1,0,3,3,2,2
249,0,1,2,1,2,4,1,2,-1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,5,7,0,1,2,2,0,1,6,0,0,0,1,3,2,0,2,1,3,3,2,2,2,0,0,1,2,1,3,1,3,3,3,0,1,2,0,1,0,0,0,3
250,0,0,1,2,3,0,2,0,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,3,2,4,5,5,0,0,3,2,3,0,1,0,0,1,3,1,2,1,3,0,3,3,0,2,2,1,2,2,2,1,2,1,0,2,3,3
251,0,1,2,1,2,4,1,5,31,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,3,3,3,0,0,0,1,0,1,3,1,0,3,1,3,2,2,1,0,2,1,2,3,1,3,2,3,0,0,3,0,2,2,1,2,2
252,0,0,1,2,0,3,5,7,92,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,4,0,1,0,3,2,0,0,4,0,0,0,0,1,0,2,1,2,1,3,1,3,1,0,2,3,2,2,0,0,1,3,2,0,2,3,2,1,0,1,0
253,0,0,1,2,3,0,3,3,18,0,0,0,0,0,0,0,0,0,0,0,3,2,5,0,3,0,0,0,3,0,1,6,1,0,0,2,2,1,0,3,1,2,3,3,2,3,2,1,2,2,3,0,2,2,2,0,3,1,1,2,1,3,1,0,1
254,0,1,2,0,1,1,4,6,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,0,4,2,4,3,0,0,1,3,0,2,1,1,1,3,1,1,1,3,2,2,1,1,0,0,3,0,2,2,2,0,3,3,1,0,3,1
255,0,0,0,3,4,5,6,4,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,1,1,5,2,2,0,0,3,0,0,0,1,0,1,0,3,2,1,2,1,2,0,3,3,3,1,0,1,0,1,3,2,1,2,0,3,3
256,0,1,2,1,2,4,1,5,31,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,3,3,3,0,0,0,0,0,0,2,2,1,1,0,3,3,3,2,2,3,1,3,3,0,1,0,0,2,1,3,1,1,1,1,2,0
257,0,0,1,2,0,3,2,7,64,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,1,0,1,0,3,2,0,0,4,0,0,0,0,3,2,0,0,1,2,2,2,3,3,1,2,0,1,0,3,2,2,3,0,0,1,1,0,1,1,3,0
258,0,1,1,1,0,3,5,7,43,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,1,0,2,0,0,0,4,0,0,2,2,0,2,1,1,3,0,0,1,0,2,3,1,2,3,0,2,0,0,1,3,0,3,2,0,2,1,0,3
259,0,0,0,3,4,5,3,3,23,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,3,0,0,1,1,1,1,6,1,0,0,1,1,3,1,0,2,1,0,1,3,1,3,3,1,2,3,1,0,1,3,2,3,1,2,0,3,3,0,3,1
260,0,1,2,1,2,4,1,5,25,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,3,3,3,7,0,0,3,1,2,1,1,1,3,1,1,0,3,0,2,3,3,3,0,0,3,2,1,2,0,0,3,1,2,0,0,0
261,0,0,1,2,3,0,2,0,93,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,3,2,4,5,5,0,0,0,3,0,0,2,1,2,1,1,1,0,1,1,1,1,1,3,2,2,2,0,1,3,2,2,3,3,2,3,3
262,0,0,0,3,4,5,6,1,57,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,0,1,1,1,5,1,6,0,0,2,3,1,1,2,1,0,2,3,1,1,3,3,2,2,2,1,0,1,2,1,1,2,1,1,3,0,3,3,2
263,0,0,0,3,4,5,6,1,94,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,0,1,1,1,5,1,6,0,0,2,3,2,3,3,3,0,0,2,3,3,1,3,3,2,0,0,2,2,2,1,1,0,1,0,3,0,0,1,3
264,0,0,1,2,0,3,5,7,43,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,1,0,3,0,0,0,4,0,0,2,3,3,1,2,2,1,3,2,0,1,1,0,1,0,1,3,2,0,2,3,1,1,2,3,3,0,0,3,1
265,0,0,1,2,3,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,3,0,1,6,1,0,0,0,3,0,2,0,0,1,2,1,0,2,1,1,2,0,1,2,0,2,3,2,1,1,3,1,3,1,1,1,3
266,0,1,2,0,1,1,4,6,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,0,4,2,4,3,0,0,1,2,0,3,2,2,2,3,1,2,0,3,1,0,3,1,1,0,3,3,3,1,1,3,2,1,1,2,2,1
267,0,0,1,2,3,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,3,2,4,6,1,0,0,3,2,0,3,1,0,1,0,0,2,1,0,3,2,3,2,3,1,1,3,2,3,3,2,0,0,2,0,2,3
268,0,0,0,3,4,2,0,1,49,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,0,1,1,0,1,1,6,0,0,3,1,3,3,2,0,1,1,1,2,1,1,3,0,1,0,0,1,2,2,3,0,2,3,1,0,3,2,1,3
269,0,1,2,1,0,3,5,2,29,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,1,2,2,0,1,6,0,0,0,3,1,2,3,3,2,3,1,1,0,1,1,3,1,2,1,0,2,3,3,0,3,0,1,2,3,1,0,3,2
270,0,0,1,2,0,3,5,7,37,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,3,0,1,0,3,0,1,0,4,0,0,1,2,2,2,1,2,3,1,2,2,0,0,3,3,2,2,3,3,3,0,3,2,2,3,0,3,0,1,1,2
271,0,0,1,2,3,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,3,0,1,6,1,0,0,1,1,3,1,0,3,2,2,2,0,1,2,1,3,3,2,1,3,2,3,3,2,1,2,3,2,2,1,2,2
272,0,1,2,1,2,4,1,2,95,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,1,2,2,0,1,6,0,0,0,1,1,3,0,3,2,0,0,1,3,1,1,0,1,2,2,2,1,3,3,0,2,2,2,2,1,0,0,2,2
273,0,1,2,1,2,4,1,2,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,6,0,1,2,2,3,3,3,0,0,0,2,0,1,0,2,0,1,1,3,2,2,0,3,3,0,3,1,0,0,2,1,3,0,2,3,3,1,3,2,3
274,0,0,0,3,4,5,6,4,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,1,1,5,2,2,0,0,0,0,0,0,2,1,2,0,1,2,0,3,1,3,0,1,3,2,1,1,3,3,2,3,2,2,1,3,2,0
275,0,1,0,0,1,2,0,1,-1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,0,1,0,0,1,1,6,0,0,3,2,1,2,1,3,2,0,2,2,3,1,0,0,1,0,2,3,0,1,2,2,1,1,1,0,3,0,3,1
276,0,0,0,3,4,5,6,1,-1,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,0,1,1,1,5,1,6,0,0,0,1,0,1,1,2,2,0,0,1,1,0,0,1,0,0,2,2,0,2,1,3,0,1,0,3,3,1,3,0
277,0,0,1,2,3,0,2,0,78,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,3,2,4,5,5,0,0,2,0,1,2,1,0,0,1,2,0,0,2,0,3,2,2,2,2,1,0,3,3,3,0,2,2,1,2,2,0
278,0,0,1,2,0,3,5,7,43,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,1,0,3,0,0,0,4,0,0,0,1,2,3,2,2,2,0,1,1,0,3,1,2,1,0,3,2,3,0,2,1,3,2,2,1,3,0,2,3
279,0,1,2,1,2,4,1,5,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,3,3,3,7,0,0,1,0,3,3,1,2,3,0,0,2,3,2,2,1,2,1,1,0,2,3,2,3,1,1,2,2,2,1,3,2
280,0,0,1,2,3,0,3,3,79,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,3,2,4,5,1,0,0,0,1,1,1,1,1,0,1,0,2,2,2,2,3,2,2,1,3,0,0,0,3,0,1,0,0,2,1,0,3
281,0,0,0,3,4,2,0,1,4,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,2,0,0,1,1,0,1,6,6,0,0,3,0,0,1,1,2,0,2,1,0,1,3,0,2,1,0,1,0,3,1,1,2,0,2,3,1,1,3,1,3
282,0,0,1,2,0,0,5,3,37,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,3,0,0,0,3,0,1,6,4,0,0,2,0,1,2,2,0,3,0,2,0,2,2,2,3,3,3,3,3,3,2,3,2,0,1,1,3,0,0,1,1
283,0,0,1,2,0,3,5,7,-1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,1,0,3,0,0,0,4,0,0,3,2,3,2,1,3,1,2,0,1,2,2,2,0,1,1,0,3,3,3,2,1,1,1,3,0,3,0,0,1
284,0,1,2,1,0,3,5,7,47,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,1,2,2,3,0,0,4,0,0,0,2,0,1,0,2,0,1,1,3,1,0,0,2,1,2,1,1,2,3,3,0,1,0,1,3,1,0,3,1
285,0,0,0,3,4,2,0,1,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,0,1,1,0,1,6,6,0,0,2,3,1,2,0,2,1,0,0,3,3,0,3,2,1,0,0,1,2,0,3,3,2,3,3,0,3,0,1,0
286,0,1,2,0,1,4,1,2,66,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,1,2,0,0,1,6,0,0,0,2,3,1,1,0,2,0,1,3,1,0,0,2,3,1,0,1,0,0,1,1,2,1,3,2,3,2,2,3,0
