,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_n1,random_n2,random_n3,random_n4,random_n5,random_n6,random_n7,random_n8,random_n9,random_n10,random_n11,random_n12,random_n13,random_n14,random_n15
372,0,1,0,0,1,0,6,2,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,1,0,0,4,5,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0
373,0,1,2,2,4,4,1,6,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,3,2,1,2,6,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
374,0,1,2,2,4,4,1,6,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,1,0,1,2,2,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1
375,0,0,1,1,2,1,2,7,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,1,2,2,1,2,6,7,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0
376,0,1,0,0,1,0,6,2,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,1,0,0,4,5,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0
377,0,0,1,3,0,2,2,5,12,0,0,0,0,0,0,0,0,0,0,1,0,4,4,3,7,0,0,0,3,2,5,0,3,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,0
378,0,1,2,2,4,4,1,6,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,3,2,1,2,6,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
379,0,0,2,3,0,2,4,5,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,0,0,3,2,5,0,3,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0
380,0,0,1,3,3,3,3,3,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,2,3,4,3,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0
381,0,0,1,1,2,1,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,6,2,0,1,1,0,1,2,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1
382,0,0,1,3,0,2,4,5,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,0,0,3,2,5,0,3,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1
383,0,0,1,3,3,3,3,3,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,2,3,4,3,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1
384,0,0,1,1,2,1,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,6,2,0,1,1,0,1,2,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1
385,0,1,0,0,0,5,5,4,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,1,1,0,4,3,5,4,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0
386,0,0,1,1,2,1,0,1,2,1,1,1,1,0,0,0,0,0,0,1,0,3,2,6,2,0,1,1,0,1,2,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1
387,0,1,2,2,4,2,4,0,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,0,3,2,5,0,6,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1
388,0,1,0,0,1,0,1,6,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,0,0,1,0,1,2,2,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0
389,0,0,0,0,0,5,5,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,1,1,0,4,3,5,4,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1
390,0,1,0,0,1,0,6,6,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,0,0,1,0,0,4,2,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0
391,0,1,2,2,4,4,1,6,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,1,0,1,2,2,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1
392,0,1,0,0,1,0,6,2,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,1,0,0,4,5,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1
393,0,1,0,0,1,0,6,2,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,1,0,0,4,2,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1
394,0,0,1,3,0,2,4,5,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,0,0,3,2,5,0,3,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1
395,0,1,2,2,4,4,1,6,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,0,0,1,0,1,2,2,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0
396,0,0,1,1,2,1,2,7,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,1,2,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0
397,0,1,2,2,0,2,4,0,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,0,3,2,5,0,6,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0
398,0,0,0,1,0,5,5,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,1,0,4,3,5,4,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0
399,0,1,2,2,4,4,4,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,0,3,2,1,2,6,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0
400,0,0,1,1,2,1,0,1,2,1,1,1,1,0,0,0,0,0,0,1,0,3,2,6,2,0,1,1,0,1,2,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0
401,0,1,0,0,1,0,6,6,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,0,0,1,0,0,4,2,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0
402,0,1,2,2,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,0,3,2,1,2,6,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0
403,0,1,0,0,1,0,6,6,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,0,0,1,0,0,4,2,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0
404,0,0,1,3,3,3,3,3,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,2,3,4,3,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0
405,0,0,1,1,2,1,2,7,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,6,0,1,2,2,1,2,6,7,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0
406,0,1,0,0,1,0,6,2,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,1,0,0,4,5,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1
407,0,1,2,2,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,3,2,1,2,6,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
408,0,0,1,3,3,3,3,3,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,2,3,4,3,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0
409,0,0,0,0,0,5,5,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,1,1,0,4,3,5,4,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1
410,0,0,1,3,3,3,3,3,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,2,3,4,3,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1
411,0,1,2,2,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,0,0,3,2,1,2,6,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1
412,0,0,1,1,2,1,2,7,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,6,0,1,2,2,1,2,6,7,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
413,0,1,0,0,1,0,6,2,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,1,0,0,4,5,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1
414,0,0,1,1,2,1,2,7,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,1,2,2,1,2,6,7,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1
415,0,0,1,3,3,3,3,3,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,2,3,4,3,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0
416,0,0,1,3,0,2,4,5,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,0,0,3,2,5,0,3,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0
417,0,1,2,2,0,2,4,0,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,0,3,2,5,0,6,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1
418,0,1,0,0,1,0,6,2,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,1,0,0,4,5,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0
419,0,0,1,1,2,1,0,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,1,2,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1
420,0,0,1,3,3,3,2,7,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,1,2,2,1,2,6,7,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1
421,0,0,1,3,3,3,2,7,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,1,2,2,1,2,6,7,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0
422,0,1,2,2,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,1,5,0,0,0,3,2,1,2,6,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0
423,0,1,0,0,0,5,5,4,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,1,1,0,4,3,5,4,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1
424,0,0,1,1,2,1,0,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,1,2,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0
425,0,1,0,0,0,5,5,4,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,1,1,0,4,3,5,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
426,0,0,1,3,3,3,2,7,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,1,2,2,1,2,6,7,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1
427,0,0,1,3,3,3,2,7,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,1,2,2,1,2,6,7,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1
428,0,1,2,3,0,2,4,5,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,0,0,3,2,5,0,3,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1
429,0,0,1,3,3,3,3,3,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,2,3,4,3,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1
430,0,0,1,3,0,2,4,5,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,0,0,3,2,5,0,3,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1
431,0,1,2,2,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,0,0,3,2,1,2,6,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1
432,0,1,2,2,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,0,0,3,2,1,2,6,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0
433,0,0,1,1,2,1,2,7,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,6,0,1,2,2,1,2,6,7,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0
434,0,0,1,1,2,5,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,1,0,4,3,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0
435,0,1,2,2,4,4,1,6,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,1,0,1,2,2,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1
436,0,0,1,1,2,1,0,1,-1,1,1,1,1,0,0,0,0,0,0,0,0,3,2,6,2,0,1,1,0,1,2,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0
437,0,0,1,3,2,1,2,5,12,0,0,0,0,0,0,0,0,0,0,1,0,4,2,3,2,0,0,0,3,2,5,0,3,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0
438,0,1,0,0,1,0,1,6,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,0,0,1,0,1,2,2,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1
439,0,1,2,2,4,4,4,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,0,3,2,1,2,6,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1
440,0,0,1,1,0,5,5,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,1,0,4,3,5,4,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0
441,0,0,1,3,0,2,4,5,4,0,0,0,0,0,0,0,0,0,0,2,2,4,4,3,7,0,0,0,3,2,5,0,3,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0
442,0,1,0,0,0,5,5,4,2,1,1,1,1,0,0,0,0,0,1,0,0,3,0,5,4,0,1,1,0,4,3,5,4,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1
443,0,1,2,2,0,2,4,0,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,0,3,2,5,0,6,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1
444,0,1,2,2,4,4,4,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,0,3,2,1,2,6,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1
445,0,0,1,1,2,1,0,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,1,2,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1
446,0,1,2,2,4,4,1,6,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,1,0,1,2,2,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1
447,0,1,0,0,1,0,1,6,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,0,0,1,0,1,2,2,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1
448,0,1,2,2,0,2,4,5,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,3,7,0,0,0,3,2,5,0,3,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1
449,0,0,1,1,2,5,0,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,1,0,4,3,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1
450,0,0,1,1,2,5,0,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,1,0,4,3,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0
451,0,0,1,3,3,3,3,3,-1,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,2,3,4,3,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0
452,0,1,0,0,1,0,6,2,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,1,0,0,4,2,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1
453,0,1,0,0,0,5,5,4,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,1,1,0,4,3,5,4,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
454,0,0,1,3,0,2,4,5,4,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,0,0,3,2,5,0,3,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0
455,0,0,1,3,3,3,3,3,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,2,3,4,3,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0
456,0,0,1,1,2,1,2,7,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,1,2,2,1,2,6,7,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0
457,0,0,1,1,2,1,2,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,1,2,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,0,1
458,0,0,1,1,2,1,0,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,1,2,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0
459,0,1,0,0,1,0,6,2,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,1,0,0,4,5,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1
460,0,1,2,2,4,4,1,6,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,1,0,1,2,2,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0
461,0,0,1,1,2,1,0,1,-1,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,2,0,1,1,0,1,2,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1
462,0,1,2,2,4,4,1,6,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,1,0,1,2,2,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1
463,0,0,1,3,3,3,2,7,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,1,2,2,1,2,6,7,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1
464,0,1,2,2,4,4,1,6,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,3,2,1,2,6,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1
465,0,0,1,1,2,1,0,1,2,1,1,1,1,0,0,0,0,0,0,1,0,3,2,6,2,0,1,1,0,1,2,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1
466,0,0,1,1,2,1,2,7,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,1,2,2,1,2,6,7,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1
467,0,1,2,2,4,2,4,0,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,0,3,2,5,0,6,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0
468,0,1,0,0,1,0,6,2,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,1,0,0,4,2,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0
469,0,0,1,1,2,1,2,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,1,2,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1
470,0,0,1,1,2,1,0,1,2,1,1,1,1,0,0,0,0,0,0,1,0,3,2,6,2,0,1,1,0,1,2,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1
471,0,1,2,2,4,4,1,6,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,1,0,1,2,2,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0
472,0,0,1,3,3,3,3,3,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,1,2,2,1,2,6,7,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1
473,0,0,1,3,3,3,2,7,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,1,2,2,1,2,6,7,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1
474,0,0,1,1,2,1,0,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,1,2,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1
475,0,0,1,3,3,3,3,3,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,2,3,4,3,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1
476,0,1,0,0,1,0,6,6,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,0,0,1,0,0,4,2,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1
477,0,0,1,3,3,3,3,3,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,2,3,4,3,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1
478,0,0,1,3,3,3,3,3,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,2,3,4,3,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0
479,0,1,0,0,1,0,1,6,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,0,0,1,0,1,2,2,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0
480,0,0,1,1,2,1,0,1,2,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,2,0,1,1,0,1,2,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1
481,0,0,1,1,2,5,0,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,1,0,4,3,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0
482,0,1,2,2,4,4,1,6,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,0,0,1,0,1,2,2,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1
483,0,1,2,2,0,2,4,5,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,0,0,3,2,5,0,3,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0
484,0,0,1,3,0,2,4,5,4,0,0,0,0,0,0,0,0,0,0,2,2,4,4,3,7,0,0,0,3,2,5,0,3,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0
485,0,1,2,2,4,4,1,6,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,3,2,1,2,6,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1
486,0,0,1,1,2,1,2,7,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,1,2,2,1,2,6,7,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1
487,0,0,1,1,2,1,2,7,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,1,2,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1
488,0,0,1,1,2,5,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,1,0,4,3,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
489,0,0,1,1,2,1,0,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,1,2,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0
490,0,1,0,0,0,5,5,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,1,1,0,4,3,5,4,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0
491,0,0,1,1,2,1,0,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,1,2,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0
492,0,1,2,2,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,0,3,2,1,2,6,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0
493,0,0,1,1,0,5,5,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,1,0,4,3,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0
494,0,1,0,0,1,0,6,2,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,1,0,0,4,5,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
495,0,0,1,3,0,2,4,5,4,0,0,0,0,0,0,0,0,0,0,2,2,4,4,3,7,0,0,0,3,2,5,0,3,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1
496,0,0,0,1,0,5,5,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,1,1,0,4,3,5,4,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1
497,0,1,2,0,1,4,1,6,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,0,0,1,0,1,2,2,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1
498,0,0,2,3,0,2,4,5,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,0,0,3,2,5,0,3,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0
