,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_min_samples_7_xi_0_08_min_cluster_size_0_1,random_model_n1,random_model_n2,random_model_n3,random_model_n4
315,0,0,1,0,3,2,2,5,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,1,1,0,1,3,4,6,1,1,1,0,1,1
316,0,0,1,0,3,2,2,5,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,3,2,0,6,4,0,0,1,1,1,0
317,0,0,1,0,3,2,5,1,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,5,0,1,1,0,1,3,0,1,0,1,1,0,0,1
318,0,1,1,3,1,0,1,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,0,2,3,2,0,6,5,0,0,1,1,0,1
319,0,1,2,1,2,4,6,0,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,0,1,0,4,2,2,0,0,0,1,1,1
320,0,0,0,2,2,5,0,7,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,0,4,5,5,0,1,1,0,1,0,0
321,0,1,2,3,1,0,1,4,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,1,0,1,1,0,1,0,1,1,1,1,1
322,0,0,0,0,3,1,3,2,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,1,1,0,4,3,4,6,1,1,0,1,0,1
323,0,0,0,2,2,5,0,7,1,1,1,1,1,0,0,0,0,0,1,1,2,0,4,6,3,0,1,1,0,4,5,5,0,1,1,0,1,0,1
324,0,1,1,3,1,0,1,4,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,0,1,1,0,1,0,1,0,0,0,0
325,0,1,0,2,2,4,6,0,48,0,0,0,0,0,0,0,0,0,0,1,3,0,3,3,2,0,0,0,1,0,4,2,2,1,0,0,1,0,1
326,0,1,1,3,1,0,5,1,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,0,1,1,0,1,0,1,1,1,1,0
327,0,0,0,2,0,5,0,6,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,0,1,0,4,2,2,1,0,1,0,1,0
328,0,0,1,0,3,1,2,5,2,1,1,1,1,0,0,0,0,0,1,0,1,4,4,0,0,0,1,1,0,1,3,4,6,1,1,0,1,0,0
329,0,0,0,2,0,1,3,2,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,0,4,3,4,6,1,1,1,0,1,1
330,0,0,0,2,0,5,0,7,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,0,4,5,5,0,1,1,1,0,0,1
331,0,1,2,1,2,4,6,0,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,0,1,0,4,2,2,0,0,0,0,0,1
332,0,1,2,3,1,0,1,4,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,1,0,1,1,0,1,0,1,0,0,0,1
333,0,0,0,2,2,5,0,6,35,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,0,0,1,0,4,2,2,1,0,1,0,1,0
334,0,1,1,3,1,0,5,1,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,0,1,1,0,1,0,1,1,0,0,1
335,0,1,1,3,1,0,5,1,39,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,0,0,2,3,2,0,6,5,0,0,1,1,0,1
336,0,0,0,2,0,5,0,7,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,0,4,5,5,0,1,1,1,1,0,0
337,0,0,0,2,0,1,3,2,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,0,4,3,4,6,1,1,1,1,1,0
338,0,0,1,0,3,1,2,5,20,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,0,2,2,3,2,1,4,1,0,1,1,1,0
339,0,1,2,1,4,3,4,3,52,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,6,0,0,0,3,2,0,3,7,0,0,1,0,1,1
340,0,1,2,3,4,3,1,3,-1,1,1,1,1,0,0,0,0,0,0,2,0,1,0,4,5,0,1,1,0,1,1,0,1,0,1,0,1,0,1
341,0,1,2,1,2,4,6,7,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,3,0,1,1,0,4,5,5,0,0,1,0,0,0,0
342,0,0,0,2,0,5,0,7,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,0,4,5,5,0,1,1,0,1,0,1
343,0,0,0,2,0,1,3,2,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,0,4,3,4,6,1,1,0,1,1,1
344,0,1,2,1,4,3,4,3,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,1,1,0,1,1,0,1,0,1,0,1,0,0
345,0,1,2,1,4,3,4,3,38,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,6,0,0,0,3,2,0,3,7,0,0,0,1,1,0
346,0,1,2,1,4,3,4,3,3,1,1,1,1,0,0,0,0,0,0,2,3,1,2,4,6,0,1,1,0,4,5,5,0,0,1,0,0,0,0
347,0,0,1,0,3,1,2,5,20,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,0,2,2,3,2,1,4,1,0,1,1,0,1
348,0,0,0,2,0,1,3,2,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,0,4,3,4,6,1,1,0,0,0,1
349,0,0,0,2,2,5,0,7,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,0,4,5,5,0,1,1,0,1,1,1
350,0,0,0,2,2,5,0,6,25,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,0,1,0,4,2,2,1,0,0,1,0,0
351,0,0,1,3,1,2,5,1,8,1,1,1,1,0,0,0,0,0,0,0,1,1,0,5,5,0,1,1,0,1,1,0,1,0,1,0,0,1,1
352,0,0,1,0,3,2,2,5,44,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,0,2,2,3,2,1,4,1,0,0,0,1,1
353,0,0,0,2,0,5,0,7,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,0,4,5,5,0,1,1,1,1,1,1
354,0,0,0,2,0,1,3,2,47,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,2,3,2,1,3,1,0,1,1,0,0
355,0,1,2,1,2,4,6,7,5,1,1,1,1,0,0,0,0,0,0,2,3,0,4,4,3,0,1,1,0,4,5,5,0,0,1,1,0,0,0
356,0,0,0,2,0,1,3,2,31,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,0,2,2,3,2,1,3,1,0,1,0,0,1
357,0,0,0,2,0,1,3,2,51,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,2,3,2,1,3,1,0,0,0,1,1
358,0,0,0,2,0,5,0,7,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,0,4,5,5,0,1,1,0,0,1,1
359,0,0,0,2,0,1,3,2,18,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,0,2,2,3,2,1,3,1,0,0,0,0,0
360,0,1,2,1,4,4,4,3,36,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,0,1,0,4,3,7,0,0,1,1,0,1
361,0,1,1,3,1,0,1,4,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,0,1,1,0,1,0,1,0,1,0,1
362,0,1,1,3,1,0,1,4,8,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,1,0,1,1,0,1,0,1,1,0,0,0
363,0,1,2,3,4,3,1,4,43,1,1,1,1,0,0,0,0,0,0,2,0,1,0,4,5,0,1,1,0,1,1,0,1,0,1,0,1,0,1
364,0,0,1,3,1,2,5,1,16,0,0,0,0,0,0,0,0,0,0,0,1,4,5,1,1,0,0,2,3,2,0,6,5,0,0,1,1,0,0
365,0,1,2,1,2,4,6,0,19,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,2,0,0,0,1,0,4,2,2,0,0,0,0,1,1
366,0,0,0,0,0,1,3,2,30,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0,2,2,3,2,1,3,1,0,0,0,0,1
367,0,1,1,3,1,0,5,1,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,0,1,1,0,1,0,1,0,1,1,1
368,0,1,1,3,1,0,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,0,0,2,3,2,0,6,5,0,0,0,1,0,0
369,0,1,2,1,4,3,4,3,17,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,6,0,0,0,3,2,0,3,7,0,0,0,0,1,1
370,0,0,0,2,0,5,0,6,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,0,1,0,4,2,2,1,0,0,0,1,1
371,0,0,0,2,0,1,3,2,10,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,2,3,2,1,3,1,0,1,1,1,0
372,0,1,2,1,4,3,4,3,-1,1,1,1,1,0,0,0,0,0,0,2,3,1,2,4,6,0,1,1,0,1,1,0,1,0,1,0,1,1,1
373,0,0,0,2,2,5,6,6,35,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,0,0,1,0,4,2,2,1,0,0,0,0,1
374,0,1,2,1,4,3,4,3,-1,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,6,0,0,0,1,0,4,3,7,0,0,0,0,0,0
375,0,0,1,0,3,2,5,1,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,5,0,1,1,0,1,3,0,1,0,1,1,0,0,0
376,0,1,2,3,4,3,1,3,-1,1,1,1,1,0,0,0,0,0,0,2,0,1,0,4,5,0,1,1,0,1,1,0,1,0,1,0,1,0,0
377,0,0,1,0,3,2,2,5,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,2,3,2,6,4,1,0,1,1,1,1
378,0,0,1,0,3,2,2,5,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,1,1,0,1,3,4,6,1,1,1,0,0,1
379,0,0,0,2,0,1,3,2,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,0,4,3,4,6,1,1,0,1,0,1
380,0,1,2,1,2,4,6,7,5,1,1,1,1,0,0,0,0,0,0,2,3,0,4,4,3,0,1,1,0,4,5,5,0,0,1,0,1,1,1
381,0,1,2,1,4,3,4,3,33,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,6,0,0,0,3,2,0,3,7,0,0,1,0,0,0
382,0,0,1,3,1,0,5,1,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,0,1,1,0,1,0,1,1,1,1,0
383,0,0,0,2,2,5,0,7,1,1,1,1,1,0,0,0,0,0,1,1,2,0,4,6,3,0,1,1,0,4,5,5,0,1,1,0,0,0,1
384,0,0,1,0,3,2,2,5,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,2,3,2,6,4,1,0,1,0,0,0
385,0,1,2,1,4,4,4,3,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,0,4,5,5,0,0,1,0,0,1,1
386,0,0,1,0,3,2,2,5,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,2,3,2,6,4,1,0,1,1,0,0
387,0,1,2,1,4,3,4,3,3,1,1,1,1,0,0,0,0,0,0,2,3,1,2,4,6,0,1,1,0,4,5,5,0,0,1,0,0,0,1
388,0,1,2,3,4,3,1,4,9,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,0,3,2,0,3,7,0,0,1,0,1,1
389,0,0,0,0,0,1,3,2,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,0,2,2,3,2,1,3,1,0,1,1,1,1
390,0,0,0,2,0,1,3,2,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,0,4,3,4,6,1,1,0,0,1,1
391,0,0,0,2,0,1,3,2,13,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,0,2,2,3,2,1,3,1,0,0,0,0,1
392,0,0,1,0,3,2,2,5,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,1,1,0,1,3,4,6,1,1,1,1,0,0
393,0,1,1,3,1,0,5,1,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,0,1,1,0,1,0,1,0,1,1,0
394,0,1,2,1,4,3,4,3,11,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,0,1,0,4,3,7,0,0,0,1,1,1
395,0,0,0,2,0,5,0,2,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,0,4,5,4,6,1,1,0,1,1,0
396,0,1,2,1,2,4,6,0,-1,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,0,1,0,4,2,2,0,0,0,1,1,0
397,0,1,1,3,1,0,1,4,23,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,2,3,2,0,6,5,0,0,0,1,1,0
398,0,1,1,3,1,0,1,4,23,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,2,3,2,0,6,5,0,0,1,1,1,1
399,0,0,1,0,3,2,2,5,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,1,1,0,1,3,4,6,1,1,1,1,0,0
400,0,1,2,1,4,3,4,3,33,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,6,0,0,0,3,2,0,3,7,0,0,0,1,1,1
401,0,0,1,0,3,2,2,1,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,1,1,0,1,3,4,6,1,1,0,0,1,0
402,0,1,1,3,1,0,5,1,39,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,0,0,2,3,2,0,6,5,0,0,1,0,0,1
403,0,1,2,1,4,4,4,3,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,0,4,5,5,0,0,1,1,0,1,1
404,0,1,2,1,2,4,6,7,5,1,1,1,1,0,0,0,0,0,0,1,3,0,4,4,3,0,1,1,0,4,5,5,0,1,1,1,0,1,0
405,0,0,0,2,2,5,0,7,1,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,0,4,5,5,0,1,1,1,0,1,1
406,0,0,0,0,3,1,3,2,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,1,1,0,4,3,4,6,1,1,0,1,0,0
407,0,1,2,1,4,3,4,3,11,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,6,0,0,0,1,0,4,3,7,0,0,1,1,1,0
408,0,0,1,0,3,2,2,5,44,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,0,2,2,3,2,1,4,1,0,0,1,1,1
409,0,0,1,3,1,2,5,1,16,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,0,2,3,2,0,6,5,0,0,1,0,1,0
410,0,1,2,1,2,4,6,7,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,3,0,1,1,0,4,5,5,0,0,1,0,0,1,0
411,0,1,2,1,4,3,4,3,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,1,1,0,1,1,0,1,0,1,0,1,1,0
412,0,1,2,1,4,3,4,3,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,0,4,5,5,0,0,1,1,0,0,1
413,0,1,2,1,4,3,4,3,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,0,4,5,5,0,0,1,0,1,0,1
414,0,1,1,3,1,0,5,1,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,0,1,1,0,1,0,1,1,0,1,1
415,0,0,1,0,3,2,2,5,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,2,3,2,6,4,1,0,0,1,0,0
416,0,0,1,0,3,1,2,5,20,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,0,2,2,3,2,1,4,1,0,1,0,0,1
417,0,0,0,2,2,5,0,7,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,0,4,5,5,0,1,1,0,0,1,1
418,0,0,1,0,3,2,5,1,49,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,0,2,3,2,0,6,5,0,0,0,1,0,0
419,0,0,1,0,3,2,5,1,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,5,0,1,1,0,1,3,0,1,0,1,0,0,1,1
420,0,0,0,2,0,5,0,2,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,0,4,5,4,6,1,1,0,1,1,0
421,0,0,0,0,0,1,3,2,30,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0,2,2,3,2,1,3,1,0,1,1,1,1
422,0,0,0,0,3,1,3,2,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,1,1,0,4,3,4,6,1,1,0,1,1,1
423,0,0,0,2,2,5,0,7,1,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,0,4,5,5,0,1,1,0,0,0,0
424,0,0,1,3,1,2,5,1,8,1,1,1,1,0,0,0,0,0,0,0,1,1,0,5,5,0,1,1,0,1,1,0,1,0,1,1,0,0,0
425,0,1,2,1,4,3,4,3,-1,1,1,1,1,0,0,0,0,0,0,2,3,1,2,4,6,0,1,1,0,4,5,5,0,0,1,1,0,1,1
426,0,0,0,2,0,1,3,2,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,2,3,2,1,3,1,0,1,1,0,1
427,0,0,1,0,3,2,2,5,42,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,2,3,2,6,4,1,0,1,1,0,0
428,0,1,1,3,1,0,5,1,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,0,1,1,0,1,0,1,1,1,1,1
429,0,1,2,1,2,4,6,7,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,0,4,5,5,0,0,1,0,1,1,1
430,0,0,0,2,0,5,0,7,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,0,4,5,5,0,1,1,0,0,0,1
431,0,1,2,1,4,3,4,3,3,1,1,1,1,0,0,0,0,0,0,2,3,1,2,4,6,0,1,1,0,4,5,5,0,0,1,0,0,1,1
432,0,0,0,2,0,5,0,6,47,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,2,3,2,1,3,1,0,1,1,1,1
433,0,1,1,3,1,0,1,4,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,0,1,1,0,1,0,1,0,1,0,0
434,0,0,0,2,0,1,3,2,31,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,0,2,2,3,2,1,3,1,0,1,1,0,0
435,0,1,2,3,4,3,1,3,43,1,1,1,1,0,0,0,0,0,0,2,0,1,0,4,5,0,1,1,0,1,1,0,1,0,1,1,0,0,1
436,0,1,2,1,4,3,4,3,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,1,1,0,1,1,0,1,0,1,0,0,1,1
437,0,1,1,3,1,0,5,1,39,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,0,0,2,3,2,0,6,5,0,0,1,0,0,0
438,0,0,0,2,0,5,0,2,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,0,4,5,4,6,1,1,1,0,0,1
439,0,0,0,2,0,5,0,6,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,0,2,3,2,2,3,1,0,0,1,1,0
440,0,1,2,1,4,3,4,3,38,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,6,0,0,0,3,2,0,3,7,0,0,0,1,0,1
441,0,0,1,3,1,2,5,1,8,1,1,1,1,0,0,0,0,0,0,0,1,1,0,5,5,0,1,1,0,1,1,0,1,0,1,1,0,1,1
442,0,1,2,3,1,0,1,4,41,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,0,3,2,0,3,5,0,0,1,0,1,0
443,0,1,1,3,1,0,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,2,3,2,0,6,5,0,0,0,0,1,1
444,0,1,2,1,2,4,6,0,53,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,0,1,0,4,2,2,1,0,1,0,0,0
445,0,1,2,1,4,3,4,3,-1,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,6,0,0,0,1,0,4,3,7,0,0,1,1,0,0
446,0,0,0,2,0,5,0,6,47,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,2,3,2,1,3,1,0,1,0,1,0
447,0,0,0,2,0,5,0,6,47,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,2,3,2,1,3,1,0,1,0,1,1
448,0,1,1,3,1,0,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,0,0,2,3,2,0,6,5,0,0,0,1,0,1
449,0,1,2,1,4,3,4,3,52,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,6,0,0,0,3,2,0,3,7,0,0,1,1,0,1
450,0,1,2,1,2,4,6,7,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,0,4,5,5,0,0,1,0,0,1,1
451,0,1,2,1,4,3,4,3,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,0,4,5,5,0,0,1,0,1,0,0
452,0,0,0,2,0,5,0,2,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,0,4,5,4,6,1,1,0,1,1,1
453,0,1,2,3,4,3,1,3,43,1,1,1,1,0,0,0,0,0,0,2,0,1,0,4,5,0,1,1,0,1,1,0,1,0,1,0,0,1,0
454,0,1,1,3,1,0,1,4,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,0,1,1,0,1,0,1,0,0,1,1
455,0,1,2,1,4,3,4,3,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,0,4,5,5,0,0,1,1,1,0,0
456,0,1,1,3,1,0,1,4,45,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,2,3,2,0,6,5,0,0,0,0,0,0
457,0,0,0,2,0,5,0,2,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,0,4,5,4,6,1,1,0,1,1,0
458,0,1,2,1,2,4,6,7,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,0,4,5,5,0,0,1,0,0,1,0
459,0,1,2,1,4,3,4,3,33,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,6,0,0,0,3,2,0,3,7,0,0,0,0,1,1
460,0,0,1,0,3,2,2,5,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,2,3,2,6,4,1,0,1,1,0,0
461,0,0,1,0,3,2,2,5,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,1,1,0,1,3,4,6,1,1,0,0,0,1
462,0,1,2,1,4,3,4,3,3,1,1,1,1,0,0,0,0,0,0,2,3,1,2,4,6,0,1,1,0,4,5,5,0,0,1,0,1,1,0
463,0,1,2,1,4,3,4,3,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,1,1,0,1,1,0,1,0,1,1,1,0,0
464,0,0,1,0,3,2,2,5,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,1,1,0,1,3,4,6,1,1,0,0,0,1
465,0,1,2,1,4,3,4,3,29,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,6,0,0,0,1,0,4,3,7,0,0,1,0,0,0
466,0,1,0,2,2,4,6,0,48,0,0,0,0,0,0,0,0,0,0,1,3,0,3,3,2,0,0,0,1,0,4,2,2,1,0,1,0,0,1
467,0,1,2,1,4,4,4,3,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,0,4,5,5,0,0,1,0,0,0,1
468,0,0,1,0,3,2,5,1,54,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,0,2,3,2,0,6,5,0,0,1,1,1,0
469,0,1,1,3,1,0,1,4,46,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,1,0,1,1,0,1,0,1,0,0,1,1
470,0,0,0,2,2,5,0,7,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,0,4,5,5,0,1,1,1,1,0,1
471,0,0,0,0,3,1,2,5,20,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,0,2,2,3,2,1,4,1,0,0,0,0,0
472,0,0,1,0,3,2,2,5,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,1,1,0,1,3,4,6,1,1,1,1,0,1
473,0,0,0,2,0,5,0,6,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,0,1,0,4,2,2,1,0,0,0,1,1
474,0,1,2,3,1,0,1,4,41,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,0,3,2,0,3,7,0,0,0,1,0,0
475,0,0,1,0,3,2,2,5,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,1,1,0,1,3,4,6,1,1,0,1,0,0
476,0,1,2,1,2,4,6,7,5,1,1,1,1,0,0,0,0,0,0,2,3,0,4,4,3,0,1,1,0,4,5,5,0,0,1,0,1,0,1
477,0,1,2,3,4,3,1,3,33,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,4,0,0,0,3,2,0,3,7,0,0,1,0,1,1
