,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3
323,0,0,2,1,2,0,4,0,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,2,1,2,1,4,4,0,1,1,1,2
324,0,0,0,2,4,5,2,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,1,1,1,2,0,7,1,2,2,1,0
325,0,0,2,1,2,0,4,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,2,1,4,4,0,1,2,0,2
326,0,0,0,2,4,5,2,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,1,1,1,2,0,7,1,2,0,0,0
327,0,0,2,1,2,0,4,0,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,2,1,2,1,4,4,0,1,1,1,0
328,0,1,1,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,0,3,1,1,2,0,1,2,2
329,0,0,0,3,0,2,6,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,1,4,4,5,5,1,2,1,1,1
330,0,0,2,1,2,3,1,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,2,0,6,6,0,1,0,2,0
331,0,0,2,1,2,0,4,0,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,2,1,2,1,4,4,0,1,0,0,2
332,0,0,2,1,2,3,1,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,2,0,3,0,0,1,2,1,0
333,0,0,0,2,4,5,2,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,1,1,1,2,0,7,1,2,0,1,2
334,0,1,1,0,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,0,3,1,1,2,0,0,0,1
335,0,0,2,1,2,3,1,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,2,1,4,4,0,1,0,0,0
336,0,0,2,1,2,3,1,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,2,0,3,0,0,1,2,0,0
337,0,0,0,2,0,5,2,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,1,4,4,5,7,1,2,2,0,1
338,0,0,2,1,2,0,4,0,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,2,1,2,1,4,4,0,1,0,1,0
339,0,1,1,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,0,3,1,1,2,0,2,2,2
340,0,0,0,3,0,2,5,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,3,4,4,5,5,1,2,0,2,2
341,0,1,1,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,3,5,2,3,2,0,1,1,2
342,0,1,1,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,3,5,2,3,2,0,1,2,0
343,0,0,0,3,0,2,5,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,1,3,4,4,5,5,1,2,1,2,2
344,0,0,2,1,2,3,1,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,2,1,4,4,0,1,0,0,1
345,0,1,1,0,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,0,3,1,1,2,0,1,0,2
346,0,0,2,1,2,3,1,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,2,1,6,6,0,1,1,1,2
347,0,0,0,2,4,5,2,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,1,1,1,2,0,7,1,2,0,2,0
348,0,0,0,2,4,5,2,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,1,1,1,2,0,7,1,2,1,0,0
349,0,1,1,0,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,0,3,1,1,2,0,0,0,0
350,0,0,2,1,2,3,1,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,2,0,3,0,0,1,2,1,2
351,0,0,2,1,2,3,1,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,2,0,6,6,0,1,0,0,2
352,0,0,0,2,4,5,6,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,3,7,0,0,1,1,1,2,0,2,1,2,0,1,0
353,0,0,2,1,2,0,4,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,2,1,4,4,0,1,0,1,1
354,0,0,2,1,2,0,4,0,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,2,1,2,1,4,4,0,1,1,2,1
355,0,0,2,1,2,3,1,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,2,0,3,0,0,1,0,0,2
356,0,0,2,1,2,3,1,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,2,0,3,0,0,1,2,2,1
357,0,0,0,3,0,2,5,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,1,3,4,4,5,5,1,2,1,0,2
358,0,0,0,3,0,2,5,7,3,1,1,1,1,1,1,1,1,0,1,1,1,2,1,0,6,0,0,1,3,4,4,5,5,1,2,2,2,2
359,0,0,2,1,2,3,1,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,2,1,4,4,0,1,2,1,0
360,0,1,1,0,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,0,3,1,1,2,0,2,1,2
361,0,0,0,2,4,5,6,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,1,1,1,2,0,7,1,2,1,2,2
362,0,0,0,3,0,2,5,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,1,3,4,4,5,5,1,2,0,2,0
363,0,0,2,1,2,3,1,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,2,0,3,0,0,1,2,2,1
364,0,0,2,1,2,3,1,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,2,0,6,6,0,1,0,0,1
365,0,0,0,3,0,2,5,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,1,3,4,4,5,5,1,2,0,1,2
366,0,0,0,3,0,2,5,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,3,4,4,5,5,1,2,0,1,0
367,0,1,1,0,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,0,3,1,1,2,0,2,0,0
368,0,0,2,1,2,3,1,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,2,0,3,0,0,1,0,2,0
369,0,0,2,1,2,3,1,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,2,1,2,1,6,6,0,1,0,0,0
370,0,0,0,2,4,5,6,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,1,1,1,2,0,7,1,2,2,2,1
371,0,0,2,1,2,0,4,0,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,2,1,2,1,4,4,0,1,0,0,2
372,0,0,2,1,2,0,4,0,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,2,1,2,1,6,6,0,1,0,0,2
373,0,0,0,3,0,2,6,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,1,1,2,0,2,1,2,1,1,2
374,0,0,2,1,2,3,1,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,2,0,6,6,0,1,2,2,1
375,0,0,2,1,2,0,4,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,2,1,4,4,0,1,1,1,2
376,0,0,0,2,4,5,2,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,1,1,1,2,0,7,1,2,1,0,2
377,0,0,0,2,4,5,6,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,1,1,1,2,0,2,1,2,0,1,2
378,0,0,0,3,0,2,6,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,1,1,1,2,0,2,1,2,0,2,1
379,0,0,2,1,2,0,4,0,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,2,1,2,1,6,6,0,1,1,1,1
380,0,0,2,1,2,0,4,0,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,2,1,2,1,4,4,0,1,2,1,2
381,0,0,2,1,2,3,1,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,2,0,6,6,0,1,0,0,0
382,0,1,1,0,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,0,3,1,1,2,0,1,2,0
383,0,1,1,0,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,0,3,1,1,2,0,2,2,1
384,0,0,2,1,2,3,1,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,2,1,2,1,6,6,0,1,1,2,2
385,0,0,2,1,2,3,1,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,2,0,6,6,0,1,2,1,1
386,0,1,1,0,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,0,3,1,1,2,0,1,2,2
387,0,0,0,2,4,5,2,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,1,1,1,2,0,7,1,2,2,0,2
388,0,0,0,3,0,2,6,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,1,1,2,0,2,1,2,0,1,2
389,0,1,1,0,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,0,3,1,1,2,0,2,0,1
390,0,0,0,3,0,2,5,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,1,3,4,4,5,5,1,2,2,0,1
391,0,1,1,0,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,0,3,1,1,2,0,1,2,2
392,0,1,1,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,0,3,1,1,2,0,2,0,0
393,0,1,1,0,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,0,3,1,1,2,0,1,0,2
394,0,0,0,3,0,2,6,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,1,1,1,2,0,2,1,2,1,0,2
395,0,1,1,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,0,3,1,1,2,0,2,1,1
396,0,0,0,3,0,2,5,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,1,4,4,5,7,1,2,0,2,0
397,0,0,0,3,0,2,6,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,7,0,0,1,1,1,2,0,2,1,2,1,0,0
398,0,0,2,1,2,3,1,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,2,1,4,4,0,1,1,1,2
399,0,1,1,0,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,0,3,1,1,2,0,1,1,2
400,0,1,1,0,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,0,3,1,1,2,0,0,2,1
401,0,1,1,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,3,5,2,3,2,0,0,2,2
402,0,1,1,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,0,3,1,1,2,0,1,2,1
403,0,0,2,1,2,3,1,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,2,1,4,4,0,1,2,0,1
404,0,0,0,3,0,2,5,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,3,4,4,5,5,1,2,1,2,1
405,0,0,2,1,2,3,4,6,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,2,1,2,1,6,6,0,1,0,0,0
406,0,0,2,1,2,0,4,0,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,2,1,2,1,4,4,0,1,0,2,1
407,0,1,1,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,3,5,2,3,2,0,0,1,0
408,0,0,0,2,4,5,6,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,1,1,1,2,0,2,1,2,1,0,2
409,0,1,1,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,0,3,1,1,2,0,2,1,0
410,0,0,2,1,2,3,1,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,2,1,2,1,6,6,0,1,2,1,2
411,0,0,2,1,2,3,1,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,2,1,2,1,6,6,0,1,2,1,2
412,0,0,0,2,4,5,2,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,1,1,1,2,0,7,1,2,0,2,1
413,0,1,1,0,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,0,3,1,1,2,0,2,0,1
414,0,1,1,0,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,0,3,1,1,2,0,1,1,2
415,0,1,1,0,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,0,3,1,1,2,0,2,0,0
416,0,0,0,3,0,2,6,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,1,1,1,2,0,2,1,2,2,1,2
417,0,1,1,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,0,3,1,1,2,0,2,1,1
418,0,0,2,1,2,3,1,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,7,0,0,2,1,2,0,3,0,0,1,1,2,1
419,0,1,1,0,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,0,3,1,1,2,0,1,1,0
420,0,1,1,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,3,5,2,3,2,0,2,0,0
421,0,1,1,0,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,0,3,1,1,2,0,0,2,1
422,0,0,0,3,0,2,5,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,1,3,4,4,5,5,1,2,0,2,1
423,0,1,1,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,0,3,1,1,2,0,2,2,0
424,0,0,0,2,4,5,6,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,1,1,1,2,0,2,1,2,1,0,2
425,0,0,0,3,0,2,5,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,1,3,4,4,5,5,1,2,2,2,1
426,0,0,2,1,2,0,4,0,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,2,1,2,1,4,4,0,1,1,2,2
427,0,0,0,3,0,2,6,2,1,1,1,1,1,1,1,1,1,0,1,1,3,2,1,2,7,0,0,1,1,1,2,0,2,1,2,0,2,0
428,0,0,0,2,4,5,2,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,1,1,2,0,7,1,2,0,1,0
429,0,1,1,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,3,5,2,3,2,0,1,1,2
430,0,1,1,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,3,5,2,3,2,0,1,0,2
431,0,0,2,1,2,0,4,0,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,2,1,2,1,4,4,0,1,1,2,1
432,0,1,1,0,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,0,3,1,1,2,0,1,2,0
433,0,0,2,1,2,0,4,0,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,2,1,2,1,4,4,0,1,0,2,0
434,0,0,2,1,2,0,4,0,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,2,1,2,1,6,6,0,1,0,2,1
435,0,0,0,3,0,2,5,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,1,4,4,5,5,1,2,0,1,0
436,0,1,1,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,3,5,2,3,2,0,0,0,2
437,0,0,2,1,2,0,4,0,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,2,1,2,1,4,4,0,1,1,1,0
438,0,0,2,1,2,3,1,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,2,1,2,1,6,6,0,1,0,2,1
439,0,0,0,3,0,2,6,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,1,1,2,0,2,1,2,1,2,0
440,0,0,2,1,2,0,4,0,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,2,1,2,1,4,4,0,1,2,1,0
441,0,1,1,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,0,3,1,1,2,0,2,2,0
442,0,1,1,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,0,3,1,1,2,0,1,2,2
443,0,0,0,2,4,5,6,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,1,1,1,2,0,2,1,2,2,0,1
444,0,1,1,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,3,5,2,3,2,0,2,1,2
445,0,1,1,0,3,1,3,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,0,3,1,1,2,0,1,0,2
446,0,0,2,1,2,3,1,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,2,0,3,0,0,1,0,2,2
447,0,0,0,3,0,2,5,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,1,3,4,4,5,5,1,2,2,0,2
448,0,0,2,1,2,0,4,0,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,2,1,2,1,4,4,0,1,2,0,1
449,0,1,1,0,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,0,3,1,1,2,0,0,1,1
450,0,1,1,0,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,0,3,1,1,2,0,0,2,0
451,0,1,1,0,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,0,3,1,1,2,0,2,0,1
452,0,1,1,0,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,0,3,1,1,2,0,2,0,1
453,0,0,2,1,2,3,1,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,2,1,4,4,0,1,0,0,1
454,0,0,2,1,2,0,4,0,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,2,1,2,1,4,4,0,1,0,0,1
455,0,0,0,3,0,2,5,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,1,3,4,4,5,5,1,2,2,0,2
456,0,1,1,0,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,0,3,1,1,2,0,2,2,0
457,0,0,2,1,2,0,4,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,2,1,4,4,0,1,0,2,0
458,0,1,1,0,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,0,3,1,1,2,0,2,0,0
459,0,0,0,3,0,2,5,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,3,4,4,5,5,1,2,2,1,0
460,0,0,0,3,0,2,5,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,1,3,4,4,5,5,1,2,0,0,1
461,0,0,0,3,0,2,5,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,3,4,4,5,5,1,2,1,1,0
462,0,1,1,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,3,5,2,3,2,0,1,2,1
463,0,0,0,2,4,5,2,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,1,1,1,2,0,7,1,2,1,0,0
464,0,1,1,0,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,0,3,1,1,2,0,0,0,1
465,0,1,1,0,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,0,3,1,1,2,0,1,0,1
466,0,1,1,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,3,5,2,3,2,0,1,2,2
467,0,1,1,0,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,0,3,1,1,2,0,2,2,1
468,0,1,1,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,3,5,2,3,2,0,0,2,1
469,0,0,2,1,2,3,1,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,2,0,3,0,0,1,2,2,2
470,0,0,0,3,0,2,5,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,1,3,4,4,5,5,1,2,0,1,2
471,0,1,1,0,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,0,3,1,1,2,0,1,2,1
472,0,0,0,2,4,5,2,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,1,1,2,0,7,1,2,2,0,1
473,0,0,0,2,4,5,2,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,1,1,1,2,0,7,1,2,0,0,0
474,0,0,0,3,0,2,5,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,3,4,4,5,5,1,2,2,2,1
475,0,0,0,2,4,5,2,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,1,1,1,2,0,7,1,2,1,0,1
476,0,1,1,0,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,0,3,1,1,2,0,1,2,1
477,0,1,1,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,0,3,1,1,2,0,1,1,2
478,0,1,1,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,3,5,2,3,2,0,0,0,2
479,0,0,0,3,0,2,6,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,1,1,1,2,0,2,1,2,1,0,1
480,0,0,2,1,2,3,1,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,2,1,4,4,0,1,0,1,1
481,0,0,0,3,0,2,5,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,3,4,4,5,5,1,2,1,1,1
482,0,1,1,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,0,3,1,1,2,0,1,0,1
483,0,1,1,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,3,5,2,3,2,0,2,1,0
484,0,1,1,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,0,3,1,1,2,0,0,2,1
485,0,1,1,0,3,1,3,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,0,3,1,1,2,0,2,0,0
486,0,0,0,3,0,2,5,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,1,3,4,4,5,5,1,2,0,2,1
487,0,0,0,2,4,5,2,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,1,1,1,2,0,7,1,2,2,1,2
488,0,0,0,2,4,5,2,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,1,1,1,2,0,7,1,2,1,1,0
489,0,1,1,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,3,5,2,3,2,0,1,0,2
490,0,1,1,0,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,0,3,1,1,2,0,0,0,1
