,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23
319,0,1,0,2,1,2,0,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,2,2,4,1,3,1,2,2,2,2,1,1,0,1,0,1,1,0,0,1,2,2,0,2,1,1,2,1,1,1
320,0,1,0,3,4,5,4,5,1,1,1,1,1,1,1,1,1,0,1,1,3,2,1,2,6,0,1,1,3,3,2,6,5,1,2,1,2,1,1,1,0,2,1,1,2,0,1,1,0,0,2,1,0,2,0,1,1,0
321,0,0,1,1,3,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,4,0,3,0,2,0,1,2,2,0,0,2,2,1,2,1,2,2,0,2,1,1,1,0,2,1,0,2,2
322,0,1,0,3,4,5,4,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,3,3,2,6,5,1,2,2,2,0,2,2,0,2,2,1,2,1,1,0,0,2,0,1,0,0,1,2,1,1
323,0,1,2,0,2,4,6,4,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,2,1,1,3,0,6,0,1,0,1,2,1,2,0,1,2,1,2,2,2,0,1,0,1,0,2,1,0,0,1,2
324,0,1,0,3,4,5,4,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,1,3,3,2,6,5,1,2,1,2,2,1,1,2,0,1,0,0,1,0,2,1,2,1,2,0,1,2,1,0,1
325,0,1,2,0,2,4,6,0,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,1,3,0,6,0,1,0,1,0,0,2,0,2,1,2,0,2,1,0,0,1,0,0,0,0,2,0,0,0
326,0,1,0,3,4,5,4,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,3,3,2,6,5,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,0,0,0,1,1,1,1,2,1
327,0,1,2,0,2,4,6,0,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,2,1,1,3,0,6,0,1,0,0,2,1,0,0,1,1,1,2,2,2,2,2,0,2,0,0,2,2,0,1,0
328,0,0,1,1,3,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,0,1,2,4,2,0,0,2,2,0,2,2,0,1,0,2,1,0,2,0,1,2,1,1,2,1,2,1,0
329,0,1,0,2,1,2,5,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,2,2,4,1,3,1,2,0,2,1,0,0,2,1,1,1,0,0,0,2,2,1,0,1,0,1,1,2,2,2
330,0,1,2,0,2,0,2,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,1,5,4,1,0,1,2,1,0,1,0,1,1,1,1,0,0,2,0,0,0,2,2,0,0,2,0,2,0
331,0,1,2,0,2,4,6,0,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,2,1,1,3,0,6,0,1,1,1,0,2,0,2,0,1,1,2,1,2,0,2,2,0,2,0,1,2,1,2,1
332,0,1,2,0,2,0,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,1,5,5,7,0,1,1,2,2,0,2,0,0,2,2,1,2,1,0,2,2,0,2,1,0,2,1,1,2
333,0,1,0,3,4,5,4,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,3,3,2,6,5,1,2,1,2,1,0,0,2,2,2,2,2,1,2,2,1,0,0,2,2,1,0,2,0,0
334,0,0,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,0,1,2,4,2,0,1,0,0,1,2,1,2,2,0,2,0,1,2,0,2,2,2,1,2,1,2,2,0
335,0,1,2,0,2,0,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,1,3,0,6,0,1,2,2,2,1,2,0,0,2,2,2,2,0,0,2,2,0,1,1,2,1,2,2,1
336,0,1,2,0,2,0,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,1,5,5,7,0,1,2,0,2,1,1,0,2,1,2,2,0,0,1,0,0,1,2,1,1,0,2,2,0
337,0,1,0,2,4,5,0,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,2,2,4,1,5,1,2,2,0,1,0,1,2,2,1,0,0,2,2,2,0,2,0,1,1,1,2,0,2,0
338,0,1,2,0,2,4,6,0,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,2,1,1,3,0,6,0,1,1,0,0,0,1,2,2,2,2,2,1,0,2,2,0,0,1,0,2,1,0,2,2
339,0,0,1,1,3,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,0,1,2,4,2,0,0,0,1,2,1,0,1,1,1,2,2,1,0,2,2,0,1,2,0,2,2,0,1
340,0,1,0,2,1,2,0,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,2,2,4,1,3,1,2,1,1,0,0,0,0,0,0,2,2,1,2,0,1,0,2,1,2,2,0,2,0,1
341,0,0,1,1,3,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,4,0,3,0,2,0,0,2,1,0,2,0,2,0,2,1,1,0,0,1,2,0,1,2,2,1,1,2,2
342,0,0,1,1,3,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,4,0,3,0,2,0,2,2,1,2,1,1,1,1,1,1,1,2,2,2,0,1,1,1,1,0,0,1,0
343,0,1,0,2,1,2,0,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,1,2,2,4,1,3,1,2,0,2,2,1,1,0,1,0,0,1,1,1,1,2,1,2,2,0,1,1,2,2,0
344,0,1,2,0,2,0,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,1,3,0,6,0,1,0,1,1,2,0,2,2,0,1,0,2,1,0,0,2,0,1,2,1,2,0,2,2
345,0,0,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,0,1,2,4,2,0,0,1,1,0,0,1,0,2,1,0,1,2,1,0,0,2,2,0,2,1,2,1,0
346,0,1,2,0,2,0,2,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,1,3,4,1,0,1,0,1,2,1,0,0,1,0,0,2,1,0,0,2,2,0,1,1,0,2,1,1,2
347,0,1,0,3,4,5,4,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,3,3,2,6,5,1,2,1,2,1,2,1,1,2,2,1,1,1,0,1,0,2,0,2,1,1,1,2,1,1
348,0,1,0,3,4,5,4,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,3,3,2,6,5,1,2,2,2,1,2,0,1,2,2,2,1,0,1,2,1,1,0,0,0,0,2,0,0,1
349,0,0,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,0,1,2,4,2,0,1,2,2,2,1,0,2,1,1,2,0,1,2,2,0,0,0,2,2,1,2,0,0
350,0,1,2,0,2,0,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,1,5,5,7,0,1,2,2,2,1,1,0,2,2,0,1,1,1,0,2,1,0,2,0,2,0,2,1,2
351,0,1,2,0,2,0,2,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,1,5,4,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,2,2,2,0,2,2,0,0,0
352,0,1,0,3,4,5,5,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,3,7,0,1,1,3,3,2,6,2,1,2,1,2,1,2,0,0,0,0,2,2,2,0,2,2,2,2,1,1,1,0,1,2,2
353,0,1,2,0,2,4,6,0,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,1,3,0,6,0,1,1,1,2,1,1,2,0,1,2,1,1,2,1,0,1,0,1,0,1,1,1,0,1
354,0,1,2,0,2,4,6,0,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,2,1,1,3,0,6,0,1,2,0,2,0,1,2,0,1,2,1,0,0,0,2,0,2,1,1,1,1,1,2,1
355,0,1,2,0,2,0,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,1,5,5,7,0,1,0,2,1,1,2,1,2,2,1,2,1,1,1,2,2,0,1,2,1,0,2,2,2
356,0,1,2,0,2,0,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,1,5,5,7,0,1,2,1,2,0,2,2,2,0,0,1,0,1,0,2,1,1,0,0,1,0,2,1,2
357,0,1,0,2,1,2,0,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,1,2,2,4,1,3,1,2,2,0,1,2,0,2,2,1,0,1,0,2,1,2,1,2,0,2,1,1,0,0,2
358,0,1,0,2,1,2,0,3,3,1,1,1,1,1,1,1,1,0,1,1,1,2,1,0,6,0,1,1,2,2,4,1,3,1,2,2,0,2,2,1,2,1,1,1,0,0,0,0,2,1,1,0,1,0,0,0,1,0
359,0,1,2,0,2,0,2,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,1,3,0,6,0,1,1,0,1,1,2,1,2,0,0,1,2,2,0,2,2,0,0,1,1,2,2,0,1
360,0,0,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,0,1,2,4,2,0,1,2,2,0,2,2,2,0,2,2,1,0,0,2,1,1,2,1,2,0,1,0,0
361,0,1,0,3,4,5,5,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,3,3,2,6,5,1,2,0,2,2,0,2,2,2,1,1,0,1,1,0,2,2,0,0,0,2,1,0,1,1
362,0,1,0,2,1,2,0,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,1,1,2,2,4,1,3,1,2,2,0,1,2,2,0,0,0,1,2,0,1,1,0,0,0,2,2,0,1,0,2,1
363,0,1,2,0,2,0,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,1,5,5,7,0,1,1,0,0,1,0,0,2,2,2,2,0,1,1,2,2,0,0,0,0,0,0,2,0
364,0,1,2,0,2,0,2,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,1,5,4,1,0,1,0,0,1,2,0,0,2,1,1,1,1,1,0,1,0,0,2,0,1,2,0,0,2
365,0,1,0,2,1,2,0,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,1,1,2,2,4,1,3,1,2,2,2,0,1,2,1,0,1,0,0,2,1,0,1,0,0,1,0,1,0,1,0,1
366,0,1,0,2,1,2,0,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,2,2,4,1,3,1,2,1,1,2,2,2,0,1,0,0,0,2,2,2,0,1,1,0,1,0,2,1,0,0
367,0,0,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,0,1,2,4,2,0,1,0,0,2,0,1,1,0,0,0,1,1,0,2,1,1,2,0,1,2,0,0,0
368,0,1,2,0,2,0,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,1,5,5,7,0,1,1,0,2,2,0,0,0,1,2,0,0,0,0,2,2,1,0,0,0,0,0,0,2
369,0,1,2,0,2,0,2,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,2,1,1,3,4,1,0,1,2,2,0,1,1,1,0,2,0,0,0,2,2,1,0,2,1,1,1,2,2,0,1
370,0,1,0,3,4,5,5,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,3,3,2,6,5,1,2,2,0,1,1,2,1,1,2,2,2,1,1,0,1,0,1,0,0,2,2,0,2,1
371,0,1,2,0,2,4,6,4,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,2,1,1,3,0,6,0,1,1,0,0,1,2,0,2,2,0,1,0,0,0,1,2,1,2,1,1,2,0,1,1
372,0,1,2,0,2,4,6,4,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,2,1,1,3,4,1,0,1,2,2,2,0,0,0,2,0,2,1,2,2,2,1,2,0,1,0,1,1,0,0,1
373,0,1,0,2,1,2,5,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,3,3,2,6,2,1,2,2,0,0,1,2,0,1,1,0,1,2,1,0,0,1,0,1,0,1,0,1,1,2
374,0,1,2,0,2,0,2,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,1,5,4,1,0,1,2,0,2,0,1,0,0,1,1,2,0,1,2,1,1,0,0,0,0,1,2,2,2
375,0,1,2,0,2,4,6,0,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,1,3,0,6,0,1,0,2,2,1,2,1,1,0,2,0,0,0,1,2,2,0,0,2,1,1,1,2,1
376,0,1,0,3,4,5,4,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,3,3,2,6,5,1,2,2,1,1,1,1,2,1,2,0,1,0,0,0,0,0,1,1,2,0,1,2,0,2
377,0,1,0,3,4,5,5,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,1,3,3,2,6,2,1,2,2,2,2,0,1,0,1,2,1,0,1,1,2,0,2,0,1,2,2,0,2,1,0
378,0,1,0,2,1,2,5,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,1,1,3,3,2,6,2,1,2,2,2,1,1,1,1,0,1,2,2,0,2,2,0,0,0,1,2,0,2,0,0,2
379,0,1,2,0,2,4,6,4,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,2,1,1,3,4,1,0,1,2,1,0,2,1,0,0,0,1,2,1,2,0,2,2,2,2,2,0,1,0,0,0
380,0,1,2,0,2,4,6,0,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,2,1,1,3,0,6,0,1,1,2,2,0,1,1,1,1,0,2,2,0,1,2,1,0,1,1,1,1,2,2,2
381,0,1,2,0,2,0,2,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,1,5,4,1,0,1,2,0,0,2,1,1,0,1,1,2,0,0,2,1,0,1,1,0,1,0,2,2,2
382,0,0,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,0,1,2,4,2,0,1,2,0,1,0,0,2,2,1,1,2,1,1,2,0,2,0,2,2,2,1,1,0
383,0,0,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,0,1,2,4,2,0,2,0,0,2,1,1,0,0,1,0,0,0,0,1,1,0,2,1,1,2,1,2,2
384,0,1,2,0,2,0,2,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,2,1,1,3,4,1,0,1,0,2,0,0,0,1,2,0,0,2,1,1,0,0,1,1,1,1,1,2,0,1,1
385,0,1,2,0,2,0,2,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,1,5,4,1,0,1,1,2,2,0,0,2,0,0,1,2,0,1,1,2,2,2,1,2,1,1,1,1,1
386,0,0,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,0,1,2,4,2,0,2,0,2,1,2,0,0,1,2,1,0,2,0,2,0,0,0,1,0,2,1,0,0
387,0,1,0,3,4,5,4,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,3,3,2,6,5,1,2,1,1,2,1,1,2,1,0,1,0,2,2,0,2,1,2,2,0,2,0,2,2,0
388,0,1,0,2,1,2,5,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,3,3,2,6,2,1,2,0,0,2,2,2,1,2,0,1,0,1,1,0,2,0,2,2,0,2,1,2,2,1
389,0,0,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,0,1,2,4,2,0,2,2,2,2,1,0,1,1,2,1,2,1,0,1,2,1,0,1,1,2,2,0,2
390,0,1,0,2,1,2,0,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,1,2,2,4,1,3,1,2,2,2,1,1,0,0,1,1,2,1,2,0,0,0,0,0,0,2,1,0,1,0,0
391,0,0,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,0,1,2,4,2,0,1,0,0,2,2,0,0,1,2,2,0,1,1,1,2,1,2,0,1,1,2,1,2
392,0,0,1,1,3,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,0,1,2,4,2,0,0,0,0,1,1,0,0,2,1,1,0,1,0,0,2,2,1,1,2,1,2,2,1
393,0,0,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,0,1,2,4,2,0,2,0,1,1,2,1,2,2,2,1,2,2,0,2,1,0,2,0,2,0,2,0,1
394,0,1,0,2,1,2,5,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,1,1,3,3,2,6,2,1,2,1,2,2,2,0,0,0,1,0,2,1,2,2,2,0,2,1,0,2,1,2,2,2
395,0,0,1,1,3,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,0,1,2,4,2,0,2,0,0,2,2,2,0,2,0,2,1,1,0,2,0,2,0,0,2,0,0,0,0
396,0,1,0,2,1,2,0,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,2,2,4,1,5,1,2,1,2,1,1,1,0,2,0,1,1,0,2,2,2,1,2,0,1,0,1,1,2,0
397,0,1,0,2,1,2,5,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,7,0,1,1,3,3,2,6,2,1,2,0,0,2,1,2,0,1,0,0,1,0,0,0,2,2,1,1,0,2,1,0,2,1
398,0,1,2,0,2,0,2,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,1,3,0,6,0,1,1,1,2,1,0,1,0,2,2,2,2,2,0,0,0,0,1,1,1,0,2,2,2
399,0,0,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,0,1,2,4,2,0,2,0,0,2,0,2,1,0,1,2,0,0,2,2,1,0,1,2,2,1,1,2,1
400,0,0,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,0,1,2,4,2,0,0,0,1,0,0,1,1,2,2,1,1,1,2,1,0,1,0,1,1,2,1,2,1
401,0,0,1,1,3,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,4,0,3,0,2,0,2,2,0,0,2,0,0,0,1,2,0,1,2,1,1,0,2,2,1,1,1,1,0
402,0,0,1,1,3,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,0,1,2,4,2,0,0,2,0,1,2,1,2,2,1,2,1,0,2,0,2,2,0,0,2,0,2,1,2
403,0,1,2,0,2,0,2,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,1,3,0,6,0,1,2,0,1,2,1,0,0,0,2,2,1,0,0,2,1,0,1,0,2,1,1,1,0
404,0,1,0,2,1,2,0,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,2,2,4,1,3,1,2,1,1,2,0,1,0,0,0,0,2,0,2,0,1,1,0,1,0,1,2,2,2,1
405,0,1,2,0,2,4,2,4,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,2,1,1,3,4,1,0,1,1,0,0,1,0,1,0,1,1,2,1,0,0,1,1,0,2,1,2,1,1,2,1
406,0,1,2,0,2,4,6,0,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,2,1,1,3,0,6,0,1,2,0,0,2,1,0,0,2,0,0,1,2,1,1,2,1,1,0,0,1,2,0,0
407,0,0,1,1,3,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,4,0,3,0,2,0,1,2,1,0,1,0,2,1,1,1,2,1,1,0,1,2,1,0,2,2,0,2,0
408,0,1,0,3,4,5,5,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,3,3,2,6,2,1,2,0,0,1,1,0,2,2,1,2,1,2,1,1,1,1,0,0,0,2,0,0,2,1
409,0,0,1,1,3,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,0,1,2,4,2,0,1,0,1,1,2,0,0,1,2,0,1,2,0,0,0,2,2,2,1,1,0,0,0
410,0,1,2,0,2,0,2,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,2,1,1,3,4,1,0,1,2,2,0,0,1,1,2,0,1,0,2,1,2,1,1,1,0,2,1,1,0,0,2
411,0,1,2,0,2,0,2,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,2,1,1,3,4,1,0,1,2,0,1,1,2,0,1,2,2,2,1,0,0,1,1,1,1,1,1,2,1,0,1
412,0,1,0,3,4,5,4,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,3,3,2,6,5,1,2,1,1,1,1,1,1,0,1,1,0,2,0,0,2,0,2,2,1,2,1,0,2,2
413,0,0,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,0,1,2,4,2,0,2,1,1,2,1,2,1,0,2,1,0,2,2,2,1,1,1,1,2,2,2,0,2
414,0,0,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,0,1,2,4,2,0,0,2,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,2,0,1,1,1,0
415,0,0,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,0,1,2,4,2,0,0,1,2,1,0,1,1,0,2,2,2,1,2,1,0,0,2,0,0,0,2,2,0
416,0,1,0,2,1,2,5,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,1,1,3,3,2,6,2,1,2,1,2,2,2,0,1,1,2,0,0,1,0,0,2,1,0,0,2,2,0,2,2,2
417,0,0,1,1,3,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,0,1,2,4,2,0,1,2,1,2,0,0,0,0,1,1,1,2,1,1,2,2,1,1,2,0,2,1,0
418,0,1,2,0,2,0,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,7,0,0,2,1,1,5,5,7,0,1,1,0,1,2,2,0,1,0,2,0,2,0,0,2,1,1,2,1,2,1,1,2,1
419,0,0,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,0,1,2,4,2,0,1,2,1,1,1,1,0,0,1,1,2,0,1,0,0,0,0,1,2,2,1,1,1
420,0,0,1,1,3,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,4,0,3,0,2,0,1,2,1,0,0,2,1,0,2,2,0,0,0,0,1,1,0,2,0,1,1,2,1
421,0,0,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,0,1,2,4,2,0,2,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,2,0,2,1
422,0,1,0,2,1,2,0,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,1,2,2,4,1,3,1,2,1,0,0,0,2,1,2,1,0,0,1,0,2,2,1,0,1,2,2,0,0,0,0
423,0,0,1,1,3,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,0,1,2,4,2,0,2,0,2,2,1,2,2,2,0,0,1,2,1,1,0,0,0,1,0,1,0,2,2
424,0,1,0,3,4,5,5,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,1,3,3,2,6,2,1,2,0,1,0,1,0,2,1,0,0,2,0,2,0,0,0,1,1,1,0,0,1,2,0
425,0,1,0,2,1,2,0,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,1,2,2,4,1,3,1,2,2,0,2,2,1,1,1,1,2,2,2,0,1,0,0,1,0,1,1,1,2,1,2
426,0,1,2,0,2,4,6,0,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,2,1,1,3,0,6,0,1,0,2,2,1,0,1,2,0,1,2,1,2,1,2,0,2,1,0,1,1,2,2,0
427,0,1,0,2,1,2,5,2,1,1,1,1,1,1,1,1,1,0,1,1,3,2,1,2,7,0,1,1,3,3,2,6,2,1,2,2,2,1,2,0,1,2,0,0,2,2,2,1,1,2,1,0,0,2,0,1,2,2
