,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23
319,0,1,2,1,0,5,3,2,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,0,2,0,2,4,7,0,-1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1
320,0,0,1,3,0,4,1,4,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,1,1,0,6,1,1,-1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0
321,0,1,0,2,3,2,0,5,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,1,1,2,3,2,6,0,36,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0
322,0,0,1,0,2,3,2,0,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,1,1,1,1,4,1,2,1,31,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1
323,0,0,1,3,0,4,1,4,1,1,1,1,1,0,0,0,0,0,1,1,2,0,4,6,3,0,1,1,1,1,0,6,1,1,25,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0
324,0,1,0,2,3,2,0,5,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,2,3,2,6,0,37,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1
325,0,1,2,3,0,5,3,2,48,0,0,0,0,0,0,0,0,0,0,1,3,0,3,3,2,0,0,0,2,0,2,4,7,1,-1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0
326,0,1,0,2,3,2,6,3,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,2,3,2,6,0,35,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1
327,0,0,1,3,1,4,1,4,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,0,2,0,2,4,7,1,8,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0
328,0,0,1,0,2,3,2,0,2,1,1,1,1,0,0,0,0,0,1,0,1,4,4,0,0,0,1,1,1,2,4,1,2,1,-1,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0
329,0,0,1,3,1,3,5,0,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,1,1,4,1,2,1,30,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0
330,0,0,1,3,1,4,1,4,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,1,1,0,6,1,1,27,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0
331,0,1,2,1,0,5,3,2,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,0,2,0,2,4,7,0,11,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0
332,0,1,0,2,3,2,0,5,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,1,1,2,3,2,6,0,36,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0
333,0,0,1,3,0,4,1,4,35,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,0,0,2,0,2,4,7,1,9,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0
334,0,1,0,2,3,2,6,3,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,2,3,2,6,0,35,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1
335,0,1,0,2,3,2,6,3,39,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,0,0,2,3,3,5,3,0,0,20,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0
336,0,0,1,3,1,4,1,4,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,1,1,0,6,1,1,-1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1
337,0,0,1,3,1,3,5,0,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,1,1,4,1,2,1,29,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0
338,0,0,1,0,2,3,2,6,20,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,0,2,0,4,1,0,4,1,2,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1
339,0,1,2,1,4,0,4,1,52,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,6,0,0,0,3,3,5,5,5,0,16,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0
340,0,1,2,2,4,0,0,5,-1,1,1,1,1,0,0,0,0,0,0,2,0,1,0,4,5,0,1,1,1,2,3,2,6,0,-1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1
341,0,1,2,1,0,5,3,2,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,3,0,1,1,1,1,0,6,1,0,23,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1
342,0,0,1,3,1,4,1,4,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,1,1,0,6,1,1,-1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1
343,0,0,1,3,1,3,5,0,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,1,1,4,1,2,1,29,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0
344,0,1,2,1,4,0,4,1,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,1,1,1,2,3,2,6,0,21,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0
345,0,1,2,1,4,0,4,1,38,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,6,0,0,0,3,3,5,5,5,0,16,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0
346,0,1,2,1,4,0,4,1,3,1,1,1,1,0,0,0,0,0,0,2,3,1,2,4,6,0,1,1,1,1,0,6,1,0,22,1,0,1,0,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0
347,0,0,1,0,2,3,2,6,20,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,0,2,0,4,1,0,4,1,2,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1
348,0,0,1,3,1,3,5,0,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,1,1,4,1,2,1,-1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0
349,0,0,1,3,0,4,1,4,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,1,1,0,6,1,1,-1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1
350,0,0,1,3,0,4,1,4,25,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,0,2,0,2,4,7,1,9,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
351,0,0,0,2,3,1,6,3,8,1,1,1,1,0,0,0,0,0,0,0,1,1,0,5,5,0,1,1,1,2,3,2,6,0,34,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1
352,0,0,0,0,2,1,2,6,44,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,0,2,0,4,1,0,4,1,-1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1
353,0,0,1,3,1,4,1,4,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,1,1,0,6,1,1,27,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0
354,0,0,1,3,1,3,5,7,47,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,0,4,1,0,3,1,6,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1
355,0,1,2,1,0,5,3,2,5,1,1,1,1,0,0,0,0,0,0,2,3,0,4,4,3,0,1,1,1,1,0,6,1,0,24,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0
356,0,0,1,3,1,3,5,7,31,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,0,2,0,4,1,0,3,1,-1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1
357,0,0,1,3,1,3,5,7,51,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,0,4,1,0,3,1,6,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0
358,0,0,1,3,1,4,1,4,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,1,1,0,6,1,1,26,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0
359,0,0,1,3,1,3,5,7,18,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,0,2,0,4,1,0,3,1,5,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1
360,0,1,2,1,4,5,4,1,36,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,0,2,0,2,5,5,0,13,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1
361,0,1,0,2,3,2,0,5,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,2,3,2,6,0,-1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
362,0,1,0,2,3,2,0,5,8,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,1,1,2,3,2,6,0,-1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0
363,0,1,2,2,4,0,0,5,43,1,1,1,1,0,0,0,0,0,0,2,0,1,0,4,5,0,1,1,1,2,3,2,6,0,36,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
364,0,0,0,2,3,1,6,3,16,0,0,0,0,0,0,0,0,0,0,0,1,4,5,1,1,0,0,2,3,3,5,3,0,0,20,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0
365,0,1,2,1,0,5,3,2,19,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,2,0,0,0,2,0,2,4,7,0,12,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0
366,0,0,1,0,1,3,5,7,30,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0,2,0,4,1,0,3,1,4,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1
367,0,1,0,2,3,2,6,3,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,2,3,2,6,0,35,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1
368,0,1,0,2,3,2,6,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,0,0,2,3,3,5,3,0,0,20,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0
369,0,1,2,1,4,0,4,1,17,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,6,0,0,0,3,3,5,5,5,0,16,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,1,0
370,0,0,1,3,1,4,1,4,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,0,2,0,2,4,7,1,7,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0
371,0,0,1,3,1,3,5,7,10,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,0,4,1,0,3,1,6,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0
372,0,1,2,1,4,0,4,1,-1,1,1,1,1,0,0,0,0,0,0,2,3,1,2,4,6,0,1,1,1,2,3,2,6,0,21,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0
373,0,0,1,3,0,4,1,4,35,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,0,0,2,0,2,4,7,1,10,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1
374,0,1,2,1,4,0,4,1,-1,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,6,0,0,0,2,0,2,5,5,0,-1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0
375,0,0,0,0,2,1,6,3,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,5,0,1,1,1,2,3,2,6,0,34,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,1,1,0
376,0,1,2,2,4,0,0,5,-1,1,1,1,1,0,0,0,0,0,0,2,0,1,0,4,5,0,1,1,1,2,3,2,6,0,36,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0
377,0,0,0,0,2,1,2,6,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,0,4,1,3,4,1,1,0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1
378,0,0,0,0,2,1,2,0,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,1,1,1,2,4,1,2,1,33,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
379,0,0,1,3,1,3,5,0,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,1,1,4,1,2,1,30,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0
380,0,1,2,1,0,5,3,2,5,1,1,1,1,0,0,0,0,0,0,2,3,0,4,4,3,0,1,1,1,1,0,6,1,0,24,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0
381,0,1,2,1,4,0,4,1,33,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,6,0,0,0,3,3,5,5,5,0,16,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1
382,0,0,0,2,3,2,6,3,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,2,3,2,6,0,34,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,0
383,0,0,1,3,0,4,1,4,1,1,1,1,1,0,0,0,0,0,1,1,2,0,4,6,3,0,1,1,1,1,0,6,1,1,25,1,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1
384,0,0,0,0,2,1,2,6,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,0,4,1,3,4,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1
385,0,1,2,1,4,5,3,2,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,1,1,0,6,1,0,-1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1
386,0,0,0,0,2,1,2,6,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,0,4,1,3,4,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0
387,0,1,2,1,4,0,4,1,3,1,1,1,1,0,0,0,0,0,0,2,3,1,2,4,6,0,1,1,1,1,0,6,1,0,-1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1
388,0,1,2,2,4,0,0,5,9,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,0,3,3,5,5,5,0,-1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0
389,0,0,1,0,1,3,5,7,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,0,2,0,4,1,0,3,1,4,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1
390,0,0,1,3,1,3,5,0,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,1,1,4,1,2,1,30,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1
391,0,0,1,3,1,3,5,7,13,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,0,2,0,4,1,0,3,1,5,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1
392,0,0,0,0,2,1,2,0,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,1,1,1,2,4,1,2,1,-1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
393,0,1,0,2,3,2,6,3,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,2,3,2,6,0,35,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0
394,0,1,2,1,4,0,4,1,11,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,0,2,0,2,5,5,0,14,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0
395,0,0,1,3,1,4,1,4,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,1,1,4,1,2,1,28,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1
396,0,1,2,1,0,5,3,2,-1,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,0,2,0,2,4,7,0,-1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0
397,0,1,0,2,3,2,0,5,23,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,2,3,3,5,3,0,0,19,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0
398,0,1,0,2,3,2,0,5,23,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,2,3,3,5,3,0,0,19,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0
399,0,0,0,0,2,1,2,0,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,1,1,1,2,4,1,2,1,32,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0
400,0,1,2,1,4,0,4,1,33,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,6,0,0,0,3,3,5,5,5,0,16,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1
401,0,0,0,0,2,1,2,3,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,1,1,1,2,4,1,2,1,33,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
402,0,1,0,2,3,2,6,3,39,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,0,0,2,3,3,5,3,0,0,20,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0
403,0,1,2,1,4,5,3,2,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,1,1,0,6,1,0,-1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1
404,0,1,2,1,0,5,3,2,5,1,1,1,1,0,0,0,0,0,0,1,3,0,4,4,3,0,1,1,1,1,0,6,1,1,-1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0
405,0,0,1,3,0,4,1,4,1,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,1,1,0,6,1,1,25,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1
406,0,0,1,0,2,3,2,0,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,1,1,1,1,4,1,2,1,31,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0
407,0,1,2,1,4,0,4,1,11,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,6,0,0,0,2,0,2,5,5,0,14,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1
408,0,0,0,0,2,1,2,6,44,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,0,2,0,4,1,0,4,1,-1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0
409,0,0,0,2,3,1,6,3,16,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,0,2,3,3,5,3,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0
410,0,1,2,1,0,5,3,2,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,3,0,1,1,1,1,0,6,1,0,24,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1
411,0,1,2,1,4,0,4,1,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,1,1,1,2,3,2,6,0,21,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0
412,0,1,2,1,4,0,4,1,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,1,1,0,6,1,0,22,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0
413,0,1,2,1,4,0,4,1,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,1,1,0,6,1,0,22,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1
414,0,1,0,2,3,2,6,3,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,2,3,2,6,0,35,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0
415,0,0,0,0,2,1,2,6,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,0,4,1,3,4,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1
416,0,0,1,0,2,3,2,6,20,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,0,2,0,4,1,0,4,1,2,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0
417,0,0,1,3,0,4,1,4,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,1,1,0,6,1,1,27,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0
418,0,0,0,0,2,1,6,3,49,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,0,2,3,3,5,3,0,0,-1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1
419,0,0,0,0,2,1,6,3,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,5,0,1,1,1,2,3,2,6,0,34,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0
420,0,0,1,3,1,4,5,4,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,1,1,4,1,2,1,28,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1
421,0,0,1,0,1,3,5,7,30,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0,2,0,4,1,0,3,1,4,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1
422,0,0,1,0,2,3,2,0,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,1,1,1,1,4,1,2,1,31,1,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1
423,0,0,1,3,0,4,1,4,1,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,1,1,0,6,1,1,-1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0
424,0,0,0,2,3,1,6,3,8,1,1,1,1,0,0,0,0,0,0,0,1,1,0,5,5,0,1,1,1,2,3,2,6,0,34,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1
425,0,1,2,1,4,0,4,1,-1,1,1,1,1,0,0,0,0,0,0,2,3,1,2,4,6,0,1,1,1,1,0,6,1,0,-1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0
426,0,0,1,3,1,3,5,7,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,0,4,1,0,3,1,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
427,0,0,0,0,2,1,6,6,42,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,0,4,1,3,4,1,-1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0
