,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20
336,0,0,2,2,2,4,5,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,2,0,5,6,7,0,1,2,2,2,1,2,1,1,0,1,2,1,2,2,0,1,0,1,1,0,0
337,0,0,0,3,4,0,4,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,1,1,4,4,0,1,2,2,1,2,0,2,2,1,2,0,2,0,0,0,2,1,0,1,1,2,0
338,0,0,2,2,2,2,6,5,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,2,2,0,1,2,2,0,1,0,2,2,2,2,0,1,1,1,2,1,2,1,2,0,0,1,0,1,1
339,0,1,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,2,2,0,4,2,0,2,2,1,1,1,0,2,0,2,0,2,1,2,2,2,1,1,0,0,1
340,0,0,0,0,4,0,4,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,1,1,4,4,6,1,2,0,2,1,2,0,1,2,0,2,2,2,0,1,0,2,0,2,0,1,1
341,0,1,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,3,3,5,3,2,0,2,2,2,1,1,1,1,2,0,0,0,0,0,0,0,1,1,2,1,2
342,0,1,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,3,3,5,3,2,0,0,1,0,1,0,2,2,2,2,1,0,2,1,1,2,1,0,1,2,0
343,0,0,0,0,4,0,4,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,1,1,1,4,4,6,1,2,2,0,1,0,1,2,2,2,2,0,2,0,2,0,0,0,2,2,0,1
344,0,0,2,2,2,4,5,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,2,0,1,2,2,0,1,2,2,2,1,2,2,1,0,1,0,0,1,2,1,2,0,0,0,2,2
345,0,1,1,1,0,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,2,2,0,4,2,0,0,2,0,2,2,2,1,1,0,1,2,1,1,2,1,2,0,2,0,1
346,0,0,2,2,2,4,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,2,0,1,3,5,0,1,2,1,2,1,1,1,0,2,0,1,0,0,0,2,2,1,1,0,0,1
347,0,0,0,3,1,3,0,0,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,1,1,4,0,1,0,1,2,0,1,1,0,1,0,0,2,1,2,0,0,1,2,1,1,0,1,0,0
348,0,0,0,3,1,3,0,0,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,1,1,4,0,1,0,1,2,2,0,1,2,1,1,2,1,1,1,0,0,0,0,2,1,2,0,0,1
349,0,1,1,1,0,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,2,2,0,4,2,0,0,2,2,2,0,1,2,2,2,2,1,2,0,1,1,2,1,1,1,2
350,0,0,2,2,2,4,5,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,2,0,5,6,7,0,1,1,0,2,1,0,1,1,2,0,1,0,0,2,2,0,2,2,0,0,2
351,0,0,2,2,2,4,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,2,0,5,3,5,0,1,2,2,1,1,0,2,2,1,0,0,2,2,0,1,1,0,1,0,0,0
352,0,0,0,3,1,3,0,4,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,3,7,0,0,1,1,4,0,1,1,1,2,1,1,1,0,0,1,0,0,1,0,1,2,1,0,0,1,0,1,0,2
353,0,0,2,2,2,2,6,5,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,2,0,1,2,2,0,1,0,1,0,1,0,0,0,1,2,1,0,1,2,2,2,2,0,0,0,2
354,0,0,2,2,2,2,6,5,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,2,2,0,1,2,2,0,1,2,0,2,2,0,2,1,1,2,2,2,1,2,0,0,0,2,1,2,0
355,0,0,2,2,2,4,5,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,2,0,5,6,7,0,1,2,1,1,2,0,0,0,2,0,2,0,1,2,0,1,1,0,2,0,1
356,0,0,2,2,2,4,5,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,2,0,5,6,7,0,1,2,1,2,2,2,2,0,2,2,0,0,1,2,1,1,2,2,0,1,2
357,0,0,0,0,4,0,4,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,1,1,1,4,4,6,1,2,0,0,2,0,1,2,1,2,0,1,0,2,2,1,1,0,1,0,0,1
358,0,0,0,0,4,0,4,3,3,1,1,1,1,1,1,1,1,0,1,1,1,2,1,0,6,0,0,1,1,1,4,4,6,1,2,1,2,2,0,1,1,2,2,0,1,1,2,1,2,1,1,2,1,2,1
359,0,0,2,2,2,4,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,2,0,1,2,2,0,1,2,1,0,2,2,0,0,2,1,0,0,2,0,1,2,0,0,1,0,1
360,0,1,1,1,0,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,2,2,0,4,2,0,1,0,0,0,0,1,0,1,2,1,2,2,1,2,2,1,0,1,1,2
361,0,0,0,3,1,3,0,4,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,1,1,4,0,1,0,1,2,1,2,1,2,1,2,2,0,2,2,0,2,2,1,2,2,0,0,2,0
362,0,0,0,0,4,0,4,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,1,1,1,4,4,6,1,2,1,1,2,1,2,1,1,0,2,1,1,2,0,2,2,2,0,1,0,0
363,0,0,2,2,2,4,5,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,2,0,5,6,7,0,1,1,2,2,2,1,0,1,1,1,0,1,2,1,2,2,0,0,1,1,0
364,0,0,2,2,2,4,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,2,0,5,3,5,0,1,0,2,0,2,1,1,1,2,0,2,2,0,2,2,2,1,0,1,1,1
365,0,0,0,0,4,0,4,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,1,1,1,4,4,6,1,2,1,2,1,0,2,0,1,2,0,1,0,0,1,2,2,2,1,2,1,0
366,0,0,0,0,4,0,4,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,1,1,4,4,6,1,2,2,1,2,2,2,0,2,1,2,0,2,0,0,0,1,2,2,2,0,2
367,0,1,1,1,0,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,2,2,0,4,2,0,1,2,0,2,2,2,0,2,0,1,1,1,0,1,2,2,0,2,0,0
368,0,0,2,2,2,4,5,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,2,0,5,6,7,0,1,0,0,0,0,2,0,1,2,1,2,1,1,2,0,2,0,1,0,0,2
369,0,0,2,2,2,4,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,2,2,0,1,3,5,0,1,0,1,1,0,2,0,2,1,2,1,0,1,0,0,0,2,2,2,0,2
370,0,0,0,3,1,3,0,4,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,1,1,4,0,1,0,1,2,2,1,0,2,1,0,0,1,2,0,1,0,0,2,0,1,0,2,2,1
371,0,0,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,2,2,0,1,2,2,0,1,2,2,1,2,0,0,2,2,2,0,1,0,1,2,1,1,1,2,1,0
372,0,0,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,2,2,0,1,3,5,0,1,1,1,2,1,2,0,0,1,1,1,2,2,0,0,1,2,2,0,0,0
373,0,0,0,0,4,0,4,4,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,1,4,0,1,1,1,2,0,2,2,0,1,1,2,0,1,0,2,0,1,1,2,1,1,0,0,0
374,0,0,2,2,2,4,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,2,0,5,3,5,0,1,0,1,1,0,1,2,2,0,2,1,1,2,2,2,0,2,1,0,1,1
375,0,0,2,2,2,2,6,5,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,2,0,1,2,2,0,1,0,0,1,1,2,0,0,0,2,2,2,2,1,0,1,1,0,1,2,0
376,0,0,0,3,1,3,0,0,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,1,1,4,0,1,0,1,2,2,0,2,0,1,2,1,1,2,0,1,2,2,2,0,2,1,2,1,1
377,0,0,0,3,1,3,0,4,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,1,1,4,0,1,1,1,2,2,2,1,1,2,0,0,1,1,1,0,2,2,1,1,2,0,1,2,2
378,0,0,0,0,4,0,4,4,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,1,1,4,0,1,1,1,2,0,2,1,1,0,0,2,1,1,0,1,0,1,1,1,0,2,0,0,1
379,0,0,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,2,2,0,1,3,5,0,1,1,0,0,0,2,2,0,1,1,1,2,0,2,2,1,1,0,2,2,1
380,0,0,2,2,2,2,6,5,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,2,2,0,1,2,2,0,1,1,2,2,2,1,0,2,0,0,0,1,0,0,0,2,0,0,2,0,2
381,0,0,2,2,2,4,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,2,0,5,3,5,0,1,1,2,0,0,1,2,2,1,0,2,1,0,2,2,2,2,1,1,2,0
382,0,1,1,1,0,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,2,2,0,4,2,0,2,0,2,1,1,1,1,2,2,2,1,2,1,1,0,0,0,1,2,0
383,0,1,1,1,0,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,2,2,0,4,2,0,1,0,2,0,2,1,2,0,2,1,2,0,1,2,0,2,1,2,1,1
384,0,0,2,2,2,4,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,2,2,0,1,3,5,0,1,1,0,2,0,2,2,2,1,0,2,0,1,1,1,2,0,1,0,2,0
385,0,0,2,2,2,4,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,2,0,5,3,5,0,1,0,0,2,1,0,1,0,1,1,0,1,2,1,2,1,0,1,2,1,2
386,0,1,1,1,0,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,2,2,0,4,2,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,2,0,0,1,1,2
387,0,0,0,3,1,3,0,0,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,1,1,4,0,1,0,1,2,2,2,1,0,1,1,0,2,0,1,0,1,2,0,0,1,0,2,1,2
388,0,0,0,0,4,0,0,4,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,1,4,0,1,1,1,2,0,2,0,2,2,0,1,2,2,1,0,0,0,1,1,2,1,1,0,0
389,0,1,1,1,0,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,2,2,0,4,2,0,0,2,0,0,0,2,0,2,2,2,1,1,0,1,1,1,1,2,1,1
390,0,0,0,0,4,0,4,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,1,1,1,4,4,6,1,2,0,2,2,0,0,2,1,0,2,1,2,0,0,0,2,1,2,2,0,1
391,0,1,1,1,0,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,2,2,0,4,2,0,2,2,2,2,2,2,2,1,1,1,1,2,1,2,1,1,2,2,1,2
392,0,1,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,2,2,0,4,2,0,1,1,1,1,1,0,1,1,2,2,1,2,0,2,0,0,1,1,2,2
393,0,1,1,1,0,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,2,2,0,4,2,0,1,2,2,0,0,1,1,0,0,0,0,0,1,2,2,2,1,1,2,0
394,0,0,0,0,4,0,4,4,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,1,1,4,0,1,1,1,2,1,0,2,1,1,0,1,2,0,0,1,0,0,1,2,2,0,1,1,1
395,0,1,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,2,2,0,4,2,0,0,2,0,1,0,1,0,1,0,2,2,0,1,1,1,0,0,1,0,0
396,0,0,0,0,4,0,4,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,1,1,4,4,0,1,2,0,0,1,0,0,1,0,2,1,2,2,2,0,1,1,2,0,0,1,1
397,0,0,0,0,4,0,4,4,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,7,0,0,1,1,4,0,1,1,1,2,0,0,1,2,2,2,0,1,1,1,1,1,2,0,0,0,0,0,2,0
398,0,0,2,2,2,4,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,2,0,1,2,2,0,1,2,0,0,0,1,2,2,0,1,2,1,1,2,2,0,2,2,1,0,2
399,0,1,1,1,0,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,2,2,0,4,2,0,1,0,0,1,1,2,0,0,2,1,0,1,2,1,2,0,0,0,0,1
400,0,1,1,1,0,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,2,2,0,4,2,0,2,0,2,2,1,0,2,2,2,0,0,2,1,1,2,0,0,2,2,0
401,0,1,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,3,3,5,3,2,0,2,0,2,0,1,0,1,2,1,1,1,2,0,2,0,0,1,0,2,0
402,0,1,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,2,2,0,4,2,0,0,1,0,0,1,1,1,2,0,1,2,2,2,2,0,1,1,0,1,0
403,0,0,2,2,2,4,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,2,0,1,2,2,0,1,1,1,1,1,1,2,2,1,1,2,1,0,2,2,0,2,2,1,0,0
404,0,0,0,0,4,0,4,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,1,1,4,4,6,1,2,0,0,0,1,0,2,2,0,0,1,2,0,1,0,0,2,1,1,1,2
405,0,0,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,2,2,0,1,3,5,0,1,1,1,0,1,1,1,2,1,0,2,2,1,1,0,2,0,1,0,0,1
406,0,0,2,2,2,2,6,5,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,2,2,0,1,2,2,0,1,2,0,0,1,1,2,2,1,0,0,2,1,1,1,0,1,0,2,2,1
407,0,1,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,3,3,5,3,2,0,2,2,2,2,2,2,0,0,0,0,0,2,1,2,2,0,0,0,2,0
408,0,0,0,3,1,3,0,4,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,1,1,4,0,1,1,1,2,0,2,0,0,0,0,2,1,1,2,0,1,0,1,0,1,2,1,0,0
409,0,1,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,2,2,0,4,2,0,2,0,1,1,2,1,0,1,0,1,2,0,1,1,2,1,2,0,1,0
410,0,0,2,2,2,4,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,2,2,0,1,3,5,0,1,2,0,2,1,2,1,1,2,0,1,0,2,1,0,1,2,1,2,1,2
411,0,0,2,2,2,4,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,2,2,0,1,3,5,0,1,2,1,0,1,1,2,1,2,1,2,1,0,1,0,2,2,0,1,0,2
412,0,0,0,3,1,3,0,0,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,1,1,4,0,1,0,1,2,2,2,2,1,2,0,2,1,0,2,0,0,2,2,2,0,0,2,0,2
413,0,1,1,1,0,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,2,2,0,4,2,0,0,2,0,1,1,0,1,0,0,2,2,2,1,2,1,2,0,0,0,2
414,0,1,1,1,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,2,2,0,4,2,0,1,1,0,0,2,2,0,2,1,1,1,0,2,1,1,2,0,2,2,2
415,0,1,1,1,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,2,2,0,4,2,0,2,1,0,0,0,1,2,2,1,1,0,2,2,0,0,1,0,2,1,1
416,0,0,0,0,4,0,4,4,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,1,1,4,0,1,1,1,2,0,2,0,2,1,2,1,2,0,0,0,1,0,0,2,2,2,1,1,1
417,0,1,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,2,2,0,4,2,0,0,2,0,0,1,2,2,2,1,1,2,1,0,2,2,1,1,0,1,1
418,0,0,2,2,2,4,5,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,7,0,0,2,2,0,5,6,7,0,1,1,0,2,0,1,2,0,2,2,0,1,2,1,1,2,1,0,2,2,2
419,0,1,1,1,0,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,2,2,0,4,2,0,1,0,1,1,0,2,1,1,1,1,0,0,2,2,2,2,2,0,0,0
420,0,1,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,3,3,5,3,2,0,1,0,1,1,1,0,2,2,0,2,1,1,2,1,1,1,2,2,2,0
421,0,1,1,1,0,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,2,2,0,4,2,0,0,2,2,1,1,0,2,2,0,0,0,0,0,1,1,1,2,0,1,2
422,0,0,0,0,4,0,4,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,1,1,1,4,4,6,1,2,2,2,0,0,2,0,2,1,0,2,2,0,2,1,1,0,1,1,1,2
423,0,1,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,2,2,0,4,2,0,2,2,1,0,1,0,0,1,0,0,0,1,0,2,2,0,0,1,1,0
424,0,0,0,3,1,3,0,4,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,1,1,4,0,1,1,1,2,2,2,2,2,2,2,0,0,1,1,1,0,1,0,1,2,1,2,0,0
425,0,0,0,0,4,0,4,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,1,1,1,4,4,6,1,2,0,1,1,2,0,1,0,0,1,2,2,0,2,0,1,0,0,0,1,2
426,0,0,2,2,2,2,6,5,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,2,2,0,1,2,2,0,1,2,0,0,1,2,2,2,0,1,2,2,1,0,0,0,0,1,2,1,1
427,0,0,0,0,4,0,0,4,1,1,1,1,1,1,1,1,1,0,1,1,3,2,1,2,7,0,0,1,1,4,0,1,1,1,2,0,2,2,0,2,0,2,1,2,2,1,2,2,2,1,0,0,0,2,0
428,0,0,0,3,1,3,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,1,4,0,1,0,1,2,0,1,0,1,2,1,0,2,0,0,1,1,0,2,0,1,0,0,2,0
429,0,1,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,3,3,5,3,2,0,2,1,0,1,0,2,2,0,0,0,0,2,2,0,0,0,0,1,0,2
430,0,1,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,3,3,5,3,2,0,1,0,2,0,0,0,0,1,0,0,1,0,0,2,2,0,2,2,1,0
431,0,0,2,2,2,2,6,5,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,2,2,0,1,2,2,0,1,2,2,1,0,1,0,2,1,1,0,1,2,0,2,2,2,2,2,1,2
432,0,1,1,1,0,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,2,2,0,4,2,0,2,1,0,1,1,0,0,1,1,2,2,2,2,0,1,2,2,1,0,0
433,0,0,2,2,2,2,6,5,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,2,2,0,1,2,2,0,1,0,0,2,1,1,1,1,2,1,2,2,0,2,2,0,0,0,2,0,2
434,0,0,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,2,2,0,1,3,5,0,1,2,1,2,0,1,1,0,0,1,0,0,0,0,1,2,0,2,0,2,1
435,0,0,0,0,4,0,4,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,1,1,4,4,6,1,2,1,0,1,1,0,2,0,1,1,1,2,2,0,1,2,1,1,2,1,2
436,0,1,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,3,3,5,3,2,0,2,2,1,1,1,1,0,0,1,2,2,2,2,1,2,2,1,1,1,1
437,0,0,2,2,2,2,6,5,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,2,2,0,1,2,2,0,1,0,2,1,0,2,1,1,2,1,2,1,2,0,1,1,1,2,2,2,2
438,0,0,2,2,2,4,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,2,2,0,1,3,5,0,1,2,2,0,1,2,1,0,0,1,1,1,0,1,1,0,0,2,1,0,2
439,0,0,0,0,4,0,4,4,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,1,4,0,1,1,1,2,0,0,1,2,2,2,0,0,1,1,0,1,0,1,0,2,1,2,0,0
440,0,0,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,2,2,0,1,2,2,0,1,1,1,0,1,1,1,1,0,2,2,1,1,2,1,2,1,0,1,1,2
441,0,1,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,2,2,0,4,2,0,0,1,0,2,2,0,1,0,2,0,2,0,1,2,0,1,1,1,2,0
442,0,1,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,2,2,0,4,2,0,2,1,1,0,0,0,0,2,0,2,2,1,1,1,0,2,0,0,0,1
443,0,0,0,3,1,3,0,4,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,1,1,4,0,1,1,1,2,2,0,0,1,1,2,1,2,0,2,1,1,0,0,2,0,1,0,0,1
444,0,1,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,3,3,5,3,2,0,2,2,0,0,1,2,0,1,2,2,1,1,0,2,2,0,2,1,1,1
445,0,1,1,1,0,5,3,6,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,2,2,0,4,2,0,1,0,1,0,1,1,2,2,0,1,1,0,1,2,1,0,1,1,2,2
446,0,0,2,2,2,4,5,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,2,0,5,6,7,0,1,2,0,0,0,2,1,2,2,1,2,2,2,2,0,1,0,0,1,0,2
447,0,0,0,0,4,0,4,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,1,1,1,4,4,6,1,2,2,1,0,0,0,2,2,0,1,0,2,2,2,0,2,2,2,0,2,2
448,0,0,2,2,2,2,6,5,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,2,2,0,1,2,2,0,1,1,1,1,2,1,2,2,2,0,0,0,2,0,2,2,0,0,1,0,0
449,0,1,1,1,0,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,2,2,0,4,2,0,0,2,1,0,0,1,0,0,1,2,0,0,2,2,1,2,0,0,0,1
450,0,1,1,1,0,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,2,2,0,4,2,0,1,2,0,0,0,1,2,1,1,1,2,1,1,2,2,1,0,1,2,2
