,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10
272,0,1,2,1,1,0,6,1,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,1,1,1,1,4,6,2,0,21,0,0,0,1,0,0,1,0,0,1
273,0,0,1,0,0,2,3,4,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,1,1,1,1,0,0,1,1,-1,1,1,1,1,0,0,1,1,0,0
274,0,1,1,1,3,3,0,2,24,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,0,0,2,0,1,3,0,0,20,0,0,1,0,0,1,1,1,1,1
275,0,1,2,2,1,0,4,7,-1,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,2,3,3,5,4,3,0,13,1,0,0,1,1,0,0,0,1,0
276,0,0,1,0,0,2,3,4,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,0,0,4,2,3,7,1,1,0,1,1,1,1,1,0,1,1,1
277,0,0,1,0,0,2,3,4,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,1,1,1,1,0,0,1,1,-1,1,1,0,0,0,1,1,1,1,1
278,0,0,1,0,0,2,3,4,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,1,1,1,1,0,0,1,1,33,0,1,0,1,0,0,1,1,0,1
279,0,0,1,0,0,2,3,4,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,1,1,1,1,0,0,1,1,33,1,1,1,1,1,0,0,0,1,0
280,0,1,2,2,1,0,4,7,21,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,2,3,3,5,4,3,0,13,1,0,1,1,0,1,0,0,1,1
281,0,1,1,1,3,3,0,6,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,1,4,6,2,0,35,1,1,0,0,1,0,1,0,0,1
282,0,1,2,2,1,0,6,5,-1,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,6,0,0,2,2,0,1,4,3,0,16,0,1,1,0,1,0,0,1,0,0
283,0,1,2,2,1,4,4,7,50,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,2,3,3,5,4,3,0,13,1,1,0,0,0,0,0,1,1,1
284,0,1,2,2,1,0,4,5,-1,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,2,3,3,5,4,3,0,14,1,1,0,1,0,0,1,1,1,1
285,0,1,2,2,2,4,4,7,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,2,3,3,5,1,5,0,-1,1,1,1,1,0,0,1,0,0,0
286,0,0,0,3,2,1,2,3,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,1,2,3,2,6,1,-1,0,1,1,0,1,1,0,0,0,0
287,0,0,0,0,4,5,1,0,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,0,0,0,4,2,5,4,1,-1,0,0,0,0,1,1,1,0,0,1
288,0,0,0,3,2,1,5,3,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,3,3,5,1,5,1,7,0,1,1,0,0,0,1,1,0,1
289,0,1,2,2,1,4,4,7,50,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,2,3,3,5,4,3,0,-1,1,1,1,0,0,1,1,1,0,0
290,0,1,2,2,2,4,4,7,37,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,2,3,3,5,1,5,0,-1,1,1,0,0,0,1,1,1,1,0
291,0,1,1,1,3,3,3,2,39,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,0,0,0,2,0,1,3,0,0,20,0,1,1,0,1,0,1,0,1,0
292,0,0,1,0,0,2,3,4,34,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,0,0,0,0,2,3,7,0,3,1,1,1,1,1,0,0,1,1,0
293,0,1,1,1,3,3,0,2,41,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,2,2,0,1,4,3,0,17,0,1,1,0,1,1,0,1,0,0
294,0,1,1,1,3,3,0,6,46,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,1,1,1,4,6,2,0,-1,0,1,1,1,1,0,1,0,1,0
295,0,1,1,1,3,3,0,6,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,1,4,6,2,0,-1,0,1,1,0,0,0,0,0,0,0
296,0,0,0,3,4,1,5,0,51,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,0,0,4,2,5,4,1,6,1,1,0,0,0,1,1,0,0,0
297,0,0,0,3,4,1,2,3,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,1,2,3,2,6,1,26,1,1,1,1,0,1,0,0,0,0
298,0,0,1,0,0,2,3,4,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,5,0,1,1,1,1,0,0,1,0,-1,1,1,0,0,1,1,0,0,1,1
299,0,0,0,0,0,5,1,0,20,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,0,0,0,4,2,5,7,1,2,1,1,1,0,0,0,1,1,0,0
300,0,0,0,0,4,5,1,0,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,0,0,1,1,1,2,0,0,1,1,-1,1,1,1,0,1,0,1,0,1,1
301,0,0,0,0,4,5,1,0,2,1,1,1,1,0,0,0,0,0,1,1,1,2,4,0,0,0,1,1,1,2,0,0,1,1,-1,1,0,1,1,1,0,0,0,1,0
302,0,0,0,3,2,1,2,3,25,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,3,3,5,1,5,1,-1,1,0,1,1,0,0,1,1,0,0
303,0,0,0,3,4,1,5,0,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,1,2,0,0,1,1,29,0,0,0,0,1,1,1,1,0,0
304,0,1,1,1,3,3,0,6,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,1,1,1,4,6,2,0,36,1,1,1,0,0,1,0,0,1,1
305,0,1,2,2,2,4,2,1,5,1,1,1,1,0,0,0,0,0,0,1,3,0,4,4,3,0,1,1,1,2,3,2,6,1,-1,1,1,1,1,0,1,0,1,1,1
306,0,1,2,2,2,4,4,7,37,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,2,3,3,5,1,5,0,-1,0,0,1,0,0,0,0,1,0,0
307,0,1,1,1,3,3,0,2,41,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,2,2,0,1,4,0,0,17,1,0,1,1,1,1,1,1,1,1
308,0,0,1,0,0,5,1,4,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,0,0,0,4,2,5,7,1,-1,1,1,1,0,0,1,1,0,1,1
309,0,0,2,2,2,4,2,3,5,1,1,1,1,0,0,0,0,0,1,1,3,0,4,4,3,0,1,1,1,2,3,2,6,1,-1,1,0,1,1,1,0,1,0,0,1
310,0,1,2,2,1,4,4,1,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,1,2,3,2,6,0,23,0,1,0,1,1,0,1,1,0,1
311,0,0,1,0,0,2,3,4,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,0,0,0,0,2,3,7,0,3,0,0,0,0,1,1,1,1,1,0
312,0,1,1,1,3,3,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,0,2,0,1,3,0,0,18,0,0,0,0,1,1,1,1,1,1
313,0,1,1,1,3,3,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,0,2,0,1,3,0,0,18,0,1,1,1,1,1,1,1,0,1
314,0,0,0,3,2,1,2,3,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,3,3,5,1,5,1,8,1,1,1,0,0,1,0,0,1,1
315,0,0,1,0,0,5,1,4,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,1,1,1,1,0,0,1,1,32,1,0,0,1,0,1,1,1,0,0
316,0,0,1,0,0,2,3,4,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,0,0,0,2,3,7,0,3,1,0,0,0,1,0,0,0,0,0
317,0,0,1,0,0,2,3,4,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,5,0,1,1,1,1,0,6,1,0,34,1,0,0,0,0,0,1,0,1,0
318,0,1,1,1,3,3,0,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,0,0,2,0,1,3,0,0,-1,1,1,1,0,0,0,0,1,1,1
319,0,1,2,2,2,4,4,7,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,2,3,3,5,1,5,0,-1,0,0,1,1,0,0,0,1,0,0
320,0,0,0,3,2,1,2,3,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,1,2,3,2,6,1,-1,0,1,0,1,0,1,1,1,1,0
321,0,1,1,1,3,3,0,6,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,1,1,1,4,6,2,0,36,1,1,1,1,0,1,1,1,1,0
322,0,0,0,0,4,5,1,0,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,1,1,1,2,0,0,1,1,31,0,0,0,0,1,0,1,1,1,1
323,0,0,0,3,2,4,2,3,1,1,1,1,1,0,0,0,0,0,1,1,2,0,4,6,3,0,1,1,1,2,3,2,6,1,25,0,0,0,1,0,0,0,0,1,0
324,0,1,1,1,3,3,0,6,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,1,4,6,2,0,37,0,1,0,1,1,0,1,0,0,1
325,0,0,2,2,2,4,2,7,48,0,0,0,0,0,0,0,0,0,0,1,3,0,3,3,2,0,0,2,3,3,5,1,5,1,-1,1,0,1,1,1,0,1,0,1,0
326,0,1,1,1,3,3,0,6,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,1,4,6,2,0,35,1,0,0,1,1,1,0,1,1,1
327,0,0,0,3,2,1,2,3,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,3,3,5,1,5,1,8,1,1,0,1,1,0,0,1,1,0
328,0,0,0,0,0,5,1,0,2,1,1,1,1,0,0,0,0,0,1,0,1,4,4,0,0,0,1,1,1,1,0,0,1,1,-1,1,0,0,1,0,0,1,0,0,1
329,0,0,0,3,4,5,5,0,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,1,2,0,0,1,1,30,0,1,1,1,1,0,0,1,0,0
330,0,0,0,3,2,1,2,3,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,1,2,3,2,6,1,27,1,1,0,1,1,0,0,1,1,0
331,0,1,2,2,2,4,4,7,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,2,3,3,5,1,5,0,11,0,1,0,0,0,0,0,0,1,1
332,0,1,1,1,3,3,0,6,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,1,1,1,4,6,2,0,36,0,1,0,1,1,0,0,0,0,1
333,0,0,0,3,2,4,2,3,35,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,0,2,3,3,5,1,5,1,9,1,0,0,1,0,1,1,1,1,0
334,0,1,1,1,3,3,0,6,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,1,4,6,2,0,35,1,1,1,0,0,0,0,1,0,1
335,0,1,1,1,3,3,3,2,39,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,0,0,0,2,0,1,3,0,0,20,0,0,0,1,1,0,0,0,1,1
336,0,0,0,3,4,1,5,3,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,1,2,3,2,6,1,-1,1,1,1,0,0,0,1,0,0,1
337,0,0,0,3,4,1,5,0,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,1,2,0,0,1,1,29,0,1,0,0,1,0,1,0,0,0
338,0,0,0,0,0,5,1,0,20,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,0,0,0,4,2,5,7,1,2,0,0,0,1,0,0,0,0,1,0
339,0,1,2,1,1,0,6,5,52,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,6,0,0,2,2,0,1,4,3,0,16,0,0,0,1,0,1,0,0,1,1
340,0,1,2,1,3,0,6,6,-1,1,1,1,1,0,0,0,0,0,0,2,0,1,0,4,5,0,1,1,1,1,4,6,2,0,-1,0,0,0,0,0,0,0,1,1,1
341,0,1,2,2,2,4,4,1,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,3,0,1,1,1,2,3,2,6,0,23,1,1,1,1,0,0,0,0,0,1
342,0,0,0,3,4,1,5,3,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,1,2,3,2,6,1,-1,0,0,0,0,1,1,0,1,1,1
343,0,0,0,3,4,1,5,0,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,1,2,0,0,1,1,29,0,0,0,1,1,1,0,1,0,0
344,0,1,2,1,1,0,6,1,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,1,1,1,1,4,6,2,0,21,1,0,1,1,0,1,0,1,1,0
345,0,1,2,1,1,0,6,5,38,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,6,0,0,2,2,0,1,4,3,0,16,0,0,0,1,1,1,0,1,1,0
346,0,1,2,2,1,0,6,1,3,1,1,1,1,0,0,0,0,0,0,2,3,1,2,4,6,0,1,1,1,2,3,2,6,0,22,1,1,1,0,0,1,0,1,1,1
347,0,0,0,0,0,5,1,0,20,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,0,0,0,4,2,5,7,1,2,0,0,1,0,0,1,0,0,0,0
348,0,0,0,3,4,1,5,0,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,1,2,0,0,1,1,-1,0,0,0,1,0,1,0,1,0,0
349,0,0,0,3,2,1,2,3,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,1,2,3,2,6,1,-1,1,0,0,1,0,0,0,0,0,0
350,0,0,0,3,2,1,2,3,25,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,3,3,5,1,5,1,9,0,0,0,0,1,0,1,1,1,0
351,0,1,1,0,0,2,3,6,8,1,1,1,1,0,0,0,0,0,0,0,1,1,0,5,5,0,1,1,1,1,4,6,2,0,34,0,1,0,1,0,0,1,0,1,0
352,0,0,1,0,0,5,1,4,44,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,0,0,0,4,2,5,7,1,-1,0,0,0,1,0,1,0,0,0,1
353,0,0,0,3,2,1,2,3,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,1,2,3,2,6,1,27,1,1,0,1,1,1,1,0,0,1
354,0,0,0,3,4,1,5,3,47,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,0,0,4,2,5,4,1,6,1,0,0,1,0,0,0,0,0,0
355,0,1,2,2,2,4,4,1,5,1,1,1,1,0,0,0,0,0,0,2,3,0,4,4,3,0,1,1,1,2,3,2,6,0,24,1,1,0,0,0,1,1,1,0,1
356,0,0,0,3,4,5,5,0,31,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,0,0,0,4,2,5,4,1,-1,0,1,1,1,1,1,1,0,1,1
357,0,0,0,3,4,1,5,0,51,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,0,0,4,2,5,4,1,6,0,0,1,1,0,1,0,0,0,0
358,0,0,0,3,2,1,2,3,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,1,2,3,2,6,1,26,0,1,0,1,1,1,0,1,1,1
359,0,0,0,3,4,5,5,0,18,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,0,0,0,4,2,5,4,1,5,1,0,0,0,0,0,1,1,0,1
360,0,1,2,2,1,0,4,7,36,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,2,3,3,5,4,3,0,13,0,1,1,0,0,1,0,1,1,1
361,0,1,1,1,3,3,0,6,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,1,4,6,2,0,-1,0,0,0,0,0,1,0,0,1,1
362,0,1,1,1,3,3,0,6,8,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,1,1,1,4,6,2,0,-1,1,1,0,1,0,0,1,0,0,1
363,0,1,2,1,3,0,6,6,43,1,1,1,1,0,0,0,0,0,0,2,0,1,0,4,5,0,1,1,1,1,4,6,2,0,36,1,0,1,0,1,0,1,0,0,0
364,0,1,1,0,0,2,3,4,16,0,0,0,0,0,0,0,0,0,0,0,1,4,5,1,1,0,0,0,2,0,1,3,0,0,20,0,0,0,0,0,1,1,1,1,1
365,0,1,2,2,1,4,4,7,19,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,2,0,0,2,3,3,5,1,5,0,12,0,1,1,1,0,1,0,0,1,1
366,0,0,0,0,4,5,1,0,30,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0,0,0,4,2,5,4,1,4,1,1,1,1,0,0,0,1,1,1
367,0,1,1,1,3,3,3,6,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,1,4,6,2,0,35,1,0,0,0,0,1,0,1,1,0
368,0,1,1,1,3,3,3,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,0,0,0,2,0,1,3,0,0,20,0,1,1,0,0,1,0,1,0,1
369,0,1,2,2,1,0,6,5,17,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,6,0,0,2,2,0,1,4,3,0,16,1,1,1,0,1,0,1,0,1,0
370,0,0,0,3,2,1,5,3,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,3,3,5,1,5,1,7,1,1,0,0,1,0,0,0,0,1
371,0,0,0,3,4,1,5,0,10,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,0,0,4,2,5,4,1,6,0,0,0,1,0,1,1,0,1,0
372,0,1,2,2,1,0,6,1,-1,1,1,1,1,0,0,0,0,0,0,2,3,1,2,4,6,0,1,1,1,1,4,6,2,0,21,0,1,1,1,1,0,1,1,1,0
373,0,0,0,3,2,4,2,3,35,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,0,2,3,3,5,1,5,1,10,1,1,0,0,0,0,1,0,1,1
374,0,1,2,2,1,0,6,5,-1,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,6,0,0,2,2,3,1,4,3,0,-1,1,0,0,0,0,1,0,0,1,0
375,0,0,1,0,0,2,3,4,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,5,0,1,1,1,1,0,6,1,0,34,1,0,1,1,1,0,0,0,1,1
376,0,1,2,1,3,0,6,6,-1,1,1,1,1,0,0,0,0,0,0,2,0,1,0,4,5,0,1,1,1,1,4,6,2,0,36,0,0,0,1,1,0,1,1,1,0
377,0,0,1,0,0,2,3,4,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,0,0,4,2,3,7,1,1,1,0,0,1,1,1,0,0,1,0
378,0,0,1,0,0,2,3,4,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,1,1,1,1,0,0,1,1,33,1,1,1,1,1,1,0,0,1,0
379,0,0,0,3,4,5,5,0,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,1,2,0,0,1,1,30,0,1,1,1,0,0,0,0,1,1
380,0,1,2,2,2,4,4,1,5,1,1,1,1,0,0,0,0,0,0,2,3,0,4,4,3,0,1,1,1,2,3,2,6,0,24,0,1,0,1,0,1,0,1,0,1
381,0,1,2,1,1,0,6,5,33,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,6,0,0,2,2,0,1,4,3,0,16,1,0,1,0,1,0,0,0,0,0
382,0,1,1,1,0,2,3,6,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,1,4,6,2,0,34,0,0,0,0,0,0,1,0,1,1
383,0,0,0,3,2,4,2,3,1,1,1,1,1,0,0,0,0,0,1,1,2,0,4,6,3,0,1,1,1,2,3,2,6,1,25,1,1,0,0,1,0,0,0,0,1
384,0,0,1,0,0,2,3,4,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,0,0,4,2,3,7,1,0,0,0,0,0,0,0,0,0,0,1
385,0,1,2,2,1,0,4,1,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,1,2,3,2,6,0,-1,0,0,1,0,1,1,0,1,0,1
386,0,0,1,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,0,0,4,2,3,7,1,0,0,1,0,1,0,0,0,0,1,0
387,0,1,2,2,1,0,6,1,3,1,1,1,1,0,0,0,0,0,0,2,3,1,2,4,6,0,1,1,1,2,3,2,6,0,-1,1,0,0,0,1,1,0,0,1,1
388,0,1,2,1,3,0,6,5,9,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,2,2,0,1,4,3,0,-1,1,0,0,0,1,1,1,0,1,1
389,0,0,0,0,4,5,1,0,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,0,0,0,4,2,5,4,1,4,0,0,1,0,0,1,1,0,0,0
390,0,0,0,3,4,5,5,0,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,1,2,0,0,1,1,30,0,0,1,1,0,0,0,1,0,0
391,0,0,0,3,4,1,5,0,13,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,0,0,0,4,2,5,4,1,5,0,1,0,0,0,1,0,1,1,0
392,0,0,1,0,0,2,1,4,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,1,1,1,1,0,0,1,1,-1,1,0,1,1,1,1,0,0,1,0
393,0,1,1,1,3,3,3,6,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,1,4,6,2,0,35,1,1,1,0,1,1,1,0,1,1
394,0,1,2,2,1,0,4,5,11,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,2,3,3,5,4,3,0,14,1,0,1,0,1,1,1,1,0,0
395,0,0,0,3,4,1,5,3,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,1,2,3,0,6,1,28,0,1,1,1,0,0,0,0,0,1
396,0,1,2,2,2,4,4,7,-1,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,2,3,3,5,1,5,0,-1,1,0,0,1,0,1,0,1,1,0
397,0,1,1,1,3,3,0,2,23,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,0,2,0,1,3,0,0,19,0,1,0,0,1,0,1,0,1,1
398,0,1,1,1,3,3,0,2,23,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,0,2,0,1,3,0,0,19,0,1,1,1,1,1,0,0,1,0
399,0,0,1,0,0,5,1,4,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,1,1,1,1,0,0,1,1,32,0,0,0,1,1,1,0,0,1,0
400,0,1,2,1,1,0,6,5,33,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,6,0,0,2,2,0,1,4,3,0,16,0,0,1,1,0,1,0,0,0,1
401,0,0,1,0,0,2,3,4,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,1,1,1,1,0,0,1,1,33,1,0,0,1,1,0,0,1,1,1
402,0,1,1,1,3,3,3,2,39,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,0,0,0,2,0,1,3,0,0,20,1,1,1,1,0,0,0,0,1,0
403,0,1,2,2,1,0,4,1,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,1,2,3,2,6,0,-1,0,0,1,0,1,0,0,1,1,0
404,0,1,2,2,2,4,2,1,5,1,1,1,1,0,0,0,0,0,0,1,3,0,4,4,3,0,1,1,1,2,3,2,6,1,-1,1,1,1,0,0,0,0,1,1,0
405,0,0,0,3,2,1,2,3,1,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,1,2,3,2,6,1,25,0,0,0,1,0,1,0,0,1,0
406,0,0,0,0,4,5,1,0,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,1,1,1,2,0,0,1,1,31,0,1,0,1,1,0,0,0,1,0
407,0,1,2,2,1,0,4,5,11,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,6,0,0,2,3,3,5,4,3,0,14,0,0,1,0,1,1,1,0,1,0
408,0,0,1,0,0,5,1,4,44,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,0,0,0,4,2,5,7,1,-1,1,1,0,0,1,1,1,0,0,0
409,0,1,1,0,0,2,3,4,16,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,0,0,2,0,1,3,0,0,-1,1,0,0,1,0,0,0,0,1,1
410,0,1,2,2,2,4,4,1,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,3,0,1,1,1,2,3,2,6,0,24,0,1,0,0,0,1,0,0,0,0
411,0,1,2,1,1,0,6,1,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,1,1,1,1,4,6,2,0,21,0,1,1,0,1,0,0,1,0,1
412,0,1,2,2,1,0,4,1,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,1,2,3,2,6,0,22,0,0,1,0,1,0,0,0,1,1
