,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17
235,0,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,2,1,4,4,5,6,1,0,0,1,2,2,2,0,0,1,1,0,2,2,2,2,0,2,1
236,0,1,1,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,2,3,1,3,6,3,1,8,2,1,2,1,1,1,2,2,1,1,1,2,0,1,0,1,1
237,0,0,0,2,2,0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,0,2,4,5,0,26,1,0,0,0,0,2,2,1,0,1,2,1,1,0,1,1,0
238,0,0,0,2,1,4,5,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,0,2,3,1,3,5,0,-1,0,1,1,1,1,1,2,2,0,1,0,2,1,1,0,1,1
239,0,0,2,1,1,5,0,6,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,1,0,2,5,0,1,0,-1,0,2,0,0,1,0,2,2,1,2,1,2,0,0,0,0,0
240,0,0,0,2,2,5,0,6,9,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,1,3,2,5,0,1,0,-1,0,0,0,2,1,1,2,0,0,2,0,1,0,2,2,0,1
241,0,1,1,3,4,3,3,0,12,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,1,2,3,1,3,6,3,1,10,1,0,1,1,2,1,1,1,1,1,0,1,2,2,1,1,0
242,0,0,0,2,1,5,0,6,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,1,3,2,5,0,1,0,11,0,2,1,2,1,1,2,1,0,1,2,1,0,0,2,2,1
243,0,0,0,2,2,0,2,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,3,0,2,4,7,0,27,1,0,1,0,1,2,2,2,0,0,0,1,0,1,1,1,1
244,0,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,2,1,4,4,1,0,1,3,2,1,2,1,2,0,0,1,2,0,1,2,2,2,2,1,1
245,0,0,0,2,2,0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,0,2,4,5,0,26,2,1,0,0,2,1,1,1,0,1,0,0,1,2,1,0,2
246,0,1,1,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,2,3,1,3,6,3,1,8,2,2,2,0,0,1,1,1,2,2,0,0,0,0,2,2,0
247,0,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,2,1,1,3,1,0,1,4,2,1,2,2,2,2,0,1,1,1,1,0,1,0,1,2,1
248,0,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,2,1,4,4,1,0,1,3,2,2,1,0,0,0,2,2,2,2,2,2,0,2,0,1,0
249,0,0,2,1,3,2,4,2,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2,0,0,1,0,2,0,2,4,0,17,1,2,0,2,2,0,1,1,0,0,2,2,0,0,2,0,2
250,0,0,2,1,3,2,4,2,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,1,0,2,0,2,4,0,16,1,2,2,2,0,1,2,0,1,0,0,2,1,2,1,0,2
251,0,0,0,2,2,0,2,5,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,3,0,2,4,7,0,28,2,2,2,0,2,2,2,2,0,1,2,0,0,1,2,2,1
252,0,0,2,1,3,2,4,2,25,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,1,0,2,0,2,4,0,-1,0,0,1,1,2,0,1,1,0,1,0,0,1,1,1,0,1
253,0,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,2,1,1,3,1,0,1,4,2,0,2,2,0,0,0,1,2,2,2,2,0,0,0,2,0
254,0,0,2,1,1,4,5,7,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,0,0,2,3,1,3,2,0,20,0,0,0,1,1,2,0,2,0,1,2,2,0,0,1,2,0
255,0,0,2,1,1,4,5,7,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,1,1,0,0,0,2,3,1,3,2,0,-1,1,0,0,1,0,1,1,1,2,1,0,1,0,2,0,2,0
256,0,0,0,2,1,5,0,6,21,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,1,3,2,5,0,1,0,-1,2,0,2,1,0,0,2,2,2,0,0,1,0,0,2,0,0
257,0,1,1,3,4,3,3,0,12,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,1,2,3,1,3,6,3,1,10,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,2,0
258,0,0,0,2,2,0,2,5,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,3,0,2,4,7,0,28,1,0,2,1,2,0,2,0,2,1,2,0,0,1,1,1,1
259,0,0,0,2,2,0,2,5,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,3,0,2,4,5,0,-1,0,2,1,0,0,1,0,1,1,2,2,2,2,0,2,1,0
260,0,0,2,1,3,2,6,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,1,0,2,5,0,1,0,15,0,0,2,1,1,2,1,1,2,2,1,0,2,2,2,0,2
261,0,1,1,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,2,3,1,3,6,3,1,6,2,0,2,2,0,0,1,2,2,1,2,2,0,0,2,2,0
262,0,0,0,2,2,0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,0,2,4,5,0,25,0,1,1,2,2,0,2,1,2,2,0,2,1,0,1,2,2
263,0,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,2,1,4,4,1,0,1,2,0,1,0,2,1,1,2,2,2,2,1,2,0,1,2,0,0
264,0,0,2,1,3,2,4,2,10,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,1,0,2,0,2,4,0,-1,0,1,0,1,1,2,2,1,0,0,2,2,2,2,2,1,1
265,0,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,2,1,4,4,1,0,1,-1,2,0,0,1,1,0,0,0,1,0,0,1,2,2,1,1,2
266,0,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,2,1,4,4,1,0,1,2,0,2,0,0,1,0,1,2,2,0,0,2,2,1,0,2,1
267,0,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,2,1,4,4,1,0,1,5,2,0,2,1,1,1,2,1,1,2,0,1,0,1,1,0,0
268,0,0,0,2,2,0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,0,2,4,5,0,26,0,1,0,2,0,0,1,1,2,0,2,0,0,1,0,2,2
269,0,1,1,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,2,3,1,3,6,3,1,-1,1,2,2,0,1,2,1,2,0,1,1,0,1,0,2,0,2
270,0,0,0,2,2,0,2,5,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,3,0,2,4,7,0,28,2,1,2,2,1,0,2,1,2,0,2,2,0,0,1,0,2
271,0,1,1,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,2,3,1,3,6,3,1,-1,0,2,1,0,2,1,2,2,2,2,0,0,2,2,2,0,0
272,0,0,2,1,3,2,6,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,1,0,2,0,2,4,0,-1,1,0,0,1,2,1,1,2,2,2,1,1,0,0,2,0,0
273,0,0,2,1,3,2,6,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,1,0,2,0,2,4,0,-1,2,2,1,2,1,1,2,2,0,0,0,1,1,2,1,0,2
274,0,0,0,2,1,5,0,6,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,1,3,2,5,0,1,0,-1,0,1,0,2,2,0,1,0,2,2,1,0,0,1,0,1,1
275,0,0,0,2,2,0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,0,2,4,5,0,-1,0,2,0,1,1,2,1,2,2,2,1,1,2,0,0,2,1
276,0,0,2,1,3,2,4,2,10,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,1,0,2,0,2,4,0,-1,2,0,1,0,0,2,1,2,1,1,2,1,0,1,2,2,1
277,0,0,2,1,1,2,6,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,1,0,2,5,0,1,0,-1,1,0,1,0,0,0,1,0,0,2,0,0,1,2,2,1,1
278,0,0,0,2,2,0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,0,2,4,5,0,26,2,2,0,1,2,0,2,1,0,0,1,1,2,0,0,2,2
279,0,0,0,2,2,5,0,6,21,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,1,3,2,5,0,1,0,-1,2,0,0,2,0,0,2,0,2,1,1,2,2,0,0,0,0
280,0,0,2,1,1,5,0,6,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,1,0,2,5,0,1,0,-1,1,2,2,1,2,2,2,1,2,1,0,2,1,2,2,1,1
281,0,0,2,1,1,5,0,6,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,1,0,2,5,0,1,0,-1,2,0,2,1,0,2,2,2,2,0,2,0,0,1,1,1,1
282,0,0,2,1,3,2,4,2,-1,-1,-1,-1,-1,0,0,0,0,0,0,2,1,2,4,2,5,0,0,1,0,3,0,2,4,0,-1,2,0,1,0,0,2,1,1,0,0,0,2,1,2,2,1,0
283,0,1,1,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,2,3,1,3,6,3,1,8,1,1,2,2,0,0,2,2,1,1,2,0,1,2,0,2,1
284,0,0,2,1,1,5,6,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,6,0,0,0,1,0,2,5,0,1,0,-1,2,2,2,1,0,1,2,0,0,0,0,1,1,2,2,0,0
285,0,1,1,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,6,0,1,2,1,1,3,1,0,1,-1,1,0,1,0,1,0,1,1,0,0,1,1,2,1,2,0,0
286,0,0,2,1,1,5,0,1,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,1,0,2,5,0,1,0,12,0,0,2,2,0,1,2,0,2,2,0,2,1,2,0,1,2
287,0,1,0,2,2,0,2,5,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,3,0,2,4,7,0,-1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,0,1
288,0,0,0,2,1,4,5,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,0,2,3,1,3,5,0,22,0,1,1,0,0,0,2,2,2,2,2,2,0,0,2,2,1
289,0,0,2,1,1,5,0,1,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,1,0,2,5,0,1,0,12,2,0,0,0,0,0,2,2,2,2,0,0,0,2,2,2,1
290,0,0,2,1,1,5,0,6,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,1,0,2,5,0,1,0,-1,1,2,1,1,1,1,2,1,1,1,1,0,2,2,2,1,1
291,0,0,0,2,2,0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,0,2,4,5,0,-1,0,2,0,2,0,1,2,1,1,1,2,1,1,1,2,1,2
292,0,1,1,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,2,3,1,3,6,3,1,-1,2,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
293,0,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,4,6,0,1,2,1,1,3,1,0,1,4,1,1,0,2,0,0,2,1,2,0,2,1,1,1,0,0,2
294,0,0,0,2,2,0,2,5,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,3,0,2,4,7,0,-1,2,2,2,1,0,2,1,2,1,1,1,2,1,0,1,2,1
295,0,0,0,2,1,4,5,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,0,2,3,1,3,5,0,-1,2,0,0,2,2,0,1,0,0,2,2,0,1,0,1,1,0
296,0,0,0,2,1,5,0,6,21,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,1,3,2,5,0,1,0,-1,1,2,1,1,0,2,2,1,2,2,0,1,0,0,1,2,1
297,0,1,1,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,2,3,1,3,6,3,1,-1,2,2,0,2,0,0,0,0,0,0,0,2,0,1,1,2,2
298,0,0,0,2,1,4,5,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,0,2,3,1,3,5,0,-1,1,2,0,0,1,2,2,1,0,0,1,2,2,1,2,2,1
299,0,0,0,2,1,4,5,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,0,2,3,1,3,5,0,22,2,0,2,1,0,2,1,2,0,2,0,2,1,1,2,1,1
300,0,0,2,1,3,2,4,2,20,2,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,0,2,3,1,3,2,0,-1,0,0,1,2,1,1,1,1,1,2,2,1,1,1,0,1,1
301,0,0,2,1,3,2,4,2,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,1,0,2,0,2,4,0,16,2,0,0,0,1,0,2,0,1,1,2,2,0,2,1,0,1
302,0,0,0,2,1,4,5,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,0,2,0,2,4,5,0,23,2,0,0,2,1,1,2,1,2,2,2,0,0,1,2,0,2
303,0,1,1,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,2,3,1,3,6,3,1,-1,1,1,2,0,0,2,1,1,2,0,2,2,1,0,1,2,0
304,0,0,0,2,2,0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,0,2,4,5,0,26,1,2,2,2,1,0,0,2,2,2,0,1,1,2,2,2,1
305,0,1,1,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,2,3,1,3,6,3,1,9,0,1,1,1,0,2,0,0,0,2,1,2,0,0,1,2,2
306,0,0,0,2,1,5,0,6,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,1,3,2,5,0,1,0,11,1,1,1,1,2,1,1,1,2,2,2,1,0,2,0,2,0
307,0,1,1,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,2,3,1,3,6,3,1,9,2,2,1,2,0,1,2,2,2,0,2,2,1,1,1,0,1
308,0,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,2,1,4,4,5,6,1,0,0,1,1,2,1,1,2,0,1,0,1,2,2,1,2,1,0
309,0,0,0,2,2,0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,0,2,4,5,0,-1,0,0,0,0,1,1,0,2,1,0,2,1,0,0,1,1,1
310,0,0,2,1,3,2,4,2,-1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,1,0,2,0,2,4,0,19,2,1,2,0,1,0,2,2,1,0,1,1,1,1,2,0,2
311,0,0,2,1,1,5,6,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,0,1,0,2,5,0,1,0,-1,1,0,1,2,0,0,0,1,1,0,2,2,0,1,2,0,1
312,0,1,1,3,2,0,2,5,11,2,0,0,0,0,0,0,0,0,1,0,0,0,1,3,4,0,0,0,3,0,2,4,7,1,-1,2,0,1,2,0,2,2,0,1,1,2,0,1,1,1,0,2
313,0,0,2,1,3,2,6,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,1,0,2,0,2,4,0,-1,0,1,1,2,1,2,0,1,2,0,1,0,2,1,1,2,0
314,0,0,0,2,2,0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,0,2,4,5,0,25,1,1,2,1,0,2,1,2,2,1,2,0,2,0,2,1,0
315,0,0,2,1,3,2,4,7,13,2,0,0,0,0,0,0,0,0,0,2,1,2,4,1,1,0,0,0,2,3,1,3,2,0,29,0,1,0,2,0,0,0,2,0,0,1,2,1,2,2,2,0
316,0,1,1,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,2,3,1,3,6,3,1,-1,2,0,2,2,2,0,0,2,1,1,1,2,1,2,1,0,0
317,0,0,0,2,2,0,2,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,3,0,2,4,5,0,27,1,1,1,1,2,0,1,0,1,2,1,0,0,0,1,1,1
318,0,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,2,1,4,4,1,0,1,5,0,0,2,2,1,2,2,1,0,0,0,0,2,0,2,0,1
319,0,0,0,2,1,5,0,6,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,1,3,2,5,0,1,0,-1,0,2,0,2,0,0,0,0,2,1,1,0,2,2,1,1,0
320,0,0,2,1,3,2,4,7,13,2,0,0,0,0,0,0,0,0,0,2,1,4,4,1,1,0,0,0,2,3,1,3,2,0,29,0,0,2,0,2,0,2,1,2,1,0,0,1,1,0,1,2
321,0,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,2,1,4,4,1,0,1,-1,2,2,0,2,2,0,0,2,1,2,0,2,2,1,1,0,0
322,0,1,1,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,2,3,1,3,6,3,1,7,1,2,0,1,2,1,1,0,2,2,2,0,0,0,2,1,1
323,0,1,0,2,2,0,2,5,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,3,0,2,4,7,1,-1,0,1,1,2,0,1,1,1,2,1,0,0,0,0,1,1,1
324,0,0,2,1,3,2,4,2,5,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,1,0,2,0,2,4,0,18,2,1,0,2,1,1,0,2,1,1,2,2,0,0,1,1,0
325,0,0,0,2,2,0,2,5,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,3,0,2,4,7,0,-1,2,0,2,0,2,2,2,1,0,2,1,0,1,1,1,1,2
326,0,0,2,1,1,5,6,1,24,1,0,0,0,0,0,0,0,0,0,2,1,4,5,6,2,0,0,1,0,2,5,0,1,0,-1,1,2,2,2,1,1,0,2,2,2,2,2,2,1,0,1,0
327,0,1,1,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,2,3,1,3,6,3,1,-1,1,1,0,2,2,2,1,1,0,0,0,2,2,2,2,2,0
328,0,1,0,3,2,0,2,5,19,2,0,0,0,0,0,0,0,0,1,0,2,0,1,3,4,0,0,0,3,0,2,4,7,1,-1,2,0,2,1,1,1,1,1,0,1,2,2,0,0,0,1,1
329,0,1,1,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,2,3,1,3,6,3,1,-1,2,1,1,0,2,2,2,0,2,2,0,1,1,2,0,2,0
330,0,0,0,2,1,4,5,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,0,2,3,1,3,5,0,22,2,2,1,2,2,2,2,1,0,1,1,0,1,2,0,1,2
331,0,1,1,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,2,3,1,3,6,3,1,6,2,1,2,1,0,2,2,0,1,0,1,0,1,2,2,2,2
332,0,0,0,2,1,5,0,6,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,1,3,2,5,0,1,0,-1,1,2,0,0,2,2,2,2,0,2,1,2,2,0,1,0,0
333,0,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,2,1,4,4,1,0,1,-1,0,0,2,2,0,1,1,2,2,1,2,0,1,1,1,2,1
334,0,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,2,1,4,4,1,0,1,-1,0,2,1,0,0,2,2,1,2,0,0,0,0,1,2,1,1
335,0,1,1,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,2,3,1,3,6,3,1,8,0,1,0,0,2,1,0,2,1,0,0,2,1,2,0,1,0
336,0,1,1,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,2,3,1,3,6,3,1,6,0,0,2,2,1,1,1,1,0,2,0,1,1,0,2,1,0
337,0,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,2,1,4,4,5,6,1,0,2,0,0,0,1,1,0,0,2,0,0,1,0,2,1,1,2
338,0,0,0,2,2,0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,3,0,2,4,5,0,-1,2,0,0,0,1,0,2,0,0,0,2,2,0,0,2,2,0
339,0,0,0,2,1,4,5,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,0,2,3,1,4,5,0,-1,2,1,1,2,2,1,2,1,1,0,2,0,1,2,1,1,0
340,0,0,2,1,3,2,6,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,1,0,2,0,2,4,0,-1,2,0,2,0,1,1,0,0,1,2,1,1,1,0,0,0,1
341,0,0,2,1,1,4,5,7,2,2,0,0,0,0,0,0,0,0,0,2,2,4,3,5,1,0,0,0,2,3,1,3,2,0,21,2,1,0,1,0,0,2,0,2,0,1,0,1,2,1,0,2
342,0,1,1,0,0,1,1,4,16,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,2,1,4,4,5,6,1,-1,0,1,1,0,2,1,0,2,2,1,1,1,1,0,1,0,0
343,0,0,2,1,3,2,6,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,1,0,2,0,2,4,0,14,0,0,2,0,0,2,2,0,0,0,2,1,0,2,0,1,1
344,0,1,1,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,2,3,1,3,6,3,1,6,2,2,1,1,2,2,2,1,1,2,0,1,0,0,1,0,1
345,0,0,2,1,1,4,5,7,2,2,0,0,0,0,0,0,0,0,0,2,2,4,3,5,1,0,0,0,2,3,1,3,2,0,20,1,0,1,2,1,0,0,2,2,2,0,2,2,0,0,0,2
346,0,0,0,2,2,0,2,5,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,3,0,2,4,7,0,-1,1,1,1,2,0,2,0,1,1,2,2,2,1,1,2,2,1
347,0,0,0,2,2,0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,0,2,4,5,0,26,0,1,0,1,2,1,2,2,1,0,2,1,1,0,2,2,0
348,0,0,0,2,1,4,5,7,-1,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,2,3,1,3,2,0,-1,2,1,1,2,0,2,2,0,1,2,0,1,2,1,0,2,0
349,0,0,2,1,3,2,6,1,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,1,0,2,0,2,4,0,-1,2,1,1,0,1,0,0,2,0,2,0,2,0,1,2,1,0
350,0,1,1,0,0,1,1,4,6,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,2,1,4,4,5,6,1,-1,1,1,0,2,1,0,2,1,1,0,0,1,0,2,1,1,1
351,0,0,2,1,3,2,6,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,1,0,2,0,0,4,0,13,1,1,2,1,0,0,2,1,0,0,2,1,0,0,0,0,1
352,0,0,2,1,1,5,6,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,0,1,0,2,5,0,1,0,-1,1,1,0,0,2,0,0,2,0,0,2,2,2,1,2,1,2
353,0,1,1,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,2,3,1,3,6,3,1,-1,0,0,1,1,1,2,1,1,2,1,1,2,1,1,0,0,0
354,0,0,0,2,2,4,5,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,5,4,0,0,0,2,0,2,4,5,0,25,1,0,2,1,1,2,1,0,0,0,0,1,0,1,2,2,1
355,0,1,1,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,2,3,1,3,6,3,1,-1,1,2,1,1,1,2,1,2,2,2,2,2,1,1,0,0,2
356,0,1,1,0,0,1,1,4,17,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,2,1,4,4,1,0,1,-1,1,1,0,0,0,0,2,0,0,2,0,1,1,1,2,2,1
