,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7
399,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,2,0,0,1,0,0,0,-1,1,1,0,0,0,1,1
400,0,0,2,0,1,1,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,2,4,6,0,1,1,3,2,0,3,2,4,-1,0,1,1,1,0,0,0
401,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,2,1,1,2,2,0,0,-1,0,0,1,0,0,1,1
402,0,1,1,1,0,0,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,1,2,0,0,2,0,0,1,0,0,0,-1,1,0,0,1,0,0,1
403,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,2,1,1,2,0,0,0,-1,1,0,1,1,0,1,0
404,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,3,0,0,2,1,1,2,2,6,0,-1,1,0,1,0,1,0,0
405,0,1,1,1,4,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,0,2,0,0,2,0,0,1,0,5,0,-1,1,0,1,1,1,1,0
406,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,1,6,2,0,0,2,1,1,4,5,0,0,-1,0,1,0,0,0,1,0
407,0,1,1,1,4,0,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,4,4,4,1,0,0,2,0,0,1,4,4,0,-1,1,1,1,0,1,0,0
408,0,0,0,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,3,5,4,5,0,1,0,2,3,4,5,1,0,0,0,1,1,1,0,0,0
409,0,1,1,1,0,0,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,2,6,0,0,2,0,0,1,0,5,0,-1,1,0,1,0,0,0,0
410,0,1,1,1,0,0,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,4,5,0,0,2,1,4,5,1,3,0,-1,0,0,1,0,0,0,1
411,0,1,1,1,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,4,4,0,0,2,0,0,1,0,5,0,-1,0,1,1,0,0,1,0
412,0,1,1,1,0,0,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,0,0,3,1,0,0,2,1,1,2,0,5,0,-1,1,0,0,1,1,0,0
413,0,1,1,1,0,0,5,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,0,0,2,2,0,0,2,0,0,4,5,0,0,-1,0,1,0,1,1,1,0
414,0,1,1,1,0,0,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,2,0,3,0,0,0,2,1,4,5,1,3,0,-1,1,0,1,1,0,1,0
415,0,1,1,1,4,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,0,2,0,0,2,0,0,1,0,5,0,-1,0,1,0,0,1,0,1
416,0,1,1,1,4,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,3,1,5,1,0,0,2,0,0,1,0,5,0,-1,1,0,0,1,1,1,1
417,0,0,0,3,3,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,3,0,5,4,0,1,0,2,3,3,6,7,7,-1,0,0,1,1,0,1,1
418,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,2,1,1,2,0,0,0,-1,0,1,0,0,0,1,1
419,0,1,1,1,4,0,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,2,0,0,1,0,5,0,-1,0,0,1,1,0,0,0
420,0,1,1,1,4,4,5,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,0,2,0,0,2,0,0,1,0,5,0,-1,0,1,1,0,0,1,0
421,0,0,2,0,1,1,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,4,1,5,2,0,1,1,3,2,0,4,4,0,-1,1,1,1,1,0,0,0
422,0,1,1,1,4,4,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,0,0,0,0,2,0,0,1,0,0,0,-1,0,1,1,1,0,0,1
423,0,1,1,1,0,0,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,5,2,0,0,2,0,0,4,5,0,0,-1,0,0,0,0,1,1,0
424,0,1,1,1,4,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,4,0,4,7,0,0,2,0,0,1,0,5,0,-1,1,0,0,0,1,0,1
425,0,1,1,1,0,0,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,0,0,0,2,1,4,5,1,3,0,-1,1,0,1,1,0,0,1
426,0,1,1,1,4,4,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,0,2,2,2,0,0,1,0,0,1,4,4,0,-1,1,1,0,1,1,0,0
427,0,1,1,1,4,4,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,2,4,0,0,2,0,0,1,0,5,0,-1,1,1,0,0,1,0,1
428,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,2,1,1,2,2,6,0,-1,1,1,1,1,1,1,1
429,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,2,1,1,2,2,6,0,-1,0,1,1,1,1,0,0
430,0,0,2,0,1,1,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,1,4,1,4,0,1,1,3,2,0,3,2,7,-1,0,0,0,1,0,0,0
431,0,1,1,1,4,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,0,4,3,7,0,0,1,0,0,1,4,4,0,-1,0,0,1,1,0,0,0
432,0,0,0,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,4,1,3,3,0,1,0,2,3,3,6,1,0,-1,1,1,1,1,0,1,0
433,0,0,0,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,1,3,3,0,1,0,2,3,4,5,1,0,-1,0,1,0,0,1,1,1
434,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,2,1,1,2,2,0,0,-1,1,1,0,0,1,1,0
435,0,1,2,2,2,1,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,4,1,2,0,0,1,1,3,2,0,3,2,0,-1,1,0,0,1,1,0,1
436,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,2,1,0,1,0,0,0,-1,0,0,1,1,1,0,0
437,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,2,4,0,0,2,1,1,2,2,0,0,-1,1,0,0,0,0,0,1
438,0,1,1,1,0,0,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,3,2,4,0,0,2,1,4,5,1,3,0,-1,1,0,0,1,0,1,1
439,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,2,1,1,2,2,6,0,-1,0,1,1,0,1,1,1
440,0,1,2,0,4,4,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,3,1,5,7,0,0,1,0,0,1,4,4,0,-1,0,1,0,1,0,1,0
441,0,0,0,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3,3,2,0,0,1,0,2,3,4,5,1,0,-1,1,0,1,1,1,0,0
442,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,2,1,1,2,2,6,0,-1,1,0,1,0,0,1,1
443,0,1,1,1,4,4,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,3,4,0,0,0,2,0,0,1,0,5,0,-1,0,0,1,1,1,1,1
444,0,1,1,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,1,4,7,0,1,0,2,3,4,5,1,0,0,1,0,0,0,0,1,0
445,0,1,1,1,4,4,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,2,2,0,0,2,0,0,1,0,3,0,-1,1,1,0,0,1,0,0
446,0,0,0,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,3,1,5,5,0,1,0,2,3,4,5,1,0,-1,1,0,1,0,1,1,0
447,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,2,1,2,0,0,2,1,1,2,0,0,0,-1,1,0,1,1,0,1,0
448,0,1,1,1,0,0,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,6,2,0,0,2,1,4,4,5,3,0,-1,0,1,0,1,1,1,1
449,0,0,0,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,3,0,2,0,0,1,0,2,3,4,5,1,0,-1,1,1,0,1,0,0,1
450,0,1,1,1,4,4,5,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,1,4,5,4,0,0,1,0,0,1,4,4,0,-1,0,0,1,1,0,0,0
451,0,0,0,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,2,1,0,7,0,1,0,2,3,4,5,1,0,-1,0,1,0,0,1,1,1
452,0,1,1,1,4,0,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3,4,6,0,0,0,2,1,4,5,1,3,0,-1,0,1,1,1,1,0,1
453,0,1,1,1,0,4,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,0,2,0,0,2,0,0,4,5,0,0,-1,0,0,1,0,0,1,1
454,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,2,1,1,2,0,0,0,-1,0,0,1,1,0,1,0
455,0,1,1,1,0,0,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,3,2,4,0,0,2,1,4,5,1,3,0,-1,1,1,0,0,0,1,0
456,0,1,1,1,4,4,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,3,2,4,1,0,0,2,0,4,5,1,3,0,-1,0,0,0,0,1,0,1
457,0,1,1,1,0,0,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,4,2,4,0,0,2,1,4,5,1,3,0,-1,0,1,1,0,0,1,1
458,0,1,1,1,0,0,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,4,2,4,0,0,2,1,4,5,1,3,0,-1,0,0,1,0,1,1,1
459,0,1,1,1,0,0,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,3,4,1,6,0,0,2,1,4,5,1,3,0,-1,0,0,1,1,0,1,1
460,0,0,0,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,1,4,2,6,0,1,0,2,3,4,5,1,0,-1,1,1,0,0,1,1,1
461,0,0,0,3,3,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,0,1,4,0,1,0,2,3,3,6,7,2,-1,0,0,0,1,0,0,1
462,0,1,1,1,0,0,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3,0,4,4,0,0,2,1,4,5,1,3,0,-1,0,1,1,0,1,0,1
463,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,2,1,0,1,0,0,0,-1,1,1,0,0,0,1,0
464,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,2,1,1,2,2,6,0,-1,0,0,0,1,1,0,1
465,0,0,2,0,1,1,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,1,0,6,6,0,0,1,0,0,1,4,4,0,-1,1,0,0,0,0,1,1
466,0,1,1,1,0,0,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,6,2,0,0,2,0,0,4,5,0,0,-1,1,0,0,1,1,0,0
467,0,1,1,1,4,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,1,3,0,2,0,0,2,0,0,1,0,5,0,-1,0,0,0,1,0,1,1
468,0,0,0,3,3,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,4,5,3,0,1,0,2,3,3,6,7,6,-1,1,1,1,0,1,0,0
469,0,1,2,0,4,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,1,1,0,7,0,0,1,0,0,1,4,4,0,-1,0,0,1,1,1,1,1
470,0,1,1,1,4,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,3,4,0,0,0,0,2,0,0,1,0,5,0,-1,1,1,0,1,1,1,0
471,0,1,1,1,4,0,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,2,3,0,5,0,0,2,1,4,5,1,3,0,-1,0,0,0,0,0,0,1
472,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,2,6,4,0,0,2,1,1,2,5,0,0,-1,1,1,0,1,1,1,1
473,0,1,1,1,4,0,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,3,0,5,0,0,2,0,4,5,1,3,0,-1,0,0,1,1,0,1,0
474,0,1,1,1,4,4,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,4,4,1,0,0,0,1,0,0,1,0,0,0,-1,0,1,0,0,0,0,0
475,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,2,1,4,0,0,2,1,1,2,0,0,0,-1,0,1,0,0,0,1,1
476,0,1,1,1,0,0,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,6,2,0,0,2,0,4,4,5,0,0,-1,0,1,0,1,0,0,0
477,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,2,1,1,2,2,6,0,-1,1,0,1,1,0,1,0
478,0,1,1,1,4,4,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,4,4,0,0,2,0,0,1,0,0,0,-1,0,0,0,0,1,0,1
479,0,0,2,0,1,1,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,2,1,4,3,0,1,1,3,2,0,3,2,0,-1,1,0,1,1,0,0,1
480,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,2,1,1,2,0,0,0,-1,1,0,1,1,0,0,1
481,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,4,1,4,0,0,2,1,1,2,2,6,0,-1,1,1,0,1,1,0,0
482,0,1,1,1,0,4,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,4,4,4,0,0,2,0,0,4,0,0,0,-1,1,1,0,0,1,0,1
483,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,2,1,1,2,0,0,0,-1,1,1,1,1,1,0,0
484,0,1,1,1,0,4,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,4,2,0,2,0,0,2,0,0,4,5,0,0,-1,0,1,1,1,0,0,0
485,0,0,2,0,1,3,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,2,1,2,2,0,0,1,0,0,0,4,4,11,-1,1,1,1,0,1,1,1
486,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,4,1,4,0,0,2,1,1,2,2,6,0,-1,0,0,1,0,0,0,0
487,0,0,0,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,3,0,0,6,0,1,0,2,3,3,6,1,0,-1,1,1,1,0,1,1,0
488,0,1,1,1,4,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,0,2,0,0,2,0,0,1,0,5,0,-1,0,1,1,0,0,1,1
489,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,4,2,4,3,0,0,2,1,1,4,5,0,0,-1,0,1,1,0,1,0,0
490,0,1,1,1,0,0,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,2,1,4,5,1,3,0,-1,0,0,0,0,1,1,1
491,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,0,3,1,3,0,0,2,1,1,2,2,6,0,-1,0,1,1,0,0,0,0
492,0,0,0,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,0,5,6,1,0,1,0,2,3,4,5,1,0,-1,1,1,1,0,0,0,0
493,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,2,3,6,2,0,0,2,1,1,2,2,6,0,-1,1,0,1,1,0,0,0
494,0,1,1,1,0,0,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,2,4,0,0,2,1,4,5,1,3,0,-1,0,1,0,1,0,1,1
495,0,1,1,1,0,0,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,2,2,0,0,2,1,4,5,1,3,0,-1,0,0,1,0,0,0,1
496,0,1,2,1,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,0,1,3,0,0,1,3,2,0,3,0,0,-1,0,0,0,0,1,0,1
497,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,2,1,1,2,0,0,0,-1,0,1,0,0,1,0,1
498,0,0,0,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,4,1,1,5,0,1,0,2,3,4,5,1,0,-1,1,0,0,0,0,0,1
499,0,0,0,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,1,4,3,2,0,1,0,2,3,3,6,1,0,-1,0,0,0,0,1,1,0
500,0,1,1,1,0,0,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,0,2,0,0,2,1,0,4,5,0,0,-1,0,0,0,0,0,1,0
501,0,0,2,0,1,1,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,2,2,1,7,0,1,1,3,2,0,3,2,0,-1,1,1,0,0,1,1,1
502,0,1,1,1,4,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,0,2,0,0,2,0,0,1,0,5,0,-1,1,1,0,0,1,0,1
503,0,0,0,3,3,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,0,5,4,0,1,0,2,3,3,6,7,7,-1,1,0,1,0,1,1,1
504,0,0,2,0,1,3,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,3,5,3,2,0,0,1,3,2,0,4,2,0,-1,1,0,1,1,0,1,1
505,0,1,2,0,1,3,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,4,3,6,5,0,0,1,0,0,1,4,4,11,-1,0,1,1,0,1,1,0
506,0,1,1,1,4,4,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,6,7,0,0,2,0,0,1,0,0,0,-1,1,1,0,0,1,0,0
507,0,1,2,0,4,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,5,1,1,0,0,1,0,0,1,4,4,0,-1,1,1,0,1,0,0,0
508,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,1,6,6,0,0,2,1,1,4,5,0,0,-1,0,0,0,1,0,0,1
509,0,0,2,0,1,1,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,1,1,1,2,0,1,1,3,2,0,3,2,0,-1,1,1,0,0,0,1,0
510,0,1,1,1,4,4,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,4,5,6,5,0,0,2,0,0,1,4,4,0,-1,0,0,1,1,1,1,0
511,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,2,1,1,2,2,6,0,-1,0,1,0,1,1,0,0
512,0,0,2,0,1,1,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,1,4,3,6,0,1,1,3,2,0,3,2,0,-1,1,1,0,1,1,0,0
513,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,0,2,0,0,2,1,1,4,5,0,0,-1,0,0,0,1,1,1,1
514,0,1,1,1,0,0,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,2,2,0,0,2,1,4,4,5,3,0,-1,0,0,1,0,1,1,1
515,0,1,1,1,4,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,0,4,0,0,2,0,0,1,0,5,0,-1,0,0,1,0,1,1,0
516,0,0,0,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,3,4,4,7,0,1,0,2,3,4,5,1,0,0,1,0,1,0,0,1,0
517,0,0,0,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,2,3,5,3,0,1,0,2,3,4,5,1,0,0,1,1,0,1,0,1,0
518,0,1,1,1,4,4,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,4,0,2,0,0,1,0,0,1,0,0,0,-1,1,0,0,1,0,1,0
519,0,1,1,1,4,4,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,2,0,2,0,0,2,0,0,1,0,0,0,-1,1,0,0,0,0,0,0
520,0,1,2,0,4,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,3,0,6,2,0,0,1,0,0,1,0,5,0,-1,0,0,0,0,1,1,1
521,0,0,0,3,3,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,0,5,2,1,0,1,0,2,3,3,6,7,4,-1,0,0,0,1,1,1,0
522,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,2,1,1,2,2,6,0,-1,0,0,1,1,0,1,0
523,0,1,1,1,4,4,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,5,2,0,0,2,0,0,1,0,0,0,-1,0,1,0,1,1,1,0
524,0,1,1,1,4,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,2,4,1,0,0,2,0,0,1,0,5,0,-1,1,1,1,1,0,0,1
525,0,1,1,1,4,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,0,3,4,6,0,0,2,0,0,1,0,5,0,-1,0,1,1,1,0,0,1
526,0,1,1,1,0,4,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,5,0,6,0,0,1,3,0,4,5,0,0,-1,1,1,0,0,0,0,0
527,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,2,1,1,2,0,0,0,-1,1,1,0,0,1,1,1
528,0,1,1,1,4,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,4,4,2,0,0,0,1,0,0,1,4,4,0,-1,0,0,1,0,0,0,1
529,0,1,1,1,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,2,4,4,0,0,2,0,0,1,0,0,0,-1,0,0,0,0,1,1,0
530,0,1,1,1,4,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,0,2,0,0,2,0,0,1,0,5,0,-1,1,1,1,1,0,0,1
531,0,1,1,1,0,4,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,2,6,7,0,0,2,0,0,1,0,0,0,-1,1,1,0,0,0,1,0
532,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,2,1,1,2,2,0,0,-1,0,0,1,1,0,0,1
533,0,0,0,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,3,3,0,0,1,0,2,3,4,5,1,0,-1,1,0,0,0,1,0,1
534,0,1,1,1,4,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,4,6,0,0,2,0,0,1,0,5,0,-1,1,0,0,1,1,1,1
