,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1
337,0,1,2,1,4,1,3,1,-1,-1,6,0,0,0,1,1,1,0,1,1,1,3,0,1,3,0,1,1,0,3,5,5,6,1,-1,0
338,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,2,2,2,0,0,0,-1,1
339,0,1,2,1,4,1,2,1,-1,-1,7,5,6,5,4,3,1,0,1,1,1,2,0,1,1,0,1,1,0,3,5,5,6,3,-1,0
340,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,5,2,2,0,-1,1
341,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,2,2,2,0,0,0,16,1
342,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,4,7,0,-1,0
343,0,1,1,3,3,4,6,4,-1,6,0,0,0,0,1,1,1,0,1,0,3,1,5,4,5,0,1,1,0,4,4,3,3,2,27,0
344,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,4,5,0,-1,0
345,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,4,7,0,13,0
346,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,4,5,0,-1,0
347,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,3,2,2,0,-1,1
348,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,4,7,0,-1,1
349,0,0,0,0,1,2,0,3,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,2,2,0,0,0,3,1,1,4,7,0,-1,1
350,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,2,5,0,-1,0
351,0,0,0,0,0,0,4,7,16,2,0,0,0,0,1,1,1,0,0,2,0,4,1,6,6,0,1,0,1,4,3,6,4,0,-1,1
352,0,1,2,1,4,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,1,1,2,0,1,1,0,1,1,0,3,5,5,6,3,-1,1
353,0,0,0,0,0,0,3,6,4,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,0,3,5,2,2,0,-1,0
354,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,4,7,0,-1,0
355,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,0,1,1,0,-1,1
356,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,0,1,1,0,6,1
357,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,3,6,4,0,-1,0
358,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,2,2,2,0,0,0,17,0
359,0,0,0,0,1,2,0,0,-1,-1,-1,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,2,2,2,0,0,0,-1,1
360,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,0,1,0,0,1,1,0,-1,0
361,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,0,1,1,0,-1,0
362,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,0,1,1,0,-1,0
363,0,0,1,3,0,0,4,7,-1,2,0,0,0,0,1,1,1,0,0,0,0,4,1,6,6,0,1,1,1,4,3,6,4,0,23,0
364,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,0,1,1,0,-1,0
365,0,1,1,3,3,4,1,4,13,13,0,0,0,0,1,1,1,0,1,0,3,1,5,4,5,0,1,1,0,4,4,3,3,2,26,1
366,0,1,1,3,3,4,1,4,13,13,0,0,0,0,1,1,1,0,1,0,3,1,5,4,5,0,1,1,0,4,4,3,3,2,26,0
367,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,2,5,0,-1,0
368,0,1,2,2,2,5,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,0,0,1,0,1,1,0,3,5,5,6,8,-1,1
369,0,1,1,1,4,1,1,1,-1,-1,0,0,0,0,1,1,1,0,1,0,3,3,5,4,7,0,1,1,0,3,4,3,3,2,28,0
370,0,0,0,0,0,0,4,7,25,2,0,0,0,0,1,1,1,0,0,0,0,4,1,6,6,0,1,1,0,3,5,2,2,0,-1,0
371,0,0,0,0,0,0,4,7,1,2,0,0,0,0,1,1,1,0,0,2,0,4,1,6,6,0,1,0,1,4,3,6,4,0,-1,1
372,0,1,1,3,3,4,6,4,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,0,3,2,4,0,5,0,1,1,0,4,4,3,3,4,-1,0
373,0,1,1,1,4,4,1,1,-1,0,0,0,0,0,1,1,1,0,1,0,3,1,5,4,7,0,1,1,0,4,4,3,3,2,28,1
374,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,3,6,4,0,-1,0
375,0,0,1,3,0,0,4,7,-1,2,0,0,0,0,1,1,1,0,0,0,0,4,1,6,6,0,1,1,1,4,3,6,4,0,23,1
376,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,4,7,0,-1,1
377,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,0,1,2,0,-1,1
378,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,3,6,4,0,-1,1
379,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,2,2,2,0,0,0,-1,0
380,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,4,5,0,9,0
381,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,4,5,0,9,0
382,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,0,1,1,0,-1,0
383,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,2,5,0,-1,1
384,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,0,1,1,0,-1,1
385,0,0,0,0,0,0,4,7,1,2,0,0,0,0,1,1,1,0,0,2,0,4,1,6,6,0,1,0,1,4,3,6,4,0,19,1
386,0,0,0,0,1,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,0,0,3,0,0,1,1,0,-1,0
387,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,0,2,2,0,-1,1
388,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,4,7,0,8,1
389,0,1,1,3,3,4,6,4,-1,-1,-1,0,0,0,1,1,1,0,1,0,3,2,4,4,5,0,1,1,0,4,4,3,3,4,29,0
390,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,2,2,2,0,0,0,-1,1
391,0,0,0,0,1,2,0,0,-1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,2,2,2,0,0,0,-1,0
392,0,0,2,1,4,1,3,6,-1,-1,-1,-1,0,0,1,1,1,0,1,1,1,3,0,1,3,0,1,1,0,3,5,5,6,1,-1,0
393,0,1,1,1,4,1,1,1,-1,0,0,0,0,0,1,1,1,0,1,0,3,3,5,4,7,0,1,1,0,4,4,3,3,2,28,1
394,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,4,5,0,-1,0
395,0,0,0,0,0,0,4,7,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,3,6,4,0,-1,0
396,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,0,1,2,0,-1,1
397,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,0,1,1,0,6,0
398,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,2,5,0,-1,1
399,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,2,5,0,11,0
400,0,1,1,3,0,4,1,7,24,6,0,0,0,0,1,1,1,0,1,0,3,1,1,6,6,0,1,1,0,4,4,3,3,0,2,1
401,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,2,5,0,-1,1
402,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,0,1,1,0,-1,1
403,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,0,1,1,0,6,0
404,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,0,1,1,0,-1,1
405,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,2,5,0,12,1
406,0,0,1,3,0,0,4,7,-1,2,0,0,0,0,1,1,1,0,0,0,0,4,1,6,6,0,1,1,1,4,3,6,4,0,23,0
407,0,0,0,0,1,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,0,0,3,0,0,2,2,0,18,1
408,0,1,1,3,0,4,1,7,17,6,0,0,0,0,1,1,1,0,1,0,3,1,1,6,6,0,1,1,0,4,4,3,3,0,-1,0
409,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,2,5,0,-1,0
410,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,2,5,0,-1,1
411,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,2,5,0,12,1
412,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,2,2,2,0,0,0,-1,1
413,0,0,0,0,0,0,4,7,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,3,6,2,0,-1,1
414,0,0,0,0,0,0,4,7,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,3,2,2,0,-1,0
415,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,4,7,0,-1,0
416,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,2,2,2,0,0,0,-1,0
417,0,1,2,2,2,5,2,2,-1,-1,-1,-1,-1,-1,0,0,0,0,1,1,1,1,4,0,0,0,1,1,0,3,5,5,6,1,-1,0
418,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,0,1,1,0,-1,0
419,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,4,5,0,9,0
420,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,2,5,0,10,1
421,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,3,6,2,0,3,0
422,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,4,7,0,8,1
423,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,0,2,2,0,5,0
424,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,2,2,2,0,0,0,-1,1
425,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,2,2,2,0,0,0,15,0
426,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,2,2,2,0,0,0,-1,1
427,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,2,2,2,0,0,0,-1,1
428,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,4,7,0,8,1
429,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,0,1,1,0,-1,0
430,0,0,0,0,0,0,4,7,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,3,6,2,0,-1,1
431,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,0,1,1,0,-1,1
432,0,1,1,3,3,4,6,4,-1,3,1,0,0,0,1,1,1,0,1,0,3,2,4,4,5,0,1,1,0,4,4,3,3,4,29,0
433,0,1,1,1,4,1,1,1,15,4,0,0,0,0,1,1,1,0,1,0,3,3,5,3,7,0,1,1,0,3,5,5,6,0,1,0
434,0,0,0,0,0,0,4,7,1,2,0,0,0,0,1,1,1,0,0,2,0,4,1,6,6,0,1,0,1,4,3,6,4,0,19,1
435,0,0,0,0,1,2,0,6,-1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,2,4,0,1,1,0,3,5,2,2,0,-1,1
436,0,0,0,0,1,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,0,3,2,4,0,0,0,3,0,0,2,2,0,18,1
437,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,3,6,2,0,-1,0
438,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,0,2,2,0,-1,0
439,0,0,0,0,0,0,4,7,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,3,6,4,0,-1,0
440,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,2,5,0,12,1
441,0,1,1,1,0,0,1,7,-1,6,0,0,0,0,1,1,1,0,1,0,0,4,1,6,6,0,1,1,0,3,5,2,2,0,-1,1
442,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,0,1,2,0,4,1
443,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,4,7,0,-1,0
444,0,1,1,3,0,4,1,7,24,6,0,0,0,0,1,1,1,0,1,0,3,1,1,6,6,0,1,1,0,4,4,3,3,0,2,1
445,0,0,0,0,1,2,0,3,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,0,0,3,1,1,4,7,0,-1,0
446,0,1,1,1,4,1,1,1,26,4,0,0,0,0,1,1,1,0,1,0,3,3,5,3,7,0,1,1,0,3,5,5,6,0,1,1
447,0,0,0,0,0,0,4,7,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,3,6,2,0,3,0
448,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,3,6,2,0,3,0
449,0,1,1,1,4,4,1,1,-1,0,0,0,0,0,1,1,1,0,1,0,3,1,5,4,7,0,1,1,0,4,4,3,3,2,28,1
450,0,0,0,0,1,2,0,3,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,2,2,0,0,0,3,1,1,4,7,0,7,1
451,0,1,1,3,3,4,6,4,-1,-1,1,0,0,0,1,1,1,0,1,0,3,2,4,4,5,0,1,1,0,4,4,3,3,4,29,0
452,0,0,0,0,1,2,0,3,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,2,4,0,0,0,3,1,1,4,7,0,7,0
453,0,0,0,0,0,0,4,7,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,3,6,4,0,-1,0
454,0,0,0,0,1,2,0,3,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,2,4,0,0,0,3,1,1,2,5,0,-1,1
455,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,3,0,0,2,2,0,-1,0
456,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,2,5,0,10,0
457,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,0,1,1,0,-1,0
458,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,0,1,1,0,-1,1
459,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,2,2,2,0,0,0,15,0
460,0,1,2,1,4,1,3,6,-1,-1,4,2,0,0,1,1,1,0,1,1,1,3,0,1,3,0,1,1,0,3,5,5,6,1,-1,1
461,0,1,2,2,2,5,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,2,0,1,1,0,1,1,0,3,5,5,6,5,-1,1
462,0,0,0,0,0,0,4,7,1,2,0,0,0,0,1,1,1,0,0,2,0,4,1,6,6,0,1,0,1,4,3,6,4,0,19,1
463,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,4,7,0,-1,0
464,0,0,0,0,1,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,0,3,2,4,0,1,0,3,0,0,2,2,0,-1,0
465,0,0,0,0,1,2,0,3,-1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,1,0,3,3,5,2,2,0,22,0
466,0,0,0,0,1,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,0,3,2,4,0,1,0,3,0,0,2,2,0,-1,1
467,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,2,2,2,0,0,0,-1,1
468,0,1,1,1,4,1,1,1,26,4,0,0,0,0,1,1,1,0,1,0,3,3,5,3,7,0,1,1,0,3,5,5,6,0,1,0
469,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,2,5,0,11,1
470,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,2,2,2,0,0,0,-1,0
471,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,2,5,0,-1,1
472,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,3,2,2,0,-1,1
473,0,0,0,0,1,2,0,3,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,0,0,3,1,0,4,7,0,7,1
474,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,4,5,0,-1,1
475,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,0,1,1,0,-1,0
476,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,3,0,5,2,2,0,-1,0
477,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,3,6,2,0,-1,1
478,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,4,7,0,8,0
479,0,0,1,3,0,0,4,7,-1,2,0,0,0,0,1,1,1,0,0,0,0,4,1,6,6,0,1,1,1,4,3,6,4,0,23,1
480,0,0,0,0,1,2,0,3,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,0,0,3,1,1,4,7,0,7,0
481,0,0,0,0,1,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,0,3,2,4,0,1,0,3,3,5,2,2,0,22,0
482,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,0,1,1,0,-1,0
483,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,0,1,2,0,4,1
484,0,0,1,3,0,0,4,7,1,2,0,0,0,0,1,1,1,0,0,0,0,4,1,6,6,0,1,1,1,4,3,6,4,0,-1,0
485,0,0,0,0,1,2,0,3,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,0,0,3,1,1,4,7,0,7,0
486,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,3,6,2,0,3,0
487,0,1,1,1,4,1,1,1,-1,4,0,0,0,0,1,1,1,0,1,0,3,3,5,3,7,0,1,1,0,3,5,5,6,2,1,1
488,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,2,5,0,11,1
489,0,0,1,3,0,0,4,7,-1,-1,0,0,0,0,1,1,1,0,0,0,0,4,1,6,6,0,1,1,1,4,3,6,3,0,-1,1
490,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,2,5,0,-1,0
491,0,1,1,3,3,4,6,7,-1,-1,5,0,0,0,1,1,1,0,1,0,3,1,1,6,6,0,1,1,0,4,4,3,3,0,-1,0
492,0,1,1,1,4,1,1,1,-1,4,0,0,0,0,1,1,1,0,1,0,3,3,5,3,7,0,1,1,0,3,5,5,6,0,1,1
493,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,0,1,1,0,-1,0
494,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,0,1,1,0,-1,1
495,0,0,0,0,0,0,4,7,1,2,0,0,0,0,1,1,1,0,0,2,0,4,1,6,6,0,1,0,1,4,3,6,4,0,19,0
496,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,2,5,0,-1,0
497,0,0,0,0,1,2,0,3,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,2,4,0,0,0,3,1,1,2,5,0,-1,0
498,0,1,1,1,4,1,1,1,9,4,0,0,0,0,1,1,1,0,1,0,3,3,5,3,7,0,1,1,0,3,5,5,6,0,1,1
499,0,1,1,3,3,4,6,4,21,16,0,0,0,0,1,1,1,0,1,0,3,1,5,4,5,0,1,1,0,4,4,3,3,2,27,1
500,0,0,0,0,0,0,4,7,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,3,6,2,0,3,1
501,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,3,0,5,2,2,0,-1,1
502,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,0,1,0,0,1,1,0,-1,0
503,0,1,2,1,4,1,2,1,-1,-1,7,5,6,5,4,3,1,0,1,1,1,2,0,1,1,0,1,1,0,3,5,5,6,3,-1,0
504,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,2,2,2,0,0,0,-1,1
505,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,2,2,2,0,0,0,-1,1
506,0,0,0,0,1,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,0,0,3,0,0,1,1,0,-1,0
507,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,4,7,0,-1,1
508,0,0,1,3,0,0,4,7,-1,2,0,0,0,0,1,1,1,0,0,0,0,4,1,6,6,0,1,1,1,4,3,6,4,0,23,1
509,0,0,0,0,0,0,4,7,-1,2,0,0,0,0,1,1,1,0,0,2,0,4,1,6,6,0,1,0,1,0,3,6,2,0,22,1
510,0,0,0,0,1,2,0,3,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,0,0,3,1,0,1,1,0,-1,0
511,0,0,0,0,0,0,4,7,1,2,0,0,0,0,1,1,1,0,0,2,0,4,1,6,6,0,1,0,1,4,3,6,4,0,19,0
