,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20
221,0,1,0,2,2,1,5,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,7,0,0,1,0,2,4,1,2,0,-1,158,20,101,106,97,139,109,56,167,126,106,96,150,43,77,63,181,7,44,90
222,0,0,1,0,1,3,1,5,19,5,0,0,0,0,0,0,0,0,0,1,1,0,3,1,6,0,1,1,3,0,1,3,0,0,-1,120,208,115,132,14,72,78,42,109,181,160,159,56,180,42,6,150,38,169,177
223,0,1,0,0,3,4,3,7,66,17,0,0,0,0,0,0,0,0,0,1,3,0,5,4,3,0,0,1,2,1,0,6,6,0,-1,195,67,131,154,18,187,193,37,9,15,172,76,174,206,78,124,25,64,113,182
224,0,1,0,0,3,4,3,7,16,0,0,0,0,0,0,0,0,0,0,1,3,0,5,5,3,0,0,1,2,1,0,6,6,0,16,65,104,78,187,44,7,11,71,10,57,118,193,185,51,200,129,123,180,36,4
225,0,0,1,1,1,3,6,4,-1,-1,-1,0,0,0,0,0,0,0,1,0,1,3,3,1,1,0,1,2,3,0,1,3,0,0,-1,126,28,87,85,213,64,168,157,106,77,39,211,77,166,117,121,48,147,125,39
226,0,1,0,0,3,4,3,7,20,0,0,0,0,0,0,0,0,0,0,1,3,0,5,4,3,0,0,1,2,1,0,6,6,0,-1,48,191,102,47,70,171,60,24,138,86,35,194,204,122,186,87,9,91,124,75
227,0,1,0,2,2,1,5,0,14,0,0,0,0,0,0,0,0,0,0,1,0,4,0,5,7,0,0,0,0,2,4,1,2,0,-1,207,160,9,189,2,213,125,7,47,17,13,210,6,70,15,83,61,140,117,119
228,0,1,0,2,2,5,4,6,7,0,0,0,0,0,0,0,0,0,0,1,0,1,4,5,2,0,0,0,0,4,2,0,1,0,15,77,2,41,127,165,71,0,109,151,51,16,150,48,143,169,135,197,140,155,103
229,0,1,0,2,2,1,5,0,14,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,7,0,0,1,0,2,4,1,2,0,-1,87,108,95,122,128,90,183,51,8,73,58,11,34,28,116,117,89,30,94,34
230,0,0,2,3,0,2,0,2,-1,-1,7,0,0,0,0,0,0,0,1,2,2,2,1,0,0,0,0,0,1,3,5,4,7,0,-1,48,205,156,176,49,48,211,133,109,25,30,51,4,96,68,200,33,193,112,97
231,0,1,2,2,2,1,5,3,22,0,0,0,0,0,0,0,0,0,1,0,0,4,2,3,4,0,0,0,1,2,4,2,3,0,-1,48,123,175,56,170,166,158,19,175,209,134,56,213,174,185,16,157,191,24,84
232,0,0,1,1,4,0,2,3,67,0,0,0,0,0,0,0,0,0,1,0,2,4,2,6,4,0,1,2,1,2,3,5,5,0,-1,182,30,210,12,178,37,72,75,56,102,156,27,204,4,122,9,162,149,40,118
233,0,1,0,2,2,1,5,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,7,0,0,0,0,2,4,1,2,0,-1,4,164,11,83,65,82,71,111,89,92,191,72,190,96,117,67,90,84,58,79
234,0,0,1,1,4,1,5,3,56,0,0,0,0,0,0,0,0,0,1,0,1,4,2,3,4,0,1,2,1,2,4,2,3,0,9,178,141,131,163,63,30,149,210,148,135,176,21,115,143,159,53,90,213,209,8
235,0,0,1,1,1,3,6,4,-1,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,1,0,1,2,3,0,1,3,0,0,-1,204,57,180,136,176,161,54,198,57,157,9,110,206,120,199,112,67,184,185,194
236,0,0,2,3,0,2,0,2,-1,3,0,0,0,0,0,0,0,0,1,2,2,2,1,0,0,0,0,0,1,3,5,4,7,0,21,7,127,131,207,186,90,92,212,100,181,53,82,67,149,46,70,26,149,132,172
237,0,1,0,2,2,5,4,6,31,0,0,0,0,0,0,0,0,0,0,2,0,1,4,2,2,0,0,0,0,4,2,0,1,0,15,129,163,69,180,153,206,123,8,55,62,9,21,10,212,192,198,87,49,86,48
238,0,0,1,1,1,3,6,4,68,23,3,0,0,0,0,0,0,0,1,0,1,3,3,1,1,0,1,2,3,0,1,3,0,0,-1,116,163,117,52,197,47,20,30,126,78,128,41,6,33,137,51,158,111,135,1
239,0,0,2,3,0,2,0,2,69,7,0,0,0,0,0,0,0,0,1,2,2,2,1,0,0,0,0,0,1,3,5,4,7,0,22,76,156,98,3,38,65,57,0,148,98,96,101,146,111,84,121,24,134,187,24
240,0,0,1,1,1,0,6,4,-1,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,1,0,1,2,3,0,1,5,0,0,-1,212,166,100,207,125,128,90,198,15,179,88,109,115,127,63,133,191,37,58,15
241,0,0,1,1,4,1,5,3,36,0,0,0,0,0,0,0,0,0,1,0,0,4,2,3,4,0,1,2,1,2,4,2,3,0,6,108,203,15,198,6,1,151,48,147,60,210,181,24,84,105,204,118,150,87,34
242,0,1,0,0,3,4,1,5,-1,-1,0,0,0,0,0,0,0,0,0,1,3,0,5,4,6,0,0,1,2,1,0,6,6,0,24,123,170,23,138,69,38,68,130,72,169,57,60,153,0,150,207,151,45,95,164
243,0,1,0,0,1,1,1,0,70,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,7,0,1,1,2,2,4,3,4,0,-1,156,168,140,149,32,100,1,169,20,64,70,31,84,121,134,11,131,36,124,185
244,0,1,0,0,3,3,1,5,34,5,0,0,0,0,0,0,0,0,0,1,3,0,5,4,6,0,1,1,2,1,1,3,6,0,-1,99,21,212,103,208,11,171,141,50,44,175,75,143,48,178,0,22,58,7,187
245,0,1,0,0,3,4,3,7,71,11,0,0,0,0,0,0,0,0,0,1,3,0,5,4,3,0,0,1,2,1,0,6,6,0,-1,77,15,0,169,109,116,110,35,152,109,25,23,161,160,91,205,87,163,160,134
246,0,1,2,3,0,5,4,6,-1,-1,-1,0,0,0,0,0,0,0,0,2,0,2,1,2,2,0,0,0,0,4,5,0,1,0,-1,30,39,35,133,26,106,101,85,79,177,102,129,100,175,110,11,154,122,174,41
247,0,1,0,2,2,5,4,6,40,0,0,0,0,0,0,0,0,0,0,2,0,1,4,2,2,0,0,0,0,4,2,0,1,0,-1,120,32,211,169,160,203,134,121,185,4,167,64,29,77,145,80,100,134,19,123
248,0,0,2,3,0,2,0,2,-1,-1,7,0,0,0,0,0,0,0,1,2,2,2,1,0,0,0,1,0,1,3,5,4,7,0,-1,71,130,96,12,208,135,200,33,59,78,91,105,176,174,130,78,32,48,2,211
249,0,0,2,3,4,2,2,3,-1,0,0,0,0,0,0,0,0,0,1,0,2,4,2,6,4,0,1,2,1,2,3,2,5,0,-1,94,34,11,134,96,208,194,16,106,105,14,204,211,36,169,99,72,101,213,32
250,0,0,1,1,1,0,6,4,-1,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,1,0,1,2,3,0,1,5,0,0,2,64,125,52,21,129,105,139,99,190,54,174,20,72,162,32,186,172,29,76,106
251,0,0,1,1,4,0,2,1,-1,24,4,0,0,0,0,0,0,0,1,0,1,3,3,6,5,0,1,2,3,0,3,5,5,0,23,195,122,115,33,173,142,12,101,149,69,210,167,137,9,92,34,150,108,194,12
252,0,0,2,3,4,1,5,3,72,0,0,0,0,0,0,0,0,0,1,0,2,4,2,6,4,0,1,0,1,2,4,2,3,0,-1,137,47,206,161,91,87,66,30,194,23,56,44,104,32,194,51,53,114,70,100
253,0,0,2,3,0,2,0,2,73,3,0,0,0,0,0,0,0,0,1,2,2,2,1,0,0,0,1,0,1,3,5,4,7,0,21,195,167,74,35,74,82,134,184,88,17,182,141,189,84,163,26,43,122,202,190
254,0,0,1,1,4,0,2,1,-1,24,4,0,0,0,0,0,0,0,1,0,1,3,3,6,5,0,1,2,3,0,3,5,5,0,23,104,115,39,122,199,159,90,180,185,69,144,114,162,92,166,60,14,125,16,187
255,0,1,0,2,2,5,4,6,7,0,0,0,0,0,0,0,0,0,0,1,0,1,4,5,2,0,0,0,0,4,2,0,1,0,15,160,150,70,81,126,79,55,126,153,14,9,65,206,138,182,162,162,145,37,158
256,0,0,1,1,1,3,6,4,28,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,1,0,1,2,3,0,1,3,0,0,1,50,165,186,50,23,157,185,33,206,150,194,144,45,136,135,18,63,160,58,206
257,0,1,0,2,2,1,5,0,17,0,0,0,0,0,0,0,0,0,0,1,3,1,0,5,7,0,0,1,2,2,4,1,2,0,14,71,30,100,14,109,190,13,45,67,17,81,65,96,2,2,92,86,136,66,193
258,0,0,1,1,4,0,2,1,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,2,6,5,0,1,2,3,0,3,5,5,0,12,13,105,95,16,72,182,155,69,199,102,206,84,181,99,140,185,24,197,90,44
259,0,1,0,2,2,1,5,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,3,7,0,0,0,0,2,4,1,2,0,-1,25,122,151,41,100,153,14,154,161,181,94,202,195,151,148,177,88,138,41,191
260,0,1,0,2,2,5,4,6,-1,6,2,0,0,0,0,0,0,0,0,2,0,1,4,2,2,0,0,0,0,4,2,0,1,0,-1,151,36,41,104,150,147,81,208,138,134,6,27,203,115,24,33,204,5,200,89
261,0,1,2,2,2,5,4,6,-1,-1,0,0,0,0,0,0,0,0,0,2,0,1,4,2,2,0,0,0,0,4,2,0,1,0,-1,123,146,64,60,7,11,57,200,58,45,67,119,96,141,40,87,113,87,171,206
262,0,0,1,1,4,0,6,1,44,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,5,0,1,2,3,0,3,5,5,0,5,179,128,36,161,138,10,119,8,147,83,159,210,92,178,203,96,179,111,149,145
263,0,1,0,0,3,4,1,5,65,2,0,0,0,0,0,0,0,0,0,1,3,0,5,4,6,0,0,1,2,1,0,6,6,0,19,159,129,69,158,204,42,124,75,131,213,146,36,28,59,171,128,103,95,26,87
264,0,0,1,0,1,3,1,4,13,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,0,1,1,3,0,1,3,0,0,-1,71,34,163,117,27,117,193,85,193,39,10,30,168,136,100,57,45,17,158,13
265,0,0,1,1,1,1,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,7,0,1,2,3,2,4,3,4,0,3,180,42,98,150,79,15,90,186,209,130,10,129,82,99,178,153,208,24,107,16
266,0,1,0,2,2,4,3,7,38,4,0,0,0,0,0,0,0,0,0,1,3,1,4,5,3,0,0,1,0,4,2,0,1,0,18,138,43,71,209,0,106,159,189,12,67,25,2,95,137,49,145,42,213,53,140
267,0,0,2,3,0,2,0,2,69,7,0,0,0,0,0,0,0,0,1,2,2,2,1,0,0,0,0,0,1,3,5,4,7,0,-1,149,161,63,133,116,26,94,36,51,124,98,150,191,58,204,54,115,116,42,99
268,0,0,1,1,4,0,2,1,-1,24,4,0,0,0,0,0,0,0,1,0,1,3,3,6,5,0,1,2,3,0,3,5,5,0,23,133,193,201,184,0,57,171,13,108,184,121,140,127,152,3,65,20,24,41,32
269,0,1,2,2,2,5,4,6,-1,25,8,0,0,0,0,0,0,0,0,2,0,1,4,2,2,0,0,0,0,4,2,0,1,0,-1,174,132,8,96,207,193,193,171,112,1,23,205,24,213,66,184,141,91,164,59
270,0,0,1,1,1,3,6,4,-1,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,1,0,1,2,3,0,1,3,0,0,-1,154,152,152,213,199,147,88,119,12,147,206,134,135,109,30,190,47,73,44,76
271,0,0,1,1,1,3,6,4,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,1,0,1,2,3,0,1,3,0,0,0,123,169,59,74,87,213,154,7,205,183,74,35,12,119,120,45,133,106,139,6
272,0,1,0,0,3,4,1,5,-1,2,0,0,0,0,0,0,0,0,0,1,3,0,5,4,6,0,0,1,2,1,0,6,6,0,19,158,83,185,196,118,205,114,203,145,94,89,9,123,163,187,153,79,166,35,130
273,0,0,1,1,4,0,2,1,46,12,0,0,0,0,0,0,0,0,1,0,2,4,2,6,5,0,1,2,1,0,3,5,5,0,-1,40,61,201,103,129,67,60,192,9,20,109,65,98,134,114,143,110,103,199,10
274,0,0,1,1,4,1,5,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,3,7,0,1,2,1,2,4,2,3,0,-1,130,183,22,128,176,147,166,58,161,132,68,141,114,70,102,40,181,91,129,148
275,0,0,1,1,1,3,6,4,52,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,1,0,1,2,3,0,1,3,0,0,1,58,123,178,112,41,45,142,173,65,181,58,166,22,159,8,15,29,34,155,102
276,0,0,2,3,0,2,0,2,-1,26,9,2,1,0,0,0,0,0,1,2,2,2,1,0,0,0,0,0,1,3,5,4,7,0,-1,198,16,118,126,144,76,160,148,98,189,6,109,77,146,70,44,126,41,131,147
277,0,1,0,0,3,4,3,7,16,0,0,0,0,0,0,0,0,0,0,1,3,0,5,4,3,0,0,1,2,1,0,6,6,0,16,6,31,148,12,22,151,89,203,73,47,113,11,62,195,176,167,183,148,171,115
278,0,0,1,1,1,1,5,0,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,0,3,1,0,1,2,3,2,4,3,4,0,3,205,93,154,48,91,49,57,103,135,58,14,212,72,112,5,11,18,68,144,68
279,0,1,0,0,3,1,1,0,10,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,7,0,1,1,2,2,4,3,4,0,-1,137,3,181,6,131,43,90,150,135,202,74,128,93,10,138,79,62,194,98,151
280,0,0,1,1,4,1,5,3,36,0,0,0,0,0,0,0,0,0,1,0,0,4,2,3,4,0,1,2,1,2,4,2,3,0,6,201,211,181,111,102,172,210,180,84,83,104,117,86,37,82,3,106,15,39,69
281,0,1,0,0,3,4,1,0,-1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,4,7,0,1,1,2,1,4,3,4,0,-1,210,26,134,123,36,17,73,84,133,194,189,171,168,163,172,37,17,72,3,133
282,0,0,2,3,0,2,0,2,-1,-1,-1,0,0,0,0,0,0,0,1,2,2,2,1,0,0,0,0,0,1,3,5,4,7,0,-1,67,73,31,102,111,16,110,157,15,9,101,170,203,160,169,25,176,10,87,42
283,0,1,0,2,3,4,3,7,-1,0,0,0,0,0,0,0,0,0,0,1,3,1,5,5,3,0,0,1,2,1,0,6,6,0,16,43,153,55,68,148,148,40,138,68,182,24,68,212,154,43,212,37,64,77,182
284,0,0,1,0,1,3,1,4,-1,-1,-1,0,0,0,0,0,0,0,1,0,1,3,3,1,1,0,1,1,3,0,1,3,0,0,-1,182,192,47,208,91,95,82,73,36,103,101,21,19,51,82,195,143,93,205,196
285,0,0,1,1,4,0,2,3,49,0,0,0,0,0,0,0,0,0,1,0,1,4,2,6,4,0,1,2,1,2,3,5,5,0,-1,116,47,52,7,185,157,204,196,95,148,81,117,149,31,107,73,33,84,168,16
286,0,1,0,2,2,5,3,7,74,8,0,0,0,0,0,0,0,0,0,1,3,1,4,2,3,0,0,0,0,4,2,0,1,0,-1,16,49,42,83,98,138,69,125,172,190,34,111,187,168,48,169,207,163,133,15
287,0,0,2,3,0,2,0,2,-1,26,9,2,1,0,0,0,0,0,1,2,2,2,1,0,0,0,0,0,1,3,5,4,7,0,-1,133,213,143,200,187,50,160,83,130,12,8,208,147,27,140,40,70,13,19,54
288,0,1,2,3,2,5,5,3,62,0,0,0,0,0,0,0,0,0,1,2,0,4,2,0,4,0,0,0,1,2,4,2,3,0,17,146,158,150,184,50,22,112,143,78,25,35,202,109,27,196,99,59,174,188,157
289,0,0,1,1,4,0,2,3,67,0,0,0,0,0,0,0,0,0,1,0,2,4,2,6,4,0,1,2,1,2,3,5,5,0,10,116,46,71,65,33,96,81,77,8,106,125,77,140,113,107,153,3,36,105,13
290,0,0,1,1,4,0,6,1,75,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,5,0,1,2,3,0,3,5,0,0,5,209,75,192,18,76,168,197,180,208,146,86,39,70,178,142,150,172,180,140,213
291,0,0,2,3,0,2,0,2,-1,-1,0,0,0,0,0,0,0,0,1,2,2,2,1,0,0,0,0,0,1,3,5,4,7,0,21,92,26,165,16,124,20,75,37,114,15,133,10,186,91,23,189,46,46,129,46
292,0,1,0,2,3,4,3,7,-1,-1,0,0,0,0,0,0,0,0,0,1,3,1,4,5,3,0,0,1,2,1,0,6,1,0,-1,52,121,206,127,86,159,26,92,152,121,77,178,160,142,208,64,103,89,28,154
293,0,1,2,2,2,1,5,3,22,0,0,0,0,0,0,0,0,0,1,0,0,4,2,3,4,0,0,0,1,2,4,2,3,0,-1,142,37,13,145,181,60,178,105,183,166,83,68,58,193,2,131,32,180,168,78
294,0,1,0,0,1,1,5,0,76,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,7,0,1,1,2,2,4,3,4,0,-1,189,157,42,144,138,171,210,92,107,144,36,22,3,85,47,161,84,41,135,59
295,0,1,0,0,1,1,5,0,76,0,0,0,0,0,0,0,0,0,0,1,3,4,0,3,7,0,1,1,3,2,4,3,4,0,-1,76,200,122,175,108,107,212,152,149,202,166,67,87,37,95,116,118,48,135,208
296,0,1,0,2,2,5,3,7,-1,4,0,0,0,0,0,0,0,0,0,1,0,1,4,5,3,0,0,1,0,4,2,0,1,0,18,163,111,96,52,39,41,75,14,113,112,196,34,73,23,146,60,115,92,205,1
297,0,1,0,2,3,4,3,7,-1,0,0,0,0,0,0,0,0,0,0,1,3,1,0,5,3,0,0,1,2,1,0,1,2,0,-1,133,15,2,133,45,150,123,163,148,86,185,97,147,81,207,30,161,62,196,80
298,0,1,0,0,3,3,1,5,-1,22,0,0,0,0,0,0,0,0,0,1,3,0,5,4,6,0,1,1,2,1,0,6,6,0,-1,100,152,158,169,132,136,123,7,193,134,157,106,195,207,93,98,133,38,53,131
299,0,0,1,0,1,3,1,0,-1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,7,0,1,1,3,0,1,3,4,0,-1,108,140,90,112,13,186,138,173,54,131,72,157,102,47,119,87,50,52,124,147
300,0,0,1,1,4,1,5,3,36,0,0,0,0,0,0,0,0,0,1,0,1,4,2,3,4,0,1,2,1,2,4,2,3,0,-1,144,132,4,10,179,130,191,65,98,10,134,128,121,8,122,197,210,90,27,167
301,0,0,2,1,4,1,5,3,33,0,0,0,0,0,0,0,0,0,1,0,0,4,2,3,4,0,1,0,1,2,4,2,3,0,7,58,153,121,103,41,3,135,9,133,147,172,12,107,112,185,37,141,77,5,140
302,0,0,2,3,4,2,5,3,72,0,0,0,0,0,0,0,0,0,1,0,2,4,2,6,4,0,1,0,1,2,4,2,3,0,8,89,177,80,66,51,199,44,124,5,166,173,121,192,173,192,146,0,213,193,72
303,0,0,2,3,0,2,0,2,77,3,0,0,0,0,0,0,0,0,1,2,2,2,1,0,0,0,0,0,1,3,5,4,7,0,21,179,47,154,44,184,107,205,177,150,188,139,193,67,178,145,207,98,189,155,204
304,0,0,2,3,0,2,0,2,73,3,0,0,0,0,0,0,0,0,1,2,2,2,1,0,0,0,1,0,1,3,5,4,7,0,21,51,62,150,3,140,210,20,130,49,174,196,171,66,1,97,55,98,192,33,163
305,0,0,1,1,1,1,6,4,4,0,0,0,0,0,0,0,0,0,1,0,1,4,0,3,1,0,1,2,3,0,1,3,4,0,3,196,69,77,71,148,180,149,154,55,145,9,10,33,27,36,49,42,140,121,186
306,0,1,0,0,1,3,1,5,-1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,6,0,1,1,2,1,1,3,4,0,-1,167,3,180,21,17,63,166,65,145,128,5,117,0,51,189,70,42,11,143,117
307,0,0,1,1,4,0,2,1,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,2,6,4,0,1,2,1,2,3,5,5,0,11,45,38,164,143,176,57,147,192,19,102,211,149,53,202,153,143,100,76,152,69
308,0,1,0,0,3,4,3,7,-1,1,0,0,0,0,0,0,0,0,0,1,3,0,5,4,3,0,0,1,2,1,0,6,6,0,-1,6,10,94,82,209,63,33,181,126,198,116,170,41,91,86,148,130,40,52,208
309,0,0,2,3,0,2,0,2,-1,3,0,0,0,0,0,0,0,0,1,2,2,2,1,0,0,0,0,0,1,3,5,4,7,0,21,173,36,5,203,142,182,156,20,69,83,152,123,82,41,91,47,147,200,34,35
310,0,0,1,1,4,1,5,3,36,0,0,0,0,0,0,0,0,0,1,0,0,4,2,3,4,0,1,2,1,2,4,2,3,0,6,174,167,170,60,41,45,140,30,62,132,168,77,157,43,71,177,37,143,113,127
311,0,0,2,3,0,2,0,2,77,3,0,0,0,0,0,0,0,0,1,2,2,2,1,0,0,0,0,0,1,3,5,4,7,0,21,57,128,34,122,124,152,25,40,210,204,122,38,140,129,196,79,133,71,38,46
312,0,1,0,2,2,4,3,7,26,0,0,0,0,0,0,0,0,0,0,1,3,1,0,5,7,0,0,1,2,2,0,1,2,0,-1,2,194,97,122,90,175,60,12,65,78,58,211,170,210,23,5,115,100,39,142
313,0,0,1,1,4,0,2,1,54,0,0,0,0,0,0,0,0,0,1,0,1,4,2,6,5,0,1,2,1,0,3,5,5,0,-1,120,79,23,125,61,58,177,59,26,49,184,17,212,121,18,135,205,61,62,25
314,0,1,0,2,2,1,5,0,14,0,0,0,0,0,0,0,0,0,0,1,0,4,0,3,7,0,0,0,0,2,4,1,2,0,-1,51,213,77,11,147,71,172,23,84,68,199,179,185,108,191,72,137,59,10,45
315,0,1,2,2,2,5,4,6,-1,0,0,0,0,0,0,0,0,0,0,2,0,1,4,2,2,0,0,0,0,4,2,0,1,0,20,164,8,120,140,188,151,25,167,17,39,103,43,92,169,136,131,89,122,10,51
316,0,0,1,1,1,0,6,4,27,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,1,0,1,2,3,0,1,5,0,0,2,67,25,178,141,88,157,22,176,52,188,11,113,153,180,85,94,72,135,28,88
317,0,0,2,3,0,2,0,2,-1,3,0,0,0,0,0,0,0,0,1,2,2,2,1,0,0,0,0,0,1,3,5,4,7,0,21,101,187,114,185,52,171,158,14,81,89,76,128,56,157,73,205,57,127,21,83
318,0,1,2,3,0,5,4,6,78,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,2,0,0,0,1,3,5,4,3,0,17,70,99,13,81,99,95,190,211,208,4,128,14,67,134,50,158,129,125,61,179
319,0,1,0,2,2,1,5,0,14,0,0,0,0,0,0,0,0,0,0,1,0,4,0,3,7,0,0,0,0,2,4,1,2,0,-1,185,52,22,6,56,164,141,104,168,140,188,71,183,194,89,62,78,155,43,205
320,0,0,2,3,0,2,0,2,3,3,0,0,0,0,0,0,0,0,1,2,2,2,1,0,0,0,0,0,1,3,5,4,7,0,21,31,171,166,83,130,9,170,55,23,77,30,102,135,29,3,132,100,110,105,136
321,0,0,1,1,4,0,2,1,-1,-1,4,0,0,0,0,0,0,0,1,0,1,3,2,6,5,0,1,2,1,0,3,5,5,0,-1,18,165,205,156,14,14,8,211,129,194,188,165,17,207,42,140,99,9,196,123
322,0,0,1,1,4,0,6,1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0,1,3,3,1,5,0,1,2,3,0,3,5,5,0,-1,103,118,45,38,10,121,51,178,46,3,38,90,170,154,126,111,184,125,21,14
323,0,0,1,1,4,0,2,1,-1,24,4,0,0,0,0,0,0,0,1,0,1,3,3,6,5,0,1,2,3,0,3,5,5,0,23,154,0,207,1,75,161,90,80,135,207,74,64,35,206,27,29,180,46,34,24
324,0,0,2,3,0,2,0,2,79,27,0,0,0,0,0,0,0,0,1,2,2,2,1,0,0,0,1,0,1,3,5,4,7,0,-1,79,145,89,180,195,122,52,179,102,147,203,10,139,188,160,29,26,66,122,97
325,0,0,2,3,0,2,0,2,-1,3,0,0,0,0,0,0,0,0,1,2,2,2,1,0,0,0,1,0,1,3,5,4,7,0,21,141,34,112,188,89,62,62,94,55,83,209,182,153,75,133,25,210,23,93,66
326,0,0,1,1,1,0,6,4,80,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,1,0,1,2,3,0,1,3,0,0,-1,123,136,164,7,122,133,146,16,121,147,140,107,76,26,189,86,147,67,131,211
327,0,0,2,3,4,2,5,3,72,0,0,0,0,0,0,0,0,0,1,0,2,4,2,6,4,0,1,0,1,2,4,2,3,0,8,14,142,32,201,150,51,213,197,134,194,100,151,213,66,55,115,161,51,9,153
328,0,1,0,0,1,1,5,0,76,0,0,0,0,0,0,0,0,0,0,1,3,4,0,3,7,0,1,1,3,2,4,3,4,0,-1,144,5,37,139,116,58,151,134,151,190,1,69,190,59,67,64,163,175,165,117
329,0,1,0,0,3,1,1,0,10,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,7,0,1,1,2,2,4,3,4,0,4,184,174,131,138,6,167,6,77,78,83,10,3,34,150,58,27,176,197,68,195
330,0,0,1,1,1,0,6,4,27,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,1,0,1,2,3,0,1,5,0,0,2,196,25,82,5,74,114,49,208,189,124,127,21,106,146,139,58,56,59,63,49
331,0,0,1,0,1,3,1,5,19,5,0,0,0,0,0,0,0,0,0,1,3,0,5,1,6,0,1,1,3,0,1,3,0,0,-1,120,63,208,145,142,174,119,102,179,76,134,60,157,50,44,4,193,31,100,110
332,0,0,1,1,4,0,6,1,75,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,5,0,1,2,3,0,1,5,0,0,5,70,27,112,121,201,156,203,144,88,89,78,72,202,84,50,38,127,190,157,113
333,0,0,1,1,1,3,6,4,21,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,1,0,1,2,3,0,1,3,0,0,-1,198,105,165,125,42,66,39,60,0,161,198,18,118,3,176,63,6,208,208,149
334,0,1,0,0,3,4,1,5,-1,15,0,0,0,0,0,0,0,0,0,1,3,0,5,4,6,0,0,1,2,1,0,6,6,0,24,154,139,179,180,190,98,16,107,65,57,193,161,138,18,195,29,159,128,109,11
335,0,1,0,2,2,5,4,6,-1,0,0,0,0,0,0,0,0,0,0,2,0,1,4,2,2,0,0,0,0,4,2,0,1,0,-1,112,201,95,176,76,173,57,58,10,85,53,92,7,88,154,19,173,8,102,78
