,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2
355,0,1,1,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,1,0,0,0,5,1,0
356,0,1,1,0,0,1,0,1,17,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,1,0,0,3,4,1,0
357,0,0,0,1,1,0,3,5,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,0,2,1,1,1,0,1
358,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,1,3,3,5,6,3,1,0
359,0,1,1,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,1,0,0,3,4,1,0
360,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,3,3,5,3,4,1,0
361,0,0,0,1,4,5,1,7,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,0,0,2,2,2,5,6,0,2
362,0,0,2,2,2,2,2,6,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,3,2,7,0,2
363,0,1,1,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,1,0,0,0,5,1,0
364,0,1,1,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,1,0,0,3,4,1,0
365,0,0,2,2,4,4,5,4,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,2,2,1,1,1,0,1
366,0,0,2,2,4,4,5,4,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,0,2,2,1,1,1,0,1
367,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,1,0,0,3,4,1,0
368,0,0,2,2,2,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,0,2,4,2,5,0,0,2
369,0,1,1,0,0,1,0,1,16,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,1,3,3,5,6,3,1,0
370,0,0,0,1,1,0,3,5,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,2,0,2,1,1,1,0,1
371,0,1,1,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,4,6,0,1,1,1,0,0,3,4,1,0
372,0,0,0,1,1,0,3,5,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,0,2,1,1,1,0,1
373,0,1,1,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,4,6,0,1,1,1,0,0,3,4,1,0
374,0,0,2,2,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,0,2,2,2,5,0,0,2
375,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,1,0,0,3,4,1,0
376,0,0,2,2,4,4,5,4,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,2,2,1,1,1,0,1
377,0,1,1,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,1,3,3,5,6,3,1,0
378,0,0,0,1,1,0,3,5,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,0,2,1,1,1,0,1
379,0,0,0,1,1,0,3,7,-1,2,0,0,0,0,0,0,0,0,0,2,1,4,4,1,1,0,0,2,0,2,2,5,6,0,2
380,0,0,0,1,1,0,6,2,18,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,0,1,4,4,2,0,-1
381,0,0,2,2,4,5,1,7,-1,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,2,2,2,5,6,0,2
382,0,1,1,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,1,0,0,0,5,1,0
383,0,0,0,1,1,0,6,2,25,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,0,1,4,4,2,0,1
384,0,1,1,3,3,3,4,3,-1,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,1,1,1,0,0,0,5,1,0
385,0,0,2,2,2,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,0,2,4,2,5,0,0,2
386,0,0,2,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,3,5,0,0,2
387,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,3,3,5,3,4,1,0
388,0,0,0,1,1,0,3,5,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,0,2,1,1,1,0,1
389,0,0,0,1,1,0,3,5,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,0,2,1,1,1,0,1
390,0,0,0,1,1,0,3,5,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,2,0,2,1,1,1,0,1
391,0,0,2,2,2,2,2,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,3,2,0,0,2
392,0,0,2,2,2,2,2,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,3,2,0,0,2
393,0,0,0,1,1,0,3,5,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,0,2,1,1,1,0,1
394,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,1,0,0,3,4,1,0
395,0,0,0,1,1,0,3,5,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,0,2,1,1,1,0,1
396,0,0,2,2,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,2,2,2,5,0,0,2
397,0,1,1,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,1,0,0,0,5,1,0
398,0,1,2,3,3,3,4,3,12,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,0,0,1,0,0,0,5,1,0
399,0,0,2,2,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,2,2,2,5,0,0,2
400,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,1,0,0,3,4,1,0
401,0,0,0,1,1,0,3,5,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,0,2,1,1,1,0,1
402,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,3,3,5,3,4,1,0
403,0,0,0,1,4,0,3,5,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,0,2,0,2,1,1,1,0,1
404,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,3,3,5,3,4,1,0
405,0,0,0,1,1,0,6,2,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,0,1,4,1,1,0,1
406,0,0,0,1,4,4,3,5,26,1,0,0,0,0,0,0,0,0,0,2,1,4,3,1,2,0,0,2,2,2,1,1,1,0,1
407,0,0,0,1,4,4,5,4,1,1,0,0,0,0,0,0,0,0,0,2,2,4,5,6,0,0,0,0,2,2,1,1,1,0,1
408,0,0,0,1,1,0,3,5,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,0,2,1,1,1,0,1
409,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,1,3,3,5,6,3,1,0
410,0,0,2,2,2,2,2,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,3,5,0,0,2
411,0,0,2,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,5,4,0,0,0,2,4,2,5,0,0,2
412,0,0,2,2,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,0,2,2,2,5,0,0,2
413,0,0,2,2,3,4,5,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,0,0,0,2,2,1,0,5,0,-1
414,0,0,0,1,4,4,3,5,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,0,2,0,2,1,1,1,0,1
415,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,3,3,5,3,4,1,0
416,0,1,1,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,1,3,3,5,6,3,1,0
417,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,1,0,0,3,4,1,0
418,0,0,2,2,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,0,2,2,2,5,0,0,2
419,0,0,0,1,4,5,1,7,22,2,0,0,0,0,0,0,0,0,0,2,1,4,3,1,1,0,0,2,0,2,2,5,6,0,2
420,0,1,2,2,2,2,2,6,19,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,3,2,7,1,2
421,0,0,0,1,1,0,3,5,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,0,2,1,1,1,0,1
422,0,0,0,1,1,0,3,5,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,2,0,2,1,1,1,0,1
423,0,0,0,1,4,5,1,7,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,0,0,2,2,2,5,6,0,2
424,0,0,0,1,1,0,3,5,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,2,0,2,1,1,1,0,1
425,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,1,3,3,5,6,3,1,0
426,0,0,0,1,4,5,1,7,2,2,0,0,0,0,0,0,0,0,0,2,2,4,3,5,1,0,0,0,2,2,2,5,6,0,2
427,0,1,1,3,3,3,4,3,12,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,1,0,1,0,0,0,5,1,0
428,0,0,0,1,4,4,3,5,26,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,0,2,0,2,1,1,1,0,1
429,0,0,2,2,2,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,5,4,0,0,0,2,4,2,5,0,0,2
430,0,0,2,2,2,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,0,2,4,2,5,0,0,2
431,0,0,2,2,4,4,5,4,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,2,2,1,1,0,0,1
432,0,0,2,2,2,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,0,2,4,2,5,0,0,2
433,0,0,2,2,4,4,5,4,15,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,2,2,1,1,1,0,1
434,0,0,0,1,1,0,6,2,18,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,0,1,4,4,2,0,-1
435,0,1,1,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,1,0,0,3,4,1,0
436,0,0,2,2,4,4,5,4,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,2,2,1,1,1,0,1
437,0,0,0,1,4,4,5,4,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,0,2,2,1,1,1,0,1
438,0,0,2,2,2,2,2,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,3,2,0,0,2
439,0,0,0,1,1,0,3,5,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,0,2,1,1,1,0,1
440,0,0,2,2,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,2,2,2,5,6,0,2
441,0,0,2,2,2,4,5,4,9,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,2,2,1,0,0,0,1
442,0,0,2,2,4,4,5,4,-1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,2,2,1,0,1,0,1
443,0,0,0,1,4,4,5,4,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,0,2,2,1,1,1,0,1
444,0,0,0,1,1,0,6,2,5,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,0,1,4,4,2,0,1
445,0,1,2,2,2,2,2,6,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,3,2,7,1,2
446,0,0,2,3,3,3,5,4,23,0,0,0,0,0,0,0,0,0,1,0,0,3,5,6,0,0,0,0,1,0,1,0,5,0,0
447,0,0,0,1,4,4,3,5,-1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,0,2,0,2,1,1,1,0,1
448,0,1,1,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,1,3,3,5,6,3,1,0
449,0,0,0,1,4,5,1,7,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,0,2,2,2,2,5,6,0,2
450,0,0,2,2,2,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,0,2,4,2,5,0,0,2
451,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,1,3,3,5,6,3,1,0
452,0,0,2,2,2,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,0,2,4,2,5,0,0,2
453,0,0,2,2,2,2,2,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,3,2,0,0,2
454,0,0,2,2,2,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,0,2,4,2,5,0,0,2
455,0,1,1,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,1,0,0,3,4,1,0
456,0,0,2,2,4,4,5,4,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,2,2,1,1,0,0,1
457,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,3,0,0,3,4,1,0
458,0,0,2,2,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,2,2,2,5,0,0,2
459,0,0,0,1,1,0,6,2,-1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2,0,0,2,0,1,4,1,1,0,1
460,0,0,2,2,4,4,5,4,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,2,2,1,1,1,0,1
461,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,3,3,5,3,4,1,0
462,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,1,0,0,3,4,1,0
463,0,0,2,2,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,0,2,2,2,5,0,0,2
464,0,0,2,2,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,2,2,2,5,0,0,2
465,0,0,0,1,1,5,1,7,22,2,0,0,0,0,0,0,0,0,0,2,1,4,3,1,1,0,0,2,0,2,2,5,6,0,2
466,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,3,3,5,3,4,1,0
467,0,0,2,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,3,5,0,0,2
468,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,1,0,0,3,4,1,0
469,0,1,1,0,0,1,0,1,16,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,1,3,3,5,6,3,1,0
470,0,0,0,1,1,0,6,2,-1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,0,1,4,4,2,0,-1
471,0,0,2,2,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,0,2,2,2,5,0,0,2
472,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,1,3,3,5,6,3,1,0
473,0,0,2,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,3,5,0,0,2
474,0,0,0,1,1,0,3,5,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,2,0,2,1,1,1,0,1
475,0,1,1,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,1,0,0,3,4,1,0
476,0,1,1,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,1,0,0,3,5,1,0
477,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,3,3,5,3,4,1,0
478,0,1,1,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,1,0,0,3,4,1,0
479,0,0,2,2,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,2,2,2,5,0,0,2
480,0,0,2,2,2,4,5,4,9,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,2,2,1,0,0,0,1
481,0,0,0,1,1,0,6,2,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,0,1,4,1,1,0,1
482,0,0,2,2,2,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,5,4,0,0,0,2,4,2,5,0,0,2
483,0,0,2,2,4,4,5,4,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,2,2,1,1,0,0,1
484,0,0,2,2,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,2,2,2,5,6,0,2
485,0,0,0,1,1,0,6,2,-1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,0,1,4,1,1,0,1
486,0,1,1,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,1,0,0,3,4,1,0
487,0,0,0,1,1,0,6,2,18,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,0,1,4,4,2,0,-1
488,0,0,0,1,1,0,3,5,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,0,2,1,1,1,0,1
489,0,0,2,2,4,4,5,4,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,2,2,1,1,1,0,1
490,0,0,2,2,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,0,2,2,2,5,0,0,2
491,0,1,1,3,3,3,4,3,-1,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,6,0,1,1,1,0,0,3,4,1,0
492,0,1,1,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,1,0,0,0,5,1,0
493,0,0,0,1,4,5,1,7,2,2,0,0,0,0,0,0,0,0,0,2,2,4,3,5,1,0,0,0,2,2,2,5,6,0,2
494,0,0,0,1,4,4,3,5,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,0,2,0,2,1,1,1,0,1
495,0,0,2,2,2,2,2,6,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,3,2,7,0,2
496,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,1,3,3,5,6,3,1,0
497,0,0,0,1,4,4,5,4,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,0,2,2,1,1,1,0,1
498,0,0,0,1,1,0,6,7,13,2,0,0,0,0,0,0,0,0,0,2,1,2,4,1,1,0,0,2,0,2,2,5,6,0,2
499,0,1,1,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,4,6,0,1,1,1,0,0,3,4,1,0
