,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20
336,0,1,0,1,4,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,1,3,4,1,5,0,1,0,0,0,2,0,0,0,0,1,1,0,2,1,1,1,0,1,1,0,1,2
337,0,1,0,3,1,0,4,3,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,1,2,2,3,6,5,1,0,2,1,0,1,0,0,2,1,1,1,1,0,0,0,1,0,2,1,1,2
338,0,0,1,0,0,4,3,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,3,3,0,3,2,0,2,0,2,1,1,1,2,0,1,2,1,2,1,0,1,2,0,0,2,0,0
339,0,0,1,0,2,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,1,0,1,0,5,3,2,0,2,2,0,1,0,1,1,0,0,2,0,1,1,0,2,0,0,1,1,0,0
340,0,0,2,2,3,3,6,7,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,2,0,1,2,4,3,0,1,2,2,0,2,2,0,1,2,0,2,2,1,1,1,0,1,1,2,2,0
341,0,0,2,2,2,1,0,6,2,2,0,0,0,0,0,0,0,0,0,2,2,4,3,5,1,0,1,0,1,0,5,1,7,0,2,0,1,2,2,0,1,2,2,2,0,0,2,0,2,1,2,1,1,1,0
342,0,1,0,3,1,0,4,3,16,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,1,2,2,3,6,5,1,0,0,0,1,2,2,0,0,1,2,2,0,0,0,0,1,0,1,0,1,0
343,0,0,2,2,3,3,6,7,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,2,0,1,2,4,3,0,1,0,0,1,2,0,0,0,1,0,1,2,2,1,2,1,0,0,1,1,0
344,0,1,0,1,4,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,1,3,4,1,5,0,1,0,0,2,2,0,1,0,1,0,2,2,2,0,0,0,1,1,1,0,0,0
345,0,0,2,2,2,1,0,6,2,2,0,0,0,0,0,0,0,0,0,2,2,4,3,5,1,0,1,0,1,0,5,1,7,0,2,2,2,0,2,2,0,1,0,0,2,2,0,1,2,2,1,1,0,1,2
346,0,0,1,0,0,4,3,5,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,3,3,0,3,6,0,2,0,0,1,2,2,1,2,0,2,2,0,1,1,2,1,1,0,2,1,2
347,0,0,1,0,0,4,3,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,1,3,0,3,2,0,2,1,1,2,0,0,0,1,0,0,2,0,2,1,0,2,2,1,0,2,1
348,0,0,1,0,2,1,0,6,-1,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,1,0,5,1,7,0,2,2,1,2,0,0,1,0,1,2,2,1,2,2,1,1,0,2,0,1,2
349,0,0,2,2,3,3,6,7,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,1,2,0,1,2,4,3,0,1,2,1,2,2,0,2,2,1,1,2,0,2,0,0,2,2,2,0,0,0
350,0,1,0,3,1,0,4,3,6,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,1,2,2,3,6,5,1,0,2,2,0,1,0,0,1,0,1,2,0,2,2,1,1,2,0,2,0,0
351,0,0,2,2,3,3,6,7,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,2,0,1,2,4,3,0,1,2,2,1,0,1,1,1,0,1,2,2,0,1,1,0,0,2,0,0,0
352,0,0,2,2,2,5,6,7,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,1,2,0,1,4,2,1,0,1,1,2,0,0,1,0,1,2,0,1,1,1,1,1,2,1,1,1,2,2
353,0,1,0,1,4,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,1,3,4,1,5,0,1,0,0,1,2,0,0,0,0,0,2,0,0,0,0,1,2,2,2,2,2,1
354,0,0,1,0,0,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,5,4,0,1,0,1,3,0,3,2,0,2,1,2,1,1,2,2,2,2,2,1,0,2,2,0,2,1,2,0,0,1
355,0,1,0,1,4,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,1,3,4,1,5,0,1,0,0,0,2,2,0,2,0,0,2,1,1,1,0,1,1,1,2,1,1,1
356,0,1,0,3,1,0,4,3,17,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,1,2,2,3,0,4,1,0,0,0,1,1,0,0,0,0,1,2,2,1,0,0,2,0,1,1,1,2
357,0,0,2,2,3,3,6,7,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,2,0,1,2,4,3,0,1,0,0,0,2,1,0,1,0,0,0,1,0,1,1,2,2,0,1,2,2
358,0,1,0,3,1,0,4,3,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,1,2,2,3,6,5,1,0,1,0,2,0,1,0,1,1,1,1,0,1,1,2,0,1,0,2,0,0
359,0,1,0,1,4,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,1,3,4,1,5,0,1,0,1,2,2,2,2,1,2,2,1,0,0,2,1,0,1,0,2,1,0,2
360,0,1,0,3,1,0,4,3,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,1,2,2,3,0,4,1,0,0,0,2,0,0,1,1,0,0,0,0,1,0,1,1,0,0,2,0,0
361,0,0,2,2,2,1,0,6,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,1,0,1,0,5,1,7,0,2,0,0,2,0,1,2,0,1,0,2,2,0,0,0,1,1,1,2,2,0
362,0,0,1,0,0,4,3,5,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,3,3,0,3,6,0,2,1,2,0,1,0,2,1,2,0,1,0,1,0,2,2,1,1,2,2,0
363,0,1,0,1,4,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,1,3,4,1,5,0,1,0,0,0,2,0,0,0,1,2,1,2,2,1,0,0,2,2,2,1,0,2
364,0,1,0,1,4,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,1,3,4,1,5,0,1,0,0,2,0,2,0,1,2,2,2,0,2,2,0,0,1,1,0,1,2,0
365,0,0,1,0,2,5,5,4,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,2,3,1,4,2,1,0,1,2,0,1,0,0,2,1,2,1,0,1,0,0,0,1,0,0,0,2,0
366,0,0,1,0,2,5,5,4,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,1,2,0,1,4,2,1,0,1,2,1,0,0,2,1,1,1,1,2,2,2,0,0,2,1,1,0,0,1
367,0,1,0,3,1,0,4,3,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,1,2,2,1,0,4,1,0,0,1,0,0,2,0,2,0,0,1,1,1,1,0,0,1,1,2,0,0
368,0,0,1,0,0,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,1,0,1,3,0,3,2,0,2,2,0,0,0,1,1,1,0,1,0,1,1,2,1,0,0,1,1,2,0
369,0,1,0,3,1,0,4,3,16,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,1,2,2,3,6,5,1,0,2,1,2,2,1,1,0,0,0,1,2,2,2,2,0,1,1,2,2,2
370,0,0,2,2,3,3,6,7,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,1,2,0,1,2,4,3,0,1,1,2,2,0,1,2,0,0,0,2,2,0,1,0,2,1,1,1,2,2
371,0,1,0,1,4,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,4,6,0,0,1,2,4,1,0,4,1,0,0,1,0,2,2,2,0,2,1,1,0,1,0,1,2,2,2,1,2,2
372,0,0,2,2,3,3,6,7,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,2,0,1,2,4,3,0,1,2,0,1,1,2,1,1,2,1,1,1,1,0,1,2,1,0,1,0,0
373,0,1,0,1,4,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,4,6,0,0,1,2,4,1,0,4,1,0,2,2,1,0,0,0,0,0,2,2,1,0,2,2,1,2,1,2,1,1
374,0,0,1,0,2,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,0,1,0,5,1,2,0,2,2,0,0,1,2,1,0,1,0,1,1,1,0,0,0,1,0,2,2,0
375,0,1,0,3,1,0,4,3,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,1,2,4,1,0,4,1,0,1,0,1,2,2,1,2,2,1,2,2,2,0,1,0,0,2,0,0,1
376,0,0,1,0,2,5,5,4,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,2,3,1,4,2,1,0,1,1,2,2,2,2,0,0,2,1,1,2,0,1,0,1,0,1,0,2,2
377,0,1,0,3,1,0,4,3,-1,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,1,2,2,3,6,5,1,0,1,1,1,0,1,1,0,2,0,1,0,0,0,0,1,0,0,0,0,1
378,0,0,2,2,3,3,6,7,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,2,0,1,2,4,3,0,1,0,1,2,0,0,2,2,0,1,1,0,0,1,0,2,0,1,0,1,2
379,0,0,2,2,3,3,6,6,-1,2,0,0,0,0,0,0,0,0,0,2,1,4,4,1,1,0,1,0,1,0,5,1,7,0,2,0,2,1,0,2,0,2,1,2,0,0,1,1,2,1,2,1,0,1,2
380,0,0,2,2,3,3,2,0,18,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,2,0,1,2,4,3,0,-1,2,2,2,2,1,2,1,0,0,2,2,1,2,1,2,0,2,0,1,0
381,0,0,1,0,2,1,0,6,-1,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,1,0,5,1,7,0,2,2,1,1,2,0,1,1,0,2,2,2,2,1,2,0,1,1,1,1,0
382,0,1,0,1,4,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,1,3,4,1,5,0,1,0,2,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,2,0,1,1
383,0,0,2,2,3,3,2,0,25,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,2,0,1,2,4,3,0,1,2,0,2,1,0,0,0,1,2,0,0,2,2,0,0,1,2,1,1,0
384,0,1,0,1,4,2,1,1,-1,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,0,1,3,4,1,5,0,1,0,2,2,2,0,0,2,2,2,2,2,0,2,1,0,2,0,2,1,1,1
385,0,0,1,0,0,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,1,0,1,3,0,3,2,0,2,0,0,0,1,0,2,2,2,2,2,2,2,1,1,1,2,2,0,2,1
386,0,0,1,0,0,4,3,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,1,3,0,3,2,0,2,0,2,1,2,1,0,0,2,0,2,1,0,0,1,0,2,2,0,2,2
387,0,1,0,3,1,0,4,3,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,1,2,2,3,0,4,1,0,1,1,0,2,1,1,2,0,2,0,2,1,1,1,2,0,2,1,2,1
388,0,0,2,2,3,3,6,7,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,2,0,1,2,4,3,0,1,1,2,1,0,2,1,1,0,1,1,1,1,1,0,1,1,2,2,1,1
389,0,0,2,2,3,3,6,7,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,2,0,1,2,4,3,0,1,0,2,1,0,0,0,1,0,1,2,2,2,2,0,1,0,0,2,2,2
390,0,0,2,2,3,3,6,7,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,1,2,0,1,2,4,3,0,1,1,2,0,2,1,2,0,1,1,2,2,2,0,2,1,2,0,0,1,2
391,0,0,1,0,0,4,3,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,3,3,0,3,2,0,2,0,0,1,2,2,0,2,0,1,2,0,0,1,0,0,1,1,0,0,2
392,0,0,1,0,0,4,3,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,3,3,0,3,2,0,2,0,2,0,1,2,2,2,1,1,1,2,0,1,1,2,1,0,1,1,1
393,0,0,2,2,3,3,6,7,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,2,0,1,2,4,3,0,1,2,2,2,0,0,2,2,0,0,0,1,2,1,2,0,0,2,2,1,1
394,0,1,0,3,1,0,4,3,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,1,2,2,3,0,4,1,0,2,2,1,0,1,0,1,2,0,0,2,2,2,0,0,2,2,1,2,2
395,0,0,2,2,3,3,6,7,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,2,0,1,2,4,3,0,1,1,0,2,2,2,0,0,1,2,1,0,0,1,0,1,1,2,2,2,1
396,0,0,1,0,2,1,0,6,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,1,0,5,1,7,0,2,1,0,2,2,2,1,1,1,2,0,2,1,0,2,1,0,1,0,1,0
397,0,1,0,1,4,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,1,3,4,1,5,0,1,0,1,2,1,1,1,0,0,2,0,1,0,1,1,2,0,1,2,2,2,2
398,0,1,1,1,4,2,1,1,12,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,0,1,3,4,1,5,0,1,0,1,2,2,2,2,2,1,2,1,2,2,0,0,0,0,1,2,1,2,2
399,0,0,1,0,2,1,0,6,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,1,0,5,1,7,0,2,1,0,0,1,1,1,2,0,1,1,0,2,0,1,0,2,0,1,1,1
400,0,1,0,3,1,0,4,3,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,1,2,2,3,0,4,1,0,0,2,1,0,0,2,2,2,0,2,0,0,0,1,0,0,1,1,0,2
401,0,0,2,2,3,3,6,7,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,2,0,1,2,4,3,0,1,1,1,1,2,2,2,1,2,2,0,2,1,1,0,1,0,1,0,0,2
402,0,1,0,3,1,0,4,3,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,1,2,2,3,0,4,1,0,0,2,1,2,1,2,2,0,2,1,0,2,0,2,0,1,0,2,2,1
403,0,0,2,2,2,3,6,7,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,1,2,0,1,4,2,1,0,1,2,2,0,1,0,1,0,1,2,2,0,2,2,1,1,0,1,2,0,0
404,0,1,0,3,1,0,4,3,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,1,2,2,3,0,4,1,0,1,1,1,0,2,2,2,0,2,0,1,0,2,2,0,0,0,2,1,0
405,0,0,2,2,3,3,2,0,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,2,0,1,2,4,3,0,1,0,2,0,1,1,1,0,0,2,2,1,1,2,2,2,1,0,1,2,2
406,0,0,2,2,2,5,6,7,26,1,0,0,0,0,0,0,0,0,0,2,1,4,3,1,2,0,1,2,0,1,4,2,1,0,1,0,1,0,2,1,1,0,0,0,0,1,2,2,1,1,1,2,1,1,2
407,0,0,2,2,2,5,5,4,1,1,0,0,0,0,0,0,0,0,0,2,2,4,5,6,0,0,1,2,0,1,4,2,1,0,1,1,1,2,0,1,2,1,1,2,1,2,2,2,0,2,1,1,2,1,2
408,0,0,2,2,3,3,6,7,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,2,0,1,2,4,3,0,1,1,1,0,1,1,2,2,1,0,2,2,2,0,1,2,1,2,0,0,2
409,0,1,0,3,1,0,4,3,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,1,2,2,3,6,5,1,0,2,2,2,0,2,2,0,0,0,0,1,2,1,1,1,0,0,2,2,1
410,0,0,1,0,0,4,3,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,3,3,0,3,2,0,2,2,1,1,2,1,1,1,0,0,2,1,0,0,2,0,1,0,0,1,2
411,0,0,1,0,0,4,3,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,5,4,0,1,0,1,3,0,3,2,0,2,0,0,1,0,0,1,2,0,0,1,1,2,1,0,1,1,2,2,2,0
412,0,0,1,0,0,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,1,0,1,3,0,3,2,0,2,2,1,0,2,1,2,0,0,0,2,2,1,2,2,1,1,2,1,1,1
413,0,0,1,0,0,5,5,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,0,1,2,3,4,4,2,1,0,-1,1,2,0,1,0,2,0,0,1,0,0,2,1,0,2,2,0,1,2,2
414,0,0,2,2,2,5,6,7,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,1,2,0,1,4,2,1,0,1,0,0,1,2,2,1,0,1,2,1,2,2,0,1,2,2,2,0,2,0
415,0,1,0,3,1,0,4,3,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,1,2,2,3,0,4,1,0,0,0,0,0,0,0,1,0,2,1,0,1,2,2,2,1,1,1,0,1
416,0,1,0,3,1,0,4,3,-1,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,1,2,2,3,6,5,1,0,2,1,2,1,2,2,0,1,2,1,1,1,0,2,2,0,0,1,2,0
417,0,1,0,3,1,0,4,3,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,1,2,2,3,0,4,1,0,1,2,2,0,2,2,1,2,2,1,2,0,0,2,2,0,2,1,1,0
418,0,0,1,0,2,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,1,0,1,3,0,3,2,0,2,0,2,1,0,2,0,1,1,2,0,0,0,2,1,1,2,0,2,2,2
419,0,0,2,2,2,1,0,6,22,2,0,0,0,0,0,0,0,0,0,2,1,4,3,1,1,0,1,0,1,0,5,1,7,0,2,1,0,2,0,1,0,2,1,2,1,2,1,0,0,1,0,1,1,1,1
420,0,1,1,0,0,4,3,5,19,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,3,3,0,3,6,1,2,2,0,0,1,1,0,0,0,0,2,0,2,2,1,1,1,2,1,0,1
421,0,0,2,2,3,3,6,7,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,2,0,1,2,4,3,0,1,1,1,1,1,0,2,0,0,0,2,1,0,0,2,0,2,1,1,0,0
422,0,0,2,2,3,3,6,7,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,1,2,0,1,2,4,3,0,1,0,1,1,0,1,1,1,2,1,0,2,2,0,2,2,2,0,2,2,0
423,0,0,2,2,2,1,0,6,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,1,0,1,0,5,1,7,0,2,0,2,0,2,1,2,0,2,2,2,1,2,0,0,2,0,1,1,0,0
424,0,0,2,2,3,3,6,7,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,1,2,0,1,2,4,3,0,1,2,2,1,0,0,0,2,0,0,0,0,1,1,0,2,2,1,1,1,2
425,0,1,0,3,1,0,4,3,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,1,2,2,3,6,5,1,0,0,1,2,2,0,0,1,0,0,1,1,0,0,2,0,2,0,0,2,2
426,0,0,2,2,2,1,0,6,2,2,0,0,0,0,0,0,0,0,0,2,2,4,3,5,1,0,1,0,1,0,5,1,7,0,2,2,2,1,2,0,1,1,1,2,2,2,1,2,0,0,0,0,0,2,0
427,0,1,0,1,4,2,1,1,12,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,0,1,3,4,1,5,0,1,0,1,0,2,0,1,2,0,1,0,2,1,1,2,1,1,2,1,2,2,2
428,0,0,2,2,2,5,6,7,26,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,1,2,0,1,4,2,1,0,1,0,0,2,0,0,2,1,1,1,0,1,1,0,1,1,2,2,2,2,2
429,0,0,1,0,0,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,5,4,0,1,0,1,3,0,3,2,0,2,1,1,2,1,2,1,0,0,0,2,0,0,0,0,2,1,2,1,2,0
430,0,0,1,0,0,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,1,0,1,3,0,3,2,0,2,0,0,0,1,2,0,1,1,1,1,2,1,0,0,1,2,0,1,0,2
431,0,0,1,0,2,5,5,4,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,2,3,1,4,2,1,0,1,2,0,1,2,1,2,1,1,2,1,0,0,0,0,1,1,1,1,1,2
432,0,0,1,0,0,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,1,0,1,3,0,3,2,0,2,0,0,1,0,2,2,1,2,1,1,1,1,0,0,1,0,0,0,0,2
433,0,0,1,0,2,5,5,4,15,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,2,3,1,4,2,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,2,0,0,1,0,1,2,2
434,0,0,2,2,3,3,2,0,18,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,2,0,1,2,4,3,0,-1,0,0,2,2,0,1,2,0,1,1,0,0,0,0,1,2,1,1,1,0
435,0,1,0,1,4,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,1,3,4,1,5,0,1,0,2,0,2,0,2,0,0,2,1,2,0,2,0,1,0,1,1,2,0,0
436,0,0,1,0,2,5,5,4,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,2,3,1,4,2,1,0,1,1,1,0,1,2,0,2,2,1,1,1,1,2,2,1,1,0,2,2,1
437,0,0,2,2,2,5,5,4,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,1,2,0,1,4,2,1,0,1,1,2,2,0,1,1,0,1,1,0,2,0,1,2,1,0,2,0,1,1
438,0,0,1,0,0,4,3,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,3,3,0,3,2,0,2,1,2,1,0,1,0,2,0,1,2,1,2,0,2,0,2,0,2,1,1
439,0,0,2,2,3,3,6,7,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,2,0,1,2,4,3,0,1,2,1,1,2,1,0,2,0,1,1,1,0,2,1,0,1,0,0,1,2
440,0,0,1,0,2,1,0,6,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,1,0,5,1,7,0,2,1,2,0,0,2,2,0,0,2,2,0,2,2,0,0,0,2,0,1,0
441,0,0,1,0,0,5,5,4,9,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,2,3,1,4,2,1,0,1,2,2,1,2,2,2,1,2,0,2,0,2,2,2,0,2,0,1,0,2
442,0,0,1,0,2,5,5,4,-1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,2,3,1,4,2,1,0,1,2,0,1,0,0,1,1,0,1,1,2,1,1,1,1,2,0,2,1,1
443,0,0,2,2,2,5,5,4,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,1,2,0,1,4,2,1,0,1,2,1,2,2,1,0,0,1,1,1,0,0,1,1,2,1,1,2,0,0
444,0,0,2,2,3,3,2,0,5,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,2,0,1,2,4,3,0,1,2,0,1,1,0,2,1,2,2,2,0,1,2,0,1,0,0,2,1,1
445,0,1,1,0,0,4,3,5,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,3,3,0,3,6,1,2,1,2,1,1,2,2,1,1,2,2,1,1,2,1,1,2,1,0,0,2
446,0,0,1,1,4,2,5,4,23,0,0,0,0,0,0,0,0,0,1,0,0,3,5,6,0,0,1,1,3,4,1,5,0,0,0,2,2,1,1,0,0,0,1,2,0,0,0,2,2,1,2,2,2,0,1
447,0,0,2,2,2,5,6,7,-1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,1,2,0,1,4,2,1,0,1,0,2,2,2,2,0,1,0,0,2,1,1,1,2,2,1,0,2,2,2
448,0,1,0,3,1,0,4,3,-1,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,1,2,2,3,6,5,1,0,0,1,1,0,1,1,2,0,1,0,2,0,1,1,0,2,0,1,0,2
449,0,0,2,2,2,1,0,6,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,1,0,1,0,5,1,7,0,2,1,0,2,2,1,2,2,2,0,0,1,1,2,2,2,1,1,0,0,0
450,0,0,1,0,0,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,1,0,1,3,0,3,2,0,2,2,1,0,1,2,2,0,2,1,0,1,0,2,1,2,0,1,0,0,1
