,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_n1,random_n2,random_n3,random_n4,random_n5,random_n6,random_n7,random_n8,random_n9,random_n10,random_n11,random_n12,random_n13,random_n14,random_n15,random_n16,random_n17,random_n18,random_n19
227,0,1,0,2,4,5,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,1,3,0,1,0,1,0,-1,1,1,2,0,1,1,0,0,2,0,0,0,2,2,2,2,0,2,0
228,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,2,1,4,5,6,4,1,0,2,0,2,2,1,1,2,0,1,0,0,0,0,2,2,0,2,0,0
229,0,1,2,0,1,0,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,1,2,0,1,0,1,0,1,2,0,0,0,1,1,1,2,0,0,2,0,0,1,0,2,1,1,1
230,0,0,1,3,2,1,5,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,3,3,2,5,2,1,0,2,1,2,1,1,2,2,2,1,0,2,1,2,2,1,2,1,1,0
231,0,1,2,0,1,2,6,5,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,1,0,0,2,0,3,0,0,2,2,2,1,1,1,1,1,1,1,1,2,2,2,1,2,2,0,2,0
232,0,1,0,2,1,2,6,5,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,0,2,0,3,0,0,2,2,1,0,2,2,0,0,0,2,1,2,2,0,1,2,0,2,2,0
233,0,1,0,2,4,2,6,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,1,0,0,1,4,1,5,0,2,2,1,1,1,0,2,2,1,2,2,2,0,1,0,1,0,0,1,2
234,0,1,0,2,4,5,2,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,3,1,4,1,6,0,2,0,2,0,0,0,0,1,0,0,2,0,2,1,2,0,1,0,2,2
235,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,2,1,4,5,6,4,1,0,2,2,2,2,1,2,2,0,1,2,1,1,1,2,2,1,2,2,1
236,0,0,1,3,2,1,5,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,3,3,2,5,2,1,0,1,1,0,2,1,1,2,1,0,2,1,0,2,2,2,2,2,0,1
237,0,1,0,2,4,5,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,1,4,1,5,0,2,1,0,1,2,0,2,0,2,0,1,1,2,1,2,2,2,1,2,1
238,0,1,0,2,1,2,6,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,0,0,2,0,3,5,0,2,2,2,2,2,2,0,0,0,0,1,0,0,0,1,2,2,2,2,0
239,0,1,2,0,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,1,1,2,0,1,0,1,0,1,0,0,1,2,1,0,0,2,0,2,0,1,2,1,2,0,1,0,1
240,0,1,0,2,4,4,1,0,9,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,1,3,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,2,0,1,1,0,1,1
241,0,0,1,3,2,1,5,7,12,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,0,2,3,3,2,5,2,1,0,1,1,1,2,1,2,2,2,1,1,2,2,1,2,2,0,1,1,2
242,0,1,0,2,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,1,3,0,1,0,1,0,1,0,2,0,2,0,2,2,2,2,2,2,0,0,1,2,0,2,2,1
243,0,1,0,2,4,5,2,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,3,1,4,1,6,0,2,1,2,2,1,0,0,2,1,0,1,0,0,1,1,1,1,1,2,2
244,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,1,4,5,4,7,1,0,0,1,2,1,2,1,1,1,1,0,0,2,0,2,2,0,2,2,2
245,0,1,0,2,4,5,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,1,4,1,5,0,2,2,1,1,1,0,1,2,2,2,1,1,0,1,2,1,2,2,2,2
246,0,0,1,3,2,1,5,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,3,3,2,5,2,1,0,2,2,2,0,0,2,0,0,2,0,0,2,0,1,1,2,2,0,2
247,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,1,3,2,4,7,1,0,0,2,1,0,1,0,2,0,0,0,0,0,2,2,0,2,1,1,2
248,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,1,4,5,4,7,1,0,0,1,2,1,0,0,1,1,1,2,0,2,2,1,2,0,2,1,0
249,0,1,2,0,3,0,3,4,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2,0,1,1,2,0,3,2,3,0,1,1,1,0,0,0,1,2,1,2,1,1,2,0,2,0,2,1,1,2
250,0,1,2,0,3,0,3,4,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,1,1,2,0,3,2,3,0,1,2,0,0,0,0,2,2,0,0,2,2,1,2,0,0,0,0,1,0
251,0,1,0,2,4,5,2,6,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,3,1,4,1,6,0,2,0,0,2,2,1,2,2,0,1,2,0,1,2,0,0,2,0,1,1
252,0,1,2,0,3,0,3,4,25,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,1,2,0,3,2,3,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0,2,2,2,1,2
253,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,1,3,2,4,7,1,0,1,1,0,2,0,0,0,1,1,2,0,0,1,2,1,0,2,2,2
254,0,1,2,0,1,2,6,5,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,1,0,0,2,0,3,0,0,2,0,0,0,0,0,0,1,0,1,1,1,2,1,2,0,1,1,1,1
255,0,1,2,0,1,2,6,5,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,1,1,0,1,0,0,2,0,3,0,0,2,1,2,0,2,2,2,1,0,1,1,1,1,0,2,0,2,2,2,0
256,0,1,0,2,1,4,1,0,21,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,1,3,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,2,0,1,2,0,1,2,0,1,1
257,0,0,1,3,2,1,5,7,12,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,0,2,3,3,2,5,2,1,0,0,1,1,1,0,1,2,0,2,2,1,1,1,2,1,1,0,1,2
258,0,1,0,2,4,5,2,6,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,3,1,4,1,6,0,2,2,0,1,2,0,0,2,2,2,0,2,0,2,2,2,0,0,2,1
259,0,1,0,2,4,5,2,6,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,3,1,4,1,5,0,2,0,1,1,0,2,1,2,0,2,0,2,1,2,2,2,1,2,2,2
260,0,1,2,0,3,0,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,1,2,0,1,0,1,0,1,0,1,0,0,2,1,0,1,0,0,0,2,1,1,2,2,2,1,1
261,0,0,1,3,2,1,5,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,3,3,2,5,2,1,0,2,0,2,0,1,0,2,2,0,1,2,1,2,0,0,1,2,2,0
262,0,1,0,2,4,5,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,1,4,1,5,0,2,2,0,2,1,2,0,2,2,0,0,1,1,2,0,0,1,2,0,2
263,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,1,4,5,4,7,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,2,1
264,0,1,2,0,3,0,3,4,10,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,1,2,0,3,2,3,0,1,2,1,2,1,1,0,1,1,0,2,2,0,2,0,0,0,1,0,2
265,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,1,4,5,4,7,1,0,2,2,0,0,1,2,0,1,0,2,2,0,0,1,1,1,0,0,1
266,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,1,4,5,4,7,1,0,1,0,1,1,0,1,0,1,1,1,1,2,0,0,1,1,1,0,0
267,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,1,4,5,4,7,1,0,2,2,1,1,2,1,0,2,1,1,1,0,1,0,2,1,0,1,0
268,0,1,0,2,4,5,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,1,4,1,5,0,2,0,2,2,0,2,1,0,0,1,1,0,2,2,2,2,1,1,2,2
269,0,0,1,3,2,1,5,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,3,3,2,5,2,1,0,2,2,1,0,0,2,2,1,2,1,1,1,2,1,1,2,1,2,0
270,0,1,0,2,4,5,2,6,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,3,1,4,1,6,0,2,0,1,2,0,0,1,0,0,2,2,2,0,0,0,1,1,1,1,1
271,0,0,1,3,2,1,5,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,3,3,2,5,2,1,0,1,2,1,2,2,2,2,2,1,0,2,2,1,2,2,2,0,0,1
272,0,1,2,0,3,0,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,1,2,0,3,2,3,0,1,0,1,1,2,1,2,1,2,2,0,0,0,1,0,0,1,1,0,1
273,0,1,2,0,3,0,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,1,2,0,3,2,3,0,1,1,1,2,1,0,1,2,1,2,1,1,0,2,1,1,1,0,1,0
274,0,1,0,2,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,1,3,0,1,0,1,0,1,0,0,1,1,1,2,2,1,2,2,1,1,0,0,0,1,1,2,2
275,0,1,0,2,4,5,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,1,4,1,5,0,2,2,1,1,2,0,1,2,2,0,2,2,2,2,0,1,1,1,0,0
276,0,1,2,0,3,0,3,4,10,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,1,2,0,3,2,3,0,1,0,1,1,1,2,1,0,2,2,2,1,1,1,2,2,2,1,0,1
277,0,1,2,0,1,0,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,1,2,0,1,0,1,0,1,1,1,1,2,0,2,0,1,1,2,1,1,1,1,2,0,2,2,1
278,0,1,0,2,4,5,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,1,4,1,5,0,2,0,2,0,1,1,1,1,0,1,1,0,1,2,0,1,0,0,2,1
279,0,1,0,2,4,4,1,0,21,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,1,3,0,1,0,1,0,1,1,2,2,2,1,1,2,0,1,2,1,0,1,2,0,1,2,0,2
280,0,1,2,0,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,1,1,2,0,1,0,1,0,1,2,1,2,1,2,1,1,1,1,0,1,1,0,0,0,0,0,1,0
281,0,1,2,0,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,1,1,2,0,1,0,1,0,1,2,1,1,1,2,2,0,1,1,0,1,0,2,0,2,1,1,1,0
282,0,1,2,0,3,0,3,4,-1,-1,-1,-1,-1,0,0,0,0,0,0,2,1,2,4,2,5,0,1,1,2,2,3,2,3,0,-1,0,0,0,2,2,0,0,0,0,1,1,0,2,1,1,2,0,0,1
283,0,0,1,3,2,1,5,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,3,3,2,5,2,1,0,1,0,1,1,2,0,2,1,1,2,0,1,0,1,2,0,2,0,2
284,0,1,2,0,1,4,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,6,0,0,1,1,2,0,1,0,1,0,1,0,0,2,1,0,1,0,0,1,1,2,2,2,0,1,0,0,0,0
285,0,0,1,3,2,1,5,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,6,0,0,2,1,3,2,4,7,1,0,0,0,2,0,0,0,0,1,1,1,1,2,1,1,0,0,2,0,1
286,0,1,2,0,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,1,1,2,0,1,0,1,0,1,0,1,2,0,2,1,0,1,1,2,0,0,2,2,2,2,2,2,1
287,0,0,0,2,4,5,2,6,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,3,1,4,1,6,0,2,2,1,2,2,0,0,1,1,0,1,1,0,0,2,2,2,1,2,0
288,0,1,0,2,1,2,6,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,0,0,2,0,3,5,0,2,0,0,2,2,0,1,1,1,2,1,0,0,0,1,2,0,2,0,0
289,0,1,2,0,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,1,1,2,0,1,0,1,0,1,0,2,0,0,1,1,2,2,1,2,1,1,2,0,0,2,2,0,2
290,0,1,2,0,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,1,1,2,0,1,0,1,0,1,2,0,0,1,2,0,2,0,0,1,2,1,2,0,0,2,0,1,0
291,0,1,0,2,4,5,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,1,4,1,5,0,2,1,1,0,1,1,2,0,0,1,2,0,0,0,2,0,2,2,2,0
292,0,0,1,3,2,1,5,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,3,3,2,5,2,1,0,0,0,0,2,0,0,1,2,0,0,0,0,1,1,2,2,0,0,0
293,0,0,1,1,0,1,5,7,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,4,6,0,0,2,1,3,2,4,7,1,0,2,0,1,0,2,0,0,2,2,1,0,1,1,1,0,1,2,1,1
294,0,1,0,2,4,5,2,6,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,3,1,4,1,6,0,2,0,2,2,2,2,2,0,2,2,1,1,0,1,2,2,0,2,1,1
295,0,1,0,2,1,2,6,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,0,0,2,0,3,5,0,2,2,2,0,1,2,0,1,0,1,2,2,1,1,0,0,2,1,1,1
296,0,1,0,2,1,4,1,0,21,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,1,3,0,1,0,1,0,1,0,1,1,1,1,2,2,1,2,1,2,0,1,0,1,1,2,2,0
297,0,0,1,3,2,1,5,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,3,3,2,5,2,1,0,2,0,1,0,0,0,1,0,2,2,1,2,1,0,2,1,2,2,2
298,0,1,0,2,1,2,6,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,0,0,2,0,3,5,0,2,1,0,0,0,1,2,2,0,2,1,0,2,0,1,1,0,0,1,0
299,0,1,0,2,1,2,6,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,0,0,2,0,3,5,0,2,2,0,2,2,2,2,1,1,1,2,1,1,0,2,2,2,2,2,1
300,0,1,2,0,3,0,3,4,20,2,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,0,0,2,0,3,0,0,2,0,1,0,0,2,1,0,0,2,1,1,2,2,1,2,0,1,1,2
301,0,1,2,0,3,0,3,4,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,1,1,2,0,3,2,3,0,1,1,2,1,1,2,2,2,2,2,2,1,0,2,2,1,1,0,2,0
302,0,1,0,2,1,2,6,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,1,0,0,1,4,1,5,0,2,1,2,2,2,1,1,0,2,0,2,1,2,1,2,0,2,0,0,2
303,0,0,1,3,2,1,5,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,3,3,2,5,2,1,0,0,1,2,2,0,2,1,2,0,1,0,0,0,1,0,0,0,0,2
304,0,1,0,2,4,5,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,1,4,1,5,0,2,1,0,0,2,2,1,1,2,2,2,0,1,2,2,2,2,0,1,0
305,0,0,1,3,2,1,5,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,3,3,2,5,2,1,0,1,1,2,1,2,2,0,0,2,1,2,1,1,0,2,0,0,2,0
306,0,1,0,2,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,1,3,0,1,0,1,0,1,0,2,1,1,0,1,1,0,0,2,1,0,2,1,1,0,1,1,1
307,0,0,1,3,2,1,5,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,3,3,2,5,2,1,0,2,0,0,1,0,2,2,2,0,2,0,0,0,2,1,0,2,1,1
308,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,2,1,4,5,6,4,1,0,2,0,0,1,2,0,0,2,2,0,1,1,2,2,1,2,0,1,1
309,0,1,0,2,4,5,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,1,4,1,5,0,2,1,0,1,2,0,2,0,2,1,1,2,0,0,1,0,2,1,1,1
310,0,1,2,0,3,0,3,4,-1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,1,2,0,3,2,3,0,-1,1,2,1,0,2,1,2,2,2,2,2,1,0,2,0,1,1,2,0
311,0,1,2,0,1,4,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,1,1,2,0,1,0,1,0,1,0,2,2,2,0,1,0,1,2,0,2,1,2,2,2,2,1,2,0
312,0,0,1,3,4,5,2,6,11,2,0,0,0,0,0,0,0,0,1,0,0,0,1,3,4,0,1,0,3,1,4,1,6,1,2,1,0,2,1,2,2,0,2,1,2,1,2,1,0,2,2,2,2,2
313,0,1,2,0,3,0,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,1,2,0,3,2,3,0,1,1,0,1,1,0,2,2,1,0,2,0,0,1,0,2,1,2,2,2
314,0,1,0,2,4,5,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,1,4,1,5,0,2,2,0,1,0,0,1,1,0,0,2,2,1,2,1,1,1,2,1,1
315,0,1,2,0,3,0,3,5,13,2,0,0,0,0,0,0,0,0,0,2,1,2,4,1,1,0,1,0,0,2,0,3,0,0,2,1,1,2,0,1,0,2,0,1,1,2,1,2,2,2,1,2,1,1
316,0,0,1,3,2,1,5,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,3,3,2,5,2,1,0,2,2,2,1,2,0,0,0,0,2,1,2,2,2,2,2,2,2,2
317,0,1,0,2,4,5,2,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,3,1,4,1,5,0,2,1,0,1,2,2,2,2,0,2,2,2,2,0,1,0,0,0,1,1
318,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,1,4,5,4,7,1,0,1,2,1,1,1,0,1,0,1,1,0,0,0,2,1,0,0,2,0
319,0,1,0,2,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,1,3,0,1,0,1,0,1,1,0,0,1,0,2,0,1,2,0,1,0,1,0,2,2,1,2,1
320,0,1,2,0,3,0,3,5,13,2,0,0,0,0,0,0,0,0,0,2,1,4,4,1,1,0,1,0,0,2,0,3,0,0,2,2,2,0,0,2,2,0,2,2,2,2,1,2,1,1,0,2,0,1
321,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,1,4,5,4,7,1,0,0,1,0,1,1,2,2,2,0,1,1,1,1,0,1,1,1,2,0
322,0,0,1,3,2,1,5,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,3,3,2,5,2,1,0,0,2,0,2,1,2,0,1,0,1,1,2,0,1,0,0,0,1,0
323,0,0,0,2,4,5,2,6,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,3,1,4,1,6,1,2,1,2,0,2,2,1,0,0,1,1,0,1,2,1,1,1,0,1,2
324,0,1,2,0,3,0,3,4,5,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,1,2,0,3,2,3,0,1,2,1,2,0,2,1,1,1,2,2,1,0,2,2,1,1,2,0,2
325,0,1,0,2,4,5,2,6,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,3,1,4,1,6,0,2,1,0,0,2,0,2,2,1,2,0,1,0,0,1,0,2,0,1,0
326,0,1,2,0,1,4,4,1,24,1,0,0,0,0,0,0,0,0,0,2,1,4,5,6,2,0,1,1,2,0,1,0,1,0,1,1,1,0,1,0,2,1,0,2,0,0,2,2,2,2,0,0,1,2
327,0,0,1,3,2,1,5,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,3,3,2,5,2,1,0,0,2,0,2,2,0,0,2,0,2,1,0,2,1,2,2,2,0,0
328,0,0,0,2,4,5,2,6,19,2,0,0,0,0,0,0,0,0,1,0,2,0,1,3,4,0,1,0,3,1,4,1,6,1,2,0,0,0,0,0,1,2,1,1,1,0,0,1,1,0,1,1,2,2
329,0,0,1,3,2,1,5,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,3,3,2,5,2,1,0,1,0,2,1,0,1,0,2,1,2,0,2,2,1,1,2,0,0,0
330,0,1,0,2,1,2,6,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,0,0,2,0,3,5,0,2,2,0,0,1,1,1,0,1,0,0,0,1,1,2,1,0,1,1,1
331,0,0,1,3,2,1,5,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,3,3,2,5,2,1,0,2,2,1,1,2,0,2,1,2,1,1,0,1,0,0,0,0,0,2
332,0,1,0,2,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,1,3,0,1,0,1,0,1,2,0,2,2,2,2,2,2,0,1,1,0,1,2,1,2,0,0,1
333,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,1,4,5,4,7,1,0,1,1,0,0,0,2,1,2,1,1,2,1,2,2,2,2,2,0,2
334,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,1,4,5,4,7,1,0,0,0,1,2,1,0,0,0,0,2,1,1,0,2,0,2,2,0,2
335,0,0,1,3,2,1,5,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,3,3,2,5,2,1,0,0,2,1,2,1,0,2,0,1,2,1,2,0,1,0,0,0,1,1
336,0,0,1,3,2,1,5,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,3,3,2,5,2,1,0,0,1,0,0,2,1,0,0,2,2,1,1,1,2,2,1,0,1,1
337,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,2,1,4,5,6,4,1,0,0,1,1,2,2,2,0,0,0,1,1,0,2,0,2,0,2,1,0
338,0,1,0,2,4,5,2,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,3,1,4,1,5,0,2,0,2,2,0,0,1,0,1,0,2,2,2,0,2,1,1,0,1,1
339,0,1,0,2,1,2,6,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,1,0,0,2,0,1,5,0,2,0,0,0,0,1,1,0,2,2,1,0,1,0,0,1,0,1,2,2
340,0,1,2,0,3,0,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,1,2,0,3,2,3,0,1,1,1,2,2,2,1,2,1,2,0,2,1,0,1,1,2,2,1,2
341,0,1,2,0,1,2,6,5,2,2,0,0,0,0,0,0,0,0,0,2,2,4,3,5,1,0,1,0,0,2,0,3,0,0,2,0,1,2,1,0,1,1,0,1,2,1,1,0,1,2,2,1,0,1
342,0,0,1,1,0,3,0,2,16,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,2,1,4,5,6,4,1,0,1,0,0,2,1,1,2,1,1,2,2,1,0,1,1,1,1,0,2
343,0,1,2,0,3,0,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,1,2,0,3,2,3,0,1,0,2,2,0,2,2,0,1,2,2,2,0,0,0,1,2,0,2,2
344,0,0,1,3,2,1,5,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,3,3,2,5,2,1,0,0,1,0,0,2,2,0,1,2,0,0,0,0,2,1,0,2,0,0
