,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12
260,0,1,1,3,4,0,6,4,25,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,0,0,1,4,3,5,0,27,3,4,0,2,0,2,1,4,3,3,0,4
261,0,0,2,1,1,2,4,5,93,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,1,1,2,2,4,3,0,-1,5,3,3,3,4,5,0,5,1,1,4,5
262,0,0,0,2,3,4,0,7,57,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,1,1,3,0,0,5,0,0,46,3,0,4,3,5,5,1,0,4,4,1,1
263,0,0,0,2,3,1,0,7,94,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,1,1,3,0,0,5,0,0,-1,4,5,4,1,5,0,5,5,1,2,2,0
264,0,0,2,1,0,5,2,2,43,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,0,0,1,2,2,0,2,0,3,2,0,1,5,0,5,4,0,2,4,4,3
265,0,0,2,1,1,2,3,1,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,1,4,1,2,7,0,-1,5,4,4,2,5,4,1,1,1,4,2,4
266,0,1,0,0,2,3,5,0,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,2,2,3,3,1,1,0,-1,3,3,1,0,3,4,3,3,3,3,0,1
267,0,0,2,1,1,2,3,1,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,1,4,1,2,7,0,39,2,3,3,0,3,3,4,2,5,5,2,5
268,0,0,0,2,3,1,1,7,49,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,1,2,3,0,0,5,0,0,-1,4,2,4,1,5,2,1,3,5,0,3,3
269,0,1,1,3,0,5,2,6,29,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,0,0,0,1,5,6,4,0,17,3,2,2,3,0,1,1,3,4,5,0,0
270,0,0,2,1,0,5,2,2,37,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,3,0,0,1,1,2,5,0,2,0,54,2,1,1,1,0,2,1,0,2,2,3,5
271,0,0,2,1,1,2,3,1,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,1,4,1,2,7,0,-1,1,1,3,2,1,0,0,0,0,1,5,1
272,0,1,1,3,4,0,6,6,95,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,0,0,1,5,6,4,0,-1,5,0,5,2,1,3,3,1,4,5,1,3
273,0,1,1,3,4,0,6,4,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,6,0,0,0,0,1,4,6,4,0,-1,1,5,3,0,5,0,2,3,1,4,3,4
274,0,0,2,2,3,4,0,3,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,3,4,1,2,6,0,-1,4,0,1,3,4,4,3,4,0,1,1,0
275,0,1,0,0,2,1,1,7,-1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,1,2,2,3,5,6,0,0,-1,5,5,4,0,3,4,3,5,1,4,4,0
276,0,0,0,2,3,1,1,7,-1,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,1,2,3,0,0,5,0,0,-1,3,1,1,4,2,3,2,4,1,3,5,2
277,0,0,2,1,1,2,4,5,78,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,1,1,2,2,4,3,0,-1,0,4,4,5,2,3,5,2,1,3,1,2
278,0,0,2,1,0,5,2,2,43,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,0,0,1,2,2,0,2,0,3,5,0,4,1,3,4,3,4,4,3,1,3
279,0,1,1,3,4,0,6,4,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,0,0,1,4,3,5,0,-1,3,0,2,4,3,4,1,0,5,4,2,5
280,0,0,2,1,1,2,3,1,79,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,1,4,1,2,7,0,38,0,3,2,2,5,5,0,1,0,0,4,2
281,0,0,0,2,3,1,1,7,4,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,2,0,1,1,3,0,5,6,0,0,23,1,3,3,3,0,3,4,0,1,2,5,4
282,0,0,2,1,0,5,3,1,37,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,3,0,0,1,1,2,5,0,2,0,55,0,0,0,0,4,2,1,1,1,2,0,5
283,0,0,2,1,0,5,2,2,-1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,0,0,1,2,5,0,2,0,-1,1,4,2,5,1,4,4,1,5,2,4,0
284,0,1,1,3,0,5,2,2,47,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,0,0,0,1,4,0,2,0,5,4,0,0,1,2,4,1,4,0,0,4,4
285,0,0,0,2,3,1,1,7,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,1,1,3,0,5,5,0,0,24,1,5,2,1,2,4,3,1,4,3,0,4
286,0,1,1,0,2,3,5,6,66,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,0,0,0,1,5,6,4,0,56,4,3,0,4,2,3,3,2,1,3,0,0
287,0,1,0,0,2,1,1,7,33,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,1,2,2,3,5,6,0,0,20,4,2,5,0,3,0,3,1,2,2,2,5
288,0,0,0,2,3,1,0,7,94,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,1,1,3,0,0,5,0,0,-1,0,2,5,5,3,4,4,0,1,5,3,3
289,0,1,1,3,4,0,2,6,91,0,0,0,0,0,0,0,0,0,1,1,2,2,3,5,7,0,0,0,0,1,5,6,4,0,-1,1,2,3,0,0,4,5,5,3,2,2,4
290,0,1,1,3,4,0,6,4,65,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,6,0,0,0,0,1,4,6,4,0,31,2,0,2,0,3,0,4,0,3,4,0,5
291,0,1,1,3,0,5,2,2,46,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,0,0,0,1,5,0,2,0,7,1,3,1,2,3,1,1,3,3,5,2,2
292,0,1,1,3,4,0,6,4,38,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,0,0,1,4,3,5,0,-1,5,5,3,1,4,3,5,0,0,4,0,3
293,0,1,1,3,4,0,6,6,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,0,0,1,5,6,4,0,12,4,5,2,5,2,1,4,1,5,4,5,4
294,0,1,1,3,4,0,6,6,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,0,0,1,5,6,4,0,-1,1,2,1,0,0,4,1,3,1,5,1,1
295,0,0,0,0,2,1,1,7,49,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,1,2,2,0,5,5,0,0,-1,5,0,0,1,3,2,1,0,5,0,5,1
296,0,0,0,2,3,1,1,7,32,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,1,1,3,0,0,5,0,0,52,2,3,0,3,5,0,2,0,3,3,4,2
297,0,1,1,3,0,5,2,2,43,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,0,0,1,2,2,0,2,0,-1,4,2,4,3,2,1,0,4,0,5,4,4
298,0,0,2,1,1,2,3,1,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,1,4,1,2,7,0,-1,0,3,3,1,4,3,4,3,3,2,1,3
299,0,1,1,3,0,5,2,2,29,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,0,0,0,1,5,0,2,0,16,0,2,4,0,2,0,4,0,5,4,5,0
300,0,0,2,1,1,2,4,5,96,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,1,1,2,2,4,3,0,43,5,0,4,4,5,0,4,2,4,4,5,1
301,0,0,0,2,3,1,1,7,4,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,1,1,3,0,5,5,0,0,25,4,2,3,0,4,0,2,5,4,5,3,5
302,0,0,0,2,3,4,0,3,17,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,3,0,0,5,0,0,45,1,0,4,4,2,3,1,5,4,4,4,2
303,0,0,2,2,3,4,0,3,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,3,4,1,2,6,0,51,5,3,2,5,0,4,3,5,2,3,1,2
304,0,1,1,3,0,5,2,6,29,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,0,0,0,1,5,6,4,0,18,1,2,5,2,0,4,5,4,5,0,4,2
305,0,0,0,2,3,4,0,3,97,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,3,0,0,5,6,0,-1,4,4,1,1,2,1,5,5,0,2,5,5
306,0,1,0,0,2,1,1,7,98,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,1,2,2,3,5,6,0,0,-1,0,0,4,0,1,5,3,1,1,5,1,3
307,0,1,1,0,2,3,5,0,-1,0,0,0,0,0,0,0,0,0,1,1,1,0,4,5,7,0,1,2,2,3,3,1,1,0,-1,3,1,1,4,0,0,2,2,2,0,3,2
308,0,1,1,3,4,0,6,4,28,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,0,0,1,4,3,5,0,29,5,3,5,4,0,4,5,1,1,0,0,4
309,0,1,1,3,0,5,2,2,43,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,0,0,1,2,2,0,2,0,2,2,0,2,2,5,3,0,2,1,5,1,2
310,0,0,2,1,0,5,2,2,5,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,0,0,1,2,2,0,2,0,-1,4,4,1,5,0,1,1,0,2,5,3,4
311,0,1,1,3,4,0,6,4,25,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,0,0,1,4,3,5,0,27,0,0,1,4,0,0,3,0,1,3,1,4
312,0,0,2,1,1,2,4,5,64,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,1,0,0,1,1,2,2,0,2,0,4,0,5,4,5,4,2,2,3,4,2,2,4
313,0,0,0,2,3,1,1,7,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,1,1,3,0,5,5,0,0,-1,0,0,4,2,5,5,1,0,5,2,1,4
314,0,1,1,3,4,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,4,0,0,0,0,1,4,3,5,0,-1,1,2,3,0,3,0,1,4,1,3,0,3
315,0,1,1,3,0,5,2,2,47,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,0,0,0,1,4,0,2,0,5,2,5,3,1,1,2,0,0,5,5,5,3
316,0,0,2,1,1,2,3,1,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,1,4,1,2,7,0,-1,5,5,4,1,0,5,4,5,5,4,4,0
317,0,0,2,2,3,4,0,3,9,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,3,4,1,2,6,0,-1,1,2,4,3,0,1,5,5,4,1,4,3
318,0,1,1,3,4,0,6,4,-1,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,0,0,1,4,3,5,0,-1,2,3,4,1,1,1,4,4,4,3,1,1
319,0,0,0,2,3,4,0,3,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,3,0,0,5,6,0,48,1,4,1,1,2,0,2,0,5,3,0,3
320,0,0,2,1,1,2,4,5,55,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,1,1,2,2,4,3,0,-1,0,0,5,1,1,3,1,2,4,5,0,4
321,0,0,2,1,1,2,3,1,18,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,3,0,1,1,1,4,1,2,7,0,-1,2,3,3,1,1,5,1,2,1,1,1,3
322,0,0,2,1,0,5,3,1,37,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,3,0,0,1,1,2,5,0,2,0,55,3,3,3,0,5,3,5,5,5,5,0,3
323,0,0,0,2,3,4,0,3,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,3,0,0,5,6,0,49,5,2,4,3,5,3,4,5,2,1,3,1
324,0,0,2,1,1,2,4,5,8,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,1,1,2,2,4,3,0,-1,2,0,1,0,1,2,2,2,3,1,3,4
325,0,1,0,0,2,3,5,0,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,2,2,3,3,1,1,0,58,1,1,1,1,1,2,0,5,3,5,3,5
326,0,0,0,2,3,4,0,3,57,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,3,0,0,5,0,0,46,5,0,5,0,1,1,2,3,4,4,2,0
327,0,1,0,0,2,3,5,0,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,2,2,3,3,1,1,0,58,5,5,1,3,4,0,1,5,5,2,3,2
328,0,0,2,1,1,2,4,5,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,1,1,2,2,4,3,0,33,0,0,5,3,2,4,0,5,5,2,0,5
329,0,1,0,0,2,3,5,0,85,0,0,0,0,0,0,0,0,0,1,2,1,0,0,6,7,0,1,2,2,3,5,6,0,0,22,5,0,4,0,1,2,1,4,0,1,1,1
330,0,0,0,0,2,1,1,7,14,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,1,2,2,0,0,5,0,0,-1,5,1,2,0,2,2,0,5,2,1,4,1
331,0,0,2,1,1,2,3,1,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,1,4,1,2,7,0,-1,1,5,1,5,4,0,3,3,0,3,1,4
332,0,1,1,0,2,3,1,6,42,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,0,2,2,3,5,6,4,0,-1,0,3,5,5,0,1,2,1,5,3,3,2
333,0,0,0,2,3,1,1,7,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,1,1,3,0,5,5,0,0,-1,0,4,4,3,5,0,2,4,0,4,0,1
334,0,1,0,0,2,3,5,0,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,2,2,3,3,1,1,0,58,0,5,3,0,0,5,2,4,5,1,4,3
335,0,0,2,2,3,1,3,1,99,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,3,0,1,1,3,4,1,2,7,0,-1,0,2,2,0,2,4,2,2,3,2,2,5
336,0,1,1,3,4,0,6,4,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,6,0,0,0,0,1,4,6,4,0,-1,4,3,3,3,4,0,3,2,4,1,5,2
337,0,1,0,0,2,3,5,0,100,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,2,2,3,3,1,1,0,-1,0,3,3,1,1,0,3,5,2,0,0,5
338,0,0,2,1,0,5,4,2,101,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,4,0,0,0,1,2,2,0,2,0,-1,2,1,0,5,4,1,5,2,2,5,3,0
339,0,0,2,1,1,2,4,5,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,5,2,1,0,0,1,1,2,2,4,3,0,-1,0,1,1,3,4,2,4,0,0,3,0,2
340,0,1,1,3,4,0,6,4,74,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,0,0,1,4,3,5,0,6,0,0,2,1,5,2,5,2,1,0,0,1
341,0,0,2,1,0,5,2,2,102,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,0,0,1,2,2,0,2,0,54,4,5,1,4,4,4,5,5,1,2,0,4
342,0,0,0,0,2,1,1,7,14,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,1,2,2,0,0,5,0,0,61,3,0,1,5,4,5,3,2,5,3,3,3
343,0,0,2,2,3,4,0,3,9,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,3,4,1,2,7,0,50,2,2,1,0,3,4,5,1,1,0,3,2
344,0,1,1,3,4,0,6,6,95,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,0,0,1,5,6,4,0,-1,0,3,0,5,0,3,4,4,1,3,0,5
345,0,0,0,2,3,1,1,7,4,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,1,2,3,0,5,5,0,0,25,1,3,5,2,2,0,2,2,1,2,1,5
346,0,0,0,2,3,4,3,3,-1,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,3,0,1,1,3,4,1,2,7,0,-1,2,0,3,4,2,4,4,2,5,3,2,4
347,0,0,2,1,0,5,2,6,70,0,0,0,0,0,0,0,0,0,0,1,2,2,0,5,7,0,0,1,1,1,5,6,2,0,-1,2,1,1,0,3,4,4,5,4,3,1,2
348,0,0,2,1,1,2,4,5,8,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,1,1,2,2,4,3,0,37,1,0,4,4,5,5,4,4,1,3,5,3
349,0,0,0,2,3,4,0,3,17,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,3,0,0,5,6,0,45,4,0,1,1,0,0,3,5,4,3,2,3
350,0,0,2,1,1,2,4,5,55,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,1,1,2,2,4,3,0,-1,5,3,2,5,5,4,1,5,4,1,4,2
351,0,0,0,2,3,4,0,3,103,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,3,0,0,5,6,0,64,5,0,2,5,1,2,1,5,0,5,4,0
352,0,0,2,1,1,2,4,5,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,1,1,2,2,4,3,0,34,2,3,1,0,2,4,1,1,4,4,4,5
353,0,1,1,3,4,0,6,4,38,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,0,0,1,4,3,5,0,8,2,5,5,3,4,2,3,0,5,4,3,5
354,0,1,0,0,2,3,5,0,100,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,2,2,3,3,1,1,0,59,3,2,5,4,2,1,0,3,4,5,2,1
355,0,0,2,1,0,5,2,2,5,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,0,0,1,2,2,0,2,0,-1,1,0,4,2,0,2,4,1,5,0,2,0
356,0,1,0,0,2,1,1,7,33,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,1,2,2,3,5,6,0,0,21,3,4,4,3,5,1,5,4,2,0,0,0
357,0,1,1,3,0,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,0,0,1,2,2,0,2,0,1,0,0,1,3,2,5,1,1,0,3,0,0
358,0,0,2,1,1,2,3,1,18,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,3,0,1,1,1,4,1,2,7,0,41,5,2,0,5,0,1,4,2,1,1,3,4
359,0,0,2,2,1,2,3,1,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,1,4,1,2,7,0,-1,1,5,4,2,2,4,2,5,2,1,2,4
360,0,1,1,3,0,5,2,2,76,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,0,0,1,2,5,0,2,0,-1,3,4,2,1,4,2,2,4,2,5,4,2
361,0,0,0,0,2,1,1,7,14,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,1,2,2,0,0,5,0,0,61,1,5,5,2,5,5,4,3,5,4,2,0
362,0,1,1,3,4,0,6,4,31,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,0,0,1,4,6,4,0,31,4,3,5,1,3,1,3,0,5,2,0,0
363,0,1,1,3,4,0,6,4,28,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,0,0,1,4,3,5,0,29,5,4,1,0,1,0,4,5,3,3,1,3
364,0,0,0,2,3,1,1,7,104,0,0,0,0,0,0,0,0,0,1,2,0,4,4,1,2,0,1,2,2,0,0,5,0,0,-1,2,4,4,5,1,5,3,5,2,1,3,3
365,0,1,1,3,4,0,6,6,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,0,0,1,5,6,4,0,13,4,0,4,5,3,3,3,1,3,5,0,0
366,0,1,0,0,2,1,1,6,82,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,1,2,2,3,5,6,4,0,-1,4,0,0,0,1,5,3,2,0,4,2,2
367,0,0,2,1,1,2,3,1,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,1,4,1,2,7,0,-1,3,3,2,4,2,4,3,5,5,1,3,4
368,0,1,1,3,4,0,6,4,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,0,0,1,4,3,5,0,-1,3,5,5,4,4,4,5,5,3,4,5,4
369,0,0,2,1,1,2,3,1,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,1,4,1,2,7,0,-1,0,3,5,0,2,2,4,5,3,1,1,0
370,0,1,1,3,4,0,6,4,74,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,0,0,1,4,3,5,0,6,4,2,3,4,0,4,4,0,0,0,5,2
371,0,1,0,0,2,1,1,7,33,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,1,2,2,3,5,6,0,0,20,4,5,1,5,1,3,1,3,2,0,3,2
372,0,1,0,0,2,3,5,0,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,2,2,3,3,1,1,0,57,4,1,5,1,5,2,4,4,1,5,1,2
373,0,1,1,3,0,5,2,6,29,0,0,0,0,0,0,0,0,0,1,1,2,2,1,5,7,0,0,0,0,1,5,6,2,0,-1,3,4,1,3,3,2,3,0,2,3,0,0
374,0,0,2,1,1,2,4,5,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,1,1,2,2,4,3,0,34,2,1,1,1,3,4,3,3,2,3,2,0
375,0,1,1,3,4,0,6,4,-1,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,0,0,1,4,3,5,0,-1,3,5,0,2,5,4,1,3,5,2,4,1
376,0,1,1,3,2,1,1,6,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,0,2,2,3,5,6,4,0,-1,2,2,2,5,4,2,5,0,0,3,2,0
377,0,1,1,3,4,5,2,2,47,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,4,0,0,0,0,1,4,0,2,0,5,0,4,3,2,0,1,0,1,3,5,5,4
378,0,1,1,3,4,0,6,4,10,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,0,0,1,4,3,5,0,-1,3,4,5,3,2,5,2,2,5,2,4,5
379,0,1,0,0,2,3,5,0,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,2,2,3,3,1,1,0,57,5,4,1,1,3,1,4,4,5,4,3,1
380,0,1,0,0,2,3,5,0,69,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,2,2,3,3,1,1,0,-1,1,4,3,3,1,2,0,5,2,1,0,0
381,0,0,0,2,3,1,1,7,4,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,2,0,1,1,3,0,5,6,0,0,23,5,5,4,3,3,1,3,3,2,4,5,1
382,0,0,2,2,3,4,0,3,9,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,3,4,1,2,7,0,50,4,2,3,5,2,5,1,0,3,5,2,3
383,0,0,2,1,1,2,3,1,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,1,4,1,2,7,0,40,2,3,5,2,0,0,2,2,0,1,5,0
384,0,0,2,2,3,1,3,1,99,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,1,1,1,4,1,2,7,0,-1,0,5,2,4,1,0,3,0,4,0,0,5
385,0,1,0,0,2,3,5,0,105,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,2,2,3,3,1,1,0,-1,5,2,0,4,1,5,2,1,4,1,3,0
386,0,1,1,3,4,0,6,6,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,0,0,1,5,6,4,0,13,1,5,5,4,1,1,1,3,1,1,5,1
387,0,1,1,3,0,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,0,0,1,2,2,0,2,0,1,4,2,5,2,3,3,4,3,4,0,5,3
388,0,0,0,2,3,4,0,3,97,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,3,0,0,5,6,0,-1,4,3,4,0,0,1,2,1,4,5,1,1
389,0,0,2,2,3,4,0,3,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,3,4,1,2,6,0,51,2,4,2,0,0,2,4,1,4,2,1,5
390,0,0,0,2,3,1,1,7,106,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,1,1,3,0,0,5,0,0,-1,0,1,2,5,1,0,2,2,4,3,1,4
391,0,0,2,1,1,2,4,5,107,0,0,0,0,0,0,0,0,0,0,0,3,3,5,2,1,0,0,1,1,2,2,0,2,0,-1,1,1,1,0,3,2,1,2,3,2,5,0
392,0,1,1,3,4,0,6,4,74,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,0,0,1,4,3,5,0,-1,5,1,1,5,1,4,4,0,0,3,4,4
393,0,0,2,2,3,4,0,3,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,3,4,1,2,6,0,51,4,0,2,1,0,2,2,3,0,3,3,0
394,0,1,1,3,4,0,6,4,71,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,0,0,1,4,3,5,0,30,3,2,0,4,5,0,1,0,5,5,1,1
